Extraction_Date,ord_week_nmb,Site_Name,TCIN,Product_ID,,Product_Name,Regular_price,Regular_Price_Range,Shipping,disc_perc,markdown_price,final_price,Product_Description,availability,additional_information,price_promo,Unique_Key
07-01-2013,6,Amazon,11261184,B002B4MBUK,0,"Rockland Luggage Rolling 22"" Duffle Bag",22.39,n/a,4.98,0,22.39,22.39,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $46.61 (68%),6 B002B4MBUK
07-01-2013,6,Amazon,11261195,B002B4O70W,0,Rockland Luggage Four-Piece Luggage Set,86.97,n/a,0,0,86.97,86.97,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $153.02 (64%),6 B002B4O70W
07-01-2013,6,Amazon,11261176,B002B4RNPI,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.37,n/a,0,0,27.37,27.37,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.63 (60%),6 B002B4RNPI
07-01-2013,6,Amazon,11261189,B002B4RO8O,0,Rockland Luggage 19 Inch Tote Bag,16,n/a,4.98,0,16,16,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $14.00 (47%),6 B002B4RO8O
07-01-2013,6,Amazon,13829653,B002HU27UW,0,"Cocoon CPG10BK GRID-IT Organizer, 12 x 8 Inch, Black",19.99,n/a,7,0,0,19.99,The ultimate organizer! The GRID-IT system provides endless configurations for your digital devices and personal effects. Convenient sizes make it a great companion for your current laptop bag or travel case.,Yes,n/a,n/a,6 B002HU27UW
07-01-2013,6,Amazon,14112229,B002IYDX3W,0,"SOLO Sterling Rolling 15.4"" Laptop Overnighter",51.17,n/a,0,0,51.17,51.17,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $28.82 (36%),6 B002IYDX3W
07-01-2013,6,Amazon,11458033,B002L1L46A,0,Leatherbay Flip Top Wallet,21.36,n/a,4.98,0,21.36,21.36,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $8.59 (29%),6 B002L1L46A
07-01-2013,6,Amazon,11458127,B002L1QWK8,0,Leatherbay Leatherbay Mini Globe Trotter Duffel Bag,119.99,n/a,0,0,119.99,119.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $79.96 (40%),6 B002L1QWK8
07-01-2013,6,Amazon,13535402,B002MHW4MG,0,Travel Smart by Conair 1200 WATT Silver Folding Hair Dry,17.32,n/a,5.46,0,17.32,17.32,"Travel smart 1200 watt folding travel hair dryer is the solution to your hair styling issues when traveling. its lightweight design and folding handle makes it compact enough for travel and it features dual voltage power so you can take it just about anywhere. complete with 2 heat settings and a 5' cord, you can bring the salon to your hotel or wherever you travel to.",Yes,($17.32 / counts) & eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.67 (31%),6 B002MHW4MG
07-01-2013,6,Amazon,12404369,B002MV26V6,0,Rockland Luggage Four-Piece Luggage Set,88.57,n/a,0,0,88.57,88.57,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $151.42 (63%),6 B002MV26V6
07-01-2013,6,Amazon,12404371,B002MVGEUA,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B002MVGEUA
07-01-2013,6,Amazon,12403909,B002MVGJNM,0,Rockland Luggage 22 Inch Rolling Duffle Bag,27.99,n/a,0,0,27.99,27.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.01 (59%),6 B002MVGJNM
07-01-2013,6,Amazon,11470751,B002MXVEOO,0,"McKlein USA Sheridan Leather Wheeled 17"" Laptop Catalog Case",180.8,n/a,0,0,180.8,180.8,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $276.70 (60%),6 B002MXVEOO
07-01-2013,6,Amazon,11458136,B002ONBRDU,0,Leatherbay Leather Backpack with Single Pocket,162.79,n/a,0,0,162.79,162.79,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $97.16 (37%),6 B002ONBRDU
07-01-2013,6,Amazon,11457912,B002ONBRFI,0,Leatherbay World Traveller Cabin Bag,204.81,n/a,0,0,204.81,204.81,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $125.14 (38%),6 B002ONBRFI
07-01-2013,6,Amazon,11457905,B002ONBRHG,0,Leatherbay Urban Hipster Messenger Bag,66.77,n/a,0,0,66.77,66.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $33.18 (33%),6 B002ONBRHG
07-01-2013,6,Amazon,11457908,B002ONBRIA,0,Leatherbay Downtown Messenger Bag,66.77,n/a,0,0,66.77,66.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $33.18 (33%),6 B002ONBRIA
07-01-2013,6,Amazon,11457969,B002ONBSP2,0,Leatherbay Double Fold Leather Wallet,36.77,n/a,0,0,36.77,36.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $13.18 (26%),6 B002ONBSP2
07-01-2013,6,Amazon,11458138,B002ONBSYS,0,Leatherbay Women'S Flip Top Sleek Wallet,54.77,n/a,0,0,54.77,54.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $25.18 (31%),6 B002ONBSYS
07-01-2013,6,Amazon,11744563,B002R29EVU,0,"Sumdex Fashion 16"" Laptop Tote",89.99,n/a,0,0,89.99,89.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $44.96 (33%),6 B002R29EVU
07-01-2013,6,Amazon,13037674,B002SE5FWO,0,Heys Luggage Eco Case Bag Set,449.99,n/a,0,0,449.99,449.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $450.01 (50%),6 B002SE5FWO
07-01-2013,6,Amazon,10903748,B002TCGJIY,0,Heys CompuEZ Case,106.99,n/a,0,0,106.99,106.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $233.01 (69%),6 B002TCGJIY
07-01-2013,6,Amazon,12250011,B002U5CVC8,0,Sumdex DSLR Camera/Notebook Backpack,53.73,n/a,0,0,53.73,53.73,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $46.22 (46%),6 B002U5CVC8
07-01-2013,6,Amazon,12250010,B002U5EXX8,0,Sumdex Slr Camera Sling Pack,47.83,n/a,0,0,47.83,47.83,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $27.12 (36%),6 B002U5EXX8
07-01-2013,6,Amazon,11906638,B002VP6O9I,0,Travel Select Amsterdam Business Rolling Garment Bag,48.77,n/a,0,0,48.77,48.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $11.22 (19%),6 B002VP6O9I
07-01-2013,6,Amazon,11906983,B002VQ7VY4,0,Travelers Choice Siena 2-In-1 Hybrid Hard-Shell Carry-On Wheeled Garment Suitcase,71.37,n/a,0,0,71.37,71.37,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $128.62 (64%),6 B002VQ7VY4
07-01-2013,6,Amazon,12046473,B002XKS19C,0,US Traveler New Yorker 4 Piece Luggage Set Expandable,83.99,n/a,0,0,83.99,83.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $116.00 (58%),6 B002XKS19C
07-01-2013,6,Amazon,12046481,B002XKU0KK,0,US Traveler New Yorker 4 Piece Luggage Set Expandable,80.09,n/a,0,0,80.09,80.09,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $119.90 (60%),6 B002XKU0KK
07-01-2013,6,Amazon,12046484,B002XKU0MS,0,US Traveler New Yorker 4 Piece Luggage Set Expandable,83.99,n/a,0,0,83.99,83.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $116.00 (58%),6 B002XKU0MS
07-01-2013,6,Amazon,12403907,B00363PRHO,0,"Rockland Luggage Rolling 22"" Duffle Bag",23.88,n/a,4.98,0,23.88,23.88,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $45.12 (65%),6 B00363PRHO
07-01-2013,6,Amazon,12193963,B00363RSUI,0,Rockland Luggage Four-Piece Luggage Set,84.88,n/a,0,0,84.88,84.88,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $155.11 (65%),6 B00363RSUI
07-01-2013,6,Amazon,12193965,B00363TU54,0,Rockland Luggage Four-Piece Luggage Set,86.18,n/a,0,0,86.18,86.18,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $153.81 (64%),6 B00363TU54
07-01-2013,6,Amazon,12193968,B00363TU5E,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B00363TU5E
07-01-2013,6,Amazon,12193967,B00363WXIA,0,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $40.00 (58%),6 B00363WXIA
07-01-2013,6,Amazon,12403905,B003AJR7D6,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B003AJR7D6
07-01-2013,6,Amazon,12333491,B003EZSEU6,0,Rockland Luggage 30 Inch Rolling Duffle Bag,34.39,n/a,0,0,34.39,34.39,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $54.61 (61%),6 B003EZSEU6
07-01-2013,6,Amazon,12333496,B003EZSF3C,0,Rockland Luggage Dot 4 Piece Luggage Set,88.19,n/a,0,0,88.19,88.19,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $151.80 (63%),6 B003EZSF3C
07-01-2013,6,Amazon,12333497,B003EZW4JI,0,Rockland Luggage 30 Inch Rolling Duffle Bag,35.13,n/a,0,0,35.13,35.13,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $53.87 (61%),6 B003EZW4JI
07-01-2013,6,Amazon,12333617,B003EZW8HQ,0,Rockland Luggage 40 Inch Rolling Duffle Bag,45.87,n/a,0,0,45.87,45.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $63.13 (58%),6 B003EZW8HQ
07-01-2013,6,Amazon,12333492,B003EZXP00,0,Rockland Luggage 30 Inch Rolling Duffle Bag,34.39,n/a,0,0,34.39,34.39,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $54.61 (61%),6 B003EZXP00
07-01-2013,6,Amazon,12333495,B003EZXP5U,0,Rockland Luggage 40 Inch Rolling Duffle Bag,49.99,n/a,0,0,49.99,49.99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $59.01 (54%),6 B003EZXP5U
07-01-2013,6,Amazon,12333498,B003EZXPAK,0,Rockland Luggage Dot 4 Piece Luggage Set,97.42,n/a,0,0,97.42,97.42,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $142.57 (59%),6 B003EZXPAK
07-01-2013,6,Amazon,12333615,B003F0154W,0,Rockland Luggage 36 Inch Rolling Duffle Bag,42.08,n/a,0,0,42.08,42.08,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $56.92 (57%),6 B003F0154W
07-01-2013,6,Amazon,12733044,B003F1HCVG,0,Wildkin Olive Kids Trains Planes & Trucks Sidekick Backpack,21.89,n/a,6.11,0,21.89,21.89,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $8.10 (27%),6 B003F1HCVG
07-01-2013,6,Amazon,12404057,B003I6SB6S,0,Rockland Luggage 19 Inch Tote Bag,16.99,n/a,4.98,0,16.99,16.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.01 (43%),6 B003I6SB6S
07-01-2013,6,Amazon,12403912,B003I6VRFA,0,Rockland Luggage 19 Inch Tote Bag,16.99,n/a,4.98,0,16.99,16.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.01 (43%),6 B003I6VRFA
07-01-2013,6,Amazon,12404005,B003I6VRFU,0,Rockland Luggage 19 Inch Tote Bag,16,n/a,4.98,0,16,16,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $14.00 (47%),6 B003I6VRFU
07-01-2013,6,Amazon,12937456,B003LPQNQG,0,"Sumdex NeoMetro Link Brief for 13"" MacBook",38.92,n/a,0,0,38.92,38.92,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $36.03 (48%),6 B003LPQNQG
07-01-2013,6,Amazon,12937450,B003LQ06BI,0,"Sumdex NeoMetro Route Brief for 17"" MacBook Pro",48.8,n/a,0,0,48.8,48.8,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $51.15 (51%),6 B003LQ06BI
07-01-2013,6,Amazon,12937444,B003LQ1YMS,0,"Sumdex NeoMetro Link Brief for 15"" MacBook Pro",36.77,n/a,0,0,36.77,36.77,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $38.18 (51%),6 B003LQ1YMS
07-01-2013,6,Amazon,13829403,B003OXOS3U,0,Cocoon GRID-IT Organizer (CPG5RD),11.27,n/a,5.22,0,11.27,11.27,The ultimate organizer! The GRID-IT! system provides endless configurations for your digital devices and personal effects. Designed to firmly hold items in place and perfect accessory for your laptop case or bag.,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $3.72 (25%),6 B003OXOS3U
07-01-2013,6,Amazon,12903536,B003R1DM04,0,Wildkin Macropak Backpacks,30.39,n/a,0,0,30.39,30.39,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $9.60 (24%),6 B003R1DM04
07-01-2013,6,Amazon,10944873,B003SMJCE2,0,US Traveler Rio Two Piece Expandable Carry-On Luggage Set,30.84,n/a,0,0,30.84,30.84,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $19.15 (38%),6 B003SMJCE2
07-01-2013,6,Amazon,12931414,B003U80RRA,0,Traveler's Choice Luggage Toronto Three Piece Hardside Spinner Luggage,149.92,n/a,0,0,149.92,149.92,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $50.07 (25%),6 B003U80RRA
07-01-2013,6,Amazon,13618434,B003VGVJD2,0,McKlein USA V Series Flournoy Leather Double Compartment Laptop Case,122.19,n/a,0,0,122.19,122.19,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $125.31 (51%),6 B003VGVJD2
07-01-2013,6,Amazon,11261186,B003XIL34S,0,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,29,n/a,0,0,29,29,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $46.00 (61%),6 B003XIL34S
07-01-2013,6,Amazon,12937451,B003XVVWWS,0,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,10.41,n/a,5.58,0,0,10.41,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a,6 B003XVVWWS
07-01-2013,6,Amazon,12937455,B003XVVX0O,0,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,10.41,n/a,5.58,0,0,10.41,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a,6 B003XVVX0O
07-01-2013,6,Amazon,12937452,B003XW1Y7U,0,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,11.05,n/a,5.58,0,0,11.05,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a,6 B003XW1Y7U
07-01-2013,6,Amazon,12937446,B003XW25IM,0,Sumdex Computer Backpack - 15.6,26.45,n/a,0,0,26.45,26.45,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $13.50 (34%),6 B003XW25IM
07-01-2013,6,Amazon,12937448,B003XW6WEU,0,Sumdex Computer Backpack - 15.6,29.72,n/a,0,0,29.72,29.72,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $10.23 (26%),6 B003XW6WEU
07-01-2013,6,Amazon,589201,B0041XIBI0,0,"SOLO Rolling Laptop 17"" Catalog Case",61.98,n/a,0,0,61.98,61.98,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $38.01 (38%),6 B0041XIBI0
07-01-2013,6,Amazon,11721793,B0041XLNLW,0,"McKlein USA Pearson Leather Expandable 15.4"" Laptop Briefcase",115.09,n/a,0,0,115.09,115.09,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $169.91 (60%),6 B0041XLNLW
07-01-2013,6,Amazon,13565034,B00472NTOQ,0,Leatherbay Commuter Leather Laptop Bag,120.79,n/a,0,0,120.79,120.79,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $64.16 (35%),6 B00472NTOQ
07-01-2013,6,Amazon,13726148,B004A9F8Y0,0,Rockland Luggage 4 Piece Luggage Set,99,n/a,0,0,99,99,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $140.99 (59%),6 B004A9F8Y0
07-01-2013,6,Amazon,13726139,B004A9HFGO,0,Rockland Luggage 4 Piece Luggage Set,69.78,n/a,0,0,69.78,69.78,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $170.21 (71%),6 B004A9HFGO
07-01-2013,6,Amazon,13460899,B004B0CI0U,0,"Sumdex 16"" Notebook Brief",27.76,n/a,0,0,27.76,27.76,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $22.19 (44%),6 B004B0CI0U
07-01-2013,6,Amazon,13460904,B004B0FDKM,0,"Sumdex 13"" Notebook Brief",29,n/a,0,0,29,29,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $10.95 (27%),6 B004B0FDKM
07-01-2013,6,Amazon,12733122,B004C0R0XE,0,Wildkin Kaleidoscope Sidekick Backpack,22.62,n/a,4.98,0,22.62,22.62,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.37 (25%),6 B004C0R0XE
07-01-2013,6,Amazon,12733147,B004C0X4J8,0,Wildkin Horses in Pink Duffel Bag,29.51,n/a,0,0,29.51,29.51,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $0.48 (2%),6 B004C0X4J8
07-01-2013,6,Amazon,12733088,B004C0Z432,0,Wildkin Camouflage Duffel Bag,25.71,n/a,0,0,25.71,25.71,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $4.28 (14%),6 B004C0Z432
07-01-2013,6,Amazon,12733140,B004C10NW8,0,Wildkin Ashley Collection Big Dots Sidekick Backpack,20.17,n/a,4.98,0,20.17,20.17,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $9.82 (33%),6 B004C10NW8
07-01-2013,6,Amazon,13460901,B004DHENPE,0,"Sumdex 16"" Notebook Brief",27.86,n/a,0,0,27.86,27.86,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $22.09 (44%),6 B004DHENPE
07-01-2013,6,Amazon,13004558,B004E0Z3QS,0,Travelers Choice Luggage Vienna Traditional Rolling Garment Bag,70.37,n/a,0,0,70.37,70.37,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $29.62 (30%),6 B004E0Z3QS
07-01-2013,6,Amazon,14112232,B004GE67M6,0,"SOLO Vector 17"" Laptop Messenger",32.99,n/a,0,0,0,32.99,n/a,Yes,n/a,n/a,6 B004GE67M6
07-01-2013,6,Amazon,13295815,B004HKQKEY,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B004HKQKEY
07-01-2013,6,Amazon,13295789,B004HKSF7O,0,"Rockland Luggage Rolling 22"" Duffle Bag",23.88,n/a,4.98,0,23.88,23.88,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $45.12 (65%),6 B004HKSF7O
07-01-2013,6,Amazon,13295701,B004HKWBRE,0,"Rockland Luggage 20"" Polycarbonate carry-on Luggage",65,n/a,0,0,65,65,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $95.00 (59%),6 B004HKWBRE
07-01-2013,6,Amazon,13295711,B004HKWC9G,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B004HKWC9G
07-01-2013,6,Amazon,11261182,B004HKY8KC,1,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B004HKY8KC
07-01-2013,6,Amazon,13295707,B004HKY8KC,0,"Rockland Luggage Rolling 22"" Duffle Bag",27.87,n/a,0,0,27.87,27.87,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $41.13 (60%),6 B004HKY8KC
07-01-2013,6,Amazon,13295784,B004HKY9ZQ,0,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $40.00 (58%),6 B004HKY9ZQ
07-01-2013,6,Amazon,13295788,B004HKYA6O,0,"Rockland Luggage 20"" Polycarbonate carry-on Luggage",61.18,n/a,0,0,61.18,61.18,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $98.82 (62%),6 B004HKYA6O
07-01-2013,6,Amazon,13618423,B004IPLP1G,1,McKlein USA Lawson Leather Attache Case,86.58,n/a,0,0,86.58,86.58,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $123.42 (59%),6 B004IPLP1G
07-01-2013,6,Amazon,13618428,B004IPLP1G,0,McKlein USA Lawson Leather Attache Case,86.58,n/a,0,0,86.58,86.58,n/a,Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $123.42 (59%),6 B004IPLP1G
07-01-2013,6,Amazon,13618415,B004IPZ4BS,0,McKlein USA Reagan Leather Attache Case,86.58,n/a,0,0,0,86.58,n/a,Yes,n/a,n/a,6 B004IPZ4BS
07-01-2013,6,Amazon,13726143,B004MHP9HG,0,Rockland Luggage 4 Piece Luggage Set,85.24,n/a,0,0,85.24,85.24,n/a,Yes,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $154.75 (64%),6 B004MHP9HG
07-01-2013,6,Amazon,13561450,B004N87L4S,0,"Wildkin Olive Kids 15"" Robots Sidekick Backpack",22.51,n/a,5.69,0,22.51,22.51,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.48 (25%),6 B004N87L4S
07-01-2013,6,Amazon,13561663,B004N87OP4,0,Wildkin Pack 'n Snack Backpack,19.87,n/a,5.58,0,19.87,19.87,"Pattern Description: The super-popular design that launched our ever-evolving Big Dots series, the Big Dots Pink pattern features stylishly-symmetrical, large pink dots atop a rich mocha background. A bestselling Ashley Collection design. Product Description: Our Pack 'n Snack Backpack combines two products into one economic space. This Backpack features a generously-sized, food-safe insulated front pocket that can be used to stow snacks, lunch, or school supplies. Perfect for preschool, daycare, and day trips. Warranty and Safety Info: One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-free, bpa-free, phthalate-free, and conform to all rules and regulations set forth by the Consumer Products Safety Information Act.",Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $8.12 (29%),6 B004N87OP4
07-01-2013,6,Amazon,13561666,B004N89KEC,0,Wildkin Majestic Sidekick Backpack,22.51,n/a,5.69,0,22.51,22.51,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.48 (25%),6 B004N89KEC
07-01-2013,6,Amazon,13561452,B004N89N44,0,Wildkin Pack 'n Snack Backpack,23.72,n/a,5.58,0,23.72,23.72,"Pattern Description: Horses in Pink features a group ofwhimsically wild horses that prance, dance, jump, and just chill; their brilliant white manes and tails absolutely shine atop the pattern's lovely, timeless pink backdrop. A bestselling Wildkin Classic. Product Description: Our Pack 'n Snack Backpack combines two products into one economic space. This Backpack features a generously-sized, food-safe insulated front pocket that can be used to stow snacks, lunch, or school supplies. Perfect for preschool, daycare, and day trips. Warranty and Safety Info: One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-free, bpa-free, phthalate-free, and conform to all rules and regulations set forth by the Consumer Products Safety Information Act.",Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $4.27 (15%),6 B004N89N44
07-01-2013,6,Amazon,13561674,B004N89N62,0,Wildkin Pack 'n Snack Backpack,27.99,n/a,0,0,0,27.99,"Pattern Description: Our Fairies pattern is home to a troupe of fanciful fairies with butterfly wings and bell-blossom gowns. This Classic Wildkin pattern is pure magic printed on an enchanting lavender-pink, dual-tone background. Product Description: Our Pack 'n Snack Backpack combines two products into one economic space. This Backpack features a generously-sized, food-safe insulated front pocket that can be used to stow snacks, lunch, or school supplies. Perfect for preschool, daycare, and day trips. Warranty and Safety Info: One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-free, bpa-free, phthalate-free, and conform to all rules and regulations set forth by the Consumer Products Safety Information Act.",Yes,& this item ships for FREE with Super Saver Shipping.,n/a,6 B004N89N62
07-01-2013,6,Amazon,13561451,B004N89NYO,0,Wildkin Pack 'n Snack Backpack,26.32,n/a,0,0,26.32,26.32,"Pattern Description: Part of our Ashley Collection, our Lily Frogs pattern takes an abstract approach to the traditional frog-on-a-lily-pad theme. The cool blues and greens float hypnotically on a clean white surface, evoking the relaxing qualities of a life lived on water. Product Description: Our Pack 'n Snack Backpack combines two products into one economic space. This Backpack features a generously-sized, food-safe insulated front pocket that can be used to stow snacks, lunch, or school supplies. Perfect for preschool, daycare, and day trips. Warranty and Safety Info: One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-free, bpa-free, phthalate-free, and conform to all rules and regulations set forth by the Consumer Products Safety Information Act.",Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $1.67 (6%),6 B004N89NYO
07-01-2013,6,Amazon,13561673,B004N89O0C,0,Wildkin Pack 'n Snack Backpack,27.22,n/a,0,0,27.22,27.22,"Pattern Description: Part of our popular Big Dot series, this Big Dots Hot Pink pattern features stylishly symmetrical, electrifying magenta dots on a dark yellow background. The Big Dots series also includes Pink Dots, Green Dots, and Aqua Dots. Product Description: Our Pack 'n Snack Backpack combines two products into one economic space. This Backpack features a generously-sized, food-safe insulated front pocket that can be used to stow snacks, lunch, or school supplies. Perfect for preschool, daycare, and day trips. Warranty and Safety Info: One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-free, bpa-free, phthalate-free, and conform to all rules and regulations set forth by the Consumer Products Safety Information Act.",Yes,& this item ships for FREE with Super Saver Shipping.,You Save: $0.77 (3%),6 B004N89O0C
07-01-2013,6,Amazon,13561664,B004N89OKW,0,Wildkin Horses in Pink Kickstart Messenger Bag,23.47,n/a,5.69,0,23.47,23.47,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $6.52 (22%),6 B004N89OKW
