kohl_product_id,kohl_product_name,kohl_Product_description,kohl_Regular_price,kohl_Shipping,kohl_markdown_price,kohl_final_price,kohl_additional_info,kohl_price_promo,kohl_Availability,Extraction_Date,TCIN,kohl_disc_perc,week_nmb,amazon_product_id,amazon_product_name,amazon_Product_description,amazon_Regular_price,amazon_Shipping,amazon_markdown_price,amazon_final_price,amazon_additional_info,amazon_price_promo,amazon_Availability,amazon_disc_perc,target_product_id,target_product_name,target_Product_description,target_Regular_price,target_Shipping,target_markdown_price,target_final_price,target_additional_info,target_price_promo,target_Availability,target_disc_perc,kohl_availability_flag,amazon_Availability_flag,target_Availability_flag,kohl_pdt_desc_length,Amz_pdt_desc_length,target_pdt_desc_length,price_diff_amazon_final_pr,Price_diff_target_final_pr,Price_diff_amazon_reg_pr,Price_diff_target_reg_pr,Price_rat_amazon_final_pr,Price_rat_target_final_pr,Price_rat_amazon_reg_pr,Price_rat_target_reg_pr,Availability_flag
1309708,Rockland Wheeled Duffel Bag,Combat traveling woes with this Rockland luggage. This duffel bag offers a lightweight design to save you time at the airport. Shop our full selection of luggage at Kohls.com. In camoflauge.,69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,10638009,0.400057151,21,B000SRO3IK,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,10638009,"Rockland Camouflage Rolling Duffel Bag - Green (22"")",n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,190,3,3,12.99,12,40.99,40,1.447931035,1.400133378,2.413448276,2.333777926,1
1309693,Rockland Polka Dot Wheeled Duffel Bag,Travel like a pro with this Rockland luggage. This duffel bag offers a lightweight design to save you time at the airport. Shop our full selection of luggage at Kohls.com.,69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,10638011,0.400057151,21,B000SRN7EG,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,26.57,0,26.57,26.57,& FREE Shipping and Free Returns.,You Save: $42.43 (61%),Yes,0,10638011,"Rockland Rolling Duffel Bag - Pink Dot (22"")","This cute rolling duffel bag by Rockland is easy for kids to pack and pull. Your child can fill the roomy interior and side pockets with clothing, toys and treasures for a sleepover at a friend's house or a weekend with the grandparents.",29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,171,3,237,15.42,12,43.42,40,1.580353783,1.400133378,2.63417388,2.333777926,1
1309464,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com.",239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,10638014,0.300012501,21,B004NIH7QU,Rockland Luggage Dots 4 Piece Luggage Set,n/a,92.88,0,92.88,92.88,& FREE Shipping and Free Returns.,You Save: $147.11 (61%),Yes,0,10638014,Rockland 4-pc. Luggage Set - Pink Dot,n/a,99.09,0,0,99.09,n/a,n/a,Yes,0,1,1,1,217,3,3,75.11,68.9,147.11,140.9,1.808677864,1.69532748,2.583871662,2.421939651,1
1309651,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com. In green/camouflage.",219.99,0,164.99,164.99,n/a,n/a,Yes,04/22/2013,10638015,0.250011364,21,,,,,,,,,,,,10638015,Rockland 4-pc. Luggage Set - Camouflage,"Make sure you take everything you need on your next trip with this four-piece luggage set. Designed in camouflage, this baggage set looks great while it holds your important belongings. These bags support enough space for multi-day or multi-week travels.",99.09,0,0,99.09,n/a,n/a,Yes,0,1,0,1,238,1,254,,65.9,,120.9,,1.665051973,,2.220102937,1
1309650,"Rockland Luggage, 4-pc. Luggage Set",Rockland luggage eliminates pre-vacation stress.,219.99,0,164.99,164.99,n/a,n/a,Yes,04/22/2013,10638018,0.250011364,21,,,,,,,,,,,,10638018,Rockland 4-pc. Luggage Set - Black,Get yourself road-trip ready with this versatile 4-pc. luggage set from Rockland. This set of suitcases features three wheeled uprights and one easy-to-carry travel tote.,99.99,0,0,99.99,n/a,n/a,Yes,0,1,0,1,48,1,170,,65,,120,,1.650065007,,2.200120012,1
1309465,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com. In blue/multi.",239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,10638022,0.300012501,21,,,,,,,,,,,,10638022,Rockland 4-pc. Luggage Set - Multiple Blue Dot,"Pack your clothing and belongings into this 4-piece luggage set by Rockland. The multiple blue dots add an element of style, while the plastic frame and polyester shell provides durability. The distinctive look makes spotting these bags at an airport's baggage claim quick and easy.",99.99,0,0,99.99,n/a,n/a,Yes,0,1,0,1,232,1,282,,68,,140,,1.680068007,,2.400140014,1
704638,Sumdex&reg; Business 17-in. Laptop Tote,"Work all week with this Sumdex laptop tote. This business bag combines fashion and function, making it the ideal tote for work or play.",59.99,0,0,59.99,n/a,n/a,Yes,04/22/2013,10660632,0,21,,,,,,,,,,,,10660632,"Sumdex Business 17"" Laptop Tote Bag - Red",n/a,39.99,0,0,39.99,n/a,n/a,Yes,0,1,0,1,135,1,3,,20,,20,,1.500125031,,1.500125031,1
1309427,"Rockland Luggage, 4-pc. Luggage Set",Rockland luggage eliminates pre-vacation stress.,239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,10809294,0.300012501,21,B0014E8V0W,Rockland Luggage Four-Piece Luggage Set,n/a,93.93,0,93.93,93.93,& FREE Shipping and Free Returns.,You Save: $146.06 (61%),Yes,0,10809294,Rockland 4-pc. Luggage Set,n/a,99.09,0,0,99.09,n/a,n/a,Yes,0,1,1,1,48,3,3,74.06,68.9,146.06,140.9,1.788459491,1.69532748,2.554987757,2.421939651,1
540680,"Heys USA Luggage, Xcase Checkered 20-in. Wheeled Carry-On",Triumph over travel woes with this wonderful Heys USA Xcase wheeled carry-on.,299.99,0,179.99,179.99,n/a,n/a,No,04/22/2013,10903916,0.400013334,21,B001AHLMAE,Heys Xcase Exotic Carry-On,n/a,112.5,0,112.5,112.5,& FREE Shipping and Free Returns.,You Save: $187.50 (63%),Yes,0,10903916,Heys XCase Exotics Carry-On Luggage,n/a,114.29,0,91.43,91.43,n/a,n/a,Yes,0.200017499,0,1,1,77,3,3,67.49,88.56,187.49,185.7,1.599911111,1.968609866,2.666577778,2.62481407,0
1309423,"Rockland Luggage, 4-pc. Luggage Set",Rockland luggage eliminates pre-vacation stress.,239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,11064857,0.300012501,21,B001JRNP2I,Rockland Luggage Four-Piece Luggage Set,n/a,88.57,0,88.57,88.57,& FREE Shipping and Free Returns.,You Save: $151.42 (63%),Yes,0,11064857,Rockland 4-pc. Luggage Set,n/a,88.99,0,0,88.99,n/a,n/a,Yes,0,1,1,1,48,3,3,79.42,79,151.42,151,1.896691882,1.887740196,2.70960822,2.696819867,1
487476,Taylor&reg; Digital Luggage Scale,"Go ahead, weigh your options. But we're sure you'll choose this Taylor digital luggage scale for all of your travel needs.",24.99,0,0,24.99,n/a,n/a,Yes,04/22/2013,11209475,0,21,B001FWXFP4,Taylor 8120 Digital Luggage Scale,n/a,15.19,4.98,15.19,15.19,& FREE Shipping on orders over $25.,You Save: $4.80 (24%),Yes,0,11209475,Taylor Digital Luggage Scale - Silver,"You will never have to worry about paying the costly fees associated with heavy luggage when you use this digital luggage scale from Taylor. The handy, portable unit easily attaches to the handle of any piece of luggage for fast, efficient weighing.",15.19,0,0,15.19,n/a,n/a,Yes,0,1,1,1,122,3,249,9.8,9.8,9.8,9.8,1.64516129,1.64516129,1.64516129,1.64516129,1
c19318,Sumdex Digipod Laptop Sleeve,n/a,27.99,0,0,27.99,n/a,n/a,Yes,04/22/2013,11217763,0,21,,,,,,,,,,,,11217763,Sumdex Digipod Computer Note Book Case - Black/ Red,n/a,34.99,0,0,34.99,n/a,n/a,Yes,0,1,0,1,3,1,3,,-7,,-7,,0.799942841,,0.799942841,1
1309466,"Rockland Luggage, Leopard 5-pc. Luggage Set","This Rockland Leopard luggage set includes three wheeled uprights, a wheeled carry-on and an overnight travel bag all in a chic leopard pattern that's perfect for the fashionista on the go.",329.99,0,230.99,230.99,n/a,n/a,No,04/22/2013,11229060,0.300009091,21,,,,,,,,,,,,11229060,Rockland Luggage Set - 5pc - Pink,Take your necessities on your next trip in this stylish luggage by Rockland. These five pieces feature a bright pink exterior with giraffe-print accents that make it easy to spot your luggage. Multiple pockets in each bag make organizing your items simple.,159.99,0,0,159.99,n/a,n/a,No,0,0,0,0,189,1,256,,71,,170,,1.443777736,,2.06256641,0
1309668,Rockland Zebra Wheeled Duffel Bag,"Wild style. The zebra print on this Rockland duffel bag will make your fashion pop. Plus, the lightweight design will save you time at the airport. Shop our full selection of luggage at Kohls.com.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,11261174,0.400057151,21,B002B4K5SK,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,11261174,Rockland Yellow Zebra Rolling Duffle Bag - 22,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,196,3,3,12.99,12,40.99,40,1.447931035,1.400133378,2.413448276,2.333777926,1
1309672,Rockland Giraffe Wheeled Duffel Bag,"This Rockland wheeled duffel will get your style off the ground. The giraffe pattern offers fashionable flair, while the skate-wheels will help you fly through any airport. Shop our full selection of luggage on Kohls.com. In black/pink/off-white.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,11261176,0.400057151,21,B002B4RNPI,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,11261176,Rockland Pink Giraffe Rolling Duffle Bag - 22,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,246,3,3,12.99,12,40.99,40,1.447931035,1.400133378,2.413448276,2.333777926,1
1309665,Rockland Wheeled Duffel Bag,"Turn to Rockland for all your travel needs. This wheeled duffel is designed to match your on-the-go lifestyle. Whether you're headed to a meeting or a weekend getaway, be sure this duffel bag travels along. Shop our full selection of luggage at Kohls.com.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,11261182,0.400057151,21,B004HKY8KC,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,11261182,Rockland Turquoise Rolling Duffle Bag - 22,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,255,3,3,12.99,12,40.99,40,1.447931035,1.400133378,2.413448276,2.333777926,1
1309700,Rockland Zebra Wheeled Duffel Bag,"Wild style. The zebra print on this Rockland duffel bag will make your fashion pop. Plus, the lightweight design will save you time at the airport. Shop our full selection of luggage at Kohls.com. In black/off-white.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,11261184,0.400057151,21,B002B4MBUK,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,28.49,0,28.49,28.49,& FREE Shipping and Free Returns.,You Save: $40.51 (59%),Yes,0,11261184,Rockland Zebra Rolling Duffle Bag - 22,n/a,22.39,0,0,22.39,n/a,n/a,Yes,0,1,1,1,216,3,3,13.5,19.6,41.5,47.6,1.473850474,1.8753908,2.456651457,3.125949084,1
1309828,Rockland Luca Vergani Zebra 2-pc. Cosmetic Bag Set,Keep all of your traveling essentials organized with this Rockland Luca Vergani cosmetic bag set. The sleek and sturdy design of these bags ensures the protection of your personal items. Shop our full selection of luggage at Kohls.com.,99.99,0,45,45,n/a,n/a,Yes,04/22/2013,11261186,0.549954996,21,B003XIL34S,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,n/a,18.47,4.98,18.47,18.47,& FREE Shipping and Free Returns.,You Save: $56.53 (75%),Yes,0,11261186,Luca Vergani 2-pc. Cosmetic/Toiletry Bag Set - Black,n/a,24.99,0,0,24.99,n/a,n/a,Yes,0,1,1,1,235,3,3,26.53,20.01,81.52,75,2.436383324,1.800720288,5.413643747,4.00120048,1
1309441,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com. In black/multi.",239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,11261188,0.300012501,21,B002B4IQ54,Rockland Luggage Four-Piece Luggage Set,n/a,88.57,0,88.57,88.57,& FREE Shipping and Free Returns.,You Save: $151.42 (63%),Yes,0,11261188,Rockland 4-pc. Luggage Set,n/a,88.99,0,0,88.99,n/a,n/a,Yes,0,1,1,1,233,3,3,79.42,79,151.42,151,1.896691882,1.887740196,2.70960822,2.696819867,1
1309856,Rockland Polka-Dot Duffel Bag,Luggage that lasts and elevates your style at the same time. You'll look fantastic with this Rockland duffel bag in tow. Shop our full selection of luggage at Kohls.com.,29.99,0,23.99,23.99,n/a,n/a,Yes,04/22/2013,11261189,0.200066689,21,B002B4RO8O,Rockland Luggage 19 Inch Tote Bag,n/a,16,4.98,16,16,& FREE Shipping and Free Returns.,You Save: $14.00 (47%),Yes,0,11261189,Rockland Pink Dot Duffle Bag - 19,"Travel fashionably and efficiently with this adorable duffle bag from Rockland. The durable polyester duffel bag features a pink background and white dot pattern. With a shoulder strap, zip closure and generous side pockets, the bag makes transportation easy and secure.",16.09,0,0,16.09,n/a,n/a,Yes,0,1,1,1,169,3,270,7.99,7.9,13.99,13.9,1.499375,1.490988191,1.874375,1.863890615,1
1309826,Rockland Luca Vergani Giraffe 2-pc. Cosmetic Bag Set,Keep all of your traveling essentials organized with this Rockland Luca Vergani cosmetic bag set. The sleek and sturdy design of these bags ensures the protection of your personal items. Shop our full selection of luggage at Kohls.com.,99.99,0,45,45,n/a,n/a,Yes,04/22/2013,11261194,0.549954996,21,B002B4IQEK,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $46.00 (61%),Yes,0,11261194,Luca Vergani 2-pc. Cosmetic/Toiletry Bag Set - Black,n/a,29.09,0,0,29.09,n/a,n/a,Yes,0,1,1,1,235,3,3,16,15.91,70.99,70.9,1.551724138,1.546923341,3.447931035,3.437263665,1
c19319,Sumdex Aircube Laptop Sleeve,n/a,29.99,0,0,29.99,n/a,n/a,Yes,04/22/2013,11281815,0,21,B002AKKGE8,Sumdex Aircube Thermoplastic Urethane and Neoprene Notebook Sleeve for up to 17-Inch Notebook Computer (Black),"New AirCube sleeve for notetbook computers up to 17"" screensize. TPU (Thermaplastic Urethane) molded technology air cell and neoprene protection for notetbook computers. Easy view ""Check-Quick"" checkpoint ready design for fast security clearance in airports and buildings",25.38,0,0,25.38,n/a,n/a,Yes,0,11281815,"Sumdex AirCube PC Notebook Sleeve - 17"" - Black",n/a,21.29,0,0,21.29,n/a,n/a,No,0,1,1,0,3,271,3,4.61,8.7,4.61,8.7,1.181639086,1.408642555,1.181639086,1.408642555,1
1056014,Leatherbay Laptop Backpack,Pack and go. This laptop backpack was designed with your busy lifestyle in mind. Shop Kohls.com for other Leatherbay laptop backpacks to find your favorite color.,299.95,0,284.95,284.95,n/a,n/a,Yes,04/22/2013,11457891,0.050008335,21,B001J9Q3QQ,Leatherbay Laptop Leather Backpack,n/a,203.6,0,203.6,203.6,& FREE Shipping and Free Returns.,You Save: $126.35 (38%),Yes,0,11457891,Leatherbay Leather Laptop Backpack - Black,n/a,329.95,0,230.96,230.96,n/a,Save $98.99 (30%),Yes,0.300015154,1,1,1,162,3,3,81.35,53.99,96.35,-30,1.399557957,1.233763422,1.473231827,0.909077133,1
1054902,Leatherbay Pockets Backpack,Pack and go. This backpack was designed with your busy lifestyle in mind. Shop Kohls.com for other Leatherbay pockets backpack to find your favorite color.,269.95,0,256.45,256.45,n/a,n/a,Yes,04/22/2013,11457892,0.050009261,21,B001I3P75G,Leatherbay Leather Backpack with Pockets,n/a,184.4,0,184.4,184.4,& FREE Shipping and Free Returns.,You Save: $110.55 (37%),Yes,0,11457892,Leatherbay Leather Backpack With Pockets - Black,n/a,294.95,0,206.46,206.46,n/a,Save $88.49 (30%),Yes,0.300016952,1,1,1,155,3,3,72.05,49.99,85.55,-25,1.390726681,1.242129226,1.463937093,0.915239871,1
1056017,Leatherbay Mini Backpack,On-the-go organization. This mini backpack was designed with your busy lifestyle in mind. Shop Kohls.com for other Leatherbay mini backpacks to find your favorite color.,129.95,0,123.45,123.45,n/a,n/a,Yes,04/22/2013,11457894,0.050019238,21,B001I3N9GA,Leatherbay Leather Mini Backpack,n/a,93.18,0,93.18,93.18,& FREE Shipping and Free Returns.,You Save: $51.77 (36%),Yes,0,11457894,Leatherbay Leather Mini Backpack - English Tan,n/a,144.95,0,0,144.95,n/a,n/a,Yes,0,1,1,1,169,3,3,30.27,-21.5,36.77,-15,1.324855119,0.851672991,1.394612578,0.89651604,1
565916,Leatherbay Mini Backpack,On-the-go organization. This mini backpack was designed with your busy lifestyle in mind. Shop Kohls.com for other Leatherbay mini backpacks to find your favorite color.,129.95,0,123.45,123.45,n/a,n/a,Yes,04/22/2013,11457902,0.050019238,21,B001I3JIQA,Leatherbay Leather Mini Backpack,n/a,93.18,0,93.18,93.18,& FREE Shipping and Free Returns.,You Save: $51.77 (36%),Yes,0,11457902,Leatherbay Leather Mini Backpack - Black,n/a,144.95,0,0,144.95,n/a,n/a,Yes,0,1,1,1,169,3,3,30.27,-21.5,36.77,-15,1.324855119,0.851672991,1.394612578,0.89651604,1
1054896,Leatherbay Shopping Tote,On the go? This shopping tote is ideal for everyday use. Shop Kohls.com for other Leatherbay shopping totes to find your favorite color.,135.95,0,129.15,129.15,n/a,n/a,Yes,04/22/2013,11457967,0.050018389,21,B001PE3HKK,Leatherbay Shopping Leather Tote,n/a,96.78,0,96.78,96.78,& FREE Shipping and Free Returns.,You Save: $53.17 (35%),Yes,0,11457967,Leatherbay Shopping Leather Tote - Black,n/a,129.99,0,0,129.99,n/a,n/a,No,0,1,1,0,136,3,3,32.37,-0.84,39.17,5.96,1.334469932,0.993537965,1.404732383,1.045849681,1
1056009,Leatherbay Small Backpack,Pack and go. This small backpack was designed with your busy lifestyle in mind. Shop Kohls.com for other small backpacks to find your favorite color.,159.95,0,151.95,151.95,n/a,n/a,Yes,04/22/2013,11458133,0.05001563,21,B001IR2DNQ,Leatherbay Leather Small Backpack,n/a,111.18,0,111.18,111.18,& FREE Shipping and Free Returns.,You Save: $63.77 (36%),Yes,0,11458133,Leatherbay Leather Backpack - Dark Chocolate (S),n/a,174.95,0,122.46,122.46,n/a,Save $52.49 (30%),Yes,0.30002858,1,1,1,149,3,3,40.77,29.49,48.77,-15,1.366702644,1.240813327,1.438658032,0.914261218,1
489720,McKlein Sheridan Detachable-Wheeled Catalog Case,Take this case anywhere. You'll be able to rely on this McKlein Sheridan detachable-wheeled catalog case. In black.,479.99,0,383.99,383.99,n/a,n/a,Yes,04/22/2013,11470751,0.200004167,21,B002MXVEOO,"McKlein USA Sheridan Leather Wheeled 17"" Laptop Catalog Case",n/a,179.59,0,179.59,179.59,& FREE Shipping.,You Save: $140.41 (44%),Yes,0,11470751,"McKleinUSA Sheridan Detachable-Wheeled Catalog Case - Black (17"")",n/a,305,0,213.5,213.5,n/a,Save $91.50 (30%),Yes,0.3,1,1,1,115,3,3,204.4,170.49,300.4,174.99,2.138148004,1.798548009,2.672698925,1.573737705,1
489427,McKlein Bucktown Leather Briefcase,Take it to the top with this McKlein Bucktown leather briefcase. In black.,322.99,0,258.39,258.39,n/a,n/a,Yes,04/22/2013,11470752,0.200006192,21,B002ABZ1RO,"McKlein USA Bucktown Leather 17"" Laptop Case",n/a,120.9,0,120.9,120.9,& FREE Shipping.,You Save: $94.10 (44%),Yes,0,11470752,"McKleinUSA Bucktown Double Compartment Briefcase - Black (17"")",n/a,200,0,140,140,n/a,Save $60.00 (30%),Yes,0.3,1,1,1,74,3,3,137.49,118.39,202.09,122.99,2.137220844,1.845642857,2.671546733,1.61495,1
489455,McKlein West Loop Leather Briefcase,Make an executive decision and add this McKlein West Loop leather briefcase to your professional wardrobe. In black.,367.99,0,294.39,294.39,n/a,n/a,Yes,04/22/2013,11470756,0.200005435,21,B002MXZJ5O,"McKlein USA West Loop Leather 17"" Laptop Case",n/a,133.45,0,133.45,133.45,& FREE Shipping.,You Save: $111.55 (46%),Yes,0,11470756,"McKleinUSA West Loop Expandable Double Compartment Briefcase - Black (17"")",n/a,235,0,164.5,164.5,n/a,Save $70.50 (30%),Yes,0.3,1,1,1,116,3,3,160.94,129.89,234.54,132.99,2.205994755,1.789604863,2.757512177,1.565914894,1
489622,McKlein Pearson Expandable Briefcase,Professional poise. Look smart carrying this McKlein Pearson briefcase. In black.,307.99,0,246.39,246.39,n/a,n/a,Yes,04/22/2013,11470965,0.200006494,21,B000GHGFXS,"McKlein USA Pearson Leather Expandable 15.4"" Laptop Briefcase",n/a,129.79,0,129.79,129.79,& FREE Shipping.,You Save: $75.21 (37%),Yes,0,11470965,"McKleinUSA Pearson Expandable Double Compartment Briefcase - Black (17"")",n/a,118.99,0,0,118.99,n/a,n/a,Yes,0,1,1,1,81,3,3,116.6,127.4,178.2,189,1.898374297,2.070678208,2.372987133,2.588368771,1
489567,McKlein&reg; Pearson Expandable Laptop Briefcase,Designed for the digital age. You'll love this McKlein Pearson expandable laptop case. In black.,262.99,0,210.39,210.39,n/a,n/a,Yes,04/22/2013,11721793,0.200007605,21,,,,,,,,,,,,11721793,McKleinUSA Pearson Expandable Double Compartment Briefcase - Black,n/a,118.99,0,95.19,95.19,n/a,Save $23.80 (20%),Yes,0.200016808,1,0,1,96,1,3,,115.2,,144,,2.210211157,,2.21018573,1
489560,McKlein Walton Expandable Laptop Case,Expand your career options with this McKlein Walton expandable laptop case. In black.,279.99,0,223.99,223.99,n/a,n/a,Yes,04/22/2013,11721804,0.200007143,21,,,,,,,,,,,,11721804,"McKleinUSA Roosevelt Detachable - Wheeled Laptop Case - Black (17"")",n/a,245,0,171.5,171.5,n/a,Save $73.50 (30%),Yes,0.3,1,0,1,85,1,3,,52.49,,34.99,,1.30606414,,1.142816327,1
607532,Sumdex She Rules Fashion Laptop Tote,Showcase your style with this Sumdex She Rules laptop tote.,99.99,0,0,99.99,n/a,n/a,Yes,04/22/2013,11744563,0,21,B002R29EVU,"Sumdex Fashion 16"" Laptop Tote",n/a,134.95,0,0,134.95,& FREE Shipping.,n/a,Yes,0,11744563,Sumdex She Rules Fashion Tote - Black (16?),n/a,89.99,0,0,89.99,n/a,n/a,No,0,1,1,0,59,3,3,-34.96,10,-34.96,10,0.740941089,1.111123458,0.740941089,1.111123458,1
1309599,Rockland 3-pc. Hardside Spinner Luggage Set,Essential. This Rockland luggage set is just what you need to get your trips headed in the right direction. Shop our full selection of luggage at Kohls.com. In red.,479.99,0,311.99,311.99,n/a,n/a,Yes,04/22/2013,11878083,0.350007292,21,B002UO8XJO,Rockland Luggage Celebrity 3 Piece Luggage Set,n/a,160,0,160,160,& FREE Shipping and Free Returns.,You Save: $320.00 (67%),Yes,0,11878083,Rockland Hard Sided Luggage Set - Red (3 pc),"This hard-sided luggage set looks fancy in a red color while providing safety to your personal items. With a polyester shell, this luggage provides protection against bumps and drops, while providing enough space for multi-day trips.",189.99,0,132.99,132.99,n/a,n/a,Yes,0.30001579,1,1,1,164,3,233,151.99,179,319.99,290,1.9499375,2.345965862,2.9999375,2.526396126,1
1309696,Rockland Peace Wheeled Duffel Bag,Go retro with this duffel bag from Rockland. The peace symbols and vibrant colors will give you stand out style. Shop our full selection of luggage on Kohls.com. In blue/pink/multi.,69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,12193964,0.400057151,21,B000SRL6TY,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,12193964,Rockland Rolling Duffle Bag - Black,"Transport your personal items with ease in this rolling duffle bag. The large interior compartment and small front zipper pockets provide ample storage, and its bold pattern ensures that your bag sticks out in a crowd.",29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,181,3,218,12.99,12,40.99,40,1.447931035,1.400133378,2.413448276,2.333777926,1
1309723,Rockland Skull Wheeled Duffel Bag,"Hit the airport in style with this Rockland wheeled duffel bag. The skull graphics create an urban vibe, while the in-line skate wheels will help you zip through any terminal in no time. Find more luggage on Kohls.com. In pink/black/multi.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,12193967,0.400057151,21,B00363WXIA,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,26.57,0,26.57,26.57,& FREE Shipping and Free Returns.,You Save: $42.43 (61%),Yes,0,12193967,Rockland Rolling Duffle Bag - Purple,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,1,1,1,239,3,3,15.42,12,43.42,40,1.580353783,1.400133378,2.63417388,2.333777926,1
1309440,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com. In brown/multi.",239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,12193970,0.300012501,21,B00363V3K4,Rockland Luggage Four-Piece Luggage Set,n/a,88.57,0,88.57,88.57,& FREE Shipping and Free Returns.,You Save: $151.42 (63%),Yes,0,12193970,Rockland 4-pc. Luggage Set,n/a,99.09,0,0,99.09,n/a,n/a,Yes,0,1,1,1,233,3,3,79.42,68.9,151.42,140.9,1.896691882,1.69532748,2.70960822,2.421939651,1
1309810,Rockland Wheeled Duffel Bag,Durable and stylish. This Rockland wheeled duffel bag lets you fly through the terminal in style. Its contemporary design and numerous compartments will make you fall in love with this luggage. Shop our full selection of luggage at Kohls.com.,89.99,0,53.99,53.99,n/a,n/a,Yes,04/22/2013,12333491,0.400044449,21,B003EZSEU6,Rockland Luggage 30 Inch Rolling Duffle?Bag,n/a,33.08,0,33.08,33.08,& FREE Shipping and Free Returns.,You Save: $55.92 (63%),Yes,0,12333491,"Rockland Rolling Duffel - Red (30"")",n/a,39,0,0,39,n/a,n/a,Yes,0,1,1,1,242,3,3,20.91,14.99,56.91,50.99,1.63210399,1.384358974,2.720374849,2.307435897,1
1309811,Rockland Wheeled Duffel Bag,Combat traveling woes with this Rockland luggage. This duffel bag offers a lightweight design to save you time at the airport. Shop our full selection of luggage at Kohls.com. In camoflauge.,89.99,0,53.99,53.99,n/a,n/a,Yes,04/22/2013,12333492,0.400044449,21,B003EZXP00,Rockland Luggage 30 Inch Rolling Duffle?Bag,n/a,36.49,0,36.49,36.49,& FREE Shipping and Free Returns.,You Save: $52.51 (59%),Yes,0,12333492,"Rockland Rolling Duffel - Camo (30"")",n/a,39,0,0,39,n/a,n/a,Yes,0,1,1,1,190,3,3,17.5,14.99,53.5,50.99,1.479583448,1.384358974,2.466155111,2.307435897,1
1309812,Rockland Wheeled Duffel Bag,Durable and stylish. This Rockland wheeled duffel bag lets you fly through the terminal in style. Its contemporary design and numerous compartments will make you fall in love with this luggage. Shop our full selection of luggage at Kohls.com.,99.99,0,64.99,64.99,n/a,n/a,Yes,04/22/2013,12333494,0.350035004,21,,,,,,,,,,,,12333494,"Rockland Rolling Duffel - Black (36"")",n/a,44.99,0,0,44.99,n/a,n/a,Yes,0,1,0,1,242,1,3,,20,,55,,1.444543232,,2.222493888,1
