week_nmb,Unique_Pdt_Identifier_Mainpdt,Amz_rating1,Amz_rating2,Amz_rating3,Amz_rating4,Amz_rating5,Amz_Review_count,Amz_Avg_rating
21,B002B4IQBS,1,0,0,0,0,1,1
22,B002B4IQBS,0,0,0,0,3,3,5
23,B002B4IQBS,0,0,0,2,0,2,4
24,B002B4IQBS,0,0,1,0,2,3,4.333333333
25,B002B4IQBS,1,0,0,1,2,4,3.75
26,B002B4IQBS,1,1,0,0,3,5,3.6
27,B002B4IQBS,0,1,1,0,1,3,3.333333333
28,B002B4IQBS,0,0,0,2,1,3,4.333333333
29,B002B4IQBS,1,0,0,0,0,1,1
30,B002B4IQBS,0,0,1,1,1,3,4
31,B002B4IQBS,0,0,1,1,2,4,4.25
32,B002B4IQBS,0,0,0,1,1,2,4.5
33,B002B4IQBS,0,0,1,0,0,1,3
34,B002B4IQBS,0,0,1,0,1,2,4
35,B002B4IQBS,1,0,0,2,1,4,3.5
37,B002B4IQBS,1,0,0,0,2,3,3.666666667
38,B002B4IQBS,0,0,0,3,2,5,4.4
39,B002B4IQBS,0,0,0,2,0,2,4
40,B002B4IQBS,0,0,0,1,1,2,4.5
41,B002B4IQBS,0,0,0,0,1,1,5
42,B002B4IQBS,0,0,0,0,1,1,5
43,B002B4IQBS,1,0,0,0,0,1,1
44,B002B4IQBS,0,0,0,0,2,2,5
45,B002B4IQBS,0,0,0,0,2,2,5
47,B002B4IQBS,0,0,0,0,1,1,5
48,B002B4IQBS,0,0,0,0,2,2,5
49,B002B4IQBS,0,0,0,1,0,1,4
50,B002B4IQBS,1,0,0,0,0,1,1
51,B002B4IQBS,0,0,0,1,0,1,4
52,B002B4IQBS,0,0,0,0,1,1,5
-96,B002B4IQEK,0,0,0,0,1,1,5
-72,B002B4IQEK,0,0,0,0,1,1,5
-64,B002B4IQEK,0,1,0,0,0,1,2
-63,B002B4IQEK,0,0,0,0,1,1,5
-56,B002B4IQEK,0,0,0,1,0,1,4
-37,B002B4IQEK,0,0,0,0,1,1,5
-27,B002B4IQEK,0,0,0,0,1,1,5
-3,B002B4IQEK,0,0,0,0,1,1,5
1,B002B4IQEK,0,0,0,0,1,1,5
3,B002B4IQEK,0,0,0,0,1,1,5
4,B002B4IQEK,0,1,0,0,0,1,2
6,B002B4IQEK,0,0,0,0,1,1,5
7,B002B4IQEK,0,0,0,0,2,2,5
11,B002B4IQEK,0,0,0,0,1,1,5
12,B002B4IQEK,0,0,0,1,0,1,4
17,B002B4IQEK,0,0,0,0,4,4,5
19,B002B4IQEK,0,0,0,0,2,2,5
21,B002B4IQEK,0,0,0,0,1,1,5
22,B002B4IQEK,0,0,0,0,1,1,5
27,B002B4IQEK,0,0,0,0,1,1,5
28,B002B4IQEK,0,0,0,0,1,1,5
32,B002B4IQEK,0,0,1,0,0,1,3
34,B002B4IQEK,0,0,0,0,1,1,5
36,B002B4IQEK,0,0,0,0,1,1,5
40,B002B4IQEK,0,1,0,0,0,1,2
43,B002B4IQEK,0,0,0,0,1,1,5
48,B002B4IQEK,0,0,0,1,0,1,4
51,B002B4IQEK,0,0,0,0,2,2,5
52,B002B4IQEK,0,0,1,0,0,1,3
-96,B002B4K6FC,0,0,0,0,1,1,5
-72,B002B4K6FC,0,0,0,0,1,1,5
-64,B002B4K6FC,0,1,0,0,0,1,2
-63,B002B4K6FC,0,0,0,0,1,1,5
-56,B002B4K6FC,0,0,0,1,0,1,4
-37,B002B4K6FC,0,0,0,0,1,1,5
-27,B002B4K6FC,0,0,0,0,1,1,5
-3,B002B4K6FC,0,0,0,0,1,1,5
1,B002B4K6FC,0,0,0,0,1,1,5
3,B002B4K6FC,0,0,0,0,1,1,5
4,B002B4K6FC,0,1,0,0,0,1,2
6,B002B4K6FC,0,0,0,0,1,1,5
7,B002B4K6FC,0,0,0,0,2,2,5
11,B002B4K6FC,0,0,0,0,1,1,5
12,B002B4K6FC,0,0,0,1,0,1,4
17,B002B4K6FC,0,0,0,0,4,4,5
19,B002B4K6FC,0,0,0,0,2,2,5
21,B002B4K6FC,0,0,0,0,1,1,5
22,B002B4K6FC,0,0,0,0,1,1,5
27,B002B4K6FC,0,0,0,0,1,1,5
28,B002B4K6FC,0,0,0,0,1,1,5
32,B002B4K6FC,0,0,1,0,0,1,3
34,B002B4K6FC,0,0,0,0,1,1,5
36,B002B4K6FC,0,0,0,0,1,1,5
40,B002B4K6FC,0,1,0,0,0,1,2
43,B002B4K6FC,0,0,0,0,1,1,5
48,B002B4K6FC,0,0,0,1,0,1,4
51,B002B4K6FC,0,0,0,0,2,2,5
52,B002B4K6FC,0,0,1,0,0,1,3
-145,B002B4K6W0,0,0,0,0,1,1,5
-100,B002B4K6W0,0,0,0,1,0,1,4
-88,B002B4K6W0,0,0,0,0,1,1,5
-72,B002B4K6W0,0,0,0,0,1,1,5
-64,B002B4K6W0,0,0,0,0,1,1,5
-59,B002B4K6W0,0,0,0,1,0,1,4
-58,B002B4K6W0,0,0,0,0,1,1,5
-54,B002B4K6W0,0,0,0,0,1,1,5
-51,B002B4K6W0,0,0,0,1,1,2,4.5
-50,B002B4K6W0,0,0,0,0,1,1,5
-47,B002B4K6W0,0,0,1,0,1,2,4
-46,B002B4K6W0,0,0,0,0,2,2,5
-45,B002B4K6W0,1,0,0,0,0,1,1
-41,B002B4K6W0,0,0,0,1,0,1,4
-40,B002B4K6W0,0,0,0,0,2,2,5
-39,B002B4K6W0,0,1,0,0,0,1,2
-37,B002B4K6W0,0,0,0,0,1,1,5
-35,B002B4K6W0,0,0,1,0,1,2,4
-34,B002B4K6W0,1,0,0,1,1,3,3.333333333
-29,B002B4K6W0,0,0,0,1,0,1,4
-28,B002B4K6W0,0,0,0,0,1,1,5
-27,B002B4K6W0,0,0,0,0,1,1,5
-25,B002B4K6W0,0,0,0,0,2,2,5
-21,B002B4K6W0,0,0,1,0,0,1,3
-19,B002B4K6W0,0,0,0,0,1,1,5
-17,B002B4K6W0,0,0,0,0,1,1,5
-16,B002B4K6W0,0,0,0,0,1,1,5
-15,B002B4K6W0,0,0,0,0,1,1,5
-13,B002B4K6W0,0,0,1,0,0,1,3
-12,B002B4K6W0,0,0,1,0,0,1,3
-11,B002B4K6W0,0,0,0,0,1,1,5
-10,B002B4K6W0,0,0,0,0,1,1,5
-8,B002B4K6W0,0,1,0,0,1,2,3.5
-7,B002B4K6W0,0,1,0,0,0,1,2
-4,B002B4K6W0,1,0,0,0,0,1,1
-3,B002B4K6W0,0,0,0,0,1,1,5
-2,B002B4K6W0,0,1,0,0,0,1,2
0,B002B4K6W0,0,0,0,1,1,2,4.5
1,B002B4K6W0,0,0,0,1,1,2,4.5
2,B002B4K6W0,0,1,0,1,1,3,3.666666667
3,B002B4K6W0,0,0,1,0,2,3,4.333333333
4,B002B4K6W0,0,0,0,0,3,3,5
5,B002B4K6W0,0,0,0,0,8,8,5
6,B002B4K6W0,0,0,0,1,1,2,4.5
7,B002B4K6W0,0,0,0,0,3,3,5
8,B002B4K6W0,1,0,1,2,1,5,3.4
9,B002B4K6W0,0,0,0,0,1,1,5
10,B002B4K6W0,0,0,1,1,2,4,4.25
11,B002B4K6W0,1,0,1,1,4,7,4
12,B002B4K6W0,1,0,0,2,1,4,3.5
13,B002B4K6W0,1,0,0,1,2,4,3.75
14,B002B4K6W0,0,0,0,0,1,1,5
15,B002B4K6W0,2,0,0,0,1,3,2.333333333
16,B002B4K6W0,1,1,1,2,4,9,3.777777778
17,B002B4K6W0,0,0,0,1,0,1,4
18,B002B4K6W0,0,0,0,2,3,5,4.6
19,B002B4K6W0,1,1,2,0,1,5,2.8
20,B002B4K6W0,1,0,0,0,2,3,3.666666667
21,B002B4K6W0,0,0,0,1,2,3,4.666666667
22,B002B4K6W0,1,0,0,0,0,1,1
23,B002B4K6W0,0,0,0,3,2,5,4.4
24,B002B4K6W0,0,0,1,0,4,5,4.6
25,B002B4K6W0,0,1,0,0,1,2,3.5
26,B002B4K6W0,0,0,0,0,2,2,5
27,B002B4K6W0,0,0,0,1,1,2,4.5
29,B002B4K6W0,0,0,0,0,2,2,5
30,B002B4K6W0,1,0,0,0,3,4,4
32,B002B4K6W0,1,0,1,0,0,2,2
33,B002B4K6W0,0,0,0,1,1,2,4.5
34,B002B4K6W0,1,0,0,0,1,2,3
35,B002B4K6W0,0,0,0,0,1,1,5
36,B002B4K6W0,0,0,1,0,1,2,4
38,B002B4K6W0,0,0,0,1,2,3,4.666666667
39,B002B4K6W0,0,0,1,2,1,4,4
40,B002B4K6W0,0,0,0,0,3,3,5
41,B002B4K6W0,0,0,0,1,0,1,4
42,B002B4K6W0,0,0,2,0,1,3,3.666666667
43,B002B4K6W0,0,0,1,0,1,2,4
44,B002B4K6W0,0,0,0,1,2,3,4.666666667
45,B002B4K6W0,0,0,0,0,3,3,5
46,B002B4K6W0,0,2,1,0,0,3,2.333333333
47,B002B4K6W0,0,0,0,1,1,2,4.5
48,B002B4K6W0,0,0,0,0,3,3,5
49,B002B4K6W0,0,0,0,0,1,1,5
50,B002B4K6W0,0,1,0,0,2,3,4
51,B002B4K6W0,0,0,1,0,1,2,4
52,B002B4K6W0,2,0,0,0,1,3,2.333333333
-145,B002B4MBHI,0,0,0,0,1,1,5
-100,B002B4MBHI,0,0,0,1,0,1,4
-88,B002B4MBHI,0,0,0,0,1,1,5
-72,B002B4MBHI,0,0,0,0,1,1,5
-64,B002B4MBHI,0,0,0,0,1,1,5
-59,B002B4MBHI,0,0,0,1,0,1,4
-58,B002B4MBHI,0,0,0,0,1,1,5
-54,B002B4MBHI,0,0,0,0,1,1,5
-51,B002B4MBHI,0,0,0,1,1,2,4.5
-50,B002B4MBHI,0,0,0,0,1,1,5
-47,B002B4MBHI,0,0,1,0,1,2,4
-46,B002B4MBHI,0,0,0,0,2,2,5
-45,B002B4MBHI,1,0,0,0,0,1,1
-41,B002B4MBHI,0,0,0,1,0,1,4
-40,B002B4MBHI,0,0,0,0,2,2,5
-39,B002B4MBHI,0,1,0,0,0,1,2
-37,B002B4MBHI,0,0,0,0,1,1,5
-35,B002B4MBHI,0,0,1,0,1,2,4
-34,B002B4MBHI,1,0,0,1,1,3,3.333333333
-29,B002B4MBHI,0,0,0,1,0,1,4
-28,B002B4MBHI,0,0,0,0,1,1,5
-27,B002B4MBHI,0,0,0,0,1,1,5
-25,B002B4MBHI,0,0,0,0,2,2,5
-21,B002B4MBHI,0,0,1,0,0,1,3
-19,B002B4MBHI,0,0,0,0,1,1,5
-17,B002B4MBHI,0,0,0,0,1,1,5
-16,B002B4MBHI,0,0,0,0,1,1,5
-15,B002B4MBHI,0,0,0,0,1,1,5
-13,B002B4MBHI,0,0,1,0,0,1,3
-12,B002B4MBHI,0,0,1,0,0,1,3
-11,B002B4MBHI,0,0,0,0,1,1,5
-10,B002B4MBHI,0,0,0,0,1,1,5
-8,B002B4MBHI,0,1,0,0,1,2,3.5
-7,B002B4MBHI,0,1,0,0,0,1,2
-4,B002B4MBHI,1,0,0,0,0,1,1
-3,B002B4MBHI,0,0,0,0,1,1,5
-2,B002B4MBHI,0,1,0,0,0,1,2
0,B002B4MBHI,0,0,0,1,1,2,4.5
1,B002B4MBHI,0,0,0,1,1,2,4.5
2,B002B4MBHI,0,1,0,1,1,3,3.666666667
3,B002B4MBHI,0,0,1,0,2,3,4.333333333
4,B002B4MBHI,0,0,0,0,3,3,5
5,B002B4MBHI,0,0,0,0,8,8,5
6,B002B4MBHI,0,0,0,1,1,2,4.5
7,B002B4MBHI,0,0,0,0,3,3,5
8,B002B4MBHI,1,0,1,2,1,5,3.4
9,B002B4MBHI,0,0,0,0,1,1,5
10,B002B4MBHI,0,0,1,1,2,4,4.25
11,B002B4MBHI,1,0,1,1,4,7,4
12,B002B4MBHI,1,0,0,2,1,4,3.5
13,B002B4MBHI,1,0,0,1,2,4,3.75
14,B002B4MBHI,0,0,0,0,1,1,5
15,B002B4MBHI,2,0,0,0,1,3,2.333333333
16,B002B4MBHI,1,1,1,2,4,9,3.777777778
17,B002B4MBHI,0,0,0,1,0,1,4
18,B002B4MBHI,0,0,0,2,3,5,4.6
19,B002B4MBHI,1,1,2,0,1,5,2.8
20,B002B4MBHI,1,0,0,0,2,3,3.666666667
21,B002B4MBHI,0,0,0,1,2,3,4.666666667
22,B002B4MBHI,1,0,0,0,0,1,1
23,B002B4MBHI,0,0,0,3,2,5,4.4
24,B002B4MBHI,0,0,1,0,4,5,4.6
25,B002B4MBHI,0,1,0,0,1,2,3.5
26,B002B4MBHI,0,0,0,0,2,2,5
27,B002B4MBHI,0,0,0,1,1,2,4.5
29,B002B4MBHI,0,0,0,0,2,2,5
30,B002B4MBHI,1,0,0,0,3,4,4
32,B002B4MBHI,1,0,1,0,0,2,2
33,B002B4MBHI,0,0,0,1,1,2,4.5
34,B002B4MBHI,1,0,0,0,1,2,3
35,B002B4MBHI,0,0,0,0,1,1,5
36,B002B4MBHI,0,0,1,0,1,2,4
38,B002B4MBHI,0,0,0,1,2,3,4.666666667
39,B002B4MBHI,0,0,1,2,1,4,4
40,B002B4MBHI,0,0,0,0,3,3,5
41,B002B4MBHI,0,0,0,1,0,1,4
42,B002B4MBHI,0,0,2,0,1,3,3.666666667
43,B002B4MBHI,0,0,1,0,1,2,4
44,B002B4MBHI,0,0,0,1,2,3,4.666666667
45,B002B4MBHI,0,0,0,0,3,3,5
46,B002B4MBHI,0,2,1,0,0,3,2.333333333
47,B002B4MBHI,0,0,0,1,1,2,4.5
48,B002B4MBHI,0,0,0,0,3,3,5
49,B002B4MBHI,0,0,0,0,1,1,5
50,B002B4MBHI,0,1,0,0,2,3,4
51,B002B4MBHI,0,0,1,0,1,2,4
52,B002B4MBHI,2,0,0,0,1,3,2.333333333
-194,B002B4O6IA,0,0,0,0,1,1,5
-107,B002B4O6IA,1,0,0,0,0,1,1
-102,B002B4O6IA,0,0,0,0,1,1,5
-99,B002B4O6IA,0,0,0,0,2,2,5
-93,B002B4O6IA,1,0,0,0,0,1,1
-88,B002B4O6IA,0,0,0,1,1,2,4.5
-84,B002B4O6IA,0,0,0,0,1,1,5
-75,B002B4O6IA,0,0,0,0,1,1,5
-74,B002B4O6IA,1,0,0,0,1,2,3
-73,B002B4O6IA,0,0,0,1,0,1,4
-71,B002B4O6IA,0,0,1,0,0,1,3
-63,B002B4O6IA,0,0,0,1,0,1,4
-61,B002B4O6IA,0,0,0,1,1,2,4.5
-60,B002B4O6IA,0,0,0,0,1,1,5
-59,B002B4O6IA,0,0,1,0,0,1,3
-58,B002B4O6IA,0,0,0,1,0,1,4
-57,B002B4O6IA,0,0,0,0,1,1,5
-56,B002B4O6IA,0,0,0,1,2,3,4.666666667
-55,B002B4O6IA,0,0,0,0,1,1,5
-53,B002B4O6IA,0,0,0,0,1,1,5
-52,B002B4O6IA,0,0,0,0,1,1,5
-50,B002B4O6IA,0,0,0,1,1,2,4.5
-49,B002B4O6IA,0,0,0,2,0,2,4
-48,B002B4O6IA,0,0,1,0,0,1,3
-46,B002B4O6IA,0,0,0,0,1,1,5
-45,B002B4O6IA,0,0,1,1,0,2,3.5
-44,B002B4O6IA,0,0,0,0,1,1,5
-43,B002B4O6IA,0,0,1,1,2,4,4.25
-42,B002B4O6IA,0,0,0,1,0,1,4
-40,B002B4O6IA,0,0,0,1,0,1,4
-39,B002B4O6IA,0,0,0,0,1,1,5
-37,B002B4O6IA,0,0,0,0,1,1,5
-36,B002B4O6IA,1,0,0,0,1,2,3
-34,B002B4O6IA,0,0,0,0,1,1,5
-32,B002B4O6IA,0,0,1,1,2,4,4.25
-31,B002B4O6IA,0,1,0,0,1,2,3.5
-30,B002B4O6IA,0,0,0,1,3,4,4.75
-28,B002B4O6IA,0,0,0,1,0,1,4
-27,B002B4O6IA,0,0,1,0,0,1,3
-25,B002B4O6IA,0,0,0,0,2,2,5
-23,B002B4O6IA,0,0,0,2,1,3,4.333333333
-22,B002B4O6IA,0,0,0,0,1,1,5
-21,B002B4O6IA,0,0,1,0,0,1,3
-20,B002B4O6IA,0,0,0,0,2,2,5
-19,B002B4O6IA,0,0,0,0,2,2,5
-18,B002B4O6IA,1,1,0,0,0,2,1.5
-16,B002B4O6IA,0,0,0,0,1,1,5
-15,B002B4O6IA,0,0,0,0,3,3,5
-14,B002B4O6IA,1,0,0,0,1,2,3
-12,B002B4O6IA,0,0,0,0,1,1,5
-11,B002B4O6IA,0,0,0,0,1,1,5
-10,B002B4O6IA,0,0,0,1,1,2,4.5
-9,B002B4O6IA,0,0,0,0,1,1,5
-7,B002B4O6IA,0,0,0,2,0,2,4
-6,B002B4O6IA,0,0,0,0,1,1,5
-4,B002B4O6IA,0,0,0,0,1,1,5
-2,B002B4O6IA,0,0,0,0,1,1,5
-1,B002B4O6IA,1,1,0,0,1,3,2.666666667
0,B002B4O6IA,0,0,0,1,2,3,4.666666667
1,B002B4O6IA,0,0,1,0,1,2,4
2,B002B4O6IA,0,1,1,1,1,4,3.5
4,B002B4O6IA,0,0,0,1,1,2,4.5
5,B002B4O6IA,1,0,0,0,3,4,4
6,B002B4O6IA,0,2,0,0,2,4,3.5
7,B002B4O6IA,1,0,0,0,0,1,1
8,B002B4O6IA,0,0,0,0,2,2,5
9,B002B4O6IA,0,0,0,0,1,1,5
11,B002B4O6IA,0,0,0,0,1,1,5
12,B002B4O6IA,0,0,0,1,1,2,4.5
13,B002B4O6IA,0,0,0,2,1,3,4.333333333
14,B002B4O6IA,0,0,0,1,0,1,4
15,B002B4O6IA,0,0,0,1,0,1,4
16,B002B4O6IA,1,0,1,2,4,8,4
17,B002B4O6IA,0,0,1,0,5,6,4.666666667
18,B002B4O6IA,0,0,0,0,1,1,5
19,B002B4O6IA,0,1,0,0,2,3,4
20,B002B4O6IA,0,0,0,3,3,6,4.5
21,B002B4O6IA,1,0,0,0,0,1,1
22,B002B4O6IA,0,0,0,0,3,3,5
23,B002B4O6IA,0,0,0,2,0,2,4
24,B002B4O6IA,0,0,1,0,2,3,4.333333333
25,B002B4O6IA,1,0,0,1,2,4,3.75
26,B002B4O6IA,1,1,0,0,3,5,3.6
27,B002B4O6IA,0,1,1,0,1,3,3.333333333
28,B002B4O6IA,0,0,0,2,1,3,4.333333333
29,B002B4O6IA,1,0,0,0,0,1,1
30,B002B4O6IA,0,0,1,1,1,3,4
31,B002B4O6IA,0,0,1,1,2,4,4.25
32,B002B4O6IA,0,0,0,1,1,2,4.5
33,B002B4O6IA,0,0,1,0,0,1,3
34,B002B4O6IA,0,0,1,0,1,2,4
35,B002B4O6IA,1,0,0,2,1,4,3.5
37,B002B4O6IA,1,0,0,0,2,3,3.666666667
38,B002B4O6IA,0,0,0,3,2,5,4.4
39,B002B4O6IA,0,0,0,2,0,2,4
40,B002B4O6IA,0,0,0,1,1,2,4.5
41,B002B4O6IA,0,0,0,0,1,1,5
42,B002B4O6IA,0,0,0,0,1,1,5
43,B002B4O6IA,1,0,0,0,0,1,1
44,B002B4O6IA,0,0,0,0,2,2,5
45,B002B4O6IA,0,0,0,0,2,2,5
47,B002B4O6IA,0,0,0,0,1,1,5
48,B002B4O6IA,0,0,0,0,2,2,5
49,B002B4O6IA,0,0,0,1,0,1,4
50,B002B4O6IA,1,0,0,0,0,1,1
51,B002B4O6IA,0,0,0,1,0,1,4
52,B002B4O6IA,0,0,0,0,1,1,5
-145,B002B4O6NU,0,0,0,0,1,1,5
-100,B002B4O6NU,0,0,0,1,0,1,4
-88,B002B4O6NU,0,0,0,0,1,1,5
-72,B002B4O6NU,0,0,0,0,1,1,5
-64,B002B4O6NU,0,0,0,0,1,1,5
-59,B002B4O6NU,0,0,0,1,0,1,4
-58,B002B4O6NU,0,0,0,0,1,1,5
-54,B002B4O6NU,0,0,0,0,1,1,5
-51,B002B4O6NU,0,0,0,1,1,2,4.5
-50,B002B4O6NU,0,0,0,0,1,1,5
-47,B002B4O6NU,0,0,1,0,1,2,4
-46,B002B4O6NU,0,0,0,0,2,2,5
-45,B002B4O6NU,1,0,0,0,0,1,1
-41,B002B4O6NU,0,0,0,1,0,1,4
-40,B002B4O6NU,0,0,0,0,2,2,5
-39,B002B4O6NU,0,1,0,0,0,1,2
-37,B002B4O6NU,0,0,0,0,1,1,5
-35,B002B4O6NU,0,0,1,0,1,2,4
-34,B002B4O6NU,1,0,0,1,1,3,3.333333333
-29,B002B4O6NU,0,0,0,1,0,1,4
-28,B002B4O6NU,0,0,0,0,1,1,5
-27,B002B4O6NU,0,0,0,0,1,1,5
-25,B002B4O6NU,0,0,0,0,2,2,5
-21,B002B4O6NU,0,0,1,0,0,1,3
-19,B002B4O6NU,0,0,0,0,1,1,5
-17,B002B4O6NU,0,0,0,0,1,1,5
-16,B002B4O6NU,0,0,0,0,1,1,5
-15,B002B4O6NU,0,0,0,0,1,1,5
-13,B002B4O6NU,0,0,1,0,0,1,3
-12,B002B4O6NU,0,0,1,0,0,1,3
-11,B002B4O6NU,0,0,0,0,1,1,5
-10,B002B4O6NU,0,0,0,0,1,1,5
-8,B002B4O6NU,0,1,0,0,1,2,3.5
-7,B002B4O6NU,0,1,0,0,0,1,2
-4,B002B4O6NU,1,0,0,0,0,1,1
-3,B002B4O6NU,0,0,0,0,1,1,5
-2,B002B4O6NU,0,1,0,0,0,1,2
0,B002B4O6NU,0,0,0,1,1,2,4.5
1,B002B4O6NU,0,0,0,1,1,2,4.5
2,B002B4O6NU,0,1,0,1,1,3,3.666666667
3,B002B4O6NU,0,0,1,0,2,3,4.333333333
4,B002B4O6NU,0,0,0,0,3,3,5
5,B002B4O6NU,0,0,0,0,8,8,5
6,B002B4O6NU,0,0,0,1,1,2,4.5
7,B002B4O6NU,0,0,0,0,3,3,5
8,B002B4O6NU,1,0,1,2,1,5,3.4
9,B002B4O6NU,0,0,0,0,1,1,5
10,B002B4O6NU,0,0,1,1,2,4,4.25
11,B002B4O6NU,1,0,1,1,4,7,4
12,B002B4O6NU,1,0,0,2,1,4,3.5
13,B002B4O6NU,1,0,0,1,2,4,3.75
14,B002B4O6NU,0,0,0,0,1,1,5
15,B002B4O6NU,2,0,0,0,1,3,2.333333333
16,B002B4O6NU,1,1,1,2,4,9,3.777777778
17,B002B4O6NU,0,0,0,1,0,1,4
18,B002B4O6NU,0,0,0,2,3,5,4.6
19,B002B4O6NU,1,1,2,0,1,5,2.8
20,B002B4O6NU,1,0,0,0,2,3,3.666666667
21,B002B4O6NU,0,0,0,1,2,3,4.666666667
22,B002B4O6NU,1,0,0,0,0,1,1
23,B002B4O6NU,0,0,0,3,2,5,4.4
24,B002B4O6NU,0,0,1,0,4,5,4.6
25,B002B4O6NU,0,1,0,0,1,2,3.5
26,B002B4O6NU,0,0,0,0,2,2,5
27,B002B4O6NU,0,0,0,1,1,2,4.5
29,B002B4O6NU,0,0,0,0,2,2,5
30,B002B4O6NU,1,0,0,0,3,4,4
32,B002B4O6NU,1,0,1,0,0,2,2
33,B002B4O6NU,0,0,0,1,1,2,4.5
34,B002B4O6NU,1,0,0,0,1,2,3
35,B002B4O6NU,0,0,0,0,1,1,5
36,B002B4O6NU,0,0,1,0,1,2,4
38,B002B4O6NU,0,0,0,1,2,3,4.666666667
39,B002B4O6NU,0,0,1,2,1,4,4
40,B002B4O6NU,0,0,0,0,3,3,5
41,B002B4O6NU,0,0,0,1,0,1,4
42,B002B4O6NU,0,0,2,0,1,3,3.666666667
43,B002B4O6NU,0,0,1,0,1,2,4
44,B002B4O6NU,0,0,0,1,2,3,4.666666667
45,B002B4O6NU,0,0,0,0,3,3,5
46,B002B4O6NU,0,2,1,0,0,3,2.333333333
47,B002B4O6NU,0,0,0,1,1,2,4.5
48,B002B4O6NU,0,0,0,0,3,3,5
49,B002B4O6NU,0,0,0,0,1,1,5
50,B002B4O6NU,0,1,0,0,2,3,4
51,B002B4O6NU,0,0,1,0,1,2,4
52,B002B4O6NU,2,0,0,0,1,3,2.333333333
-194,B002B4O70W,0,0,0,0,1,1,5
-107,B002B4O70W,1,0,0,0,0,1,1
-102,B002B4O70W,0,0,0,0,1,1,5
-99,B002B4O70W,0,0,0,0,2,2,5
-93,B002B4O70W,1,0,0,0,0,1,1
-88,B002B4O70W,0,0,0,1,1,2,4.5
-84,B002B4O70W,0,0,0,0,1,1,5
-75,B002B4O70W,0,0,0,0,1,1,5
-74,B002B4O70W,1,0,0,0,1,2,3
-73,B002B4O70W,0,0,0,1,0,1,4
-71,B002B4O70W,0,0,1,0,0,1,3
-63,B002B4O70W,0,0,0,1,0,1,4
-61,B002B4O70W,0,0,0,1,1,2,4.5
-60,B002B4O70W,0,0,0,0,1,1,5
-59,B002B4O70W,0,0,1,0,0,1,3
-58,B002B4O70W,0,0,0,1,0,1,4
-57,B002B4O70W,0,0,0,0,1,1,5
-56,B002B4O70W,0,0,0,1,2,3,4.666666667
-55,B002B4O70W,0,0,0,0,1,1,5
-53,B002B4O70W,0,0,0,0,1,1,5
-52,B002B4O70W,0,0,0,0,1,1,5
-50,B002B4O70W,0,0,0,1,1,2,4.5
-49,B002B4O70W,0,0,0,2,0,2,4
-48,B002B4O70W,0,0,1,0,0,1,3
-46,B002B4O70W,0,0,0,0,1,1,5
-45,B002B4O70W,0,0,1,1,0,2,3.5
-44,B002B4O70W,0,0,0,0,1,1,5
-43,B002B4O70W,0,0,1,1,2,4,4.25
-42,B002B4O70W,0,0,0,1,0,1,4
-40,B002B4O70W,0,0,0,1,0,1,4
-39,B002B4O70W,0,0,0,0,1,1,5
-37,B002B4O70W,0,0,0,0,1,1,5
-36,B002B4O70W,1,0,0,0,1,2,3
-34,B002B4O70W,0,0,0,0,1,1,5
-32,B002B4O70W,0,0,1,1,2,4,4.25
-31,B002B4O70W,0,1,0,0,1,2,3.5
-30,B002B4O70W,0,0,0,1,3,4,4.75
-28,B002B4O70W,0,0,0,1,0,1,4
-27,B002B4O70W,0,0,1,0,0,1,3
-25,B002B4O70W,0,0,0,0,2,2,5
-23,B002B4O70W,0,0,0,2,1,3,4.333333333
-22,B002B4O70W,0,0,0,0,1,1,5
-21,B002B4O70W,0,0,1,0,0,1,3
-20,B002B4O70W,0,0,0,0,2,2,5
-19,B002B4O70W,0,0,0,0,2,2,5
-18,B002B4O70W,1,1,0,0,0,2,1.5
-16,B002B4O70W,0,0,0,0,1,1,5
-15,B002B4O70W,0,0,0,0,3,3,5
-14,B002B4O70W,1,0,0,0,1,2,3
-12,B002B4O70W,0,0,0,0,1,1,5
-11,B002B4O70W,0,0,0,0,1,1,5
-10,B002B4O70W,0,0,0,1,1,2,4.5
-9,B002B4O70W,0,0,0,0,1,1,5
-7,B002B4O70W,0,0,0,2,0,2,4
-6,B002B4O70W,0,0,0,0,1,1,5
-4,B002B4O70W,0,0,0,0,1,1,5
-2,B002B4O70W,0,0,0,0,1,1,5
-1,B002B4O70W,1,1,0,0,1,3,2.666666667
0,B002B4O70W,0,0,0,1,2,3,4.666666667
1,B002B4O70W,0,0,1,0,1,2,4
2,B002B4O70W,0,1,1,1,1,4,3.5
4,B002B4O70W,0,0,0,1,1,2,4.5
5,B002B4O70W,1,0,0,0,3,4,4
6,B002B4O70W,0,2,0,0,2,4,3.5
7,B002B4O70W,1,0,0,0,0,1,1
8,B002B4O70W,0,0,0,0,2,2,5
9,B002B4O70W,0,0,0,0,1,1,5
11,B002B4O70W,0,0,0,0,1,1,5
12,B002B4O70W,0,0,0,1,1,2,4.5
13,B002B4O70W,0,0,0,2,1,3,4.333333333
14,B002B4O70W,0,0,0,1,0,1,4
15,B002B4O70W,0,0,0,1,0,1,4
16,B002B4O70W,1,0,1,2,4,8,4
17,B002B4O70W,0,0,1,0,5,6,4.666666667
18,B002B4O70W,0,0,0,0,1,1,5
19,B002B4O70W,0,1,0,0,2,3,4
20,B002B4O70W,0,0,0,3,3,6,4.5
