"","week_nmb","kohl_product_id","net_Sales","amazon_Shipping","kohl_final_price","kohl_Shipping","Target_Shipping","TCIN_var","kohl_pdt_desc_length","Availability","Price_diff_amazon_final_pr","Price_diff_target_final_pr","Price_rat_amazon_final_pr","Price_rat_amazon_reg_pr","Price_rat_target_reg_pr","Recency_week","Amz_No_of_images","Amz_Not_User_Gen_images","Amz_pdt_desc_length","Amz_rating5","Amz_Review_count","Amz_Total_negative_sent_score","Amz_Total_Positive_sent_score","Amz_User_Generated_images","kohls_Number_of_images","Neg_tot_wt_score","pos_avg_wt_score","reviews_1_M","reviews_3_M","reviews_6_M","Target_pdt_desc_length","Total_sentiment_score"
"1080",29,"1309828",0,0,49.99,0,0,2,235,1,-25.01,24.99,0.666533333333333,1.3332,3.9996,39,48,48,3,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,3,NA
"1081",29,"1309856",0,4.98,25.49,0,0,2,169,1,5.13,8.5,1.25196463654224,1.4729862475442,1.76515597410241,39,41,41,3,87,148,-30,387,0,2,0,0,10,43,92,413,357
"1082",29,"1309893",0,4.98,25.49,0,0,1,184,1,5.5,9.49,1.27513756878439,1.50025012506253,1.874375,33,41,41,3,87,148,-30,387,0,1,0,0,10,43,92,419,357
"1083",29,"1309908",0,4.98,25.49,0,0,1,184,1,4.44,9.49,1.21092636579572,1.42470308788599,1.874375,33,41,41,3,87,148,-30,387,0,1,0,0,10,43,92,412,357
"1084",29,"1309927",0,0,119.99,0,0,1,47,1,58.58,50.99,1.95391630027683,2.60527601367855,2.31869565217391,39,22,18,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,496,NA
"1085",29,"1309928",0,0,119.99,0,0,1,94,1,58.81,50.99,1.96126185027787,2.61507028440667,2.31869565217391,39,22,18,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,499,NA
"1086",29,"1309957",0,0,155.99,0,0,1,51,1,86.09,89.24,2.23161659513591,3.43333333333333,2.69651685393258,33,8,8,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,681,NA
"1087",29,"1309980",0,0,155.99,0,0,1,61,1,89.24,89.24,2.33692883895131,3.59535580524345,2.69651685393258,33,8,8,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,606,NA
"1088",29,"1309983",0,0,263.99,0,0,2,66,1,136.79,136.79,2.07539308176101,3.77350628930818,3.01880503144654,33,13,13,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,568,NA
"1089",29,"1309984",0,0,263.99,0,0,4,66,1,139.47,136.79,2.12006103437199,3.85472213299068,3.01880503144654,33,13,13,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,561,NA
"1090",29,"1309985",0,0,263.99,0,0,1,66,1,136.79,136.79,2.07539308176101,3.77350628930818,3.01880503144654,33,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,559,NA
"1091",29,"1309989",0,0,263.99,0,0,5,66,1,119.17,144.74,1.82288357961608,3.31439027758597,3.01880503144654,33,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,573,NA
"1092",29,"1309991",0,0,263.99,0,0,1,76,1,140.02,144.74,2.12946680648544,3.87182382834557,3.01880503144654,33,13,13,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,467,NA
"1093",29,"489427",0,0,274.54,0,0,1,74,1,159.35,113.29,2.38336661168504,2.80397603958677,1.50227906976744,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1094",29,"489455",0,0,312.79,0,0,1,116,1,173.7,129.04,2.2488316917104,2.64569703069955,1.502,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1095",29,"489567",0,NA,223.54,0,0,1,96,1,NA,83.54,NA,NA,1.5028,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"1096",29,"489608",0,0,242.24,0,0,1,66,1,139.29,99.74,2.35298688683827,2.76823700825644,1.49994736842105,39,5,5,534,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
"1097",29,"489622",0,0,261.79,0,0,1,81,1,144.31,56.79,2.22837929860402,2.62163772557031,1.50239024390244,39,3,3,3,14,16,0,66,0,1,0,0,1,4,10,3,66
"1098",29,"540680",0,0,194.99,0,0,1,77,0,74.99,80.7,1.62491666666667,2.49991666666667,2.62481406947239,39,10,10,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1099",29,"540896",0,NA,38.99,0,0,1,124,0,NA,-21,NA,NA,1,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"1100",29,"563879",0,NA,19.94,0,0,2,51,1,NA,1.05,NA,NA,1.11116993118052,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"1101",29,"565916",0,0,129.95,0,0,1,169,1,36.77,13.99,1.3946125778064,1.3946125778064,0.896516040013798,59,6,6,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1102",29,"707522",0,0,59.99,0,0,1,162,1,21.7,22.4,1.56672760511883,1.56672760511883,1.59590316573557,43,3,3,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,3,NA
"1103",29,"733381",0,0,237.99,0,0,1,177,1,131.31,89.99,2.23087739032621,2.62457817772778,1.51345945945946,39,6,6,3,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,229,NA
"1104",29,"1253597",1,4.98,24.99,0,0,1,172,1,4.99,4.99,1.2495,1.2495,1.2495,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1105",29,"1286463",1,0,49.99,0,0,1,146,1,20.73,2.5,1.70847573479152,1.70847573479152,1.05264266161297,39,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1106",29,"1286465",1,0,59.99,0,0,1,146,1,27.56,27.5,1.84983040394696,1.84983040394696,1.84641428131733,39,6,6,276,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1107",29,"1299175",1,0,43.99,0,0,1,212,1,18.99,18.99,1.7596,3.1996,3.1996,39,16,16,3,26,71,-40,128,0,NA,0,0,9,24,46,248,88
"1108",29,"1305855",1,0,63.99,0,0,2,45,1,24,23.99,1.60015003750938,2.00025006251563,1.99975,54,32,32,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,501,NA
"1109",29,"1305865",1,0,63.99,0,0,2,54,1,24.25,24,1.61021640664318,2.01283341721188,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,503,NA
"1110",29,"1309395",1,0,63.99,0,0,2,45,1,28.9,23.99,1.82359646622969,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,505,NA
"1111",29,"1309398",1,0,63.99,0,0,1,45,1,28.9,23.99,1.82359646622969,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,510,NA
"1112",29,"1309436",1,0,179.99,0,0,1,48,1,68,68,1.60719707116707,2.14295919278507,2.14295919278507,33,29,18,3,19,42,-19,91,11,NA,0,0,8,11,18,933,72
"1113",29,"1309441",1,0,179.99,0,0,2,64,1,87,79.99,1.93558447144854,2.58081514141306,2.3999,39,32,18,3,95,172,-45,506,14,1,0,0,17,47,72,3,461
"1114",29,"1309444",1,0,179.99,0,0,1,48,1,95,80,2.11777856218379,2.82374396987881,2.4001400140014,33,32,18,3,95,172,-45,506,14,NA,0,0,17,47,72,556,461
"1115",29,"1309446",1,NA,179.99,0,0,3,48,1,NA,80,NA,NA,2.4001400140014,39,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,553,NA
"1116",29,"1309450",1,0,179.99,0,0,1,63,1,95.52,80.99,2.13081567420386,2.84112702734699,2.42414141414141,39,13,13,3,25,40,-20,105,0,1,0,0,2,9,15,264,85
"1117",29,"1309454",1,0,179.99,0,0,2,48,1,95.52,80.99,2.13081567420386,2.84112702734699,2.42414141414141,39,13,13,3,25,40,-20,105,0,NA,0,0,2,9,15,448,85
"1118",29,"1309650",1,0,175.99,0,0,2,48,1,92.54,76.99,2.1089275014979,2.6361893349311,2.22212121212121,39,29,18,3,19,42,-19,91,11,2,0,0,8,11,18,937,72
"1119",29,"1309668",1,0,45.49,0,0,1,196,1,15.26,13.5,1.5047965597089,2.31524975190208,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,2,NA,NA,NA,NA,NA,3,NA
"1120",29,"1309672",1,0,45.49,0,0,2,246,1,13.5,16.49,1.42200687714911,2.18787120975305,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,4,NA,NA,NA,NA,NA,400,NA
"1121",29,"1309693",1,0,45.49,0,0,1,171,1,13.5,15.5,1.42200687714911,2.18787120975305,2.33377792597532,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,345,NA
"1122",29,"1309708",1,0,45.49,0,0,1,190,1,18.03,16.49,1.65659140568099,2.54879825200291,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,395,NA
"1123",29,"1309715",1,0,45.49,0,0,1,130,1,13.5,13.5,1.42200687714911,2.18787120975305,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1124",29,"1309811",1,0,58.49,0,0,1,190,1,19.92,19.49,1.51646357272492,2.33316048742546,2.3074358974359,39,14,14,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1125",29,"1309890",1,4.98,25.49,0,0,1,169,1,5.5,5.5,1.27513756878439,1.50025012506253,1.50025012506253,33,41,41,3,87,148,-30,387,0,2,0,0,10,43,92,412,357
"1126",29,"1309907",1,4.98,25.49,0,0,1,185,1,5.13,5.1,1.25196463654224,1.4729862475442,1.47081902893575,39,41,41,3,87,148,-30,387,0,1,0,0,10,43,92,3,357
"1127",29,"489585",1,0,242.24,0,0,1,80,1,149.32,52.24,2.60697374085235,3.06704692208351,1.49994736842105,39,9,9,531,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,3,NA
"1128",29,"704638",1,NA,59.99,0,0,1,135,1,NA,0,NA,NA,1,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"1129",29,"1253608",2,0,39.99,0,0,3,126,1,9.41,4.99,1.30771746239372,1.30771746239372,1.14257142857143,39,2,2,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1130",29,"1253615",2,0,44.99,0,0,2,149,1,5.24,4.99,1.13182389937107,1.13182389937107,1.12475,39,7,7,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"1131",29,"1299176",2,0,43.99,0,0,1,202,1,-36.01,17,0.549875,0.999875,2.96369025565024,39,16,16,3,26,71,-40,128,0,NA,0,0,9,24,46,251,88
"1132",29,"1309407",2,0,63.99,0,0,2,45,1,28.9,23.99,1.82359646622969,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,508,NA
"1133",29,"1309464",2,0,179.99,0,0,2,48,1,68,80.99,1.60719707116707,2.14295919278507,2.42414141414141,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,898,NA
"1134",29,"1309651",2,NA,175.99,0,0,1,69,1,NA,76.9,NA,NA,2.22010293672419,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,917,NA
"1135",29,"1309697",2,0,45.49,0,0,2,221,1,18.92,13.5,1.71208129469326,2.63417388031615,2.18787120975305,33,200,35,3,NA,NA,NA,NA,165,4,NA,NA,NA,NA,NA,413,NA
"1136",29,"1309812",2,NA,69.99,0,0,1,242,1,NA,25.99,NA,NA,2.2725,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"1137",29,"1309813",2,0,69.99,0,0,1,190,1,25.89,25.99,1.58707482993197,2.26734693877551,2.2725,39,6,6,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1138",29,"1305864",3,0,63.99,0,0,1,61,1,24.76,23.99,1.63114963038491,2.03900076472088,1.99975,39,32,32,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,219,NA
"1139",29,"1309394",3,0,63.99,0,0,2,45,1,24.38,23.99,1.61550113607675,2.01943953547084,1.99975,39,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,252,NA
"1140",29,"1309880",3,4.98,25.49,0,0,1,185,1,5.5,4.5,1.27513756878439,1.50025012506253,1.42877560743211,33,41,41,3,87,148,-30,387,0,1,0,0,10,43,92,412,357
"1141",29,"1299178",4,0,43.99,0,0,1,218,1,18.99,7,1.7596,3.1996,2.1624763449581,39,16,16,3,26,71,-40,128,0,NA,0,0,9,24,46,246,88
"1142",29,"1309705",4,0,45.49,0,0,1,206,1,16.49,16.49,1.56862068965517,2.41344827586207,2.41344827586207,33,200,35,3,NA,NA,NA,NA,165,2,NA,NA,NA,NA,NA,415,NA
"1143",29,"1253603",5,4.98,29.99,0,0,1,182,1,6.56,4.99,1.27998292787025,1.27998292787025,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1144",29,"1309427",6,0,179.99,0,0,5,48,1,85.52,80,1.90526092939558,2.54038319043082,2.4001400140014,39,32,18,3,95,172,-45,506,14,6,0,0,17,47,72,546,461
"1145",29,"392649",6,4.98,14.44,0,0,3,108,1,1.45,-5.55,1.11162432640493,1.30792917628945,0.849924962481241,39,8,8,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,3,NA
"1146",29,"1309403",7,0,63.99,0,0,2,45,1,28.9,24,1.82359646622969,2.27956682815617,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,510,NA
"1147",29,"1309857",8,4.98,25.49,0,0,2,169,1,4.5,9.49,1.21438780371606,1.42877560743211,1.874375,39,41,41,3,87,148,-30,387,0,4,0,0,10,43,92,415,357
"1148",29,"392620",14,4.98,14.44,0,0,3,87,1,1.45,-5.55,1.11162432640493,1.30792917628945,0.849924962481241,33,6,6,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"1149",30,"1194232",0,0,191.99,0,0,1,159,1,86.16,51.99,1.81413587829538,2.26769347066049,1.37137142857143,38,3,3,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,212,NA
"1150",30,"1194240",0,0,191.99,0,0,1,104,1,91.97,31.99,1.91951609678064,2.3994201159768,1.4999375,39,3,3,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,181,NA
"1151",30,"1194244",0,0,191.99,0,0,2,119,1,92.02,31.99,1.92047614284285,2.40062018605582,1.4999375,39,3,3,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,261,NA
"1152",30,"1194320",0,0,215.99,0,0,2,190,1,111.11,71.99,2.05940122044241,2.57427536231884,1.49994444444444,39,1,1,3,NA,NA,NA,NA,0,24,NA,NA,NA,NA,NA,222,NA
"1153",30,"1194325",0,0,239.99,0,0,1,141,1,113.2,39.99,1.89281489076426,2.36603833109867,1.49995,59,26,26,3,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,234,NA
"1154",30,"1253569",0,0,34.99,0,0,1,58,1,6.46,4.99,1.22642832106555,1.22642832106555,1.16633333333333,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1155",30,"1253571",0,4.98,29.99,0,0,1,59,1,9.61,4.99,1.47154072620216,1.47154072620216,1.1996,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1156",30,"1253574",0,0,49.99,0,0,1,67,1,9.22,4.99,1.2261466764778,1.2261466764778,1.11088888888889,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1157",30,"1253575",0,4.98,24.99,0,0,1,64,1,4.99,4.99,1.2495,1.2495,1.2495,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1158",30,"1253576",0,0,29.99,0,0,1,70,1,4.99,4.99,1.1996,1.1996,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1159",30,"1253595",0,4.98,22.99,0,0,1,56,1,4.99,4.99,1.27722222222222,1.27722222222222,1.27722222222222,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1160",30,"1253598",0,0,29.99,0,0,1,53,1,4.99,4.99,1.1996,1.1996,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1161",30,"1253599",0,0,34.99,0,0,1,53,1,4.99,4.99,1.16633333333333,1.16633333333333,1.16633333333333,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1162",30,"1253601",0,0,44.99,0,0,1,71,1,4.99,4.99,1.12475,1.12475,1.12475,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1163",30,"1253604",0,0,34.99,0,0,1,70,1,9.77,4.99,1.38739095955591,1.38739095955591,1.16633333333333,39,1,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1164",30,"1253607",0,4.98,24.99,0,0,1,52,1,4.99,0,1.2495,1.2495,1,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1165",30,"1253608",0,0,39.99,0,0,2,55,1,4.99,4.99,1.14257142857143,1.14257142857143,1.14257142857143,39,2,2,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1166",30,"1286465",0,0,59.99,0,0,1,146,1,27.56,27.5,1.84983040394696,1.84983040394696,1.84641428131733,39,6,6,276,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1167",30,"1286468",0,0,59.99,0,0,1,146,0,24.42,24.4,1.68653359572674,1.68653359572674,1.68558583871874,39,5,5,1000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"1168",30,"1305855",0,0,59.99,0,0,2,45,1,20,19.99,1.50012503125781,2.00025006251563,1.99975,54,32,32,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,501,NA
"1169",30,"1305860",0,0,59.99,0,0,1,61,1,20,19.99,1.50012503125781,2.00025006251563,1.99975,54,32,32,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,508,NA
"1170",30,"1305863",0,0,59.99,0,0,2,45,1,20,19.99,1.50012503125781,2.00025006251563,1.99975,39,32,32,3,123,225,-86,575,0,4,0,0,14,51,140,263,489
"1171",30,"1309394",0,0,59.99,0,0,2,45,1,20,19.99,1.50012503125781,2.00025006251563,1.99975,39,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,252,NA
"1172",30,"1309422",0,0,59.99,0,0,2,45,1,22.1,19.99,1.58326735286355,2.11111111111111,1.99975,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,503,NA
"1173",30,"1309438",0,0,167.99,0,0,1,48,1,73.52,67.99,1.77823647718853,2.54038319043082,2.3999,39,32,18,3,96,174,-45,512,14,NA,0,0,15,42,72,3,467
"1174",30,"1309440",0,0,167.99,0,0,1,64,1,73.52,67.99,1.77823647718853,2.54038319043082,2.3999,39,32,18,3,96,174,-45,512,14,1,0,0,15,42,72,3,467
"1175",30,"1309441",0,0,167.99,0,0,2,64,1,75,67.99,1.80653833745564,2.58081514141306,2.3999,39,32,18,3,96,174,-45,512,14,1,0,0,15,42,72,3,467
"1176",30,"1309447",0,0,167.99,0,0,1,63,0,69.04,68.99,1.6977261243052,2.42536634663972,2.42414141414141,39,12,7,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,511,NA
"1177",30,"1309449",0,0,167.99,0,0,1,48,1,83.52,67.99,1.98875340357523,2.84112702734699,2.3999,33,13,13,3,26,41,-20,107,0,1,0,0,2,7,15,551,87
"1178",30,"1309450",0,0,167.99,0,0,1,63,1,83.52,68.99,1.98875340357523,2.84112702734699,2.42414141414141,39,13,13,3,26,41,-20,107,0,1,0,0,2,7,15,264,87
"1179",30,"1309458",0,0,167.99,0,0,1,48,1,68,68,1.68006800680068,2.4001400140014,2.4001400140014,39,11,11,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1180",30,"1309465",0,NA,167.99,0,0,1,63,1,NA,-12,NA,NA,1.33335185288072,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,NA
"1181",30,"1309466",0,NA,230.99,0,0,1,189,1,NA,103,NA,NA,2.06256641040065,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,256,NA
"1182",30,"1309631",0,0,207.99,0,0,4,71,1,56.05,95.49,1.3688956166908,2.10602869553771,2.13326666666667,33,1,1,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,562,NA
"1183",30,"1309635",0,NA,207.99,0,0,2,200,0,NA,88,NA,NA,2.13340889392626,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,NA
"1184",30,"1309665",0,NA,41.99,0,0,1,255,1,NA,12,NA,NA,2.33377792597532,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"1185",30,"1309672",0,0,41.99,0,0,2,246,1,10,12.99,1.31259768677712,2.18787120975305,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,4,NA,NA,NA,NA,NA,400,NA
"1186",30,"1309694",0,0,41.99,0,0,1,265,1,12.99,12.99,1.44793103448276,2.41344827586207,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1187",30,"1309696",0,0,41.99,0,0,1,181,1,11.76,11.7,1.38901753225273,2.31524975190208,2.3106635853417,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,218,NA
"1188",30,"1309699",0,0,41.99,0,0,1,237,1,11.76,10,1.38901753225273,2.31524975190208,2.18787120975305,33,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,398,NA
"1189",30,"1309700",0,0,41.99,0,0,2,216,1,12.99,12.99,1.44793103448276,2.41344827586207,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,2,NA,NA,NA,NA,NA,398,NA
"1190",30,"1309715",0,0,41.99,0,0,1,130,1,11.76,10,1.38901753225273,2.31524975190208,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1191",30,"1309721",0,0,41.99,0,0,1,192,0,10,10,1.31259768677712,2.18787120975305,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,3,NA
"1192",30,"1309723",0,0,41.99,0,0,1,239,1,15.42,12.99,1.58035378246142,2.63417388031615,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1193",30,"1309725",0,0,41.99,0,0,1,192,1,11.76,11.7,1.38901753225273,2.31524975190208,2.3106635853417,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,460,NA
"1194",30,"1309803",0,0,41.99,0,0,1,248,1,11.76,11.7,1.38901753225273,2.31524975190208,2.3106635853417,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1195",30,"1309805",0,0,41.99,0,0,1,223,1,11.76,12.99,1.38901753225273,2.31524975190208,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"1196",30,"1309810",0,0,53.99,0,0,2,242,1,16.48,14.99,1.43934950679819,2.39909357504665,2.3074358974359,39,14,14,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
"1197",30,"1309811",0,0,53.99,0,0,1,190,1,15.59,14.99,1.40598958333333,2.34348958333333,2.3074358974359,39,14,14,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1198",30,"1309826",0,0,45,0,0,1,235,1,15.01,15.01,1.50050016672224,3.33411137045682,3.33411137045682,39,48,48,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"1199",30,"1309828",0,0,45,0,0,2,235,1,-30,20,0.6,1.3332,3.9996,39,48,48,3,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,3,NA
"1200",30,"1309856",0,4.98,23.99,0,0,2,169,0,3,7,1.14292520247737,1.42877560743211,1.76515597410241,39,41,41,3,88,150,-30,388,0,2,0,0,9,40,93,413,358
"1201",30,"1309891",0,0,23.99,0,0,1,185,1,-4.8,7,0.833275442862105,1.04168113928447,1.76515597410241,30,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,228,NA
"1202",30,"1309893",0,4.98,23.99,0,0,1,184,1,7.99,7.99,1.499375,1.874375,1.874375,33,41,41,3,88,150,-30,388,0,1,0,0,9,40,93,419,358
"1203",30,"1309928",0,0,111.99,0,0,1,94,1,50.81,42.99,1.83050016345211,2.61507028440667,2.31869565217391,39,22,18,3,74,108,-7,396,4,1,0,0,13,27,56,499,389
"1204",30,"1309957",0,0,143.99,0,0,1,51,1,74.09,77.24,2.05994277539342,3.43333333333333,2.69651685393258,33,8,8,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,681,NA
"1205",30,"1309980",0,0,143.99,0,0,1,61,1,77.24,77.24,2.15715355805243,3.59535580524345,2.69651685393258,33,8,8,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,606,NA
"1206",30,"1309983",0,0,239.99,0,0,2,66,1,112.79,112.79,1.88671383647799,3.77350628930818,3.01880503144654,33,13,13,3,7,10,0,39,0,6,0,0,4,5,8,568,39
"1207",30,"1309984",0,0,239.99,0,0,3,66,1,115.47,112.79,1.92732091230324,3.85472213299068,3.01880503144654,33,13,13,3,7,10,0,39,0,NA,0,0,4,5,8,561,39
"1208",30,"1309985",0,0,239.99,0,0,1,66,1,112.79,112.79,1.88671383647799,3.77350628930818,3.01880503144654,33,13,13,3,7,10,0,39,0,1,0,0,4,5,8,559,39
"1209",30,"1309989",0,0,239.99,0,0,5,66,1,-240,120.74,0.499989583116315,1,3.01880503144654,33,13,13,3,7,10,0,39,0,1,0,0,4,5,8,573,39
"1210",30,"1309991",0,0,239.99,0,0,1,76,1,113.15,120.74,1.89206874802901,3.78421633554084,3.01880503144654,33,13,13,3,7,10,0,39,0,NA,0,0,4,5,8,467,39
"1211",30,"489427",0,0,258.39,0,0,1,74,1,143.2,97.14,2.24316346905113,2.80397603958677,1.50227906976744,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1212",30,"489455",0,0,294.39,0,0,1,116,1,153.96,110.64,2.09634693441572,2.62045147048351,1.502,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"1213",30,"489567",0,NA,210.39,0,0,1,96,1,NA,70.39,NA,NA,1.5028,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"1214",30,"489585",0,0,227.99,0,0,1,80,1,135.91,37.99,2.47599913119027,3.09502606429192,1.49994736842105,39,9,9,531,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,3,NA
"1215",30,"489608",0,0,227.99,0,0,1,66,1,125.04,85.49,2.21457017969888,2.76823700825644,1.49994736842105,39,5,5,534,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
