"","week_nmb","kohl_product_id","net_Sales","amazon_Shipping","kohl_final_price","kohl_Shipping","Target_Shipping","TCIN_var","kohl_pdt_desc_length","Availability","Price_diff_amazon_final_pr","Price_diff_target_final_pr","Price_rat_amazon_final_pr","Price_rat_amazon_reg_pr","Price_rat_target_reg_pr","Recency_week","Amz_No_of_images","Amz_Not_User_Gen_images","Amz_pdt_desc_length","Amz_rating5","Amz_Review_count","Amz_Total_negative_sent_score","Amz_Total_Positive_sent_score","Amz_User_Generated_images","kohls_Number_of_images","Neg_tot_wt_score","pos_avg_wt_score","reviews_1_M","reviews_3_M","reviews_6_M","Target_pdt_desc_length","Total_sentiment_score"
"401",23,"1309450",0,0,239.99,0,0,1,232,1,155.52,140.9,2.84112702734699,2.84112702734699,2.42193965082248,39,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,264,NA
"402",23,"1309465",0,NA,239.99,0,0,1,232,1,NA,140,NA,NA,2.4001400140014,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA
"403",23,"1309466",0,NA,329.99,0,0,1,189,0,NA,202,NA,NA,2.06256641040065,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,256,NA
"404",23,"1309635",0,NA,319.99,0,0,2,200,0,NA,200,NA,NA,2.13340889392626,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA
"405",23,"1309651",0,NA,219.99,0,0,1,238,1,NA,120.9,NA,NA,2.22010293672419,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,254,NA
"406",23,"1309668",0,0,69.99,0,0,1,196,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,2,NA,NA,NA,NA,NA,3,NA
"407",23,"1309695",0,4.98,69.99,0,0,2,151,1,47,53.99,3.04436711613745,3.04436711613745,4.374375,39,41,41,3,77,136,-29,369,0,2,0,0,18,57,91,3,340
"408",23,"1309700",0,0,69.99,0,0,1,216,1,41.2,47.6,2.43105244876693,2.43105244876693,3.12594908441268,39,200,35,3,NA,NA,NA,NA,165,2,NA,NA,NA,NA,NA,3,NA
"409",23,"1309709",0,0,69.99,0,0,1,220,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"410",23,"1309715",0,0,69.99,0,0,1,130,1,41.2,38,2.43105244876693,2.43105244876693,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"411",23,"1309721",0,0,69.99,0,0,1,192,1,44.99,40.99,2.7996,2.7996,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,3,NA
"412",23,"1309723",0,0,69.99,0,0,1,239,1,43.42,40.99,2.63417388031615,2.63417388031615,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"413",23,"1309803",0,0,69.99,0,0,1,248,1,41.2,38,2.43105244876693,2.43105244876693,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"414",23,"1309805",0,0,69.99,0,0,1,223,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"415",23,"1309811",0,0,89.99,0,0,1,190,1,53.71,50.99,2.48042998897464,2.48042998897464,2.3074358974359,39,14,14,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"416",23,"1309812",0,NA,99.99,0,0,1,242,1,NA,55.99,NA,NA,2.2725,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"417",23,"1309813",0,0,99.99,0,0,1,190,1,56.42,55.99,2.29492770254762,2.29492770254762,2.2725,39,6,6,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"418",23,"1309826",0,0,99.99,0,0,1,235,1,66.88,66.8,3.01993355481728,3.01993355481728,3.01265441398011,39,48,48,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"419",23,"1309828",0,0,99.99,0,0,2,235,1,69,74.99,3.22652468538238,3.22652468538238,3.9996,39,48,48,3,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,3,NA
"420",23,"1309927",0,0,159.99,0,0,1,47,1,109.52,90.99,3.17000198137507,3.17000198137507,2.31869565217391,39,22,18,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3,NA
"421",23,"1309928",0,0,159.99,0,0,1,94,1,109.52,90.99,3.17000198137507,3.17000198137507,2.31869565217391,39,22,18,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,3,NA
"422",23,"489427",0,0,322.99,0,0,1,74,1,202.09,172.99,2.67154673283706,2.67154673283706,1.61495,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"423",23,"489455",0,0,367.99,0,0,1,116,1,234.54,191.74,2.75751217684526,2.75751217684526,1.56591489361702,39,2,2,3,2,3,-2,6,0,1,0,0,2,2,2,3,4
"424",23,"489567",0,NA,262.99,0,0,1,96,1,NA,167.8,NA,NA,2.21018572989327,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"425",23,"489585",0,0,284.99,0,0,1,80,1,177,177,2.63904065191221,2.63904065191221,2.63904065191221,39,9,9,531,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,3,NA
"426",23,"489608",0,0,284.99,0,0,1,66,1,175.92,155.49,2.61290914091868,2.61290914091868,1.54048648648649,39,5,5,534,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
"427",23,"489622",0,0,307.99,0,0,1,81,1,178.2,178,2.3729871330611,2.3729871330611,2.36933610277714,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"428",23,"540680",0,0,299.99,0,0,1,77,1,191.99,185.7,2.77768518518519,2.77768518518519,2.62481406947239,39,10,10,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"429",23,"540896",0,NA,59.99,0,0,1,124,1,NA,9,NA,NA,1,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"430",23,"563879",0,NA,20.99,0,0,2,51,1,NA,1,NA,NA,1.05002501250625,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"431",23,"565916",0,0,123.45,0,0,1,169,1,30.27,7.49000000000001,1.32485511912428,1.3946125778064,0.896516040013798,59,6,6,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"432",23,"704638",0,NA,59.99,0,0,1,135,1,NA,20,NA,NA,1.50012503125781,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"433",23,"707522",0,0,59.99,0,0,1,162,1,21.7,22.4,1.56672760511883,1.56672760511883,1.59590316573557,43,3,3,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,3,NA
"434",23,"733381",0,0,279.99,0,0,1,177,1,173.31,147.99,2.62457817772778,2.62457817772778,1.69690909090909,39,6,6,3,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,229,NA
"435",23,"1253574",1,0,49.99,0,0,1,199,1,4.99,4.99,1.11088888888889,1.11088888888889,1.11088888888889,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"436",23,"1253575",1,4.98,24.99,0,0,1,181,1,8.85,4.99,1.54832713754647,1.54832713754647,1.2495,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"437",23,"1253591",1,0,39.99,0,0,1,210,1,9.04,4.99,1.29208400646204,1.29208400646204,1.14257142857143,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"438",23,"1253603",1,0,29.99,0,0,1,182,1,4.99,4.99,1.1996,1.1996,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"439",23,"1253604",1,4.98,34.99,0,0,1,183,1,10.77,4.99,1.44467382328654,1.44467382328654,1.16633333333333,39,1,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"440",23,"1253615",1,0,44.99,0,0,2,149,1,6.04,4.99,1.15507060333761,1.15507060333761,1.12475,39,7,7,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"441",23,"1305860",1,0,79.99,0,0,1,199,1,40,40,2.00025006251563,2.00025006251563,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,508,NA
"442",23,"1309394",1,0,79.99,0,0,2,183,1,40,39.99,2.00025006251563,2.00025006251563,1.99975,39,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,252,NA
"443",23,"1309446",1,0,239.99,0,0,2,48,1,148.54,140.99,2.62427556041553,2.62427556041553,2.42414141414141,39,12,7,3,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,571,NA
"444",23,"1309454",1,0,239.99,0,0,2,48,1,153.85,140.9,2.78604597167402,2.78604597167402,2.42193965082248,39,13,13,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,448,NA
"445",23,"1309458",1,0,239.99,0,0,1,217,1,130,140,2.18192562960269,2.18192562960269,2.4001400140014,39,11,11,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"446",23,"1309463",1,0,239.99,0,0,2,217,1,155.21,129.99,2.8307383816938,2.8307383816938,2.18172727272727,39,2,2,3,23,30,-8,88,0,4,0,0,4,12,29,507,80
"447",23,"1309693",1,0,69.99,0,0,1,171,1,43.42,40.99,2.63417388031615,2.63417388031615,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,237,NA
"448",23,"1309725",1,0,69.99,0,0,1,192,1,41.2,38,2.43105244876693,2.43105244876693,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,3,NA
"449",23,"1309407",2,0,79.99,0,0,2,183,1,44.9,39.99,2.27956682815617,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,508,NA
"450",23,"1309696",2,0,69.99,0,0,1,181,1,41.2,38,2.43105244876693,2.43105244876693,2.18787120975305,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,218,NA
"451",23,"1309708",2,0,69.99,0,0,1,190,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"452",23,"1309857",2,4.98,29.99,0,0,1,169,1,9,10,1.42877560743211,1.42877560743211,1.50025012506253,39,41,41,3,77,136,-29,369,0,4,0,0,18,57,91,246,340
"453",23,"1309907",2,4.98,29.99,0,0,1,185,1,9.63,9.6,1.4729862475442,1.4729862475442,1.47081902893575,39,41,41,3,77,136,-29,369,0,1,0,0,18,57,91,3,340
"454",23,"1299175",3,0,79.99,0,0,1,212,1,54.06,54.99,3.08484381025839,3.08484381025839,3.1996,39,16,16,3,22,60,-39,99,0,NA,0,0,8,24,46,248,60
"455",23,"1305855",3,0,79.99,0,0,1,183,1,40.89,40,2.04578005115089,2.04578005115089,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,501,NA
"456",23,"1305857",3,0,79.99,0,0,2,183,1,40.89,39.99,2.04578005115089,2.04578005115089,1.99975,39,32,32,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,264,NA
"457",23,"1309464",3,0,239.99,0,0,2,217,1,147,140.9,2.58081514141306,2.58081514141306,2.42193965082248,39,2,2,3,11,29,-16,72,0,1,0,0,4,12,14,186,56
"458",23,"1309665",3,NA,69.99,0,0,1,255,1,NA,40,NA,NA,2.33377792597532,39,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
"459",23,"1309672",3,0,69.99,0,0,1,246,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,4,NA,NA,NA,NA,NA,382,NA
"460",23,"1309694",3,0,69.99,0,0,1,265,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"461",23,"1309810",3,0,89.99,0,0,2,242,1,38.05,40,1.73257604928764,1.73257604928764,1.8001600320064,39,14,14,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
"462",23,"1309856",4,4.98,29.99,0,0,1,169,1,10.12,10,1.5093105183694,1.5093105183694,1.50025012506253,39,41,41,3,77,136,-29,369,0,2,0,0,18,57,91,270,340
"463",23,"392649",4,NA,16.99,0,0,1,108,1,NA,-3,NA,NA,0.849924962481241,39,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA
"464",23,"1305865",5,0,79.99,0,0,2,192,1,40.89,40,2.04578005115089,2.04578005115089,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,503,NA
"465",23,"1309395",5,0,79.99,0,0,2,45,1,44.9,39.99,2.27956682815617,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,505,NA
"466",23,"1309427",5,0,239.99,0,0,4,48,1,145.52,140.9,2.54038319043082,2.54038319043082,2.42193965082248,39,32,18,3,86,152,-39,468,14,6,0,0,14,38,65,3,429
"467",23,"1309650",7,0,219.99,0,0,2,48,1,125.13,120.99,2.3191018342821,2.3191018342821,2.22212121212121,39,29,18,3,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,243,NA
"468",23,"1309403",9,0,79.99,0,0,2,45,1,40,40,2.00025006251563,2.00025006251563,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,510,NA
"469",24,"1194232",0,0,239.99,0,0,1,159,1,134.99,119.99,2.28561904761905,2.28561904761905,1.59993333333333,38,3,3,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,212,NA
"470",24,"1194240",0,0,239.99,0,0,1,104,1,150.39,150.39,2.67845982142857,2.67845982142857,2.14276785714286,39,3,3,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,181,NA
"471",24,"1194244",0,0,239.99,0,0,2,119,1,150.39,150.39,2.67845982142857,2.67845982142857,2.14276785714286,39,3,3,3,2,4,0,11,0,4,0,2.75,1,1,2,261,11
"472",24,"1194320",0,0,269.99,0,0,2,190,1,166.01,125.99,2.59655703019811,2.59655703019811,1.49994444444444,39,1,1,3,NA,NA,NA,NA,0,24,NA,NA,NA,NA,NA,222,NA
"473",24,"1194325",0,0,299.99,0,0,1,141,1,185.21,184.79,2.61360864262067,2.61360864262067,2.08326388888889,59,26,26,3,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,234,NA
"474",24,"1253569",0,0,34.99,0,0,1,166,1,4.99,4.99,1.16633333333333,1.16633333333333,1.16633333333333,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"475",24,"1253571",0,0,29.99,0,0,1,171,1,4.99,4.99,1.1996,1.1996,1.1996,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"476",24,"1253574",0,0,49.99,0,0,1,199,1,4.99,4.99,1.11088888888889,1.11088888888889,1.11088888888889,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"477",24,"1253575",0,4.98,24.99,0,0,1,181,1,4.99,4.99,1.2495,1.2495,1.2495,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"478",24,"1253576",0,0,29.99,0,0,1,217,1,4.99,4.99,1.1996,1.1996,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"479",24,"1253591",0,0,39.99,0,0,1,210,1,5.05,4.99,1.14453348597596,1.14453348597596,1.14257142857143,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"480",24,"1253595",0,4.98,22.99,0,0,1,166,1,4.99,4.99,1.27722222222222,1.27722222222222,1.27722222222222,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"481",24,"1253597",0,4.98,24.99,0,0,1,172,1,4.99,4.99,1.2495,1.2495,1.2495,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"482",24,"1253598",0,0,29.99,0,0,1,162,1,4.99,4.99,1.1996,1.1996,1.1996,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"483",24,"1253599",0,0,34.99,0,0,1,162,1,4.99,4.99,1.16633333333333,1.16633333333333,1.16633333333333,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"484",24,"1253601",0,0,44.99,0,0,1,192,1,12.69,4.99,1.39287925696594,1.39287925696594,1.12475,39,3,3,3,0,2,-1,2,0,1,0,0,2,2,2,3,1
"485",24,"1253603",0,0,29.99,0,0,1,182,1,4.99,0,1.1996,1.1996,1,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"486",24,"1253607",0,4.98,24.99,0,0,1,187,1,4.99,0,1.2495,1.2495,1,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"487",24,"1253611",0,0,32.99,0,0,2,126,1,4.99,4.8,1.17821428571429,1.17821428571429,1.17027314650585,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"488",24,"1253615",0,0,44.99,0,0,2,149,1,4.99,4.99,1.12475,1.12475,1.12475,39,7,7,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"489",24,"1286443",0,0,79.99,0,0,1,117,1,34.28,35,1.74994530737257,1.74994530737257,1.77795065570127,39,2,2,1000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"490",24,"1286465",0,0,59.99,0,0,1,146,1,24.72,24.7,1.70087893393819,1.70087893393819,1.69991499008218,39,6,6,276,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"491",24,"1286468",0,0,59.99,0,0,1,146,1,24.42,24.4,1.68653359572674,1.68653359572674,1.68558583871874,39,5,5,1000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"492",24,"1299176",0,0,79.99,0,0,1,202,0,-0.0100000000000051,53,0.999875,0.999875,2.96369025565024,39,16,16,3,25,63,-39,106,0,NA,0,0,8,27,47,251,67
"493",24,"1299178",0,0,79.99,0,0,1,218,1,45.04,45,2.28869814020029,2.28869814020029,2.28608173763933,39,16,16,3,25,63,-39,106,0,NA,0,0,8,27,47,246,67
"494",24,"1305860",0,0,79.99,0,0,1,199,1,40,40,2.00025006251563,2.00025006251563,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,508,NA
"495",24,"1305863",0,0,79.99,0,0,2,45,1,40.89,39.99,2.04578005115089,2.04578005115089,1.99975,39,32,32,3,114,208,-82,531,0,4,0,0,25,55,159,263,449
"496",24,"1309395",0,0,79.99,0,0,2,45,1,44.9,39.99,2.27956682815617,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,505,NA
"497",24,"1309407",0,0,79.99,0,0,2,183,1,44.9,39.99,2.27956682815617,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,508,NA
"498",24,"1309438",0,0,239.99,0,0,1,48,1,145.52,140.9,2.54038319043082,2.54038319043082,2.42193965082248,39,32,18,3,88,155,-39,474,14,NA,0,0,14,41,67,3,435
"499",24,"1309441",0,0,239.99,0,0,2,233,1,147,139.99,2.58081514141306,2.58081514141306,2.3999,39,32,18,3,88,155,-39,474,14,1,0,0,14,41,67,3,435
"500",24,"1309447",0,0,239.99,0,0,1,232,1,148,140.9,2.60887052940537,2.60887052940537,2.42193965082248,39,12,7,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,222,NA
"501",24,"1309450",0,0,239.99,0,0,1,232,1,155.52,140.9,2.84112702734699,2.84112702734699,2.42193965082248,39,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,264,NA
"502",24,"1309458",0,0,239.99,0,0,1,217,1,130,140,2.18192562960269,2.18192562960269,2.4001400140014,39,11,11,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"503",24,"1309465",0,NA,239.99,0,0,1,232,1,NA,140,NA,NA,2.4001400140014,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA
"504",24,"1309466",0,NA,329.99,0,0,1,189,0,NA,202,NA,NA,2.06256641040065,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,256,NA
"505",24,"1309635",0,NA,319.99,0,0,2,200,0,NA,200,NA,NA,2.13340889392626,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA
"506",24,"1309651",0,NA,219.99,0,0,1,238,1,NA,120.9,NA,NA,2.22010293672419,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,254,NA
"507",24,"1309693",0,0,69.99,0,0,1,171,1,43.42,40.99,2.63417388031615,2.63417388031615,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,237,NA
"508",24,"1309696",0,0,69.99,0,0,1,181,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,218,NA
"509",24,"1309709",0,0,69.99,0,0,1,220,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"510",24,"1309715",0,0,69.99,0,0,1,130,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"511",24,"1309723",0,0,69.99,0,0,1,239,1,43.42,40.99,2.63417388031615,2.63417388031615,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"512",24,"1309803",0,0,69.99,0,0,1,248,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"513",24,"1309805",0,0,69.99,0,0,1,223,1,41.2,40.99,2.43105244876693,2.43105244876693,2.41344827586207,39,200,35,3,NA,NA,NA,NA,165,1,NA,NA,NA,NA,NA,3,NA
"514",24,"1309813",0,0,99.99,0,0,1,190,1,56.42,55.99,2.29492770254762,2.29492770254762,2.2725,39,6,6,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"515",24,"1309826",0,0,99.99,0,0,1,235,1,66.88,66.8,3.01993355481728,3.01993355481728,3.01265441398011,39,48,48,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"516",24,"1309828",0,0,99.99,0,0,2,235,1,69,74.99,3.22652468538238,3.22652468538238,3.9996,39,48,48,3,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,3,NA
"517",24,"1309907",0,4.98,29.99,0,0,1,185,1,9.63,9.6,1.4729862475442,1.4729862475442,1.47081902893575,39,41,41,3,79,138,-29,369,0,1,0,0,16,55,93,3,340
"518",24,"1309928",0,0,159.99,0,0,1,94,1,109.52,90.99,3.17000198137507,3.17000198137507,2.31869565217391,39,22,18,3,67,95,-7,358,4,1,0,0,10,23,55,3,351
"519",24,"489427",0,0,322.99,0,0,1,74,1,202.09,172.99,2.67154673283706,2.67154673283706,1.61495,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"520",24,"489455",0,0,367.99,0,0,1,116,1,234.54,191.74,2.75751217684526,2.75751217684526,1.56591489361702,39,2,2,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"521",24,"489567",0,NA,262.99,0,0,1,96,1,NA,167.8,NA,NA,2.21018572989327,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"522",24,"489585",0,0,284.99,0,0,1,80,1,177.96,177,2.66271138933009,2.66271138933009,2.63904065191221,39,9,9,531,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,3,NA
"523",24,"489608",0,0,284.99,0,0,1,66,1,175.92,146.24,2.61290914091868,2.61290914091868,1.54048648648649,39,5,5,534,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,NA
"524",24,"489622",0,0,307.99,0,0,1,81,1,178.2,178,2.3729871330611,2.3729871330611,2.36933610277714,39,3,3,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"525",24,"540680",0,0,299.99,0,0,1,77,1,191.99,185.7,2.77768518518519,2.77768518518519,2.62481406947239,39,10,10,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA
"526",24,"540896",0,NA,59.99,0,0,1,124,1,NA,9,NA,NA,1,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"527",24,"563879",0,NA,20.99,0,0,2,51,1,NA,0,NA,NA,1,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA
"528",24,"707522",0,0,59.99,0,0,1,162,1,21.7,22.4,1.56672760511883,1.56672760511883,1.59590316573557,43,3,3,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,3,NA
"529",24,"1253594",1,4.98,24.99,0,0,1,190,1,4.99,4.99,1.2495,1.2495,1.2495,39,1,1,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"530",24,"1253619",1,0,54.99,0,0,2,146,1,4.99,4.99,1.0998,1.0998,1.0998,39,7,7,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,NA
"531",24,"1286463",1,0,49.99,0,0,1,146,1,20.31,0,1.68429919137466,1.68429919137466,1,39,13,13,3,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,NA
"532",24,"1299182",1,NA,119.99,0,0,1,217,1,NA,90,NA,NA,4.00100033344448,39,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,239,NA
"533",24,"1305855",1,0,79.99,0,0,1,183,1,40,40,2.00025006251563,2.00025006251563,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,501,NA
"534",24,"1305857",1,0,79.99,0,0,2,183,1,40.13,39.99,2.00677370797792,2.00677370797792,1.99975,39,32,32,3,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,264,NA
"535",24,"1305865",1,0,79.99,0,0,2,192,1,40,40,2.00025006251563,2.00025006251563,2.00025006251563,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,503,NA
"536",24,"1309422",1,0,79.99,0,0,2,183,1,44.9,39.99,2.27956682815617,2.27956682815617,1.99975,54,32,32,3,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,503,NA
