Extraction_Date,ord_week_nmb,Site_Name,TCIN,amazon_product_ID,amazon_product_name,amazon_Regular_price,Regular_Price_Range,amazon_Shipping,amazon_disc_perc,amazon_markdown_price,amazon_final_price,amazon_Product_Description,amazon_availability,amazon_additional_info,amazon_price_promo
20-05-2013,25,Amazon,14496682,B000SKWPRS,Lewis N. Clark Compression Packers 3 Piece Set,10,n/a,4.98,0,0,10,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496687,B008LTJ2NS,T-Tech by Tumi Luggage Convertible Undercover Stash,34.61,n/a,0,0,34.61,34.61,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $0.39 (1%)
20-05-2013,25,Amazon,14496825,B001TUZS48,Lewis N. Clark Belle Hop Travel Comfort Set,18.99,n/a,4.98,0,18.99,18.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.00 (5%)
20-05-2013,25,Amazon,14496829,B008LTJ2OC,T-Tech by Tumi Luggage Waist Stash,32.3,n/a,0,0,32.3,32.3,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $2.70 (8%)
20-05-2013,25,Amazon,14496830,B008LTJ3QO,T-Tech by Tumi Luggage Digital Luggage Scale,24.22,n/a,4.98,0,24.22,24.22,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $5.78 (19%)
20-05-2013,25,Amazon,14496833,B008LTJ3AA,T-Tech by Tumi Luggage Strap,20,n/a,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496837,B008LTJ3R8,T-Tech by Tumi Luggage Shirt Folder,32.3,n/a,0,0,32.3,32.3,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $7.70 (19%)
20-05-2013,25,Amazon,14496840,B008LTJ3PU,T-Tech by Tumi Luggage Packing Cube,30,n/a,0,0,0,30,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496841,B008GUHR6G,T-Tech by Tumi Luggage Eye Shade,20,n/a,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496842,B0007XVK7M,"Lewis N. Clark Travel Sentry 3-Dial Combination Luggage Belt, Black, One Size",13.99,n/a,4.98,0,13.99,13.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.00 (7%)
20-05-2013,25,Amazon,14496844,B008LTJ35A,T-Tech by Tumi Luggage Tag,20,n/a,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496850,B008LTJ26A,T-Tech by Tumi Luggage Analog Clock,45,n/a,0,0,0,45,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496857,B008GUCY1E,T-Tech by Tumi Luggage Neck Stash,32.94,n/a,0,0,32.94,32.94,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $2.06 (6%)
20-05-2013,25,Amazon,14496858,B008LTJ28I,T-Tech by Tumi Luggage Travel Adapter With Usb,45,n/a,0,0,0,45,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496861,B00920ZFY0,Lewis N. Clark Luggage Global Adapter With USB Charger,25.23,n/a,0,0,25.23,25.23,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $4.76 (16%)
20-05-2013,25,Amazon,14496865,B003EM3D6E,Lewis N. Clark Tsa Lockdown Triple Security Cable Lock,11.47,n/a,4.98,0,11.47,11.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.52 (12%)
20-05-2013,25,Amazon,14496867,B002VS8H3G,humangear GoToob 3 Ounce (3 pack) Travel Bottle,20.24,n/a,6.17,0,20.24,20.24,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $4.71 (19%)
20-05-2013,25,Amazon,14496871,B008LTJ5LW,T-Tech by Tumi Gym Bag,50,n/a,0,0,0,50,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496872,B008LTJ288,T-Tech by Tumi Luggage Ereader Light,25,n/a,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496873,B00B2B188E,Lewis N. Clark Urban Gear Briefcase,49.99,n/a,0,0,0,49.99,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496880,B008LTJ4NG,T-Tech by Tumi Packable Backpack,53.94,n/a,0,0,53.94,53.94,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.06 (2%)
20-05-2013,25,Amazon,14496882,B003MU9JXY,Lewis N. Clark Travel Compression Socks,16.3,n/a,4.98,0,16.3,16.3,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.69 (9%)
20-05-2013,25,Amazon,14496883,B008LTJ36O,T-Tech by Tumi Luggage Packing Cube,25,n/a,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496884,B008LTJ4Y0,T-Tech by Tumi Gym Bag,49.47,n/a,0,0,49.47,49.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $0.53 (1%)
20-05-2013,25,Amazon,14496886,B008LTJ2NI,T-Tech by Tumi Luggage Double Cable Lock,25,n/a,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496887,B008LTJ3OQ,T-Tech by Tumi Luggage Shirt And Pant Folder,41.94,n/a,0,0,41.94,41.94,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $3.06 (7%)
20-05-2013,25,Amazon,14496892,B00B2B40KM,Lewis N. Clark Urban Gear Duffel Bag,69.99,n/a,0,0,0,69.99,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496893,B008LTJ35U,T-Tech by Tumi Luggage Tag,18,n/a,4.98,0,0,18,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496895,B008LTJ4P4,T-Tech by Tumi Luggage Neck Pillow,25,n/a,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496896,B008LTJ4OK,T-Tech by Tumi Packable Backpack,52.86,n/a,0,0,52.86,52.86,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $2.14 (4%)
20-05-2013,25,Amazon,14496898,B0088LOMYI,Belle Hop Luggage Expandable Train Case,29.99,n/a,0,0,0,29.99,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496899,B008LTJ4Z4,T-Tech by Tumi Packable Duffle,40,n/a,0,0,0,40,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496902,B00920ZGAI,Belle Hop Luggage Complete Travel Bag,24.99,n/a,4.98,0,0,24.99,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496904,B003MU9JXO,Lewis N. Clark Travel Compression Socks,16.3,n/a,4.98,0,16.3,16.3,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.69 (9%)
20-05-2013,25,Amazon,14496907,B008LTJ3S2,T-Tech by Tumi Luggage Analog Luggage Scale,25,n/a,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496908,B008LTJ4NQ,T-Tech by Tumi Luggage Neck Pillow,28,n/a,0,0,0,28,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496909,B008LTJ4OA,T-Tech by Tumi Luggage Neck Pillow,28,n/a,0,0,0,28,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496914,B00B2B31CU,Lewis N. Clark Urban Gear Backpack,59.99,n/a,0,0,0,59.99,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496917,B008LTJ2MO,T-Tech by Tumi Luggage Cable Lock,20,n/a,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a
20-05-2013,25,Amazon,14496918,B008LTJ45Y,T-Tech by Tumi Luggage Neck Pillow,33.3,n/a,0,0,33.3,33.3,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.70 (5%)
20-05-2013,25,Amazon,14533165,B008TOK5VI,Travel Smart by Conair Jelly Luggage Tags (Pack of 2),8.99,n/a,5.02,0,0,8.99,"Keep your belongings close with the travel smart jelly luggage tag. An ID card is included or insert your business card. New, vibrant colors for easy identification of your luggage.",Yes,& FREE Shipping on orders over $25.,n/a
20-05-2013,25,Amazon,14533166,B008TOK5RW,Travel Smart by Conair Jelly Luggage Tags (Pack of 2),8.99,n/a,5.02,0,0,8.99,"Keep your belongings close with the travel smart jelly luggage tag. An ID card is included or insert your business card. New, vibrant colors for easy identification of your luggage.",Yes,n/a,n/a
20-05-2013,25,Amazon,14533167,B008TOK6B2,Travel Smart by Conair Jelly Luggage Tags (Pack of 2),8.99,n/a,5.05,0,0,8.99,"Keep your belongings close with the travel smart jelly luggage tag. An ID card is included or insert your business card. New, vibrant colors for easy identification of your luggage.",Yes,& FREE Shipping on orders over $25.,n/a
27-05-2013,26,Amazon,589203,B000WINIKY,SOLO Classic Collection Rolling Overnighter Case Accommodates up to 15.6 Inch Laptop,48.87,n/a,0,0,48.87,48.87,Padded laptop pocket holds most 15.6 laptops. Full-length zippered pocket on back. Telescoping handle system. Zip-down organizer compartment. Extra wide wheels for stability. Accordion fan file. Cushioned carry handles. Disk and accessory pockets. Bag Dimensions: 16 x 15 x 6.5 in.,Yes,& FREE Shipping.,You Save: $11.12 (19%)
27-05-2013,26,Amazon,589225,B00061NL9K,"SOLO Classic Collection Quad Compartment Briefcase, Black, K46-4",29.99,n/a,0,0,0,29.99,"You seek timeless design and proven organization. Rely on SOLO Classic. Rugged enough for constant use, intelligent enough for fast, easy access. You're a pro. Three large, gusseted compartments hold an array of business essentials. The zippered, gusseted front compartment features a file divider and organizer with business card holder, disk pocket, accessory pocket, and pen loops. A full-length zippered pocket on front of case is great for holding papers or other items on the go. Loop handles and adjustable, padded straps are built into each bag for maximum shoulder comfort when carrying. Carry your things in style with this SOLO Classic Collection Compartment Portfolio. No matter your style and need, rely on SOLO.",Yes,n/a,n/a
27-05-2013,26,Amazon,589227,B00061NLA4,US Luggage Expandable Polyester Messenger Bag - P2T-10/4 Grey,25.57,n/a,0,0,0,25.57,"You seek timeless design and proven organization. Rely on SOLO Classic. Rugged enough for constant use, intelligent enough for fast, easy access. You're a pro. Carry your stuff like one. Create more rooms for your stuff by unzipping case body to expand by 2 inches. Large zippered compartments and organizer with zippered accessory pocket keeps personal items organized. 3 large zippered compartments. Organizer with zippered accessory pocket. Adjustable speed buckle closure. Removable, adjustable shoulder strap.",Yes,n/a,n/a
27-05-2013,26,Amazon,589242,B00061NLCW,"SOLO Classic Collection Expandable Attache, Hard-Sided with Combination Locks - Black (K85-4)",25.97,n/a,0,0,25.97,25.97,"SOLO Classic is rugged enough for constant use, intelligent enough for fast, easy access. You're a pro. Carry your stuff like one. Dual combination locks keeps your personal items safe and secure. Expandable attach allows for an additional 1 inch of storage space. Business organizer and file pockets keeps accessories neat and organized, contains business/credit card holders, pen loops, and accessory pockets. File pocket with adjustable Velcro closure.",Yes,& FREE Shipping.,You Save: $7.02 (21%)
27-05-2013,26,Amazon,589792,B00061W89E,McKleinUSA LASALLE 83405 Black 17-Inch Wheeled Laptop Overnight,166.13,n/a,0,0,0,166.13,"Front zipper pocket for small miscellaneous items Front organizer pocket with storage space for media devices, cell phone, business cards, key holder and pens Front compartment is padded to protect laptops up to 17 in size and a file pocket for documents Middle compartment duals as storage space for overnight clothing or electronic devices Back Compartment with 2 storage pockets for cables, umbrella, batteries and small miscellaneous items Dual Laptop Protection System uses a high-tech ABS honeycomb frame to protect from exterior impact and a 10 mm high-density foam that helps absorb shock and prevent moisture intake Smart Attachment Strap allows transport on extended handles of other rolling cases and luggage Bonus! Snap-secured detachable laptop shuttle/briefcase that protects laptops up to 15.4 in size Advanced, non-slip, shock absorbing neoprene Comfort Flex Shoulder Strap stretches for comfort, alleviating body strain",Yes,n/a,n/a
27-05-2013,26,Amazon,589815,B00061W8F8,"McKlein USA Morgan Leather 17"" Litigator Laptop Brief",130.99,n/a,0,0,130.99,130.99,n/a,Yes,& FREE Shipping.,You Save: $109.01 (45%)
27-05-2013,26,Amazon,589832,B00061W8OO,"McKlein USA Damen Leather Wheeled 17"" Laptop Case",168.71,n/a,0,0,0,168.71,n/a,Yes,n/a,n/a
27-05-2013,26,Amazon,589847,B00061W8RQ,McKleinUSA HALSTED Leather Brown Double Compartment Laptop Case,92.92,n/a,0,0,92.92,92.92,"Sleek, stylish bar-top design Front organizer pocket with storage space for media devices, business cards, key holder and pens Front compartment provides storage space for files and documents Back compartment padded with built-in 10 mm high-density foam laptop sleeve that protects laptops up to 15.4 in size and has organizer pockets for media devices Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage Non-slip, shock absorbing comfortable shoulder strap helps alleviating body strain",Yes,& FREE Shipping.,You Save: $97.08 (51%)
27-05-2013,26,Amazon,711710,B0007YX26S,Travel Select Amsterdam Business Rolling Garment Bag,43.61,n/a,0,0,43.61,43.61,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $16.38 (27%)
27-05-2013,26,Amazon,711716,B0007YX27W,Travel Select Amsterdam Business Rolling Garment Bag,45.32,n/a,0,0,45.32,45.32,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $14.67 (24%)
27-05-2013,26,Amazon,10146077,B000BKCTYY,McKleinUSA LEXINGTON 83544 Brown Flapover Double Compartment Briefcase,120.79,n/a,0,0,120.79,120.79,"Clean line design features secure key lock on front flap Front compartment with space for files; complete with organizer for media devices, cell phone, business cards and pens Double compartment divided by secured zipper section for important documents Back compartment padded with high-density foam to provide laptop protection, including most 17 laptops Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage Non-slip, shock absorbing comfortable shoulder strap helps alleviating body strain",Yes,& FREE Shipping.,You Save: $69.21 (36%)
27-05-2013,26,Amazon,10146078,B000BKEQGS,McKleinUSA LEXINGTON 83544 Black Flapover Double Compartment Briefcase,102.95,n/a,0,0,102.95,102.95,"Clean line design features secure key lock on front flap Front compartment with space for files; complete with organizer for media devices, cell phone, business cards and pens Double compartment divided by secured zipper section for important documents Back compartment padded with high-density foam to provide laptop protection, including most 17 laptops Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage Non-slip, shock absorbing comfortable shoulder strap helps alleviating body strain",Yes,& FREE Shipping.,You Save: $87.05 (46%)
27-05-2013,26,Amazon,10575655,B000P9EX0O,McKleinUSA LAKE FOREST 94335 Black Leather Women's Case with Removable Sleeve,110.85,n/a,0,0,110.85,110.85,n/a,Yes,& FREE Shipping.,You Save: $69.15 (38%)
27-05-2013,26,Amazon,10575667,B000P9IMEM,McKleinUSA GLEN ELLYN 94361 Green Leather Detachable-Wheeled Women's Case,162.34,n/a,0,0,162.34,162.34,n/a,Yes,& FREE Shipping.,You Save: $112.66 (41%)
27-05-2013,26,Amazon,10575669,B000P9GWJO,McKleinUSA GLEN ELLYN 94369 Pink Leather Detachable-Wheeled Women's Case,171.8,n/a,0,0,171.8,171.8,n/a,Yes,& FREE Shipping.,You Save: $103.20 (38%)
27-05-2013,26,Amazon,10575711,B000QG0ZG2,McKleinUSA CLINTON 88445 Black 17 Detachable-Wheeled Laptop Case,114.64,n/a,0,0,114.64,114.64,"Exclusive to McKleinUSA! Patented 2-in-1 Detachable Wheel and Handle System Two front organizers pockets for media devices, cell phone, business cards, key chain holder and pens Front zipper pocket provides for small miscellaneous items Front compartment with accordion files for all your document needs Back compartment padded to protect most laptops up to 17 in size Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage",Yes,& FREE Shipping.,You Save: $105.36 (48%)
27-05-2013,26,Amazon,10638009,B000SRO3IK,"Rockland Luggage Rolling 22"" Duffle Bag",28.79,n/a,0,0,28.79,28.79,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $40.21 (58%)
27-05-2013,26,Amazon,10638011,B000SRN7EG,"Rockland Luggage Rolling 22"" Duffle Bag",26.57,n/a,0,0,26.57,26.57,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $42.43 (61%)
27-05-2013,26,Amazon,10638014,B004NIH7QU,Rockland Luggage Dots 4 Piece Luggage Set,92.99,n/a,0,0,92.99,92.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $147.00 (61%)
27-05-2013,26,Amazon,10638016,B000SRN7HS,Rockland Luggage Dots 4 Piece Luggage Set,92.99,n/a,0,0,92.99,92.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $147.00 (61%)
27-05-2013,26,Amazon,10638027,B000SRJ5GU,"Rockland Luggage Rolling 22"" Duffle Bag",28.79,n/a,0,0,28.79,28.79,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $40.21 (58%)
27-05-2013,26,Amazon,10660599,B000UQ5M2K,Sumdex DigiPodTM Compact Computer Sleeve-15.4,19.29,n/a,5.88,0,0,19.29,n/a,Yes,& FREE Shipping on orders over $25.,n/a
27-05-2013,26,Amazon,10660606,B000UQ2CGO,Sumdex Compact Brief for Notebooks up to 13.3 Inches (Black),21.41,n/a,5.51,0,21.41,21.41,Compact computer brief fitting up to 13.3-Inch notebook computer. Front accessory pocket. Exterior back accessory pocket. Detachable / adjustable shoulder strap. Made of water repellent polyester.,Yes,& FREE Shipping on orders over $25.,You Save: $8.54 (29%)
27-05-2013,26,Amazon,10660650,B00005Q70B,Sumdex Laptop Notebrief,31.8,n/a,0,0,0,31.8,n/a,Yes,n/a,n/a
27-05-2013,26,Amazon,10692094,B000VDX382,Heys Sidewinder-TSA Luggage Set,980,n/a,0,0,0,980,n/a,Yes,& FREE Shipping and Free Returns.,n/a
27-05-2013,26,Amazon,10692172,B000VDRFMC,Heys Sidewinder-TSA Luggage Set,840,n/a,0,0,0,840,n/a,Yes,& FREE Shipping and Free Returns.,n/a
27-05-2013,26,Amazon,10738297,B0010BK24W,Travel Smart by Conair M-500E Polarized Adapter Plug Set,12.22,n/a,5.02,0,12.22,12.22,"Conair Polarized Adapter Plug Set is a Set of five polarized adapter plugs (NW-1C, NW-2C, NW-3C, NW-4C and NW-135C). These plugs adapt to most outlets found worldwide. For international use with dual voltage appliances or with electricity converters / transformers.",Yes,& FREE Shipping on orders over $25.,You Save: $4.77 (28%)
27-05-2013,26,Amazon,10809294,B0014E8V0W,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $145.52 (61%)
27-05-2013,26,Amazon,10903748,B002TCGJIY,Heys CompuEZ Case,126.99,n/a,0,0,126.99,126.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $213.01 (63%)
27-05-2013,26,Amazon,10903914,B001CYZDS2,Heys Xcase Exotic Carry-On,108,n/a,0,0,108,108,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $192.00 (64%)
27-05-2013,26,Amazon,10903916,B001AHLMAE,Heys Xcase Exotic Carry-On,108,n/a,0,0,108,108,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $192.00 (64%)
27-05-2013,26,Amazon,10903918,B001CZ3EPU,Heys Xcase Exotic Carry-On,108,n/a,0,0,108,108,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $192.00 (64%)
27-05-2013,26,Amazon,10944872,B001CJS75S,US Traveler Rio Two Piece Expandable Carry-On Luggage Set,35.92,n/a,0,0,35.92,35.92,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $14.07 (28%)
27-05-2013,26,Amazon,10944873,B003SMJCE2,US Traveler Rio Two Piece Expandable Carry-On Luggage Set,38,n/a,0,0,38,38,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $11.99 (24%)
27-05-2013,26,Amazon,10999401,B001FDR9P0,Travelers Choice Freedom 3 Piece Lightweight Hard-Shell Spinning Rolling Luggage Set,140.79,n/a,0,0,140.79,140.79,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $359.20 (72%)
27-05-2013,26,Amazon,10999408,B001FDJDHC,Travelers Choice Freedom 3 Piece Lightweight Hard-Shell Spinning Rolling Luggage Set,130.18,n/a,0,0,130.18,130.18,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $369.81 (74%)
27-05-2013,26,Amazon,11064856,B001JRIISY,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $149.67 (62%)
27-05-2013,26,Amazon,11064857,B001JRNP2I,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $145.52 (61%)
27-05-2013,26,Amazon,11209475,B001FWXFP4,Taylor 8120 Digital Luggage Scale,17.79,n/a,4.98,0,17.79,17.79,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $2.20 (11%)
27-05-2013,26,Amazon,11217768,B00004Z6UN,Sumdex DigiPod Neoprene Computer Sleeve - 17,34.99,n/a,0,0,34.99,34.99,n/a,Yes,& FREE Shipping.,You Save: $19.96 (36%)
27-05-2013,26,Amazon,11217770,B000R0TNZ6,Sumdex Professional Camera / Camcorder Case,69.95,n/a,0,0,0,69.95,n/a,Yes,& FREE Shipping.,n/a
27-05-2013,26,Amazon,11261174,B002B4K5SK,"Rockland Luggage Rolling 22"" Duffle Bag",28.79,n/a,0,0,28.79,28.79,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $40.21 (58%)
27-05-2013,26,Amazon,11261176,B002B4RNPI,"Rockland Luggage Rolling 22"" Duffle Bag",28.48,n/a,0,0,28.48,28.48,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $40.52 (59%)
27-05-2013,26,Amazon,11261184,B002B4MBUK,"Rockland Luggage Rolling 22"" Duffle Bag",28.38,n/a,0,0,28.38,28.38,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $40.62 (59%)
27-05-2013,26,Amazon,11261186,B003XIL34S,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,30.99,n/a,0,0,30.99,30.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $44.01 (59%)
27-05-2013,26,Amazon,11261188,B002B4IQ54,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $145.52 (61%)
27-05-2013,26,Amazon,11261189,B002B4RO8O,Rockland Luggage 19 Inch Tote Bag,18.99,n/a,4.98,0,18.99,18.99,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $11.01 (37%)
27-05-2013,26,Amazon,11261190,B002B4K6FC,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,35.68,n/a,0,0,35.68,35.68,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $39.32 (52%)
27-05-2013,26,Amazon,11261192,B002B4IQBS,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $145.52 (61%)
27-05-2013,26,Amazon,11261194,B002B4IQEK,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,31.95,n/a,0,0,31.95,31.95,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $43.05 (57%)
27-05-2013,26,Amazon,11261195,B002B4O70W,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $145.52 (61%)
27-05-2013,26,Amazon,11262103,B001DIZFT4,Siamod Manarola Collection Amore Duffel Bag,192.55,n/a,0,0,192.55,192.55,n/a,Yes,& FREE Shipping.,You Save: $2.44 (1%)
27-05-2013,26,Amazon,11262181,B001DIZG84,Siamod Vernazza Collection Carugetto Wheeled Laptop Case,235.99,n/a,0,0,235.99,235.99,n/a,Yes,& FREE Shipping.,You Save: $349.01 (60%)
27-05-2013,26,Amazon,11262189,B001DJ39FU,Siamod Vernazza Collection Carugetto Wheeled Laptop Case,238.02,n/a,0,0,238.02,238.02,n/a,Yes,& FREE Shipping.,You Save: $346.98 (59%)
27-05-2013,26,Amazon,11262207,B0028R33WU,McKleinUSA WEST TOWN 15705 Black Fly-Through Checkpoint-Friendly 17 Detachable-Wheeled Laptop Case,186,n/a,0,0,186,186,"Checkpoint-Friendly 17-Inch Laptop Case, Detachable, Wheeled",Yes,& FREE Shipping.,You Save: $124.00 (40%)
27-05-2013,26,Amazon,11262212,B001DIXV9A,Siamod Vernazza Collection Pastenello Vertical Wheeled Laptop Case,218.28,n/a,0,0,218.28,218.28,n/a,Yes,& FREE Shipping.,You Save: $321.72 (60%)
27-05-2013,26,Amazon,11262220,B001DJ4R4M,Siamod Vernazza Collection San Francesco Leather Messenger Bag,138.74,n/a,0,0,138.74,138.74,n/a,Yes,& FREE Shipping.,You Save: $191.26 (58%)
27-05-2013,26,Amazon,11262223,B001DIXUVE,Siamod Manarola Collection Signorini Double Compartment Laptop Case,178.47,n/a,0,0,178.47,178.47,n/a,Yes,& FREE Shipping.,You Save: $6.52 (4%)
27-05-2013,26,Amazon,11262226,B001DJ4R4C,Siamod Vernazza Collection Pastenello Vertical Wheeled Laptop Case,178.39,n/a,0,0,178.39,178.39,n/a,Yes,& FREE Shipping.,You Save: $361.61 (67%)
27-05-2013,26,Amazon,11262232,B001DJ39E6,Siamod Monterosso Collection Settembre Ladies Laptop Brief,120.79,n/a,0,0,120.79,120.79,n/a,Yes,& FREE Shipping.,You Save: $164.21 (58%)
27-05-2013,26,Amazon,11281815,B002AKKGE8,Sumdex Aircube Thermoplastic Urethane and Neoprene Notebook Sleeve for up to 17-Inch Notebook Computer (Black),31.96,n/a,0,0,0,31.96,"New AirCube sleeve for notetbook computers up to 17"" screensize. TPU (Thermaplastic Urethane) molded technology air cell and neoprene protection for notetbook computers. Easy view ""Check-Quick"" checkpoint ready design for fast security clearance in airports and buildings",Yes,n/a,n/a
27-05-2013,26,Amazon,11285203,B0012EFDDM,NCAA Mississippi State Bulldogs Team Backpack,42.66,n/a,0,0,42.66,42.66,n/a,Yes,& FREE Shipping.,You Save: $7.29 (15%)
27-05-2013,26,Amazon,11285524,B0012EFCO2,NCAA Arizona State Sun Devils Team Backpack,49.95,n/a,0,0,0,49.95,"Take your pride to college or wherever you go! Main compartment provides ample storage for books in addition to a padded area that will hold up to a 17-Inch laptop. Pockets for MP3 player, keys, water bottles, pens, etc.",Yes,& FREE Shipping.,n/a
27-05-2013,26,Amazon,11285543,B0012E8KCS,NCAA Michigan Wolverines Team Backpack,40.47,n/a,0,0,40.47,40.47,n/a,Yes,& FREE Shipping.,You Save: $9.48 (19%)
27-05-2013,26,Amazon,11285545,B0012EFDEG,NCAA Nebraska Cornhuskers Team Backpack,39.95,n/a,0,0,39.95,39.95,"Take your pride to college or wherever you go! Main compartment provides ample storage for books in addition to a padded area that will hold up to a 17-Inch laptop. Pockets for MP3 player, keys, water bottles, pens, etc.",Yes,& FREE Shipping.,You Save: $10.00 (20%)
27-05-2013,26,Amazon,11285622,B002DYZ2W2,NCAA Memphis Tigers Fashion Tote,19.95,n/a,5.28,0,0,19.95,"Functional and stylish, this universal tote is made of 100-Percent cotton and measures 19-Inch x 14-Inch. It is reversible with logos inside and out. Primary team color with a single primary team logo on one side and the secondary team color with repeating logo design on the other side.",Yes,& FREE Shipping on orders over $25.,n/a
