Extraction_Date,ord_week_nmb,Site_Name,TCIN,amazon_product_ID,amazon_product_name,amazon_Regular_price,Regular_Price_Range,amazon_Shipping,amazon_disc_perc,amazon_markdown_price,amazon_final_price,amazon_Product_Description,amazon_availability,amazon_additional_info,amazon_price_promo
11-02-2013,11,Amazon,11261176,B002B4RNPI,"Rockland Luggage Rolling 22"" Duffle Bag",27.37,n/a,0,0,27.37,27.37,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $41.63 (60%)
11-02-2013,11,Amazon,11261184,B002B4MBUK,"Rockland Luggage Rolling 22"" Duffle Bag",28.49,n/a,0,0,28.49,28.49,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.51 (59%)
11-02-2013,11,Amazon,11261186,B003XIL34S,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $46.00 (61%)
11-02-2013,11,Amazon,11261188,B002B4IQ54,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $149.67 (62%)
11-02-2013,11,Amazon,11261189,B002B4RO8O,Rockland Luggage 19 Inch Tote Bag,16,n/a,4.98,0,16,16,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $14.00 (47%)
11-02-2013,11,Amazon,11261190,B002B4K6FC,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $46.00 (61%)
11-02-2013,11,Amazon,11261192,B002B4IQBS,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $149.67 (62%)
11-02-2013,11,Amazon,11261194,B002B4IQEK,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $46.00 (61%)
11-02-2013,11,Amazon,11261195,B002B4O70W,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $149.67 (62%)
11-02-2013,11,Amazon,11262103,B001DIZFT4,Siamod Manarola Collection Amore Duffel Bag,183.5,n/a,0,0,183.5,183.5,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $281.50 (61%)
11-02-2013,11,Amazon,11262181,B001DIZG84,Siamod Vernazza Collection Carugetto Wheeled Laptop Case,237.76,n/a,0,0,0,237.76,n/a,Yes,n/a,n/a
11-02-2013,11,Amazon,11262189,B001DJ39FU,Siamod Vernazza Collection Carugetto Wheeled Laptop Case,221.88,n/a,0,0,221.88,221.88,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $363.12 (62%)
11-02-2013,11,Amazon,11262201,B001DJ1M68,Siamod Vernazza Collection Como Laptop Brief,118.25,n/a,0,0,118.25,118.25,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $181.74 (61%)
11-02-2013,11,Amazon,11262207,B0028R33WU,McKleinUSA WEST TOWN 15705 Black Fly-Through Checkpoint-Friendly 17 Detachable-Wheeled Laptop Case,177.78,n/a,0,0,177.78,177.78,"Checkpoint-Friendly 17-Inch Laptop Case, Detachable, Wheeled",Yes,& eligible for FREE Super Saver Shipping.,You Save: $287.22 (62%)
11-02-2013,11,Amazon,11262212,B001DIXV9A,Siamod Vernazza Collection Pastenello Vertical Wheeled Laptop Case,203.88,n/a,0,0,203.88,203.88,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $336.12 (62%)
11-02-2013,11,Amazon,11262220,B001DJ4R4M,Siamod Vernazza Collection San Francesco Leather Messenger Bag,125.57,n/a,0,0,125.57,125.57,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $204.43 (62%)
11-02-2013,11,Amazon,11262223,B001DIXUVE,Siamod Manarola Collection Signorini Double Compartment Laptop Case,156.38,n/a,0,0,156.38,156.38,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $278.62 (64%)
11-02-2013,11,Amazon,11262232,B001DJ39E6,Siamod Monterosso Collection Settembre Ladies Laptop Brief,116.41,n/a,0,0,116.41,116.41,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $168.59 (59%)
11-02-2013,11,Amazon,11281815,B002AKKGE8,Sumdex Aircube Thermoplastic Urethane and Neoprene Notebook Sleeve for up to 17-Inch Notebook Computer (Black),27.28,n/a,0,0,0,27.28,"New AirCube sleeve for notetbook computers up to 17"" screensize. TPU (Thermaplastic Urethane) molded technology air cell and neoprene protection for notetbook computers. Easy view ""Check-Quick"" checkpoint ready design for fast security clearance in airports and buildings",Yes,n/a,n/a
11-02-2013,11,Amazon,11285203,B0012EFDDM,NCAA Mississippi State Bulldogs Team Backpack,43.41,n/a,0,0,43.41,43.41,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $6.54 (13%)
11-02-2013,11,Amazon,11285524,B0012EFCO2,NCAA Arizona State Sun Devils Team Backpack,49.95,n/a,0,0,0,49.95,"Take your pride to college or wherever you go! Main compartment provides ample storage for books in addition to a padded area that will hold up to a 17-Inch laptop. Pockets for MP3 player, keys, water bottles, pens, etc.",Yes,& eligible for FREE Super Saver Shipping.,n/a
11-02-2013,11,Amazon,11285543,B0012E8KCS,NCAA Michigan Wolverines Team Backpack,25.26,n/a,0,0,25.26,25.26,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $24.69 (49%)
11-02-2013,11,Amazon,11285545,B0012EFDEG,NCAA Nebraska Cornhuskers Team Backpack,24.29,n/a,6.05,0,24.29,24.29,"Take your pride to college or wherever you go! Main compartment provides ample storage for books in addition to a padded area that will hold up to a 17-Inch laptop. Pockets for MP3 player, keys, water bottles, pens, etc.",Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $25.66 (51%)
11-02-2013,11,Amazon,11457886,B002ONBSXY,Leatherbay Women's Croc-Embossed Accordion Wallet,57.17,n/a,0,0,57.17,57.17,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $27.78 (33%)
11-02-2013,11,Amazon,11457889,B002ONBSRA,Leatherbay Tri Fold Leather Wallet,42.77,n/a,0,0,42.77,42.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $17.18 (29%)
11-02-2013,11,Amazon,11457891,B001J9Q3QQ,Leatherbay Laptop Leather Backpack,203.6,n/a,0,0,203.6,203.6,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $126.35 (38%)
11-02-2013,11,Amazon,11457892,B001I3P75G,Leatherbay Leather Backpack with Pockets,184.4,n/a,0,0,184.4,184.4,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $110.55 (37%)
11-02-2013,11,Amazon,11457894,B001I3N9GA,Leatherbay Leather Mini Backpack,93.18,n/a,0,0,93.18,93.18,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $51.77 (36%)
11-02-2013,11,Amazon,11457902,B001I3JIQA,Leatherbay Leather Mini Backpack,93.18,n/a,0,0,93.18,93.18,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $51.77 (36%)
11-02-2013,11,Amazon,11457905,B002ONBRHG,Leatherbay Urban Hipster Messenger Bag,66.77,n/a,0,0,66.77,66.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $33.18 (33%)
11-02-2013,11,Amazon,11457908,B002ONBRIA,Leatherbay Downtown Messenger Bag,66.77,n/a,0,0,66.77,66.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $33.18 (33%)
11-02-2013,11,Amazon,11457912,B002ONBRFI,Leatherbay World Traveller Cabin Bag,204.81,n/a,0,0,204.81,204.81,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $125.14 (38%)
11-02-2013,11,Amazon,11457966,B002ONBT0G,Leatherbay Classic Bi-Fold Wallet,30.54,n/a,0,0,30.54,30.54,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $9.41 (24%)
11-02-2013,11,Amazon,11457967,B001PE3HKK,Leatherbay Shopping Leather Tote,96.78,n/a,0,0,96.78,96.78,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $53.17 (35%)
11-02-2013,11,Amazon,11457969,B002ONBSP2,Leatherbay Double Fold Leather Wallet,36.77,n/a,0,0,36.77,36.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.18 (26%)
11-02-2013,11,Amazon,11458033,B002L1L46A,Leatherbay Flip Top Wallet,23.48,n/a,4.98,0,23.48,23.48,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $6.47 (22%)
11-02-2013,11,Amazon,11458126,B001I3R858,Leatherbay Leather Mini Backpack,93.18,n/a,0,0,93.18,93.18,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $51.77 (36%)
11-02-2013,11,Amazon,11458127,B002L1QWK8,Leatherbay Leatherbay Mini Globe Trotter Duffel Bag,119.99,n/a,0,0,119.99,119.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $79.96 (40%)
11-02-2013,11,Amazon,11458128,B001I3N9BK,Leatherbay Ladies Zip Leather Wallet,54.77,n/a,0,0,54.77,54.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $25.18 (31%)
11-02-2013,11,Amazon,11458134,B001I3P6Y8,Leatherbay London Leather Tote,96.78,n/a,0,0,96.78,96.78,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $53.17 (35%)
11-02-2013,11,Amazon,11458136,B002ONBRDU,Leatherbay Leather Backpack with Single Pocket,162.79,n/a,0,0,162.79,162.79,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $97.16 (37%)
11-02-2013,11,Amazon,11458137,B001I3P6XO,Leatherbay Oxford Tote,103.96,n/a,0,0,103.96,103.96,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $25.99 (20%)
11-02-2013,11,Amazon,11458138,B002ONBSYS,Leatherbay Women'S Flip Top Sleek Wallet,54.77,n/a,0,0,54.77,54.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $25.18 (31%)
11-02-2013,11,Amazon,11470750,B000GHGFX8,"McKlein USA Chicago Leather Wheeled 17"" Laptop Case",178.8,n/a,0,0,178.8,178.8,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $301.20 (63%)
11-02-2013,11,Amazon,11470751,B002MXVEOO,"McKlein USA Sheridan Leather Wheeled 17"" Laptop Catalog Case",189.2,n/a,0,0,189.2,189.2,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $268.30 (59%)
11-02-2013,11,Amazon,11470752,B002ABZ1RO,"McKlein USA Bucktown Leather 17"" Laptop Case",117.22,n/a,0,0,117.22,117.22,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $182.78 (61%)
11-02-2013,11,Amazon,11470756,B002MXZJ5O,"McKlein USA West Loop Leather 17"" Laptop Case",132.61,n/a,0,0,132.61,132.61,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $219.89 (62%)
11-02-2013,11,Amazon,11470965,B000GHGFXS,"McKlein USA Pearson Leather Expandable 15.4"" Laptop Briefcase",118.29,n/a,0,0,118.29,118.29,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $166.71 (58%)
11-02-2013,11,Amazon,11721787,B000PCTX74,McKlein USA W Series Winnetka Leather Women's Briefcase,109.39,n/a,0,0,109.39,109.39,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $160.61 (59%)
11-02-2013,11,Amazon,11721791,B000PCOBS0,McKlein USA W Series Winnetka Leather Women's Briefcase,110.92,n/a,0,0,110.92,110.92,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $159.08 (59%)
11-02-2013,11,Amazon,11721793,B0041XLNLW,"McKlein USA Pearson Leather Expandable 15.4"" Laptop Briefcase",118.29,n/a,0,0,118.29,118.29,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $166.71 (58%)
11-02-2013,11,Amazon,11721794,B000PCOBRG,McKlein USA W Series Winnetka Leather Women's Briefcase,102.62,n/a,0,0,102.62,102.62,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $167.38 (62%)
11-02-2013,11,Amazon,11721796,B000PCOBV2,"McKlein USA W Series Willowbrook Leather Detachable Wheeled Women's 17"" Laptop",148.57,n/a,0,0,148.57,148.57,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $233.93 (61%)
11-02-2013,11,Amazon,11721797,B000PCOBSA,McKlein USA W Series Winnetka Leather Women's Briefcase,102.62,n/a,0,0,102.62,102.62,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $167.38 (62%)
11-02-2013,11,Amazon,11721798,B000NRTCCM,"McKlein USA W Series Willowbrook Leather Detachable Wheeled Women's 17"" Laptop",145.01,n/a,0,0,145.01,145.01,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $237.49 (62%)
11-02-2013,11,Amazon,11744104,B0019M7WCW,Wenger SwissGear SA9998 Laptop Backpack,108,n/a,0,0,108,108,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $61.00 (36%)
11-02-2013,11,Amazon,11744563,B002R29EVU,"Sumdex Fashion 16"" Laptop Tote",89.99,n/a,0,0,89.99,89.99,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $44.96 (33%)
11-02-2013,11,Amazon,11906638,B002VP6O9I,Travel Select Amsterdam Business Rolling Garment Bag,48.77,n/a,0,0,48.77,48.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $11.22 (19%)
11-02-2013,11,Amazon,11906983,B002VQ7VY4,Travelers Choice Siena 2-In-1 Hybrid Hard-Shell Carry-On Wheeled Garment Suitcase,66.77,n/a,0,0,66.77,66.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $133.22 (67%)
11-02-2013,11,Amazon,12025307,B002B0LQ50,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12025309,B002B0HLB8,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12026093,B002B0G5KQ,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12026270,B002B0G5BA,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12026274,B00280Z960,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12026278,B0028119AE,Heys Luggage Ecase Exotic Bag,169.99,n/a,0,0,169.99,169.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $170.01 (50%)
11-02-2013,11,Amazon,12046473,B002XKS19C,US Traveler New Yorker 4 Piece Luggage Set Expandable,78.78,n/a,0,0,78.78,78.78,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $121.21 (61%)
11-02-2013,11,Amazon,12046478,B000QPD7QI,US Traveler Rio Two Piece Expandable Carry-On Luggage Set,36.77,n/a,0,0,36.77,36.77,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.22 (26%)
11-02-2013,11,Amazon,12046481,B002XKU0KK,US Traveler New Yorker 4 Piece Luggage Set Expandable,79.87,n/a,0,0,79.87,79.87,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $120.12 (60%)
11-02-2013,11,Amazon,12046484,B002XKU0MS,US Traveler New Yorker 4 Piece Luggage Set Expandable,85.98,n/a,0,0,85.98,85.98,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $114.01 (57%)
11-02-2013,11,Amazon,12193963,B00363RSUI,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $149.67 (62%)
11-02-2013,11,Amazon,12193964,B000SRL6TY,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12193965,B00363TU54,Rockland Luggage Four-Piece Luggage Set,94.47,n/a,0,0,94.47,94.47,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $145.52 (61%)
11-02-2013,11,Amazon,12193967,B00363WXIA,"Rockland Luggage Rolling 22"" Duffle Bag",26.57,n/a,0,0,26.57,26.57,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $42.43 (61%)
11-02-2013,11,Amazon,12193968,B00363TU5E,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12250011,B002U5CVC8,Sumdex DSLR Camera/Notebook Backpack,48.77,n/a,0,0,48.77,48.77,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $51.18 (51%)
11-02-2013,11,Amazon,12333491,B003EZSEU6,Rockland Luggage 30 Inch Rolling DuffleBag,35.24,n/a,0,0,35.24,35.24,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $53.76 (60%)
11-02-2013,11,Amazon,12333492,B003EZXP00,Rockland Luggage 30 Inch Rolling DuffleBag,31.97,n/a,0,0,31.97,31.97,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $57.03 (64%)
11-02-2013,11,Amazon,12333495,B003EZXP5U,Rockland Luggage 40 Inch Rolling Duffle Bag,44.7,n/a,0,0,44.7,44.7,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $64.30 (59%)
11-02-2013,11,Amazon,12333496,B003EZSF3C,Rockland Luggage Dot 4 Piece Luggage Set,88.19,n/a,0,0,88.19,88.19,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $151.80 (63%)
11-02-2013,11,Amazon,12333497,B003EZW4JI,Rockland Luggage 30 Inch Rolling DuffleBag,33.63,n/a,0,0,33.63,33.63,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $55.37 (62%)
11-02-2013,11,Amazon,12333498,B003EZXPAK,Rockland Luggage Dot 4 Piece Luggage Set,99,n/a,0,0,99,99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $140.99 (59%)
11-02-2013,11,Amazon,12333615,B003F0154W,Rockland Luggage 36 Inch Rolling Duffle Bag,44.08,n/a,0,0,44.08,44.08,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $54.92 (55%)
11-02-2013,11,Amazon,12333617,B003EZW8HQ,Rockland Luggage 40 Inch Rolling Duffle Bag,40.02,n/a,0,0,40.02,40.02,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $68.98 (63%)
11-02-2013,11,Amazon,12403905,B003AJR7D6,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12403907,B00363PRHO,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12403909,B002MVGJNM,Rockland Luggage 22 Inch Rolling Duffle Bag,29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12403912,B003I6VRFA,Rockland Luggage 19 Inch Tote Bag,16.99,n/a,4.98,0,16.99,16.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.01 (43%)
11-02-2013,11,Amazon,12404005,B003I6VRFU,Rockland Luggage 19 Inch Tote Bag,16,n/a,4.98,0,16,16,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $14.00 (47%)
11-02-2013,11,Amazon,12404053,B005UZHM5Q,Rockland Luggage Polo Equipment 4 Piece Luggage Set,131.56,n/a,0,0,131.56,131.56,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $313.44 (70%)
11-02-2013,11,Amazon,12404057,B003I6SB6S,Rockland Luggage 19 Inch Tote Bag,16.99,n/a,4.98,0,16.99,16.99,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $13.01 (43%)
11-02-2013,11,Amazon,12404369,B002MV26V6,Rockland Luggage Four-Piece Luggage Set,90.32,n/a,0,0,90.32,90.32,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $149.67 (62%)
11-02-2013,11,Amazon,12404371,B002MVGEUA,"Rockland Luggage Rolling 22"" Duffle Bag",29,n/a,0,0,29,29,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $40.00 (58%)
11-02-2013,11,Amazon,12733044,B003F1HCVG,Wildkin Olive Kids Trains Planes & Trucks Sidekick Backpack,21.89,n/a,6.11,0,21.89,21.89,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $8.10 (27%)
11-02-2013,11,Amazon,12733063,B004RD5DQC,Wildkin Big Dots - Green Sidekick Backpack,18.16,n/a,5.69,0,18.16,18.16,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $11.83 (39%)
11-02-2013,11,Amazon,12733084,B000UUUF0A,Wildkin Horses in Pink Sidekick Backpack,23.1,n/a,4.98,0,23.1,23.1,"Features:Measures 15"" x 12"" x 7"" Extra-durable 600-denier polyester fabric Padded back for extra comfort Interior moisture-resistant nylon lining Adjustable padded straps Interior utility pockets and pencil holder Embroidery friendly Matching accessories available for most patterns Sized for ages 3+Pattern Description: Horses in Pink features a group ofwhimsically wild horses that prance, dance, jump, and just chill, their brilliant white manes and tails absolutely shine atop the pattern's lovely, timeless pink backdrop. A bestselling Wildkin Classic.Product Description: Our Sidekick Backpacks makes school more fun. The durable exterior can stand up to just about anything even homework. And the roomy interior helps keep school work organized. Matching Lunch Boxes and Pencil Cases available in most styles. One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-safe, bpa-free, phthalate-free, and c",Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $6.89 (23%)
11-02-2013,11,Amazon,12733088,B004C0Z432,Wildkin Camouflage Duffel Bag,22.06,n/a,6.11,0,22.06,22.06,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.93 (26%)
11-02-2013,11,Amazon,12733093,B000MSPGVS,"Wildkin English Riding Sidekick Backpack, Purple",22.97,n/a,4.92,0,22.97,22.97,"Features:Measures 15"" x 12"" x 7"" Extra-durable 600-denier polyester fabric Padded back for extra comfort Interior moisture-resistant nylon lining Adjustable padded straps Interior utility pockets and pencil holder Embroidery friendly Matching accessories available for most patterns Sized for ages 3+Pattern Description: Post to a trot with our English Riding pattern. A Classic Wildkin design, English Riding in Purple features iconic riding imagery like boots, saddles, ribbons, and jumps on a pleasant, deep lavender background. Product Description: Our Sidekick Backpacks makes school more fun. The durable exterior can stand up to just about anything even homework. And the roomy interior helps keep school work organized. Matching Lunch Boxes and Pencil Cases available in most styles. One-year manufacturer's warranty against defects - normal wear-and-tear, and misuse excluded. Rigorously tested to ensure that all parts are lead-safe, bpa-free, phthalate-free, and conform to all rules and r",Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.02 (23%)
11-02-2013,11,Amazon,12733122,B004C0R0XE,Wildkin Kaleidoscope Sidekick Backpack,22.69,n/a,4.98,0,22.69,22.69,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.30 (24%)
11-02-2013,11,Amazon,12733140,B004C10NW8,Wildkin Big Dots - Green Sidekick Backpack,20.17,n/a,4.98,0,20.17,20.17,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $9.82 (33%)
11-02-2013,11,Amazon,12733147,B004C0X4J8,Wildkin Horses in Pink Duffel Bag,22.63,n/a,4.98,0,22.63,22.63,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $7.36 (25%)
11-02-2013,11,Amazon,12903536,B003R1DM04,Wildkin Macropak Backpacks,30.39,n/a,0,0,30.39,30.39,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $9.60 (24%)
11-02-2013,11,Amazon,12931414,B003U80RRA,Traveler's Choice Luggage Toronto Three Piece Hardside Spinner Luggage,150,n/a,0,0,150,150,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $49.99 (25%)
11-02-2013,11,Amazon,12937444,B003LQ1YMS,"Sumdex NeoMetro Link Brief for 15"" MacBook Pro",37.59,n/a,0,0,0,37.59,n/a,Yes,n/a,n/a
11-02-2013,11,Amazon,12937446,B003XW25IM,Sumdex Computer Backpack - 15.6,23.38,n/a,6.47,0,23.38,23.38,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,You Save: $16.57 (41%)
11-02-2013,11,Amazon,12937448,B003XW6WEU,Sumdex Computer Backpack - 15.6,31.64,n/a,0,0,31.64,31.64,n/a,Yes,& eligible for FREE Super Saver Shipping.,You Save: $8.31 (21%)
11-02-2013,11,Amazon,12937450,B003LQ06BI,"Sumdex NeoMetro Route Brief for 17"" MacBook Pro",48.71,n/a,0,0,0,48.71,n/a,Yes,n/a,n/a
11-02-2013,11,Amazon,12937451,B003XVVWWS,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,10.52,n/a,5.58,0,0,10.52,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a
11-02-2013,11,Amazon,12937452,B003XW1Y7U,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,10.52,n/a,5.58,0,0,10.52,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a
11-02-2013,11,Amazon,12937455,B003XVVX0O,Sumdex DigiPod Stretch iPod/iPhone/Smart Phone Case,10.52,n/a,5.58,0,0,10.52,n/a,Yes,& eligible for FREE Super Saver Shipping on orders over $25.,n/a
11-02-2013,11,Amazon,12937456,B003LPQNQG,"Sumdex NeoMetro Link Brief for 13"" MacBook",38.92,n/a,0,0,0,38.92,n/a,Yes,n/a,n/a
11-02-2013,11,Amazon,13004558,B004E0Z3QS,Travelers Choice Luggage Vienna Traditional Rolling Garment Bag,67.24,n/a,0,0,67.24,67.24,n/a,Yes,& eligible for FREE Super Saver Shipping and Free Returns.,You Save: $32.75 (33%)
