"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"Price_rat_target_final_pr",0.0234993256642627,-0.101950028049572,0.0794565263504818,-0.369158640839455,-0.260903933882591,0.136753327913606,-0.0602535732038965,-0.119895662912012,-0.0424690626371438,0.123057859222926,-0.0477308080991009,0.10703039471916,-0.13830855596205,-0.00967131411070703,-0.0988565543360791,-0.0770584841227461,-0.287134547681076,-0.0102714110561988,0.019664660364967,0.0968003756670355,-0.142843957475612,-0.300010393983828,0.0487558378971336,-0.0387086985452455,0.65991958702269,0.0322104618800571,-0.18150579822539,0.000317653530249218,4.86996510826176e-15,7.58583734022933e-15,-1.2490009027033e-16,4.39362088378026e-15,4.00200705907849e-15,-4.20236762055382e-15,5.20991669944459e-15,1.39298295120938e-15,-1.52533693141554e-15,4.79260728325492e-15,-6.48352899146332e-16,8.64976493208935e-16,-1.8249290967276e-15,4.44522890719057e-15,-2.06215253206743e-15,3.7470027081099e-16,6.78927400410423e-16,1.75207071073658e-15,5.68989300120393e-16,2.81545620151036e-15,-3.0140820395097e-17,-1.08480353780885e-17,-1.11870020314297e-17,5.20156834271646e-15,-4.73319300420272e-15,-8.71915387112843e-16
"Price_rat_amazon_reg_pr",-0.0305134230195147,-0.146272641598929,-0.341749923312154,0.00682457680041405,-0.113831765993662,0.161097770119239,-0.0723506064436676,0.0350837818301191,-0.0377782487761871,-0.0872447241340331,0.116400052596437,-0.037383229217142,-0.0639322833717463,0.0193174598912811,0.0731062893935885,0.330460540520758,-0.242544553111218,0.0388288975334318,-0.0442596320730262,-0.15903707243157,-0.159541024878307,0.103441819443255,0.0473532712680871,0.314014722656652,-0.0339295252001905,0.269553241693985,0.0808079636665919,-0.606246678053439,-2.28792679246581e-14,-9.4165127084711e-15,6.10622663543836e-16,-4.30211422042248e-15,7.04297731246584e-16,7.15399961492835e-15,-6.00127586514176e-15,-1.31526733948562e-14,-1.12323345069498e-16,1.13212390850936e-14,-8.27463098040937e-15,4.70110061989715e-15,-7.80625564189563e-18,-1.79717352111197e-15,-1.56125112837913e-17,-2.50841014626246e-15,3.06005221162309e-15,-1.30798150088651e-15,-1.02825734038525e-15,1.66446717519975e-15,3.95950633391706e-16,7.29043047616901e-18,4.40369429389365e-18,-5.35682609381638e-15,3.23699400617272e-15,5.62744295606876e-15
"Price_rat_target_reg_pr",0.0225007344483406,-0.0706119473457104,0.00558787300513537,-0.36718051931991,-0.327040045225647,0.0376980290324973,-0.01411684110318,-0.0679015556651794,-0.166126534413293,-0.0816199823853176,-0.159725241178762,0.0552478029703157,-0.154960340249525,-0.0213352157151501,-0.0391279746330442,-0.117247417131885,-0.192734479389078,0.233815541254151,-0.00296816365143926,-0.0466280988358182,0.198864167038301,-0.329440066834333,-0.256460810767261,-0.000137851620978235,-0.547974281624791,-0.0919567785631868,0.165279076806546,0.000553591712422952,-5.7567205126105e-15,-6.94155019922982e-15,2.77555756156289e-17,-4.41595544853346e-15,-3.5830713396301e-15,4.03800257120501e-15,-5.42968447980741e-15,-1.36349265211777e-15,1.52742402059758e-15,-4.93723985306449e-15,4.07443176420053e-16,-9.28077059647592e-16,2.11462791721573e-15,-4.2934406030426e-15,2.05521363816352e-15,-4.06792655116561e-16,-7.81492925927552e-16,-1.80758186196783e-15,-2.70616862252382e-16,-2.57454647878408e-15,2.75251826539757e-17,-1.69408413548658e-17,-1.16103743350135e-18,-5.36203026424431e-15,4.618592834571e-15,8.56953397132543e-16
"TCIN_var",0.00400325547174907,-0.14231270270716,0.0372691571770939,0.105229196398388,0.192263646094825,0.3923317518928,-0.0505244836788008,-0.0515849650868449,-0.0465868761219247,-0.160485233221653,-0.178448851119121,-0.294238059494824,0.084194420560374,-0.382755995861782,-0.427992129874024,-0.0589153197319365,0.0283753271246292,-0.0631988101756833,-0.0390780472665313,-0.164305791034373,0.0186076091555377,-0.25821546678107,0.419048674438519,-0.00242221549140592,-0.0915171041402574,-0.0158132546527036,-0.000780620213474525,0.00165226120936909,-6.62176476845522e-16,-1.49619899803e-17,1.38777878078145e-16,1.45283091113058e-17,3.12250225675825e-17,1.47885176327023e-16,-1.87350135405495e-16,-3.78169717762944e-16,-3.36536354339501e-16,9.68192540029555e-17,1.86699614102004e-16,1.55257751099924e-16,-1.43114686768087e-16,2.54570670099596e-16,1.30104260698261e-16,-7.02563007770607e-17,7.11236625150491e-17,9.0205620750794e-17,-1.46150452851046e-16,2.09793120375945e-16,1.05709711817337e-17,1.20206104766698e-17,2.40616895100231e-18,2.36789754470834e-16,7.45931094670027e-17,-1.6306400674182e-16
"max_tcin_price",-0.0142632715530818,-0.258345492073516,0.0957726450273102,-0.0550959675983921,0.0361105976882323,-0.138628100074472,0.0161124945878455,-0.0610674689070559,0.0306716155659158,0.0913980565386071,0.0190226116438385,0.0248167461579701,0.144867019136448,-0.122749977323629,0.0412069716054651,-0.0146844996363333,-0.0522803144846746,0.0384199995777807,-0.016297010955345,-0.0374251422116414,-0.033083541462236,0.0479347602528273,0.0196003308079883,-0.0692326047011456,0.00781446154228812,0.154063476707377,0.201702509350207,0.0360901723382109,0.000295100647145621,0.0204122976405725,-3.09474668114262e-15,0.0338686771257711,-0.0217285674789573,0.128351555178214,-0.0685128449568895,0.0523014682935387,0.164313733651935,-0.0317664685770747,-0.0510785131861004,-0.213908371001079,-0.583658991116035,-0.101850476012892,0.341251197383265,-0.120686753904516,-0.137702875026931,0.160778838262593,0.0512645548527213,-0.0709390806675086,0.234660986296513,1.82101598967726e-15,4.89127923884242e-16,0.266382309077003,0.0684246077856095,0.0180465362256019
"min_tcin_price",-0.0142632715530818,-0.258345492073516,0.0957726450273102,-0.0550959675983921,0.0361105976882323,-0.138628100074472,0.0161124945878455,-0.0610674689070559,0.0306716155659158,0.0913980565386071,0.0190226116438385,0.0248167461579701,0.144867019136448,-0.122749977323629,0.0412069716054651,-0.0146844996363332,-0.0522803144846746,0.0384199995777807,-0.0162970109553444,-0.0374251422116417,-0.0330835414622359,0.0479347602528274,0.0196003308079881,-0.0692326047011458,0.00781446154228815,0.154063476707376,0.201702509350208,0.0360901723382131,0.00116732388379658,0.0222825620588106,-3.66373598126302e-15,0.0262254525592516,-0.0185177992747591,0.123404396296207,-0.0822887352886897,0.076880040928631,0.16564881179438,-0.00363193911666253,0.161436624281549,0.0394086659659228,0.00442307926612447,0.163078356100521,-0.153138705211929,0.160968149489116,0.329459158122235,-0.497920606957655,-0.37223078435504,0.1880785984656,-0.224168663800315,-1.26660114305339e-15,-4.57087761114602e-16,0.108038370843267,0.0643086164012728,-0.104535166597805
"gross_sales",0.0185849673425417,0.0634936354698211,0.0580801415692406,0.062326088744987,0.0584380943722337,-0.193450841000269,-0.638804252370945,-0.102717576993434,-0.101480082935001,-0.0763562374050085,0.0580084659687736,-0.0360616122307726,-0.0347065255814442,0.00250984079090846,-0.0312118550493883,-0.0341650912489026,-0.0666216066339481,0.00268873632416952,-0.00484821563702909,-0.0136281067315231,-0.000582593002845665,0.00189209535581051,-0.00318562228404962,-0.00852379721769679,-0.00113163785261094,0.00385787195633708,0.00114684136600855,0.00014491264464675,-0.00204958777244782,0.0372874298284894,-2.10248485288389e-15,0.0141652788581341,0.00438616772820065,0.319876668141482,0.569480534881201,-0.117098310366466,0.156549732798109,-0.102095804232223,-0.0163064598409666,0.017932632336602,-0.00678261386223726,0.0500777974351211,-0.00834307283965815,-0.039267660428953,0.0520400081540066,0.00491262375194965,0.0388392114631302,-0.000143050121629927,-0.000407258497560778,-4.56578828109263e-17,7.04380269771007e-18,-0.0896500592735875,0.0514380423576301,0.0586191645360687
"net_Sales",0.0185849673425417,0.063493635469821,0.0580801415692406,0.0623260887449869,0.0584380943722339,-0.193450841000269,-0.638804252370944,-0.102717576993434,-0.101480082935001,-0.0763562374050083,0.0580084659687734,-0.0360616122307724,-0.0347065255814441,0.00250984079090846,-0.031211855049388,-0.0341650912489023,-0.0666216066339469,0.00268873632416932,-0.00484821563702884,-0.0136281067315224,-0.00058259300284598,0.00189209535581016,-0.00318562228404928,-0.00852379721769515,-0.00113163785260983,0.00385787195633544,0.00114684136600332,0.000144912644645168,0.00204958777244764,-0.0372874298284894,1.65145674912992e-15,-0.0141652788581342,-0.00438616772820041,-0.319876668141483,-0.569480534881202,0.117098310366466,-0.156549732798109,0.102095804232223,0.0163064598409666,-0.017932632336602,0.00678261386223734,-0.0500777974351213,0.00834307283965818,0.0392676604289529,-0.0520400081540066,-0.00491262375194975,-0.0388392114631302,0.000143050121629965,0.000407258497560658,3.82224329912527e-17,-1.30473207368748e-17,0.0896500592735876,-0.0514380423576302,-0.0586191645360686
"Amz_rating1",-0.147469934724388,-0.0027146973577415,0.109692841831293,0.238466417575817,-0.29075734866927,0.0261783379774847,0.00645839072587009,-0.178669285643955,0.125847820009749,-0.076366191404373,-0.0153932521479061,0.0284820374390547,0.0344243840221942,-0.0151080990205681,0.000696289797585549,0.0063491740886703,-0.00144567776375608,-0.00293470802370525,0.116577735346516,-0.0248174107988915,-0.00750200099775396,0.00512204298588612,0.0012845235472716,0.00313296035237867,-0.00251532290066167,-0.00193856396457565,-0.000416008314088862,-0.000580073992152541,-0.000398902519425364,-0.0650974886584047,-5.96744875736022e-16,-0.0164892705342204,0.0377992006484543,0.359385834360723,-0.0381308780140326,-0.0525082559509306,-0.434553415272771,0.446997380230058,-0.0888699309656797,0.0358157249159749,-0.0773812704090558,-0.0655015969382033,0.049122777257294,-0.163716453792195,0.0666685396014308,0.0220426688819285,-0.0956411365454148,0.0969926808053383,0.00601544079926933,1.65047829893614e-16,-6.20895528511856e-17,-0.149466032701755,0.256144479520406,-0.256058211954974
"Amz_rating3",-0.228386345148873,0.0278384927844743,-0.0121851738817211,-0.062992727461295,0.059653116816458,-0.0022316233045339,-0.00368076023311438,0.0155711508349666,-0.0331719599190577,0.0142316220418134,-0.00720737604978718,-0.00461762136426664,-0.00123973127078168,-0.00494189664552717,-0.00550216095220628,-0.00366562873032877,-0.00790853844441639,0.0067173150392583,0.18711865515141,-0.0316365891263021,-0.00605568577109028,0.0121010064353082,0.00388421503360207,0.000483630965279383,-0.00123384750290235,0.0012723423776771,0.000404925872819038,-0.000149872392238561,-0.0777193438116699,0.37908278025269,7.50438588605494e-16,-0.525315435833665,-0.0338347212411685,0.235528579976026,-0.160813648213407,-0.0374262880108499,0.0313237519066432,-0.0948820220935629,0.0450600894887323,-0.209774606726881,0.0328272134527746,-0.170293143740623,0.106980632873681,0.0869439652261321,0.187307662407864,0.106247433111799,0.0338925501359406,0.205261653925961,0.00528531151258305,2.58618773800541e-16,-1.87177278865598e-16,-0.215275031428138,-0.384885589147275,-0.0501548665345189
"Amz_rating4",-0.182350321119722,-0.0174588995492037,0.0881489948005724,0.123639038284821,-0.189719283979152,0.00998422879950039,-0.0545686165689927,0.291658438422767,-0.117438563489505,0.146952201857521,-0.0213807051245411,-0.0292002209433409,0.0324977680654604,-0.0452936922438545,-0.0174508630583498,0.00828501490193545,0.00449339421021523,-0.0253493494558461,-0.292364278533049,0.0596772240969073,0.00780772446943977,-0.017271052678813,-0.00581444605396582,-0.00647545668649196,0.0014154773705612,-0.00280513985762666,-0.000490677837496989,0.000231256726631567,0.301179193166011,-0.111925187673945,-2.73911439383042e-15,-0.366013576345226,-0.113412928820033,-0.26979786856391,0.176993435804952,0.201491055465457,0.242574665032266,0.34198727009537,-0.115002280833938,-0.121313003889793,0.0301056158026731,0.111365987384489,0.0500596192641058,-0.195225370280321,0.153722926055551,0.0155389194327116,-0.0486930151869392,-0.0809052987483675,-1.16255285890626e-05,8.49743386162823e-17,1.18931297261387e-16,-0.0238367345046525,-0.0218744290277122,-0.0514156433975931
"Amz_rating5",-0.210279048150857,0.0416811192310975,-0.05093480363524,-0.128177667695756,0.152800103592134,-0.00713479432293134,0.0187437740775542,-0.108020932131685,0.0100724565688928,-0.0477447106891245,0.000492513457276697,0.00755229792733065,-0.0131086793350437,0.0224059050162991,0.00726292656789681,-0.000857295327956069,-0.00278701682145477,0.00607214244359125,0.0621520223322397,-0.0131864508236413,-0.00172784072324753,0.00449413747808051,0.00175545700191223,0.00075134153370656,-0.000173275267902215,0.00133466899811013,0.000294036746015378,-8.49537238535269e-05,-0.0740242660370454,-0.0478229806450116,-5.19481599960399e-15,0.124238913092959,0.0482517518266535,-0.190208264166512,0.172969988531584,-0.314074307904218,-0.0307811290097676,0.208667907441234,0.0255799974606861,-0.545882735769391,-0.104199450162497,0.0634396313409526,-0.347074107159315,-0.0753146129036217,-0.237115609388666,-0.0593830588939289,-0.224691208677968,-0.0610167800321785,0.00154469756588162,1.77577793877661e-16,-2.31215774627091e-17,0.0211620797686452,-0.237466992585347,-0.217047122601347
"Amz_Review_count",-0.229760219704927,0.0286912241373916,-0.00888609646159436,-0.0516685957516025,0.0494815705672579,-0.00100385510588888,0.000812179175777726,-0.0214831199722714,-0.01410939836236,-0.00422755341651367,-0.00662967026905777,0.000275773871004142,0.000625786028333287,0.00347266894598607,0.000356111348524869,0.00115335879262839,-0.00224578762212293,-0.000587972841421864,0.0163079581639019,-0.00274323706111227,-0.000984192411985485,0.00154867091449437,0.000623675552248589,-0.000584297541543527,-0.00019323919317264,0.000343347423549239,0.000123410700166435,-7.53919532526885e-05,-0.0339187730527219,-0.311671821467547,5.78946935861485e-16,0.254252863789271,0.139807900562278,0.262079546113063,0.0139583297230567,0.39345860942301,0.112520863962311,0.125905540758774,-0.0573436134694047,-0.0724714629677506,0.268052021119668,0.0897031327023454,0.383277922894855,0.278309784341638,-0.202860092833632,-0.075349361660959,0.0316661214379426,-0.0873635235301056,-0.00435557984308294,-7.31115901938679e-17,1.0909965159541e-16,-0.0532962685065534,-0.328802867736999,-0.162024624070313
"Amz_Avg_rating",-0.224579788715613,0.0308012869198062,-0.0240701620401612,-0.0872367669422321,0.0904586843516593,-0.00439815547349878,-0.00105182383867966,0.00898787052857881,-0.0352039075968119,0.010522695649027,-0.00555760761089054,-0.00470872093814713,-0.00500425690553286,-0.00132315280094915,-0.00454737183184405,-0.00439023289495212,-0.00817602153434019,0.00817785343174285,0.195925624638869,-0.0333697527200549,-0.00605998435883276,0.0127623389931113,0.00414156673173029,0.000600258409111594,-0.00116554257677558,0.00155652868757878,0.000462657313225896,-0.000131949541580639,-0.337663268472604,-0.257213386383941,6.28209841756544e-15,0.137297181202284,-0.0898556288485343,-0.137875193282397,0.0073564744827417,0.203312525490658,0.101452669350435,-0.189483058731822,-0.303058535145273,-0.153035225200105,0.105436316559737,-0.0778156300024029,-0.0336879645162745,-0.106465724172792,0.337705875880384,0.360025145278292,-0.253184292659149,0.187127157742801,0.00845960651523553,2.611355566254e-16,8.96911189324434e-18,-0.074550827687707,0.285016245257853,0.0506806449430066
"Amz_Avg_helpful_votes",-0.216331978096744,0.00150937503042646,0.0429668355081302,0.0298421378169569,-0.0716361593117923,0.00315000229191296,-0.0399123639517981,0.227112047614657,-0.10966802894212,0.116439187860907,-0.0166105317478501,-0.0254429863516614,0.0174644383845929,-0.0348877097401082,-0.0168112302715793,0.000972120323211533,-0.00338861657592848,-0.0097168348599184,-0.0292324019493426,0.0119615298177053,0.000329720864262751,-0.000897047632682271,-0.000500926404745037,-0.00369894227513565,1.45435731922974e-05,-0.000661778155244651,3.18154565716503e-05,8.32833330337167e-05,-0.0767982595984967,-0.0306049175235774,2.55645113682131e-15,-0.0222112160730559,0.00745551950096732,-0.132292887656287,0.0814674130097145,0.0736446053958238,-0.125016659463006,-0.457253785117732,-0.0757979662714363,0.145901020033288,-0.180332732592884,-0.0740598348414674,-0.0658681120511432,-0.0499034599339609,-0.197484427154591,-0.225808387213252,0.194473907496304,0.126705955163677,0.00085973566982209,2.27564394040973e-17,-5.32010321797119e-17,-0.110708377365258,0.0822244279017671,-0.605235712846883
"amz_rating_4_5",-0.226852113895331,0.0304824527601332,-0.0191968352913828,-0.0748392914857306,0.0777782055129312,-0.00332762771918585,0.00108479565815419,-0.0124182241716349,-0.0232255433772444,-0.000614234765524381,-0.00536111244255875,-0.00151192784993728,-0.00228945911207748,0.00668354963189101,0.00141835993818043,0.00151461291860372,-0.00113953399362888,-0.00172142251282041,-0.0265089213522826,0.00498871984189683,0.000650471472446236,-0.000871305984372896,-8.85679498954836e-05,-0.00111515069589847,0.000236128858522881,0.000369186362917182,0.000115734313850894,-9.25837118873737e-06,-0.2433661584727,-0.0418758736379888,4.04460136767685e-15,0.113243458359472,-0.0655218954530721,-0.294038991974026,0.0965920743847545,-0.137768789951669,0.0907201995674455,0.223963428296981,0.599440305496234,0.156382910567553,-0.150674968475763,-0.125808895221958,0.319987417037882,0.0431193943502366,0.0988818930885636,-0.0402641842040787,0.0680128392461297,0.0276675710469727,0.00241852306617687,-5.34533805218e-17,7.83853437942835e-17,-0.348216739435651,0.127508723185282,0.0439493104509902
"amz_rating_4_5_cnt",-0.225169124742561,0.0294164653434617,-0.0218178241374592,-0.0846781521893377,0.0860661159591796,-0.00441770264855391,-0.00355052774909498,0.0250204955029681,-0.0421098727927159,0.0180883323344088,-0.00603247091860201,-0.00640785269885856,-0.0039949517720994,-0.00219772397655963,-0.00467537277976236,-0.00346268101803641,-0.00703020575517309,0.00586391564994608,0.151970488705293,-0.0252373645442875,-0.00467402924693698,0.0101373105253254,0.00331007549435633,2.12619541524076e-05,-0.000863229374229826,0.00132058140117363,0.00040512188708675,-9.03831724312537e-05,-0.101170977445108,0.462126501597089,-2.71475694085045e-15,-0.0244464463932386,0.0767883293120199,-0.0559411430793554,0.00766107954744288,0.104654356326697,-0.0584613551849983,-0.0208585231201406,-0.117065125914526,0.297921983084705,0.00144255323751667,0.326160011471836,0.151821676854957,-0.208710771661924,-0.187942809769762,-0.00373408179568969,-0.412847610360822,-0.410346742238894,-0.00845621298159363,6.63373085378542e-17,1.50093328463058e-16,-0.0630321473196537,0.0587952905316195,0.0336365988323047
"amz_rating_1_2",-0.147469934724388,-0.00271469735774148,0.109692841831293,0.238466417575817,-0.29075734866927,0.0261783379774847,0.00645839072587007,-0.178669285643955,0.125847820009749,-0.0763661914043731,-0.015393252147906,0.0284820374390548,0.0344243840221944,-0.0151080990205683,0.000696289797585544,0.00634917408867045,-0.00144567776375628,-0.00293470802370563,0.116577735346516,-0.0248174107988917,-0.00750200099775385,0.00512204298588609,0.00128452354727177,0.00313296035237754,-0.00251532290066356,-0.00193856396457661,-0.000416008314089492,-0.000580073992180046,-0.0201807790072116,0.0175254648439855,2.44991094147566e-15,0.0478812634193549,-0.0136473631785365,-0.138861171146997,0.0219510064702951,-0.0512714620030591,0.0453256485578998,-0.169769582404835,-0.0209553316896901,-0.0625358601785253,-0.122906433733956,0.0111299078102649,-0.0991261169326449,0.389301123784706,0.371423017404037,0.0692081762782369,0.134998647389942,-0.583531680813105,-0.0186256908252129,2.05358099112481e-16,2.82814459236845e-17,0.0198298207425423,-0.0706568026068736,-0.0950206587980612
"amz_rating_1_2_cnt",-0.147469934724388,-0.00271469735774149,0.109692841831293,0.238466417575817,-0.29075734866927,0.0261783379774847,0.00645839072587009,-0.178669285643955,0.125847820009749,-0.0763661914043731,-0.0153932521479061,0.0284820374390548,0.0344243840221943,-0.0151080990205683,0.000696289797585468,0.00634917408867051,-0.00144567776375619,-0.0029347080237059,0.116577735346516,-0.0248174107988916,-0.00750200099775367,0.00512204298588631,0.00128452354727169,0.00313296035237709,-0.00251532290066274,-0.00193856396457564,-0.000416008314086155,-0.000580073992175794,-0.0186506851612877,0.00772210275419864,-3.82297254747422e-16,-0.00325391952293441,-0.0279405087812601,-0.120640546432069,0.0119832297211793,-0.0155289682206052,0.206354521538461,-0.131831043654457,0.0694491590314351,0.0306798276598016,0.113532226854412,-0.0179796496914957,0.0252710651960293,-0.12715153149052,-0.239154900856601,-0.0501908450448956,-0.0644672544120032,0.204390935198511,0.00570623416232662,0.700355016250149,0.0974825687661821,0.0876477241588835,-0.0800236301574558,0.148380116179114
"rating1_cnt",-0.147469934724388,-0.00271469735774149,0.109692841831293,0.238466417575817,-0.29075734866927,0.0261783379774847,0.00645839072587009,-0.178669285643955,0.125847820009749,-0.0763661914043731,-0.0153932521479061,0.0284820374390548,0.0344243840221943,-0.0151080990205683,0.000696289797585468,0.00634917408867051,-0.00144567776375619,-0.0029347080237059,0.116577735346516,-0.0248174107988916,-0.00750200099775367,0.00512204298588631,0.00128452354727169,0.00313296035237709,-0.00251532290066274,-0.00193856396457564,-0.000416008314086155,-0.000580073992175794,-0.0186506851612877,0.00772210275419864,-3.82297254747422e-16,-0.00325391952293441,-0.0279405087812601,-0.120640546432069,0.0119832297211794,-0.0155289682206054,0.206354521538461,-0.131831043654457,0.0694491590314345,0.0306798276598007,0.113532226854411,-0.0179796496914965,0.0252710651960307,-0.127151531490521,-0.239154900856602,-0.0501908450448945,-0.064467254412003,0.20439093519851,0.00570623416232799,-0.70035501625015,-0.0974825687661821,0.0876477241588837,-0.0800236301574557,0.148380116179114
"rating5_cnt",-0.209339671022923,0.040911572069516,-0.0526700915978673,-0.135134954917986,0.157892432475458,-0.00779386475754108,0.0149608661515711,-0.0778570889153287,-0.00480755742167815,-0.0322359157663736,-0.000282396733907258,0.0035315524273318,-0.0148202213927485,0.0125877130378493,0.000531176178171551,-0.00676716963487485,-0.00996257337784007,0.0156660691753757,0.28616427087007,-0.0515783025666491,-0.00852786854831676,0.0182204658786772,0.00599655326897853,0.00238439548550496,-0.00160554074502803,0.00247469028449432,0.000637010566424835,-0.000208095593213918,0.338053155857557,-0.280851232310553,1.94138059049214e-15,0.0664104468894293,-0.134155289856459,0.123738039784071,-0.236106103284976,-0.160519145284911,0.284244109072465,0.0353949215490467,-0.187392118509557,0.285494779484899,-0.155286940665428,-0.091788018921663,-0.173138485270777,-0.28386304426246,0.0615798451976797,-0.183935315872042,0.156144801463215,-0.136466688557661,-0.00466882513174492,1.17433911284815e-17,-1.68749283161381e-16,-0.240900594876779,-0.122300504292891,0.086873782881185
"Avg_sentiment_score",-0.221178131642716,0.00702685444323558,0.029278955967684,0.00313110441405082,-0.0373981578828437,0.00131251182222353,-0.0346632298294698,0.202217230891627,-0.104081077519195,0.104799372183649,-0.0150138574866587,-0.0237040626768794,0.0124582732221408,-0.0331073152053955,-0.0176311752349928,-0.00266080798171887,-0.00750714040563428,-0.00219090876532313,0.111364056312979,-0.0133122987441417,-0.00384315723148282,0.00771753979671926,0.00224138125546435,-0.00222611529721354,-0.00082839586709689,0.000267616623454479,0.000268333495927086,-8.49788386525263e-06,0.382964085312435,0.332399108154412,-1.05432469336018e-14,0.375362548671177,0.096218696723298,-0.0916138608581953,0.0420904955239408,-0.150840700052659,0.0792178404584096,0.178090661781639,-0.158704818733299,0.156657533854876,-0.054040875645616,-0.128815464352732,-0.0388637525319371,0.404926770048379,-0.0135992061651874,0.232574222423246,-0.0570248117362437,0.302566621534008,0.00865464049950109,1.11389949678212e-17,-1.06792091602369e-16,0.080188189253594,0.034802243387577,-0.00693820005512358
"Total_sentiment_score",-0.224439602696051,0.00808963031886466,0.0339555724953574,0.0179224841005628,-0.0520165889360023,0.00306572049714426,-0.0298219707945461,0.161022351885614,-0.0823142626623947,0.0849049401830899,-0.0147797393367023,-0.0183321734593738,0.0142701668674075,-0.0273594122598044,-0.0135264697186977,0.000259629883893964,-0.00437694941219845,-0.00583595589370989,0.0258095645692505,0.000551091904340539,-0.00148595910740767,0.00229944320986427,0.000568345987851053,-0.00248249164076997,-0.000389236242824792,-0.000289829068993433,9.63437364199578e-05,-2.49113594142602e-06,-0.178466401662596,-0.137827621972863,-5.19802473167118e-15,0.0807155537169362,0.254874961523657,0.0370210323108309,0.0820281726426349,0.0998357311891461,-0.286879575619793,0.0252612616179344,0.165563536203417,0.237187904756375,-0.221496087142016,0.202253974396862,-0.191497557987488,-0.201307214932299,0.238987888797548,0.111965495233028,0.124987683099934,0.121642502254386,-4.41078278204912e-05,-7.46018063082129e-17,-7.38803928929851e-17,0.312872114645411,-0.427978920218219,0.216475027427552
"Amz_Avg_Positive_sent_score",-0.225031136328381,0.0111923025248126,0.0217381790927234,-0.00900513279164801,-0.0195582122562707,0.000710819818137836,-0.0287566413466279,0.165976254912764,-0.0903119322522575,0.0872573289033788,-0.013625585177947,-0.0199655755188755,0.0100426212351533,-0.0275002394512644,-0.0151213486962164,-0.00260100020539147,-0.00733257022902383,-0.000914799640969015,0.117218654643018,-0.0153129525643457,-0.00401562206028582,0.00803065689171193,0.00239257679136987,-0.00178679452308635,-0.000854789885328396,0.000410888013416975,0.000281171255483487,-3.16521069832369e-05,-0.307017371071649,-0.0052332534638056,6.73081143722573e-15,-0.214745144445311,-0.054247035664742,0.13080420877939,-0.020602556478831,0.188833455031449,0.0368100698924342,0.209720933370547,-0.0547279789768334,-0.0456442863970806,-0.0843945790928166,-0.0917599396682144,-0.3502855778846,0.306802311020751,-0.317549256447244,-0.199460614124667,0.20140251210892,-0.0881716219253497,-0.00368533355389047,-4.47118196321612e-16,5.17991976152038e-17,0.036064296361862,0.304618933563307,0.354918516456663
"Amz_Total_Positive_sent_score",-0.22794042479258,0.0122798545947241,0.0260770281534935,0.00508190357297324,-0.0331891331026539,0.00236941559956098,-0.0238440027276025,0.124627145242398,-0.0686402267061622,0.0671750661617865,-0.0132980286181118,-0.0145760248668421,0.0118454342219012,-0.0210858218968241,-0.0105927552895676,0.000721674107830567,-0.00367076730189702,-0.00529444154149485,0.0141669968229796,0.00160780059353672,-0.00110466122147706,0.00155540898229055,0.000393490331209296,-0.00219796437637175,-0.0002935791285738,-0.000222914036103429,8.61332790723644e-05,-1.24846701611858e-05,0.248593320013846,0.249287783033009,-2.54387022155301e-15,0.355229607489356,-0.14839128369797,0.109728518903439,-0.0839517326472787,0.137706377044387,-0.213997826732304,-0.172402340096715,0.216361359841818,-0.423460905152244,0.225206736699912,-0.00880121189570417,0.0346670546244317,-0.284967667101137,0.124397203145546,-0.182636905865663,0.231324165560874,-0.0986983705871039,-0.00336572721234575,-1.57703130643161e-16,1.305178908588e-16,0.00310418143796391,0.164143470598897,0.187914794474413
"Amz_Avg_negative_sent_score",0.172230653302925,-0.0541260557639989,0.0740849330781645,0.14426675649637,-0.19340572904932,0.00649391829286295,-0.0513550014631224,0.321053667206962,-0.106470891269202,0.151465523624275,-0.00816282940449478,-0.031500286311144,0.0219806826221318,-0.0486360453310055,-0.0201703044043407,0.000794422953025923,0.00217120805991799,-0.0141100536689867,-0.133827391327179,0.0316515171714626,0.00426243744354473,-0.00815980876895387,-0.00309497695143586,-0.00402003507316272,0.000789033489172491,-0.0018764298782056,-0.000307188130801243,0.000283475733408119,-0.10666261909695,-0.0576975387498939,3.31937440248337e-15,0.191013715535975,-0.0388324865287048,0.202220323764799,-0.0842694359785984,-0.000375506891817007,0.0407665755038551,-0.0718156638141468,0.127675899389411,0.0265345259663316,-0.0215061409311516,-0.488287730301362,-0.155145497349188,-0.0785918375759865,-0.0906864553551293,0.0747204024911472,-0.422929163675846,-0.225947193460364,-0.00259068237641354,2.33366553696856e-16,-5.32914941730565e-17,-0.214504006410403,-0.229252814585447,0.0645312976182582
