kohl_product_id,kohl_product_name,kohl_Product_description,kohl_Regular_price,kohl_Shipping,kohl_markdown_price,kohl_final_price,kohl_additional_info,kohl_price_promo,kohl_Availability,Extraction_Date,TCIN,kohl_disc_perc,week_nmb,amazon_product_id,amazon_product_name,amazon_Product_description,amazon_Regular_price,amazon_Shipping,amazon_markdown_price,amazon_final_price,amazon_additional_info,amazon_price_promo,amazon_Availability,amazon_disc_perc,target_product_id,target_product_name,target_Product_description,target_Regular_price,target_Shipping,target_markdown_price,target_final_price,target_additional_info,target_price_promo,target_Availability,target_disc_perc,kohl_pdt_desc_length,price_diff_amazon_final_pr,Price_diff_target_final_pr,Price_diff_amazon_reg_pr,Price_diff_target_reg_pr,Price_rat_amazon_final_pr,Price_rat_target_final_pr,Price_rat_amazon_reg_pr,Price_rat_target_reg_pr,Availability_flag,firstdate,lastdate,Recency_week,Recency_Month,TCIN_var,max_tcin_price,min_tcin_price,Gross_sales,Net_Sales
1194240,McKlein Reagan Briefcase,Pure luxury. You'll love this McKlein Reagan briefcase. Shop our full selection of luggage at Kohls.com.,239.99,0,191.99,191.99,n/a,n/a,Yes,04/22/2013,13618425,0.2000083337,21,,,,,,,,,,,,13618425,McKlein Leather Attache Case - Black,Carry and store your important papers in style and elegance with the McKlein attach? case. It features an interior pocket for easy organization and has a built-in lock for security.,140,0,0,140,n/a,n/a,Yes,0,104,,51.99,,99.99,,1.3713571429,,1.7142142857,1,04/22/2013,09/02/2013,35,3,1,191.99,191.99,0,0
489720,McKlein Sheridan Detachable-Wheeled Catalog Case,Take this case anywhere. You'll be able to rely on this McKlein Sheridan detachable-wheeled catalog case. In black.,479.99,0,383.99,383.99,n/a,n/a,Yes,04/22/2013,11470751,0.2000041668,21,B002MXVEOO,"McKlein USA Sheridan Leather Wheeled 17"" Laptop Catalog Case",n/a,179.59,0,179.59,179.59,& FREE Shipping.,You Save: $140.41 (44%),Yes,0,11470751,"McKleinUSA Sheridan Detachable-Wheeled Catalog Case - Black (17"")",n/a,305,0,213.5,213.5,n/a,Save $91.50 (30%),Yes,0.3,115,204.4,170.49,300.4,174.99,2.1381480038,1.7985480094,2.6726989253,1.5737377049,1,04/22/2013,09/02/2013,35,3,1,383.99,383.99,,
1194325,McKlein Verona 15.4-in. Laptop Briefcase,A work bag that works. This women's McKlein Verona briefcase will keep your things together. Shop our full selection of luggage at Kohls.com.,189.99,0,180.49,180.49,n/a,n/a,Yes,12/03/2012,13618420,0.0500026317,1,B004YF9BX4,McKlein USA Verona - Ladies' Fly-Through Checkpoint-Friendly Laptop Briefcase,n/a,110.76,0,110.76,110.76,& this item ships for FREE with Super Saver Shipping.,You Save: $69.24 (38%),Yes,0,13618420,McKlein Ladies Leather Checkpoint-Friendly Case - Red,"This red leather checkpoint-friendly case by McKlein is the perfect accessory for air travelers. The adjustable strap makes sure the bag stays comfortable while carried, and the zip closure keeps your accessories tucked safely inside.",144,0,0,144,n/a,n/a,Yes,0,141,69.73,36.49,79.23,45.99,1.6295594077,1.2534027778,1.7153304442,1.319375,1,12/03/2012,09/02/2013,55,3,1,180.49,180.49,0,0
489560,McKlein Walton Expandable Laptop Case,Expand your career options with this McKlein Walton expandable laptop case. In black.,279.99,0,223.99,223.99,n/a,n/a,Yes,04/22/2013,11721804,0.2000071431,21,,,,,,,,,,,,11721804,"McKleinUSA Roosevelt Detachable - Wheeled Laptop Case - Black (17"")",n/a,245,0,171.5,171.5,n/a,Save $73.50 (30%),Yes,0.3,85,,52.49,,34.99,,1.3060641399,,1.1428163265,1,04/22/2013,09/02/2013,35,3,1,223.99,223.99,,
489455,McKlein West Loop Leather Briefcase,Make an executive decision and add this McKlein West Loop leather briefcase to your professional wardrobe. In black.,367.99,0,294.39,294.39,n/a,n/a,Yes,04/22/2013,11470756,0.2000054349,21,B002MXZJ5O,"McKlein USA West Loop Leather 17"" Laptop Case",n/a,133.45,0,133.45,133.45,& FREE Shipping.,You Save: $111.55 (46%),Yes,0,11470756,"McKleinUSA West Loop Expandable Double Compartment Briefcase - Black (17"")",n/a,235,0,164.5,164.5,n/a,Save $70.50 (30%),Yes,0.3,116,160.94,129.89,234.54,132.99,2.2059947546,1.7896048632,2.7575121768,1.5659148936,1,04/22/2013,09/02/2013,35,3,1,294.39,294.39,0,0
489981,McKlein Willowbrook Detachable-Wheeled Briefcase,This women's McKlein Willowbrook briefcase will be a sharp addition to your everyday life. In an assortment of colors.,284.99,0,0,284.99,n/a,n/a,Yes,08/05/2013,11721795,0,36,,,,,,,,,,,,11721795,McKleinUSA Willowbrook Detachable Wheeled Ladies' Briefcase - Green,n/a,275,0,192.5,192.5,n/a,Save $82.50 (30%),No,0.3,118,,92.49,,9.99,,1.4804675325,,1.0363272727,1,08/05/2013,09/02/2013,20,3,3,284.99,284.99,0,0
489427,McKlein&reg; Bucktown Leather Briefcase,Take it to the top with this McKlein Bucktown leather briefcase. In black.,322.99,0,290.69,290.69,n/a,n/a,Yes,04/29/2013,11470752,0.1000030961,22,B002ABZ1RO,"McKlein USA Bucktown Leather 17"" Laptop Case",n/a,120.9,0,120.9,120.9,& FREE Shipping.,You Save: $94.10 (44%),Yes,0,11470752,"McKleinUSA Bucktown Double Compartment Briefcase - Black (17"")",n/a,200,0,140,140,n/a,Save $60.00 (30%),Yes,0.3,74,169.79,150.69,202.09,122.99,2.4043837883,2.0763571429,2.6715467328,1.61495,1,04/22/2013,07/08/2013,35,5,1,290.69,290.69,0,0
489589,McKlein&reg; Damen Wheeled Leather Laptop Case,Get on the road to a luxurious life with this McKlein Damen wheeled leather laptop case.,449.99,0,404.99,404.99,n/a,n/a,Yes,05/27/2013,589832,0.1000022223,26,B00061W8OO,"McKlein USA Damen Leather Wheeled 17"" Laptop Case",n/a,168.71,0,0,168.71,n/a,n/a,Yes,0,589832,McKlein Leather Detachable Wheeled Computer Case - 80714,n/a,382.99,0,0,382.99,n/a,n/a,Yes,0,88,236.28,22,281.28,67,2.4005097505,1.0574427531,2.667239642,1.1749392935,1,04/22/2013,09/02/2013,35,3,1,404.99,404.99,,
733381,McKlein&reg; Flournoy 15.4-in. Laptop Briefcase,Take your urban style to the edge with this McKlein briefcase. This sleek laptop case complements your professional look. Enjoy the sophisticated style of this laptop briefcase.,279.99,0,251.99,251.99,n/a,n/a,Yes,06/10/2013,13618436,0.1000035716,28,B003VGVJB4,McKlein USA V Series Flournoy Leather Double Compartment Laptop Case,n/a,106.68,0,0,106.68,n/a,n/a,Yes,0,13618436,McKlein Leather Double Compartment Case - Black,"Take your office with you with this double compartment case from McKlein. The padded pocket keeps your laptop safe, and the second pocket is ideal for storing paperwork. The adjustable strap makes carrying this piece comfortable.",185,0,148,148,n/a,Save $37.00 (20%),Yes,0.2,177,145.31,103.99,173.31,94.99,2.3621109861,1.7026351351,2.6245781777,1.5134594595,1,04/22/2013,09/02/2013,35,3,1,251.99,251.99,0,0
489585,McKlein&reg; Halsted Leather Laptop Case,Be the president of perfect style with this McKlein Halsted leather laptop case.,284.99,0,227.99,227.99,n/a,n/a,Yes,04/22/2013,589847,0.2000070178,21,B00061W8RQ,McKleinUSA HALSTED Leather Brown Double Compartment Laptop Case,"Sleek, stylish bar-top design Front organizer pocket with storage space for media devices, business cards, key holder and pens Front compartment provides storage space for files and documents Back compartment padded with built-in 10 mm high-density foam laptop sleeve that protects laptops up to 15.4 in size and has organizer pockets for media devices Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage Non-slip, shock absorbing comfortable shoulder strap helps alleviating body strain",107.99,0,107.99,107.99,& FREE Shipping.,You Save: $82.01 (43%),Yes,0,589847,McKlein Leather Double Compartment Computer Case - 80334,n/a,107.99,0,0,107.99,n/a,n/a,Yes,0,80,120,120,177,177,2.1112140013,2.1112140013,2.6390406519,2.6390406519,1,04/22/2013,09/02/2013,35,3,1,227.99,227.99,0,0
489605,McKlein&reg; LaSalle Wheeled Laptop Overnight Bag,Travel smart with this McKlein LaSalle wheeled laptop overnight bag. In black.,449.99,0,359.99,359.99,n/a,n/a,Yes,04/22/2013,589792,0.2000044445,21,B00061W89E,McKleinUSA LASALLE 83405 Black 17-Inch Wheeled Laptop Overnight,"Front zipper pocket for small miscellaneous items Front organizer pocket with storage space for media devices, cell phone, business cards, key holder and pens Front compartment is padded to protect laptops up to 17 in size and a file pocket for documents Middle compartment duals as storage space for overnight clothing or electronic devices Back Compartment with 2 storage pockets for cables, umbrella, batteries and small miscellaneous items Dual Laptop Protection System uses a high-tech ABS honeycomb frame to protect from exterior impact and a 10 mm high-density foam that helps absorb shock and prevent moisture intake Smart Attachment Strap allows transport on extended handles of other rolling cases and luggage Bonus! Snap-secured detachable laptop shuttle/briefcase that protects laptops up to 15.4 in size Advanced, non-slip, shock absorbing neoprene Comfort Flex Shoulder Strap stretches for comfort, alleviating body strain",166.13,0,0,166.13,n/a,n/a,Yes,0,589792,"McKlein Leather 17"" Wheeled Computer Overnight - 83405",n/a,299.29,0,209.5,209.5,n/a,Save $89.79 (30%),Yes,0.3000100237,78,193.86,150.49,283.86,150.7,2.1669174743,1.7183293556,2.7086618913,1.5035250092,1,04/22/2013,09/02/2013,35,3,1,359.99,359.99,,
489567,McKlein&reg; Pearson Expandable Laptop Briefcase,Designed for the digital age. You'll love this McKlein Pearson expandable laptop case. In black.,262.99,0,210.39,210.39,n/a,n/a,Yes,04/22/2013,11721793,0.2000076049,21,,,,,,,,,,,,11721793,McKleinUSA Pearson Expandable Double Compartment Briefcase - Black,n/a,118.99,0,95.19,95.19,n/a,Save $23.80 (20%),Yes,0.2000168081,96,,115.2,,144,,2.2102111566,,2.2101857299,1,04/22/2013,09/02/2013,35,3,1,210.39,210.39,0,0
489560,McKlein&reg; Walton Expandable Laptop Case,Expand your career options with this McKlein Walton expandable laptop case. In black.,279.99,0,251.99,251.99,n/a,n/a,Yes,06/10/2013,11721804,0.1000035716,28,B002QFXDN8,McKleinUSA ROOSEVELT 74555 Black 17 Detachable-Wheeled Laptop Case,"Exclusive to McKleinUSA! Patented 2-in-1 Detachable Wheel and Handle System Front zipper pocket for small miscellaneous items Front organizer pocket for media devices, cell phone, business cards, key holder and pens Front compartment duals as an easy overnighter or an electronic device storage space Middle compartment provides room for document needs and includes a detachable laptop briefcase Back compartment padded to protect laptops up to 17 in size Dual Laptop Protection System uses a high-tech ABS honeycomb frame to protect laptop from exterior impact and a 10mm high-density foam to help absorb shock and prevent moisture intake Smart Attachment Strap and Smart Zipper Attachment allows transport on extended handles of other rolling cases and luggage Bonus! Protective Weatherproof Cover Advanced, non-slip, shock absorbing neoprene Comfort Flex Shoulder Strap stretches for comfort, alleviating body strain",142.73,0,142.73,142.73,& FREE Shipping.,You Save: $127.27 (47%),Yes,0,11721804,"McKleinUSA Roosevelt Detachable - Wheeled Laptop Case - Black (17"")",n/a,270,0,202.5,202.5,n/a,Save $67.50 (25%),No,0.25,85,109.26,49.49,137.26,9.99,1.7655012962,1.2443950617,1.9616758915,1.037,1,04/22/2013,09/02/2013,35,3,1,251.99,251.99,,
489455,McKlein&reg; West Loop Leather Briefcase,Make an executive decision and add this McKlein West Loop leather briefcase to your professional wardrobe. In black.,367.99,0,0,367.99,n/a,n/a,Yes,05/13/2013,11470756,0,24,B002MXZJ5O,"McKlein USA West Loop Leather 17"" Laptop Case",n/a,133.45,0,133.45,133.45,& FREE Shipping.,You Save: $111.55 (46%),Yes,0,11470756,"McKleinUSA West Loop Expandable Double Compartment Briefcase - Black (17"")",n/a,235,0,176.25,176.25,n/a,Save $58.75 (25%),Yes,0.25,116,234.54,191.74,234.54,132.99,2.7575121768,2.0878865248,2.7575121768,1.5659148936,1,04/22/2013,09/02/2013,35,3,1,367.99,367.99,0,0
1426000,Nintendo Mario Kart 7 Lenticular Backpack - Kids,"With a lenticular Mario Kart 7 racing graphic and reflective accent, this boys' Nintendo backpack is a winning choice for carrying his school books. In blue.",29.99,0,17.99,17.99,n/a,n/a,Yes,07/22/2013,14444494,0.4001333778,34,,,,,,,,,,,,14444494,"Nintendo Mario 16"" Backpack - Blue","Your Nintendo Mario fan will want to carry this 16"" backpack to school. The backpack features durable double zippers; padded, adjustable shoulder straps; front organizers to keep everything close at hand, plus 2 stretchy side pockets for water bottles and the like.",15.99,0,0,15.99,n/a,n/a,Yes,0,157,,2,,14,,1.1250781739,,1.875547217,1,07/22/2013,09/02/2013,22,3,1,17.99,17.99,,
1305855,Rockland 2-pc. Luggage Set,This Rockland set will have you going places. Its lightweight design and durable construction are sure to make this set your favorite. Shop our full selection of luggage at Kohls.com.,79.99,0,0,79.99,n/a,n/a,Yes,01/07/2013,14337779,0,6,B00503FUWA,Rockland Luggage Two-Piece Printed Luggage Set,n/a,31.35,0,31.35,31.35,& this item ships for FREE with Super Saver Shipping and Free Returns.,You Save: $48.64 (61%),Yes,0,14337779,"Rockland 19"" Rolling Carry On With Tote - Red","Make a statement when you travel! The Rockland Red 19 Rolling Carry-On with Tote will stand out and hold up. The set features an expandable upright and matching tote made from heavy-duty EVA-molded high-count fabric. The upright has a retractable handle, EZ-Roll in-line skate wheels, back zippered pockets, inside pockets and a lock and keys. The tote includes a detachable and adjustable non-slip shoulder strip and a spacious main compartment. Both pieces are fully lined and have durable hardware.",39.99,0,0,39.99,n/a,n/a,Yes,0,183,48.64,40,48.64,40,2.5515151515,2.0002500625,2.5515151515,2.0002500625,1,01/07/2013,09/02/2013,50,3,1,79.99,79.99,1,1
1309599,Rockland 3-pc. Hardside Spinner Luggage Set,Essential. This Rockland luggage set is just what you need to get your trips headed in the right direction. Shop our full selection of luggage at Kohls.com. In red.,479.99,0,311.99,311.99,n/a,n/a,Yes,04/22/2013,11878083,0.3500072918,21,B002UO8XJO,Rockland Luggage Celebrity 3 Piece Luggage Set,n/a,160,0,160,160,& FREE Shipping and Free Returns.,You Save: $320.00 (67%),Yes,0,11878083,Rockland Hard Sided Luggage Set - Red (3 pc),"This hard-sided luggage set looks fancy in a red color while providing safety to your personal items. With a polyester shell, this luggage provides protection against bumps and drops, while providing enough space for multi-day trips.",189.99,0,132.99,132.99,n/a,n/a,Yes,0.3000157903,164,151.99,179,319.99,290,1.9499375,2.3459658621,2.9999375,2.5263961261,1,04/22/2013,09/02/2013,35,3,1,311.99,311.99,,
1309440,Rockland 4-pc. Luggage Set,"Rockland luggage eliminates pre-vacation stress. The set includes two wheeled uprights, a wheeled carry-on and an overnight travel bag, so you're prepared for any trip. Shop our full selection of luggage at Kohls.com. In brown/multi.",239.99,0,167.99,167.99,n/a,n/a,Yes,04/22/2013,12193970,0.3000125005,21,B00363V3K4,Rockland Luggage Four-Piece Luggage Set,n/a,88.57,0,88.57,88.57,& FREE Shipping and Free Returns.,You Save: $151.42 (63%),Yes,0,12193970,Rockland 4-pc. Luggage Set,n/a,99.09,0,0,99.09,n/a,n/a,Yes,0,233,79.42,68.9,151.42,140.9,1.8966918821,1.6953274801,2.7096082195,2.4219396508,1,04/22/2013,09/02/2013,35,3,1,167.99,167.99,0,0
1309880,Rockland Black Polka-Dot Duffel Bag,Luggage that lasts and elevates your style at the same time. You'll look fantastic with this Rockland duffel bag in tow. Shop our full selection of luggage at Kohls.com. In black/multi.,29.99,0,23.99,23.99,n/a,n/a,Yes,06/03/2013,14508280,0.2000666889,27,B003I6TL94,Rockland Luggage 19 Inch Tote Bag,n/a,19.99,4.98,19.99,19.99,& FREE Shipping and Free Returns.,You Save: $10.01 (33%),Yes,0,14508280,"Rockland 19"" Duffle Bag - New Black Dot","This 19-inch duffel from Rockland makes an ideal carry-on or weekend getaway bag. Made from 600 denier polyester, it features a black, white and gray polka dot design. The U-shaped top opening provides easy access to the spacious main compartment, while exterior zippered pockets keep keys and other essentials close at hand. Dual carry handles and a detachable shoulder strap offer comfortable carrying options.",16,0,0,16,n/a,n/a,Yes,0,185,4,7.99,10,13.99,1.20010005,1.499375,1.5002501251,1.874375,1,06/03/2013,09/02/2013,29,3,1,23.99,23.99,2,2
1299175,Rockland Black Wheeled Backpack,Roll down the road with this Rockland wheeled backpack. It has the organization to get you and your essentials anywhere in style. Shop Kohls.com for other Rockland backpacks to find your favorite color. In black.,79.99,0,39.99,39.99,n/a,n/a,Yes,04/22/2013,13726105,0.5000625078,21,B005FKVGIU,Rockland Luggage 17 Inch Rolling Backpack,n/a,26.4,0,26.4,26.4,& FREE Shipping and Free Returns.,You Save: $53.60 (67%),Yes,0,13726105,Rockland Rolling Backpack - Black,"Organize and transport your books or gear in style with this black rolling backpack from Rockland. This durable polyester bag features side pockets, a roomy organizer pocket and a zip closure. A padded shoulder strap offers comfort and versatility.",26.49,0,0,26.49,n/a,n/a,Yes,0,212,13.59,13.5,53.59,53.5,1.5147727273,1.5096262741,3.0299242424,3.0196300491,1,04/22/2013,09/02/2013,35,3,1,39.99,39.99,5,5
1309721,Rockland Floral & Butterflies Wheeled Duffel Bag,Zip through the terminal in no time with this Rockland wheeled duffel bag. The butterfly design will give you stand out style. Shop our full selection of luggage on Kohls.com. In purple/black.,69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,13295784,0.400057151,21,B004HKY9ZQ,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,25,0,25,25,& FREE Shipping and Free Returns.,You Save: $44.00 (64%),Yes,0,13295784,"Rockland Rolling Duffle Bag - Garden (22"")",n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,192,16.99,12,44.99,40,1.6796,1.4001333778,2.7996,2.333777926,1,04/22/2013,09/02/2013,35,3,1,41.99,41.99,0,0
1309890,Rockland Giraffe Duffel Bag,Luggage that lasts and elevates your style at the same time. You'll look fantastic with this Rockland duffel bag in tow. Shop our full selection of luggage at Kohls.com.,29.99,0,23.99,23.99,n/a,n/a,Yes,06/03/2013,14506399,0.2000666889,27,B002B4IQ9A,Rockland Luggage 19 Inch Tote Bag,n/a,19.99,4.98,19.99,19.99,& FREE Shipping and Free Returns.,You Save: $10.01 (33%),Yes,0,14506399,"Rockland 19"" Duffle Bag - Pink Giraffe","This 19-inch duffel from Rockland makes an ideal carry-on or weekend getaway bag. Made from 600 denier polyester, it features a fun giraffe print and bright pink trim. The U-shaped top opening provides easy access to the spacious main compartment, while exterior zippered pockets keep keys and other essentials close at hand. Dual carry handles and a detachable shoulder strap offer comfortable carrying options.",16,0,0,16,n/a,n/a,Yes,0,169,4,7.99,10,13.99,1.20010005,1.499375,1.5002501251,1.874375,1,06/03/2013,09/02/2013,29,3,1,23.99,23.99,4,4
1309672,Rockland Giraffe Wheeled Duffel Bag,"This Rockland wheeled duffel will get your style off the ground. The giraffe pattern offers fashionable flair, while the skate-wheels will help you fly through any airport. Shop our full selection of luggage on Kohls.com. In black/pink/off-white.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,11261176,0.400057151,21,B002B4RNPI,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,11261176,Rockland Pink Giraffe Rolling Duffle Bag - 22,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,246,12.99,12,40.99,40,1.4479310345,1.4001333778,2.4134482759,2.333777926,1,04/22/2013,09/02/2013,35,3,1,41.99,41.99,2,2
1309709,Rockland Heart Wheeled Duffel Bag,"Heartwarming style. You'll love this Rockland wheeled duffel bag. The heart graphics create a lovely look, while the lightweight design makes this luggage a must-have. Find more luggage on Kohls.com. In pink/black/multi.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,12403905,0.400057151,21,B003AJR7D6,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,12403905,Rockland Rolling Duffle Bag - Pink,n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,220,12.99,12,40.99,40,1.4479310345,1.4001333778,2.4134482759,2.333777926,1,04/22/2013,09/02/2013,35,3,1,41.99,41.99,0,0
1309697,Rockland Leopard Wheeled Duffel Bag,"This Rockland wheeled duffel bag offers wild style. The leopard print will move your fashion forward, while the in-line skate wheels will help you zip through any terminal. Shop our full selection of luggage on Kohls.com.",69.99,0,41.99,41.99,n/a,n/a,Yes,06/03/2013,14508429,0.400057151,27,B0087TMMYS,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,26.57,0,26.57,26.57,& FREE Shipping and Free Returns.,You Save: $42.43 (61%),Yes,0,14508429,"Rockland 22"" Rolling Duffle Bag - Leopard","Make travel simple and stylish with this 22-inch rolling duffel bag from Rockland. Covered in 600 denier polyester, it features a classic brown leopard print. The U-shaped top opening provides easy access to the spacious main compartment, while exterior zippered pockets keep keys and other essentials close at hand. A telescoping handle and smooth-rolling skate wheels deliver effortless mobility.",29,0,0,29,n/a,n/a,Yes,0,221,15.42,12.99,43.42,40.99,1.5803537825,1.4479310345,2.6341738803,2.4134482759,1,06/03/2013,09/02/2013,29,3,2,41.99,41.99,1,1
1309803,Rockland Love Wheeled Duffel Bag,"This Rockland wheeled duffel is tailored to your taste. The heart graphics create a lovely look, while the lightweight design will have you flying through the airport in no time. Shop our full selection of luggage on Kohls.com. In purple/red/multi.",69.99,0,41.99,41.99,n/a,n/a,Yes,04/22/2013,13295815,0.400057151,21,B004HKQKEY,"Rockland Luggage Rolling 22"" Duffle Bag",n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $40.00 (58%),Yes,0,13295815,"Rockland Rolling Duffle Bag - Love (22"")",n/a,29.99,0,0,29.99,n/a,n/a,Yes,0,248,12.99,12,40.99,40,1.4479310345,1.4001333778,2.4134482759,2.333777926,1,04/22/2013,09/02/2013,35,3,1,41.99,41.99,0,0
1309826,Rockland Luca Vergani Giraffe 2-pc. Cosmetic Bag Set,Keep all of your traveling essentials organized with this Rockland Luca Vergani cosmetic bag set. The sleek and sturdy design of these bags ensures the protection of your personal items. Shop our full selection of luggage at Kohls.com.,99.99,0,45,45,n/a,n/a,Yes,04/22/2013,11261194,0.5499549955,21,B002B4IQEK,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,n/a,29,0,29,29,& FREE Shipping and Free Returns.,You Save: $46.00 (61%),Yes,0,11261194,Luca Vergani 2-pc. Cosmetic/Toiletry Bag Set - Black,n/a,29.09,0,0,29.09,n/a,n/a,Yes,0,235,16,15.91,70.99,70.9,1.5517241379,1.5469233414,3.4479310345,3.4372636645,1,04/22/2013,09/02/2013,35,3,1,45,45,1,1
1309828,Rockland Luca Vergani Zebra 2-pc. Cosmetic Bag Set,Keep all of your traveling essentials organized with this Rockland Luca Vergani cosmetic bag set. The sleek and sturdy design of these bags ensures the protection of your personal items. Shop our full selection of luggage at Kohls.com.,99.99,0,45,45,n/a,n/a,Yes,04/22/2013,11261186,0.5499549955,21,B003XIL34S,Rockland Luggage Luca Vergani 2 Piece Cosmetic Set,n/a,18.47,4.98,18.47,18.47,& FREE Shipping and Free Returns.,You Save: $56.53 (75%),Yes,0,11261186,Luca Vergani 2-pc. Cosmetic/Toiletry Bag Set - Black,n/a,24.99,0,0,24.99,n/a,n/a,Yes,0,235,26.53,20.01,81.52,75,2.4363833243,1.8007202881,5.4136437466,4.0012004802,1,04/22/2013,09/02/2013,35,3,2,45,45,1,1
1309395,"Rockland Luggage, 2-pc. Luggage Set",This Rockland set will have you going places.,79.99,0,59.99,59.99,n/a,n/a,Yes,04/15/2013,14337774,0.2500312539,20,B006LQ5NRC,Rockland Luggage 2 Piece Set,n/a,35.09,0,35.09,35.09,& FREE Shipping and Free Returns.,You Save: $44.90 (56%),Yes,0,14337774,"Rockland 19"" Rolling Carry On With Tote - Giraffe","Make a statement when you travel! The Rockland Giraffe 19 Rolling Carry-On with Tote will stand out and hold up. The set features an expandable upright and matching tote made from heavy-duty EVA-molded high-count fabric. The upright has a retractable handle, EZ-Roll in-line skate wheels, back zippered pockets, inside pockets and a lock and keys. The tote includes a detachable and adjustable non-slip shoulder strip and a spacious main compartment. Both pieces are fully lined and have durable hardware.",39.99,0,0,39.99,n/a,n/a,Yes,0,45,24.9,20,44.9,40,1.7096038757,1.5001250313,2.2795668282,2.0002500625,1,01/07/2013,09/02/2013,50,3,1,59.99,59.99,2,2
1309599,"Rockland Luggage, 3-pc. Hardside Spinner Luggage Set",This Rockland luggage set is just what you need to get your trips headed in the right direction. In red.,479.99,0,311.99,311.99,n/a,n/a,Yes,06/03/2013,11878083,0.3500072918,27,B002UO8XJO,Rockland Luggage Celebrity 3 Piece Luggage Set,n/a,128,0,128,128,& FREE Shipping and Free Returns.,You Save: $352.00 (73%),Yes,0,11878083,Rockland Celebrity 3-pc. Hard Sided Luggage Set - Red,"This hard-sided luggage set looks fancy in a red color while providing safety to your personal items. With a polyester shell, this luggage provides protection against bumps and drops, while providing enough space for multi-day trips.",150,0,0,150,n/a,n/a,Yes,0,104,183.99,161.99,351.99,329.99,2.437421875,2.0799333333,3.749921875,3.1999333333,1,04/22/2013,09/02/2013,35,3,1,311.99,311.99,,
1309983,"Rockland Luggage, 3-pc. Polo Equipment Expandable Spinner Luggage Set",Look good on the go with this Rockland Polo Equipment luggage set.,479.99,0,239.99,239.99,n/a,n/a,Yes,06/03/2013,14502495,0.5000104169,27,B004FMC71E,Rockland Luggage Fusion 3 Piece Set,n/a,127.2,0,127.2,127.2,& FREE Shipping and Free Returns.,You Save: $352.79 (73%),Yes,0,14502495,Rockland Fusion 3-pc. Expandable Spinner Luggage Set - Black Dot,"With the Rockland Fusion three-piece luggage set, you'll be prepared for a weekend getaway, a month-long trip and everything in between. This set includes a 20-inch, a 24-inch and a 28-inch upright suitcase. Made from durable polyester, each piece features an expandable design, interior mesh pockets and tie-down straps. Multi-directional spinner wheels offer easy maneuverability, and the push-button telescoping handle is easy to operate. With its black, white and gray polka-dot pattern, the Black Dot luggage set will be easy to spot at the baggage carousel.",159,0,127.2,127.2,n/a,n/a,Yes,0.2,66,112.79,112.79,352.79,320.99,1.8867138365,1.8867138365,3.7735062893,3.0188050314,1,06/03/2013,09/02/2013,29,3,2,239.99,239.99,0,0
1309603,"Rockland Luggage, 3-pc. Spinner Luggage Set",Your travel style will take off with this Rockland luggage set,479.99,0,263.99,263.99,n/a,n/a,Yes,06/03/2013,14502768,0.4500093752,27,B004554DT0,Rockland Luggage Rome Polycarbonate 3 Piece Luggage Set,n/a,149.94,0,149.94,149.94,& FREE Shipping and Free Returns.,You Save: $330.06 (69%),Yes,0,14502768,Rockland Rome 3-pc. Hybrid ABS Luggage Set - Black,"Make travel easier and more stylish with the Rome hybrid three-piece luggage set from Rockland. Made from the same material used to manufacture bulletproof glass, this set is durable, protective and extremely lightweight. Each piece features four multi-directional spinner wheels and a push-button telescoping handle for easy maneuverability. This set comes in go-anywhere black, and it includes a 20-inch, a 23-inch and a 28-inch upright.",160,0,120,120,n/a,n/a,Yes,0.25,62,114.05,143.99,330.05,319.99,1.7606375884,2.1999166667,3.2012138189,2.9999375,1,06/03/2013,09/02/2013,29,3,2,263.99,263.99,0,0
