"Quarter","Week","Location_NMR","Merch_Division_NMR","Merch_Division_TEXT","Item_Type_Code","Item_Type_Desc","Item_Type_Desc_Code","Stock_Status","CAD_Sales_Dollar","CAD_Sales_Dollar_Comp","Comp_Weekly_Sales_Units","Sales_Units","Cost","Inventory_On_Hand_Dollar","Inventory_On_Hand_Units","List_Price","Invoice_Count","Margin_Correction_Comp","Margin_Correction","Comp_Cost","Margin_Dollar","Margin_Dollar_Comp","Margin_Per","Avg_Selling_Price","Store","ID_unit","Prob","Stratum"
"1",2015-04-24,3208,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",7870.22,7870.22,34,34,6191.85,100287.9,395,0,37,NA,NA,6191.85,1678.37,1678.37,0.213255792087133,231.477058823529,"LOWE'S OF S. REGINA, SK                           ",2180,0.667808219178082,28
"1",2015-04-24,3208,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",28187.66,28187.66,46,46,21902.51,400532.64,699,0,64,661,661,21902.51,6946.15,6946.15,0.246425208761565,612.775217391304,"LOWE'S OF S. REGINA, SK                           ",2193,0.667808219178082,28
"1",2015-04-24,3007,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",50551.9,50551.9,81,81,38392.51,427790.47,708,728.13,94,1045.93,1045.93,38392.51,13205.32,13205.32,0.261223020301908,624.097530864198,"LOWE'S OF CALGARY - CROSSIRON, AB                 ",2021,0.680272108843537,29
"1",2015-04-24,3007,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",8343.95,8343.95,40,40,6356.14,120242.33,513,1422.75,39,NA,NA,6356.14,1987.81,1987.81,0.238233690278585,208.59875,"LOWE'S OF CALGARY - CROSSIRON, AB                 ",2024,0.680272108843537,29
"1",2015-04-24,3007,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",3356.3,3356.3,3,3,2980.72,58936.22,69,0,3,NA,NA,2980.72,375.58,375.58,0.111902988409856,1118.76666666667,"LOWE'S OF CALGARY - CROSSIRON, AB                 ",2105,0.680272108843537,29
"1",2015-04-24,3007,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",348,348,1,1,291.02,8185.92,28,0,1,NA,NA,291.02,56.98,56.98,0.163735632183908,348,"LOWE'S OF CALGARY - CROSSIRON, AB                 ",2126,0.680272108843537,29
"1",2015-04-24,2633,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",229,229,1,1,166.85,7123.85,24,0,1,NA,NA,166.85,62.15,62.15,0.271397379912664,229,"LOWE'S OF W. SCARBOROUGH, ON                      ",2076,0.702054794520548,30
"1",2015-04-24,2633,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",11939.45,11939.45,14,14,12404.66,88126.48,90,0,16,NA,NA,12404.66,-465.209999999999,-465.209999999999,-0.03896410638681,852.817857142857,"LOWE'S OF W. SCARBOROUGH, ON                      ",2092,0.702054794520548,30
"1",2015-04-24,2633,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",5041.36,5041.36,5,5,4870.68,99077.19,100,0,11,-627.77,-627.77,4870.68,-457.090000000001,-457.090000000001,-0.0906679943507309,1008.272,"LOWE'S OF W. SCARBOROUGH, ON                      ",2121,0.702054794520548,30
"1",2015-04-24,2633,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",101780.69,101780.69,151,151,82465.95,414603.21,746,0,178,1626.26,1626.26,82465.95,20941,20941,0.205746296276828,674.044304635762,"LOWE'S OF W. SCARBOROUGH, ON                      ",2158,0.702054794520548,30
"1",2015-04-24,2633,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",22822.67,22822.67,52,52,19951.35,139566.14,379,0,57,99.08,99.08,19951.35,2970.4,2970.4,0.130151292552537,438.8975,"LOWE'S OF W. SCARBOROUGH, ON                      ",2198,0.702054794520548,30
"1",2015-04-24,3211,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",967.6,967.6,2,2,838.69,99509.6,122,0,2,NA,NA,838.69,128.91,128.91,0.133226539892518,483.8,"LOWE'S OF EDMONTON-WEST, AB                       ",2029,0.633333333333333,31
"1",2015-04-24,3211,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",24079.17,24079.17,39,39,19512.74,444240.59,741,566.68,52,312,312,19512.74,4878.43,4878.43,0.202599591264981,617.414615384615,"LOWE'S OF EDMONTON-WEST, AB                       ",2037,0.633333333333333,31
"1",2015-04-24,3097,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",4670.13,4670.13,22,22,2592.9,77585.64,339,0,27,-18.28,-18.28,2592.9,2058.95,2058.95,0.440876378173627,212.278636363636,"LOWE'S OF VAUGHAN, ON                             ",2032,0.706713780918728,32
"1",2015-04-24,3097,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",229,229,1,1,166.85,7103.71,24,0,1,NA,NA,166.85,62.15,62.15,0.271397379912664,229,"LOWE'S OF VAUGHAN, ON                             ",2048,0.706713780918728,32
"1",2015-04-24,3097,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",13280.14,13280.14,14,14,12997.25,73008.13,82,0,16,NA,NA,12997.25,282.889999999999,282.889999999999,0.0213017332648601,948.581428571429,"LOWE'S OF VAUGHAN, ON                             ",2081,0.706713780918728,32
"1",2015-04-24,3097,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",13181.92,13181.92,30,30,10224.32,215492.46,489,0,49,205.48,205.48,10224.32,3163.08,3163.08,0.239955939650673,439.397333333333,"LOWE'S OF VAUGHAN, ON                             ",2099,0.706713780918728,32
"1",2015-04-24,3097,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",8107.04,8107.04,9,9,6599.31,147171.49,144,0,17,60,60,6599.31,1567.73,1567.73,0.193378841106002,900.782222222222,"LOWE'S OF VAUGHAN, ON                             ",2100,0.706713780918728,32
"1",2015-04-24,3009,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",5396.81,5396.81,13,13,6694.57,113201.22,115,0,25,-1250.68,-1250.68,6694.57,-2548.44,-2548.44,-0.472212288370352,415.139230769231,"LOWE'S OF ORLEANS, ON                             ",2053,0.71841155234657,33
"1",2015-04-24,3009,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",17739.54,17739.54,40,40,13093.7,92661.64,365,0,43,0.65,0.65,13093.7,4646.49,4646.49,0.261928437828715,443.4885,"LOWE'S OF ORLEANS, ON                             ",2073,0.71841155234657,33
"1",2015-04-24,3009,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",947,947,2,2,602.23,6158.65,21,0,2,NA,NA,602.23,344.77,344.77,0.364065469904963,473.5,"LOWE'S OF ORLEANS, ON                             ",2109,0.71841155234657,33
"1",2015-04-24,3009,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",34976.52,34976.52,57,57,29599.7,390172.08,675,0,88,113.92,113.92,29599.7,5490.74,5490.74,0.156983599283176,613.623157894737,"LOWE'S OF ORLEANS, ON                             ",2123,0.71841155234657,33
"1",2015-04-24,3009,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",12473.77,12473.77,11,11,11367.5,104700.31,114,0,16,NA,NA,11367.5,1106.27,1106.27,0.0886877022744527,1133.97909090909,"LOWE'S OF ORLEANS, ON                             ",2195,0.71841155234657,33
"1",2015-04-24,2952,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",1713,1713,3,3,1981.68,65919.5,69,0,6,NA,NA,1981.68,-268.68,-268.68,-0.156847635726795,571,"LOWE'S OF EDMONTON-SOUTH COMMON, AB               ",2106,0.732142857142857,34
"1",2015-04-24,2952,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",1044,1044,3,3,882.57,7766.85,26,0,3,NA,NA,882.57,161.43,161.43,0.154626436781609,348,"LOWE'S OF EDMONTON-SOUTH COMMON, AB               ",2108,0.732142857142857,34
"1",2015-04-24,2952,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",10925.92,10925.92,34,34,7132.4,123649.71,489,1125,34,-0.08,-0.08,7132.4,3793.44,3793.44,0.347196391699738,321.350588235294,"LOWE'S OF EDMONTON-SOUTH COMMON, AB               ",2182,0.732142857142857,34
"1",2015-04-24,2492,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",8571.58,8571.58,6,6,5836.3,84890.59,86,0,8,NA,NA,5836.3,2735.28,2735.28,0.319110362383598,1428.59666666667,"LOWE'S OF BRANTFORD, ON                           ",2035,0.697761194029851,35
"1",2015-04-24,2492,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",41875.95,41875.95,72,72,32547.51,391638,675,0,88,108.02,108.02,32547.51,9436.46,9436.46,0.225343186244133,581.610416666667,"LOWE'S OF BRANTFORD, ON                           ",2134,0.697761194029851,35
"1",2015-04-24,3224,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",25015.68,25015.68,46,46,20164.22,292927.67,556,0,67,312.28,312.28,20164.22,5163.74,5163.74,0.206420133292399,543.819130434783,"LOWE'S OF CAMBRIDGE, ON                           ",2034,0.93859649122807,36
"1",2015-04-24,3224,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",229,229,1,1,166.85,5977.54,19,0,3,NA,NA,166.85,62.15,62.15,0.271397379912664,229,"LOWE'S OF CAMBRIDGE, ON                           ",2057,0.93859649122807,36
"1",2015-04-24,3224,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",-844.9,-844.9,1,1,-192.32,67779.85,74,0,7,NA,NA,-192.32,-652.58,-652.58,0.772375429044857,-844.9,"LOWE'S OF CAMBRIDGE, ON                           ",2119,0.93859649122807,36
"1",2015-04-24,3224,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",10603.84,10603.84,36,36,6792.88,62455.4,312,0,39,-18,-18,6792.88,3792.96,3792.96,0.357696834354347,294.551111111111,"LOWE'S OF CAMBRIDGE, ON                           ",2149,0.93859649122807,36
"1",2015-04-24,3062,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",1938.02,1938.02,4,4,1618.8,67068.57,69,0,9,NA,NA,1618.8,319.22,319.22,0.164714502430315,484.505,"LOWE'S OF N. BURLINGTON, ON                       ",2047,0.809716599190283,37
"1",2015-04-24,3062,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",2726.6,2726.6,4,4,2583.89,69561.56,67,0,7,NA,NA,2583.89,142.71,142.71,0.0523399105112595,681.65,"LOWE'S OF N. BURLINGTON, ON                       ",2058,0.809716599190283,37
"1",2015-04-24,3062,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",NA,NA,NA,NA,NA,7781.77,27,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF N. BURLINGTON, ON                       ",2066,0.809716599190283,37
"1",2015-04-24,3062,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",11276.56,11276.56,38,38,8395.78,67821.69,337,0,51,0.22,0.22,8395.78,2881,2881,0.255485715501891,296.751578947368,"LOWE'S OF N. BURLINGTON, ON                       ",2176,0.809716599190283,37
"1",2015-05-01,2413,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",43852.46,43852.46,93,93,35773.89,307143.53,591,0,105,3288.06,3288.06,35773.89,11366.63,11366.63,0.259201650260898,471.531827956989,"LOWE'S OF NE HAMILTON, ON                         ",2221,0.709219858156028,1
"1",2015-05-01,2413,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",8128.03,8128.03,13,13,9232.75,93021.41,94,0,27,5370.32,5370.32,9232.75,4265.6,4265.6,0.52480121259395,625.233076923077,"LOWE'S OF NE HAMILTON, ON                         ",2327,0.709219858156028,1
"1",2015-05-01,2641,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",2900.76,2900.76,3,3,3097.06,74715.95,75,0,3,NA,NA,3097.06,-196.3,-196.3,-0.0676719204622236,966.92,"LOWE'S OF N.W. LONDON, ON                         ",2220,0.691176470588235,2
"1",2015-05-01,2641,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",10179.73,10179.73,10,10,7490.33,70235.51,74,0,10,1668.8,1668.8,7490.33,4358.2,4358.2,0.428125303912776,1017.973,"LOWE'S OF N.W. LONDON, ON                         ",2346,0.691176470588235,2
"1",2015-05-01,2641,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",42529.77,42529.77,73,73,32483.81,395260.54,704,0,97,223.41,223.41,32483.81,10269.37,10269.37,0.241463097496177,582.599589041096,"LOWE'S OF N.W. LONDON, ON                         ",2386,0.691176470588235,2
"1",2015-05-01,2934,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",63463.71,63463.71,93,93,47738.24,406536.23,714,0,108,503.03,503.03,47738.24,16228.5,16228.5,0.255713068145559,682.405483870968,"LOWE'S OF S. BARRIE, ON                           ",2219,0.703071672354949,3
"1",2015-05-01,2934,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",2347.5,2347.5,3,3,2276.47,92287.46,101,0,5,1467.61,1467.61,2276.47,1538.64,1538.64,0.655437699680511,782.5,"LOWE'S OF S. BARRIE, ON                           ",2388,0.703071672354949,3
"1",2015-05-01,2953,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",NA,NA,NA,NA,NA,7196.65,24,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF CALGARY - MCKENZIE, AB                  ",2212,0.701067615658363,4
"1",2015-05-01,2953,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",7284.03,7284.03,10,10,7328.54,83232.88,83,0,14,3875.41,3875.41,7328.54,3830.9,3830.9,0.52593138688336,728.403,"LOWE'S OF CALGARY - MCKENZIE, AB                  ",2309,0.701067615658363,4
"1",2015-05-01,2953,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",9187.69,9187.69,57,57,6043.53,95303.29,470,1955.33,65,1880.55,1880.55,6043.53,5024.71,5024.71,0.546895900928307,161.187543859649,"LOWE'S OF CALGARY - MCKENZIE, AB                  ",2359,0.701067615658363,4
"1",2015-05-01,2953,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",41735.27,41735.27,60,60,32031.58,448129.04,740,562.62,77,771.13,771.13,32031.58,10474.82,10474.82,0.250982442428191,695.587833333333,"LOWE'S OF CALGARY - MCKENZIE, AB                  ",2400,0.701067615658363,4
"1",2015-05-01,3056,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",50161.67,50161.67,76,76,38308.71,513114.61,882,795.79,118,575.45,575.45,38308.71,12428.41,12428.41,0.247767069956004,660.02197368421,"LOWE'S OF QUEENSBOROUGH, BC                       ",2228,0.696369636963696,5
"1",2015-05-01,3056,37,"APPLIANCES",14,"IN AND OUT                              ",0,"NON-STOCK                               ",NA,NA,NA,NA,NA,489.87,1,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF QUEENSBOROUGH, BC                       ",2240,0.696369636963696,5
"1",2015-05-01,3056,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",11624.54,11624.54,10,10,10160.3,98744.02,182,0,20,3167.77,3167.77,10160.3,4632.01,4632.01,0.398468240463709,1162.454,"LOWE'S OF QUEENSBOROUGH, BC                       ",2293,0.696369636963696,5
"1",2015-05-01,3056,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",349,349,1,1,218.73,8150.88,27,0,1,NA,NA,218.73,130.27,130.27,0.373266475644699,349,"LOWE'S OF QUEENSBOROUGH, BC                       ",2377,0.696369636963696,5
"1",2015-05-01,3056,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",7519.56,7519.56,4,4,7034,95615.95,112,0,7,NA,NA,7034,485.56,485.56,0.0645729271393539,1879.89,"LOWE'S OF QUEENSBOROUGH, BC                       ",2390,0.696369636963696,5
"1",2015-05-01,2640,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",6416.17,6416.17,5,5,6260.4,93392.2,114,0,11,2301.93,2301.93,6260.4,2457.7,2457.7,0.383047830715209,1283.234,"LOWE'S OF YORK, ON                                ",2286,0.56140350877193,6
"1",2015-05-01,2640,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",4767.43,4767.43,4,4,5117.93,86427.75,87,0,7,920.73,920.73,5117.93,570.23,570.23,0.119609517077335,1191.8575,"LOWE'S OF YORK, ON                                ",2310,0.56140350877193,6
"1",2015-05-01,2640,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",57927.53,57927.53,89,89,43524.88,443375.96,776,0,112,279.35,279.35,43524.88,14682,14682,0.253454618210029,650.871123595506,"LOWE'S OF YORK, ON                                ",2364,0.56140350877193,6
"1",2015-05-01,2631,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",13205.49,13205.49,10,10,10544.77,81721.19,83,0,14,858.91,858.91,10544.77,3519.63,3519.63,0.26652778503486,1320.549,"LOWE'S OF S. BRAMPTON, ON                         ",2250,0.701438848920863,7
"1",2015-05-01,2631,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",47479.22,47479.22,67,67,37296.37,389839.95,702,0,93,189.67,189.67,37296.37,10372.52,10372.52,0.21846441453756,708.645074626866,"LOWE'S OF S. BRAMPTON, ON                         ",2276,0.701438848920863,7
"1",2015-05-01,2631,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",9846.53,9846.53,42,42,7981.65,99747.96,336,0,48,44.32,44.32,7981.65,1909.2,1909.2,0.193895717577664,234.44119047619,"LOWE'S OF S. BRAMPTON, ON                         ",2289,0.701438848920863,7
"1",2015-05-01,2631,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",7100.91,7100.91,9,9,6010.86,90736.42,111,0,9,1148.75,1148.75,6010.86,2238.8,2238.8,0.315283534082251,788.99,"LOWE'S OF S. BRAMPTON, ON                         ",2349,0.701438848920863,7
"1",2015-05-01,2631,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",NA,NA,NA,NA,NA,6846.16,24,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF S. BRAMPTON, ON                         ",2361,0.701438848920863,7
"1",2015-05-01,3008,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",497,497,2,2,599.25,68162.52,78,0,3,90.87,90.87,599.25,-11.38,-11.38,-0.022897384305835,248.5,"LOWE'S OF KANATA, ON                              ",2234,0.726937269372694,8
"1",2015-05-01,3008,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",11593.88,11593.88,44,44,8868.36,74083.5,323,0,49,-0.51,-0.51,8868.36,2725.01,2725.01,0.235038658326634,263.497272727273,"LOWE'S OF KANATA, ON                              ",2303,0.726937269372694,8
"1",2015-05-01,3008,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",48087.61,48087.61,78,78,37159.36,354792.66,622,0,87,372.47,372.47,37159.36,11300.72,11300.72,0.23500273771144,616.507820512821,"LOWE'S OF KANATA, ON                              ",2319,0.726937269372694,8
"1",2015-05-01,3096,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",4253.58,4253.58,8,8,4434.1,116021.03,136,0,13,5021.51,5021.51,4434.1,4840.99,4840.99,1.138097790567,531.6975,"LOWE'S OF ETOBICOKE, ON                           ",2244,0.727586206896552,9
"1",2015-05-01,3096,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",9126.73,9126.73,39,39,7543.99,95654.76,375,0,50,-0.07,-0.07,7543.99,1582.67,1582.67,0.173410410957703,234.018717948718,"LOWE'S OF ETOBICOKE, ON                           ",2262,0.727586206896552,9
"1",2015-05-01,3096,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",897,897,3,3,875.59,7291.84,25,0,1,NA,NA,875.59,21.41,21.41,0.0238684503901895,299,"LOWE'S OF ETOBICOKE, ON                           ",2312,0.727586206896552,9
"1",2015-05-01,3096,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",62957.97,62957.97,90,90,48499.23,419569.78,760,0,133,594.72,594.72,48499.23,15053.46,15053.46,0.239103325599602,699.533,"LOWE'S OF ETOBICOKE, ON                           ",2381,0.727586206896552,9
"1",2015-05-01,3010,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",50239.07,50239.07,76,76,37966.37,408220.11,703,0,94,108.74,108.74,37966.37,12381.44,12381.44,0.246450421952476,661.040394736842,"LOWE'S OF S. WINDSOR, ON                          ",2258,0.755555555555556,10
"1",2015-05-01,3010,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",8754.21,8754.21,43,43,6880.75,88916.44,334,0,46,41.32,41.32,6880.75,1914.78,1914.78,0.218726761181192,203.586279069767,"LOWE'S OF S. WINDSOR, ON                          ",2295,0.755555555555556,10
"1",2015-05-01,3010,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",7445.82,7445.82,8,8,5979.84,81962.22,86,0,8,2085.39,2085.39,5979.84,3551.37,3551.37,0.476961570384457,930.7275,"LOWE'S OF S. WINDSOR, ON                          ",2304,0.755555555555556,10
"1",2015-05-01,3010,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",8474.84,8474.84,5,5,7006.41,99605.32,101,0,9,1269.38,1269.38,7006.41,2737.81,2737.81,0.323051526636491,1694.968,"LOWE'S OF S. WINDSOR, ON                          ",2373,0.755555555555556,10
"1",2015-05-01,2888,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",38738.77,38738.77,69,69,28897.1,405943.46,679,0,82,355.49,355.49,28897.1,10197.16,10197.16,0.263228801533967,561.431449275362,"LOWE'S OF WHITBY, ON                              ",2254,0.622950819672131,11
"1",2015-05-01,2888,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",10549.84,10549.84,7,7,9494.06,99951.34,102,0,9,307.52,307.52,9494.06,1363.3,1363.3,0.129224708621173,1507.12,"LOWE'S OF WHITBY, ON                              ",2282,0.622950819672131,11
"1",2015-05-01,2888,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",9193.78,9193.78,42,42,6581.01,96316.31,361,0,51,139.09,139.09,6581.01,2751.86,2751.86,0.299317582104423,218.899523809524,"LOWE'S OF WHITBY, ON                              ",2308,0.622950819672131,11
"1",2015-05-01,2888,37,"APPLIANCES",14,"IN AND OUT                              ",0,"NON-STOCK                               ",NA,NA,NA,NA,NA,488.32,1,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF WHITBY, ON                              ",2341,0.622950819672131,11
"1",2015-05-01,2888,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",NA,NA,NA,NA,NA,8079.45,28,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF WHITBY, ON                              ",2391,0.622950819672131,11
"1",2015-05-01,2632,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",698,698,2,2,436.14,6772.29,23,0,2,NA,NA,436.14,261.86,261.86,0.375157593123209,349,"LOWE'S OF MAPLE, ON                               ",2224,0.682481751824818,12
"1",2015-05-01,2632,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",28625.44,28625.44,50,50,22918.23,227290.01,506,0,64,609.65,609.65,22918.23,6316.86,6316.86,0.220672939874461,572.5088,"LOWE'S OF MAPLE, ON                               ",2342,0.682481751824818,12
"1",2015-05-01,2632,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",8319.05,8319.05,7,7,6597.41,90033.65,100,0,15,508.75,508.75,6597.41,2230.39,2230.39,0.268106334256916,1188.43571428571,"LOWE'S OF MAPLE, ON                               ",2360,0.682481751824818,12
"1",2015-05-01,3066,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",1,"STOCK                                   ",24746.6,24746.6,39,39,18500.46,336945.63,584,0,72,97.04,97.04,18500.46,6343.18,6343.18,0.256325313376383,634.528205128205,"LOWE'S OF SARNIA, ON                              ",2239,0.673684210526316,13
"1",2015-05-01,3066,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",NA,NA,NA,NA,NA,7617.37,26,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF SARNIA, ON                              ",2255,0.673684210526316,13
"1",2015-05-01,2494,37,"APPLIANCES",14,"IN AND OUT                              ",0,"NON-STOCK                               ",NA,NA,NA,NA,NA,488.32,1,0,NA,NA,NA,NA,0,0,NA,0,"LOWE'S OF N. SCARBOROUGH, ON                      ",2285,0.728813559322034,14
"1",2015-05-01,2494,37,"APPLIANCES",11,"REGULAR                                 ",1,"STOCK                                   ",14901.08,14901.08,38,38,11428.24,103980.88,334,0,42,84,84,11428.24,3556.84,3556.84,0.238696792447259,392.133684210526,"LOWE'S OF N. SCARBOROUGH, ON                      ",2290,0.728813559322034,14
"1",2015-05-01,2494,37,"APPLIANCES",11,"REGULAR                                 ",0,"NON-STOCK                               ",16785.99,16785.99,17,17,14189.96,96283.49,129,0,27,3806.17,3806.17,14189.96,6402.2,6402.2,0.381401394853685,987.411176470588,"LOWE'S OF N. SCARBOROUGH, ON                      ",2339,0.728813559322034,14
"1",2015-05-01,2494,37,"APPLIANCES",18,"WAREHOUSE EXPRESS WHEN NON-STOCK        ",0,"NON-STOCK                               ",5268.95,5268.95,3,3,4203.99,107258.56,112,0,7,292,292,4203.99,1356.96,1356.96,0.257538978354321,1756.31666666667,"LOWE'S OF N. SCARBOROUGH, ON                      ",2370,0.728813559322034,14
"1",2015-05-01,2494,37,"APPLIANCES",14,"IN AND OUT                              ",1,"STOCK                                   ",292.55,292.55,1,1,322.05,6328.28,22,0,3,NA,NA,322.05,-29.5,-29.5,-0.100837463681422,292.55,"LOWE'S OF N. SCARBOROUGH, ON                      ",2395,0.728813559322034,14
