ord_week_nmb,Product_desc,Sales_volume,sales_value,Avg_unit_retail_price,Avg_highest_price,Highest_price,Avg_disc,total_avail
21,Pants_ Cropped_0,3,755,251.6666667,288.3333333,295,0.133333333,21
21,Pants_ Cropped_10,2,466,233,290,295,0.2,14
21,Pants_ Cropped_12,2,342,171,285,285,0.4,1
21,Pants_ Cropped_2,3,730,261.6666667,261.6666667,275,0,0
21,Pants_ Cropped_4,3,730,261.6666667,261.6666667,275,0,0
21,Pants_ Cropped_6,6,1312,218.6666667,246.6666667,295,0.133333333,12
21,Pants_ Cropped_L,3,3435,1145,1145,1175,0,2
21,Pants_ Cropped_M,2,1380,690,690,1085,0,4
21,Pants_ Cropped_S,6,1903,381,979,1150,0.52,7
21,Pants_ Cropped_XS,5,1903,381,979,1150,0.52,5
21,Pants_ Leggings_L,8,5550,693.9375,1058.75,1250,0.325,10
21,Pants_ Leggings_M,12,4861.05,418.0625,970.8333333,1250,0.541666667,10
21,Pants_ Leggings_S,16,6941,434.0625,986.5625,1250,0.528125,84
21,Pants_ Leggings_XS,4,1608,402.5,1150,1150,0.65,18
21,Pants_ Skinny_0,1,80,80.5,230,230,0.65,0
21,Pants_ Skinny_10,2,1285,642.5,687.5,1150,0.2,9
21,Pants_ Skinny_12,8,2126,265.875,465,1150,0.2125,19
21,Pants_ Skinny_2,8,3964,495.9375,1150,1150,0.56875,23
21,Pants_ Skinny_25,5,487,97.5,195,195,0.5,11
21,Pants_ Skinny_26,3,253,84.5,195,195,0.566666667,1
21,Pants_ Skinny_27,1,68,68.25,195,195,0.65,0
21,Pants_ Skinny_28,2,136,68.25,195,195,0.65,5
21,Pants_ Skinny_30,3,454,151.3333333,203.3333333,220,0.266666667,16
21,Pants_ Skinny_4,8,1897,237.1875,353.125,1150,0.18125,29
21,Pants_ Skinny_6,8,2281,285.3125,576.875,1150,0.29375,46
21,Pants_ Skinny_8,5,1595.6,335.5,784,1150,0.39,35
21,Pants_ Straight_Leg_0,13,1850,146.5384615,236.5384615,295,0.384615385,62
21,Pants_ Straight_Leg_10,15,2741,182.8333333,237,275,0.246666667,26
21,Pants_ Straight_Leg_12,9,1103,122.8333333,260.5555556,275,0.522222222,45
21,Pants_ Straight_Leg_2,11,1417,133.9318182,238.6363636,275,0.440909091,82
21,Pants_ Straight_Leg_30,1,220,220,220,220,0,8
21,Pants_ Straight_Leg_32,1,220,220,220,220,0,9
21,Pants_ Straight_Leg_4,15,2038,136.25,249,275,0.443333333,89
21,Pants_ Straight_Leg_6,13,1776,136.7884615,228.0769231,265,0.396153846,57
21,Pants_ Straight_Leg_8,17,2065,130.75,206.875,265,0.375,134
21,Pants_ Straight_Leg_L,7,1371,195.9285714,275,295,0.3,75
21,Pants_ Straight_Leg_M,18,3304,183.6111111,348.3333333,1150,0.405555556,106
21,Pants_ Straight_Leg_S,9,2175,241.8333333,469.4444444,1150,0.377777778,40
21,Pants_ Straight_Leg_XS,15,3618,241.35,498.3333333,1150,0.403333333,44
21,Pants_ Wide_Leg_10,12,2124,177,295,295,0.4,92
21,Pants_ Wide_Leg_12,2,354,177,295,295,0.4,23
21,Pants_ Wide_Leg_2,5,737,147.5,295,295,0.5,97
21,Pants_ Wide_Leg_4,1,177,177,295,295,0.4,17
21,Pants_ Wide_Leg_6,5,915,183,305,345,0.4,69
21,Pants_ Wide_Leg_8,7,1357,177,295,295,0.4,65
21,Pants_ Wide_Leg_L,21,2975,141.6666667,175,175,0.190476191,244
21,Pants_ Wide_Leg_M,30,3360,109.6666667,175,175,0.373333333,258
21,Pants_ Wide_Leg_S,13,1645,126.5384615,175,175,0.276923077,82
21,Pants_ Wide_Leg_XS,16,1977,123.59375,235.9375,1150,0.415625,87
