ord_week_nmb,Product_desc,Sales_volume,sales_value,Avg_unit_retail_price,Avg_highest_price,Highest_price,Avg_disc,total_avail
18,Pants_ Cropped_0,4,436.5,242.5,242.5,275,0,36
18,Pants_ Cropped_10,12,1954.5,245.8333333,245.8333333,295,0,27
18,Pants_ Cropped_12,4,495,275,275,275,0,22
18,Pants_ Cropped_2,13,1799.5,242.3076923,242.3076923,295,0,68
18,Pants_ Cropped_26,3,351,117,195,195,0.4,11
18,Pants_ Cropped_27,3,351,117,195,195,0.4,15
18,Pants_ Cropped_28,1,87.75,117,195,195,0.4,5
18,Pants_ Cropped_29,1,117,117,195,195,0.4,5
18,Pants_ Cropped_32,1,117,117,195,195,0.4,5
18,Pants_ Cropped_4,10,1298.5,231.5,231.5,295,0,24
18,Pants_ Cropped_6,14,1613.5,225.3571429,225.3571429,295,0,27
18,Pants_ Cropped_8,5,671.5,241,241,275,0,8
18,Pants_ Cropped_M,10,6735,708,892,1175,0.16,7
18,Pants_ Cropped_S,1,459,690,1150,1150,0.4,0
18,Pants_ Cropped_XS,2,1035,690,1150,1150,0.4,0
18,Pants_ Leggings_L,2,764.75,437.5,1250,1250,0.65,0
18,Pants_ Leggings_M,9,3998.86,529.0555556,1171.111111,1250,0.538888889,26
18,Pants_ Leggings_S,7,3275.25,538.6785714,1031.428571,1250,0.471428571,35
18,Pants_ Leggings_XS,5,2312.75,502.05,1128,1250,0.55,26
18,Pants_ Skinny_0,1,110.25,245,245,245,0,0
18,Pants_ Skinny_10,7,1650.25,255,255,285,0,9
18,Pants_ Skinny_12,8,882,245,245,245,0,5
18,Pants_ Skinny_2,6,2945,548.3333333,855,1150,0.266666667,1
18,Pants_ Skinny_24,3,321.75,117,195,195,0.4,0
18,Pants_ Skinny_26,6,858,143,195,195,0.266666667,6
18,Pants_ Skinny_27,5,541,108.3,198,210,0.45,0
18,Pants_ Skinny_28,9,941.5,111.1944444,193.8888889,195,0.427777778,2
18,Pants_ Skinny_29,1,117,117,195,195,0.4,0
18,Pants_ Skinny_32,1,117,117,195,195,0.4,0
18,Pants_ Skinny_4,14,5807.25,514.5,822.5,1150,0.314285714,25
18,Pants_ Skinny_6,8,4206.75,564.25,920,1150,0.35,20
18,Pants_ Skinny_8,14,3642.25,371.4285714,502.8571429,1150,0.114285714,25
18,Pants_ Straight_Leg_10,3,555,185,221.6666667,275,0.133333333,25
18,Pants_ Straight_Leg_12,4,654,163.5,272.5,275,0.4,30
18,Pants_ Straight_Leg_2,6,832.75,149.625,241.6666667,275,0.375,65
18,Pants_ Straight_Leg_4,7,1322.5,200.7142857,260.7142857,275,0.228571429,74
18,Pants_ Straight_Leg_6,4,684.25,181,257.5,275,0.3,15
18,Pants_ Straight_Leg_8,4,734.25,193.5,247.5,275,0.2,13
18,Pants_ Straight_Leg_L,3,686,228.75,288.3333333,295,0.216666667,8
18,Pants_ Straight_Leg_M,6,1321,220.2083333,250,275,0.108333333,18
18,Pants_ Straight_Leg_S,10,2376.5,264.625,446,1150,0.405,43
18,Pants_ Straight_Leg_XS,3,437,145.8333333,265,275,0.433333333,2
18,Pants_ Wide_Leg_12,2,590,295,295,295,0,6
18,Pants_ Wide_Leg_2,6,1048,252.6666667,311.6666667,345,0.2,9
18,Pants_ Wide_Leg_4,2,450.25,320,320,345,0,12
18,Pants_ Wide_Leg_6,3,445.5,275,305,345,0.133333333,9
18,Pants_ Wide_Leg_8,8,1661.25,326.25,326.25,345,0,14
18,Pants_ Wide_Leg_L,6,1050,175,175,175,0,33
18,Pants_ Wide_Leg_M,5,1102,220.5,370,1150,0.13,8
18,Pants_ Wide_Leg_S,5,875,175,175,175,0,18
18,Pants_ Wide_Leg_XS,2,350,175,175,175,0,6
