"Product_ID","Staples_Final_Price","Amz_Final_Price","Google_Visits","Google_Revenue","Google_Order","Google_Unique_Visitors","Google_Aggr_Search_Vol","Google_Bounce_rate","Google_Cart_Views","Google_Shipping","Google_Visit_Freq","Google_OCPVisit","Google_OCPVisitor","SC_Visits","SC_Revenue","SC_Order","SC_Unique_Visitors","SC_Aggr_Search_Vol","SC_Bounce_rate","SC_Cart_Views","SC_Shipping","SC_Visit_Freq","SC_OCPVisit","SC_OCPVisitor","Direct_Visits","Direct_Revenue","Direct_Order","Direct_Unique_Visitors","Direct_Aggr_Search_Vol","Direct_Bounce_rate","Direct_Cart_Views","Direct_Shipping","Direct_Visit_Freq","Direct_OCPVisit","Direct_OCPVisitor","OA_Visits","OA_Revenue","OA_Orders","OA_Uniq_Visitor","OA_Aggr_Search_Vol","OA_Bounce_rate","OA_Cart_Views","OA_Shipping","OA_Visit_Freq","OA_OCPVisit","OA_OCPVisitor","Conversion","Conversion_Visitor","Price_Comp"
"209908",27.32,24.31,7492,54402.8,1369,7220,0,238.72,3444,0,411.45,3.59,3.71,8,0,0,8,0,2,0,0,8,0,0,14000,68999.44,5082,13200,0,207.52,12391,0,420.01,6.82,7.24,21500,123402.24,6451,20428,0,448.28,15835,0,839.47,5.72,6.01,0.3,0.32,1.12
"257444",8.15,6.06,8758,31293.77,969,8447,0,43.01,672,0,141.41,2.11,2.17,6,0,0,6,0,0,2,0,6,0,0,18988,119173.25,3656,18074,0,170.24,9811,0,416.61,3.63,3.82,27752,150467.02,4625,26527,0,213.26,10485,0,564.04,3.18,3.28,0.17,0.17,1.35
"263236",6.97,8.42,6561,44126.41,3112,6089,0,37.02,609,0,144.15,9.08,9.76,33,68.2,6,29,0,1,104,0,28,1.91,2.21,22581,191223.82,12901,20973,0,108.18,29686,0,425.29,10.93,11.7,29175,235418.43,16019,27091,0,146.19,30399,0,597.44,10.48,11.25,0.55,0.59,0.83
"272153",3.15,2.55,19337,43278.14,6069,18042,0,39.28,1534,0,142.78,6,6.42,72,94.16,21,70,0,0,60,0,55.33,6.56,6.74,48063,144899.29,20157,44604,0,206.98,43648,0,428.33,8.03,8.64,67472,188271.59,26247,62716,0,246.27,45242,0,626.45,7.43,7.99,0.39,0.42,1.23
"277582",29.17,18.51,3713,28489.87,761,3580,0,63.55,428,0,141.36,3.92,4.03,11,49.55,2,11,0,2,5,0,11,0.83,0.83,6679,84504.84,2305,6296,0,180.49,5656,0,420.52,6.69,7.06,10403,113044.26,3068,9887,0,246.05,6089,0,572.87,5.66,5.96,0.29,0.31,1.58
"301754",10.7,7.33,8110,65625.64,2832,7511,0,37.4,1434,0,143.1,6.74,7.23,13,0,0,12,0,1,3,0,13,0,0,23739,267027.31,11525,22129,0,178.66,26757,0,425.76,9.27,9.95,31862,332652.95,14357,29652,0,217.08,28194,0,581.87,8.61,9.24,0.45,0.48,1.46
"306647",9.11,8.02,8818,83585.29,2802,8166,0,34.89,1413,0,143.2,6.1,6.56,19,28.47,1,19,0,0,39,0,18,0.25,0.25,24331,333251.01,11151,22751,0,146.24,27080,0,423.91,8.79,9.44,33168,416864.77,13954,30936,0,181.13,28532,0,585.11,8.09,8.68,0.42,0.45,1.14
"324013",13.09,10.23,6225,61231.05,2450,5940,0,151.46,6703,0,416.04,7.65,7.99,58,162.38,8,55,0,4,106,0,46.5,1.36,1.54,17675,70095.73,8644,16637,0,136.48,24836,0,420.55,9.44,9.99,23958,131489.16,11102,22632,0,291.97,31645,0,883.1,8.92,9.43,0.46,0.49,1.28
"356338",91.92,82.79,31039,1384511.77,11581,29297,0,172.07,31242,0,420.09,7.05,7.46,108,1914.04,17,102,0,14.24,124,0,75.5,3.21,3.44,78997,1942940.75,39464,73967,0,163.83,100546,0,423.77,9.47,10.12,110144,3329366.56,51062,103366,0,350.14,131912,0,919.39,8.78,9.38,0.46,0.49,1.11
"358136",213.66,189.83,12940,218269.18,769,12328,0,38.35,1148,0,142.52,1.22,1.28,1188,3478.65,15,1126,0,33.58,227,0,189.88,0.64,0.68,26248,662233.62,2389,24801,0,160.46,9782,0,417.57,1.8,1.88,40376,883981.45,3173,38255,0,232.4,11157,0,749.98,1.59,1.66,0.08,0.08,1.13
"359265",22.31,18.77,1458,4263.06,144,1411,0,77.04,953,0,372.58,1.65,1.7,46,0,0,45,0,5,27,0,39.33,0,0,2934,4343.16,503,2796,0,162.14,2329,0,410.71,3.25,3.39,4438,8606.22,647,4252,0,244.18,3309,0,822.63,2.65,2.78,0.15,0.15,1.19
"365060",31.85,31.18,3400,49967.93,1303,3237,0,53.4,3881,0,415.59,7.42,7.79,28,186.45,6,26,0,1,56,0,26,1.58,1.75,9774,52088.85,4491,9282,0,125.88,13788,0,417.03,8.71,9.19,13202,102243.23,5800,12545,0,180.26,17725,0,858.62,8.39,8.8,0.44,0.46,1.02
"372623",3.95,3.51,4091,10322.33,761,3945,0,40.05,506,0,141.46,3.65,3.77,9,42.09,2,9,0,0,6,0,9,0.83,0.83,8322,40873.22,2813,7878,0,120.53,6940,0,418.63,6.46,6.78,12422,51237.64,3576,11832,0,160.58,7452,0,569.1,5.53,5.8,0.29,0.3,1.12
"374619",10.57,9.75,2529,8012.07,503,2423,0,31,1040,0,400.38,3.35,3.51,46,171.05,5,46,0,1,16,0,18,3.2,3.2,6085,14024.82,1751,5809,0,44.9,3168,0,415.53,5.15,5.38,8660,22207.94,2259,8278,0,76.9,4224,0,833.9,4.62,4.81,0.26,0.27,1.08
"377179",26.87,16.31,11647,194248.59,3904,11003,0,53.2,2253,0,143.58,6.42,6.81,27,212.11,4,26,0,1,16,0,26,2.58,2.58,33109,785769.05,15462,31008,0,170.36,35539,0,423.02,8.89,9.51,44783,980229.75,19370,42037,0,224.56,37808,0,592.6,8.26,8.79,0.43,0.46,1.65
"377180",11.1,6.33,2346,15479.98,462,2230,0,43.24,237,0,142.73,3.79,3.95,7,10.99,1,7,0,3,0,0,7,1,1,4833,62591.77,1618,4559,0,105.7,4146,0,419.85,6.41,6.79,7186,78082.74,2081,6796,0,151.94,4383,0,569.58,5.56,5.86,0.29,0.31,1.76
"379168",30.41,16.17,5661,40531.55,1092,5408,0,57.05,343,0,141.31,3.71,3.85,2,0,0,2,0,0,0,0,2,0,0,12962,142337.83,4086,12196,0,148.31,11340,0,417.81,6.1,6.42,18625,182869.38,5178,17606,0,205.36,11683,0,561.12,5.33,5.63,0.28,0.29,1.88
"391431",9.03,4.62,11371,54966.72,2818,10813,0,67.09,1353,0,141.72,4.76,5.02,22,48.83,3,21,0,2,6,0,22,1.53,1.53,25786,192268.47,9803,24142,0,215.33,24016,0,423.22,7.28,7.72,37179,247284.02,12624,34976,0,284.43,25375,0,586.94,6.49,6.9,0.34,0.36,1.95
"392941",32.74,29.16,612,1969.23,128,261,0,4,33,0,108.33,4.42,15.28,5,0,0,4,0,0,10,0,5,0,0,1923,26170,538,1862,0,44.67,1152,0,401.57,5.41,5.57,2540,28139.23,666,2127,0,48.67,1195,0,514.91,5.16,6.07,0.26,0.31,1.12
"404145",32.19,26.37,7024,76089.94,1335,6753,0,201.81,3537,0,410.01,3.6,3.76,11,0,0,11,0,1,9,0,11,0,0,14701,97303.32,4695,13920,0,175.24,11140,0,418.78,6.09,6.43,21736,173393.26,6030,20684,0,378.04,14686,0,839.76,5.26,5.53,0.28,0.29,1.22
"414392",323.26,288.86,8852,975063.91,2757,8392,0,148.23,9908,0,416.38,5.99,6.32,17,330.68,2,16,0,1,20,0,17,1.5,1.5,26023,1105439.17,10678,24297,0,134.35,36181,0,424.38,7.78,8.35,34892,2080833.76,13437,32705,0,283.55,46109,0,857.73,7.31,7.81,0.39,0.41,1.12
"415489",11.95,7.9,20331,92736.2,5172,19392,0,224.27,13140,0,416.19,4.85,5.08,124,201.75,15,120,0,6,75,0,77.4,1.2,1.23,49134,125803.56,17455,46331,0,198.9,44926,0,421.08,6.86,7.26,69589,218741.51,22642,65843,0,429.16,58141,0,914.66,6.25,6.63,0.33,0.34,1.51
"418668",44.51,38.53,4190,89456.17,1836,3907,0,29.5,775,0,143.45,8.52,9.13,3,94.98,2,3,0,0,6,0,3,2,2,16919,459400.71,9333,15619,0,85.27,21081,0,427.57,10.71,11.57,21112,548951.86,11171,19529,0,114.77,21862,0,574.02,10.27,11.1,0.53,0.57,1.16
"424576",15.5,12.39,11903,58415.63,3256,11285,0,130.74,7405,0,421.72,6.78,7.21,60,14.99,1,59,0,0,18,0,29,1,1,31848,80605.81,11437,29896,0,167.16,26176,0,425.85,8.6,9.2,43811,139036.43,14694,41240,0,297.92,33599,0,876.58,8.1,8.66,0.34,0.36,1.25
"428331",41.93,32.08,1148,19853.55,300,1099,0,56.51,567,0,384.94,4.97,5.21,6,17.99,1,6,0,0,1,0,6,1,1,3412,28507.92,1352,3277,0,35.17,2653,0,410.9,7.71,8.02,4566,48379.46,1653,4382,0,91.67,3221,0,801.85,7.02,7.32,0.36,0.38,1.31
"429174",14,12.26,46479,279046.29,15400,43881,0,207.93,34676,0,420.29,6.46,6.8,178,562.1,11,171,0,2.5,102,0,111.2,1.7,1.81,121307,360717.71,52410,113578,0,219.53,113006,0,423.32,8.43,9.01,167964,640326.1,67821,157630,0,429.95,147784,0,954.79,7.87,8.37,0.4,0.43,1.14
"443685",21.69,12.4,1727,10318.74,268,1647,0,32.25,194,0,136.54,2.95,3.1,4,0,0,4,0,0,2,0,4,0,0,3486,35054.96,1072,3319,0,78.49,2541,0,412.93,6.02,6.34,5217,45373.7,1340,4970,0,110.74,2737,0,553.48,5.03,5.29,0.26,0.27,1.75
"452823",87.17,86.22,4745,110944.39,1113,4587,0,185.13,3233,0,408.46,4.51,4.68,15,201.57,1,14,0,2,8,0,15,1,1,11516,136323,4875,10925,0,176.14,13330,0,417.52,8.01,8.42,16276,247468.96,5989,15526,0,363.28,16571,0,840.98,6.99,7.31,0.37,0.39,1.01
"461374",23.86,22.08,6415,47738.45,1621,6134,0,114.13,3997,0,415.26,4.9,5.1,15,178.99,1,15,0,2,5,0,15,0.5,0.5,14466,61058.07,5193,13339,0,154.93,11613,0,434.85,6.87,7.37,20896,108975.51,6815,19488,0,271.08,15615,0,865.1,6.22,6.65,0.33,0.35,1.08
"462846",7.87,5.54,6444,47337.71,1161,6207,0,138.51,3319,0,410.49,3.51,3.63,17,0,0,16,0,2,5,0,16,0,0,14248,56779.84,3796,13544,0,129.14,10369,0,417.5,5.14,5.4,20709,104117.55,4957,19767,0,269.64,13693,0,843.99,4.62,4.84,0.24,0.25,1.42
"469080",59.45,56.01,5935,107927.5,1345,5678,0,198.33,3651,0,412.74,4.49,4.68,29,112.12,3,29,0,3,8,0,26,2.33,2.33,14678,145535.57,5470,13868,0,155.17,14596,0,419.38,7.2,7.62,20642,253575.19,6818,19575,0,356.47,18255,0,858.12,6.42,6.76,0.33,0.35,1.06
"476883",4.49,3.18,7691,20227.33,1114,7321,0,37.9,608,0,140.46,2.59,2.72,17,7.58,1,16,0,1,18,0,14.5,0.5,0.5,14968,59099.19,3304,14024,0,182.93,11534,0,422.8,4.18,4.43,22676,79334.1,4419,21361,0,221.84,12160,0,577.76,3.63,3.83,0.19,0.21,1.41
"478887",39.5,30.75,23958,308288.32,5990,22873,0,64.19,3429,0,141.38,4.38,4.58,59,178.51,4,59,0,10.5,25,0,50,1.08,1.08,58048,1119010.63,22535,54617,0,191.97,55813,0,418.83,6.83,7.21,82065,1427477.46,28529,77549,0,266.66,59267,0,610.22,6.09,6.4,0.35,0.37,1.28
"479057",33.69,23.79,2681,26696.99,552,2554,0,88.54,1671,0,408.38,4.12,4.32,4,0,0,4,0,0,1,0,4,0,0,6081,34970.05,1982,5783,0,166.41,5212,0,414.51,6.37,6.67,8766,61667.04,2534,8341,0,254.94,6884,0,826.86,5.67,5.94,0.29,0.3,1.42
"489574",25.22,22.14,2135,18018.74,457,2034,0,96.38,1146,0,408.92,4.16,4.34,3,26.39,1,3,0,0,5,0,3,1,1,4756,20233.55,1587,4444,0,71.06,3596,0,422.94,6.46,6.86,6894,38278.68,2045,6481,0,167.44,4747,0,834.86,5.74,6.08,0.3,0.32,1.14
"492757",8.82,6.05,6992,29508.98,1932,6563,0,58.72,1144,0,144.97,5.23,5.55,28,51.83,4,23,0,2,25,0,27,2.14,2.75,16050,101537.61,6845,14869,0,213.82,15995,0,428.51,8.1,8.75,23070,131098.42,8781,21455,0,274.52,17164,0,600.47,7.22,7.75,0.38,0.41,1.46
"494224",415.51,413.67,1442,142548.16,332,1386,0,103.25,940,0,387.25,4.42,4.58,1,0,0,1,0,0,0,0,1,0,0,3684,193735.13,1425,3493,0,65.5,3858,0,415.53,7.47,7.83,5127,336283.29,1757,4880,0,168.77,4798,0,803.78,6.6,6.93,0.34,0.36,1
"502336",2.18,1.6,2305,6980.53,382,2231,0,9,70,0,118.76,3.46,3.58,4,0,0,4,0,0,0,0,4,0,0,5966,36586.33,1484,5698,0,70.09,5861,0,404.66,5.48,5.68,8275,43566.86,1866,7933,0,79.09,5931,0,527.42,4.91,5.08,0.23,0.24,1.36
"502351",3.2,2.5,2431,7537.01,381,2328,0,3.5,58,0,104.86,3.63,3.75,4,0,0,4,0,0,0,0,4,0,0,6336,34052.27,1508,6003,0,60.66,6090,0,403.88,5.35,5.57,8771,41589.28,1889,8335,0,64.16,6148,0,512.74,4.86,5.07,0.22,0.23,1.28
"504308",11.79,7.94,23442,132007.54,8894,22040,0,53.62,6649,0,144.47,6.51,6.93,62,153.83,16,58,0,1,38,0,51.5,2.89,3.03,62542,451804.15,30300,58232,0,153.44,40918,0,426.46,8.54,9.16,86046,583965.52,39210,80330,0,208.06,47605,0,622.44,7.97,8.58,0.46,0.49,1.48
