UgamID	Category_Path	Retailer	Division	Category	Department	Class	Subclass	Product_URL	Brand	Product_Name	Unique_Pdt_Identifier_MainPdt	Unique_Product_Identifier_Variant	Final_Price_after_Discount	Extraction_Date	Page_Title	Meta_Keywords	Meta_description	Product_Description	Product_Description_Main_Copy	Product_Description_Image_Link	Product_Description_Feature_Box	Product_Description_Fact_Tables	Product_Features	Product_Images	View_share_related_images_widget	Color	Video	Video_Count	Video_Length	Video:link	Product_Specification	Pdt_Spec_Cnt_of_attribute	Pdt_Spec_Attribution_NameValues	Product_Details	Product_Details_Cnt_of_attribute	Pdt_Detail_Attribution_NameValue	Reviews_Count	Total_Average_Ratings	Rating1	Rating2	Rating3	Rating4	Rating5	Rating6	Rating7	Rating8	Rating9	Rating10	Content_3p	Site_Likes	Facebook_Like	Google_1	Pinterest	List_Price	Discount	Discount_pct	Availability	BuyBoxWinner	Top_3_sellers	Seller_Count_New_item	Seller_Count_Used_item	Seller_Count_Refurbished_item	UPC	Product_Dimensions	Shipping_weight	Special_Offers_and_Product_Promotions	Frequently_Bought_Together_Data	Frequently_Bought_Together_Count	Product_Details_Size	Product_Details_Inseam	Best_seller_ranking
LGK0032	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194244/mcklein-lawson-briefcase.jsp	McKlein	McKlein Lawson Briefcase	1194244	T1194244	169.99	12/2/2013 14:37	McKlein Lawson Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Look smart carrying this McKlein Lawson briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keep essentials close at hand.</li> <li>Compartment opens and stays upright for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details: </strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80455</li> <li>Brown: 80454</li> </ul> </div> </div> </div>"	"Product Details Look smart carrying this McKlein Lawson briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keep essentials close at hand. Compartment opens and stays upright for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80455 Brown: 80454"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keep essentials close at hand.####Compartment opens and stays upright for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194244_Brown?wid=350&hei=350&op_sharpen=1	n/a	Brown	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80455</li> <li>Brown: 80454</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80455####Brown: 80454"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0032	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194244/mcklein-lawson-briefcase.jsp	McKlein	McKlein Lawson Briefcase	1194244	T1194244	169.99	12/2/2013 14:37	McKlein Lawson Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Look smart carrying this McKlein Lawson briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keep essentials close at hand.</li> <li>Compartment opens and stays upright for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details: </strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80455</li> <li>Brown: 80454</li> </ul> </div> </div> </div>"	"Product Details Look smart carrying this McKlein Lawson briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keep essentials close at hand. Compartment opens and stays upright for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80455 Brown: 80454"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keep essentials close at hand.####Compartment opens and stays upright for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194244_Black?wid=350&hei=350&op_sharpen=1	n/a	Black	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80455</li> <li>Brown: 80454</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80455####Brown: 80454"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0031	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194240/mcklein-reagan-briefcase.jsp	McKlein	McKlein Reagan Briefcase	1194240	T1194240	169.99	12/2/2013 14:37	McKlein Reagan Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>You'll love this McKlein Reagan briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keep essentials close at hand.</li> <li>Compartment opens and stays upright for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers:</strong></p> <ul> <li>Black: 80445</li> <li>Brown: 80444</li> </ul> </div> </div> </div>"	"Product Details You'll love this McKlein Reagan briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keep essentials close at hand. Compartment opens and stays upright for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80445 Brown: 80444"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keep essentials close at hand.####Compartment opens and stays upright for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194240_Brown?wid=350&hei=350&op_sharpen=1	n/a	Brown	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers:</strong></p> <ul> <li>Black: 80445</li> <li>Brown: 80444</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80445####Brown: 80444"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0031	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194240/mcklein-reagan-briefcase.jsp	McKlein	McKlein Reagan Briefcase	1194240	T1194240	169.99	12/2/2013 14:37	McKlein Reagan Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>You'll love this McKlein Reagan briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keep essentials close at hand.</li> <li>Compartment opens and stays upright for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers:</strong></p> <ul> <li>Black: 80445</li> <li>Brown: 80444</li> </ul> </div> </div> </div>"	"Product Details You'll love this McKlein Reagan briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keep essentials close at hand. Compartment opens and stays upright for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80445 Brown: 80444"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keep essentials close at hand.####Compartment opens and stays upright for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194240_Black?wid=350&hei=350&op_sharpen=1	n/a	Black	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers:</strong></p> <ul> <li>Black: 80445</li> <li>Brown: 80444</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80445####Brown: 80444"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0030	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194232/mcklein-daley-briefcase.jsp	McKlein	McKlein Daley Briefcase	1194232	T1194232	169.99	12/2/2013 14:37	McKlein Daley Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Push your style to the edge with this McKlein briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keeps essentials close at hand.</li> <li>Compartment opens and stays uprigh for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80435</li> <li>Brown: 80434</li> </ul> </div> </div> </div>"	"Product Details Push your style to the edge with this McKlein briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keeps essentials close at hand. Compartment opens and stays uprigh for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80435 Brown: 80434"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keeps essentials close at hand.####Compartment opens and stays uprigh for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194232_Brown?wid=350&hei=350&op_sharpen=1	n/a	Brown	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80435</li> <li>Brown: 80434</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80435####Brown: 80434"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0030	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1194232/mcklein-daley-briefcase.jsp	McKlein	McKlein Daley Briefcase	1194232	T1194232	169.99	12/2/2013 14:37	McKlein Daley Briefcase	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Push your style to the edge with this McKlein briefcase.</p><p><strong>Product Features:</strong></p> <ul> <li>Three-digit combination lock adds extra security.</li> <li>Organizer and file folder keeps essentials close at hand.</li> <li>Compartment opens and stays uprigh for convenience.</li> <li>Protective feet keep case from falling over.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80435</li> <li>Brown: 80434</li> </ul> </div> </div> </div>"	"Product Details Push your style to the edge with this McKlein briefcase.Product Features: Three-digit combination lock adds extra security. Organizer and file folder keeps essentials close at hand. Compartment opens and stays uprigh for convenience. Protective feet keep case from falling over. Product Details: 13""H x 18""W x 3 1/2""D Leather Snap closures Manufacturer's 1-year limited warranty Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80435 Brown: 80434"	n/a	n/a	n/a	Three-digit combination lock adds extra security.####Organizer and file folder keeps essentials close at hand.####Compartment opens and stays uprigh for convenience.####Protective feet keep case from falling over.	http://media.kohls.com.edgesuite.net/is/image/kohls/1194232_Black?wid=350&hei=350&op_sharpen=1	n/a	Black	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>13""H x 18""W x 3 1/2""D</li> <li>Leather</li> <li>Snap closures</li> <li>Manufacturer's 1-year limited warranty</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> <p><strong>Model Numbers: </strong></p> <ul> <li>Black: 80435</li> <li>Brown: 80434</li> </ul>"	n/a	"13""H x 18""W x 3 1/2""D####Leather####Snap closures####Manufacturer's 1-year limited warranty####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. Model Numbers: Black: 80435####Brown: 80434"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	169.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	6.42155E+11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0044	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1253597/t-tech-by-tumi-2-pc-luggage-tag-set.jsp	T-Tech by Tumi	T-Tech by Tumi 2-pc. Luggage Tag Set	1253597	1253597	24.99	12/2/2013 14:37	T-Tech by Tumi 2-pc. Luggage Tag Set	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Claim your baggage with this T-Tech by Tumi luggage tag set.</p><p><strong>Product Features:</strong></p> <ul> <li>Design hides your personal information until retracted.</li> <li>Tag makes sure your belongings are identifiable.</li> <li>Flexible, coated steel strap ensures durability.</li> <li>Beautiful wood grain design lends distinction.</li> <li>Security window offers protection.</li> </ul> <p><strong>Product Details: </strong></p> <ul> <li>4 1/3""H x 2 1/4""L x 1/4""D </li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T311</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. </em></li> </ul> </div> </div> </div>"	"Product Details Claim your baggage with this T-Tech by Tumi luggage tag set.Product Features: Design hides your personal information until retracted. Tag makes sure your belongings are identifiable. Flexible, coated steel strap ensures durability. Beautiful wood grain design lends distinction. Security window offers protection. Product Details: 4 1/3""H x 2 1/4""L x 1/4""D Manufacturer's 3-year limited warranty Model no. T311 Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	"Design hides your personal information until retracted.####Tag makes sure your belongings are identifiable.####Flexible, coated steel strap ensures durability.####Beautiful wood grain design lends distinction.####Security window offers protection."	http://media.kohls.com.edgesuite.net/is/image/kohls/1253597?wid=350&hei=350&op_sharpen=1	n/a	n/a	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>4 1/3""H x 2 1/4""L x 1/4""D </li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T311</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores. </em></li> </ul>"	n/a	"4 1/3""H x 2 1/4""L x 1/4""D ####Manufacturer's 3-year limited warranty####Model no. T311####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	29275041723	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0043	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1253595/t-tech-by-tumi-luggage-tag.jsp	T-Tech by Tumi	T-Tech by Tumi Luggage Tag	1253595	1253595	22.99	12/2/2013 14:37	T-Tech by Tumi Luggage Tag	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Claim your baggage with this T-Tech by Tumi luggage tag.</p><p><strong>Product Features:</strong></p> <ul> <li>Tag makes sure your belongings are identifiable.</li> <li>Design hides your personal information until retracted.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>7""H x 2 1/2""L x 1/4""D</li> <li>Buckle strap</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T310CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores</em>.</li> </ul> </div> </div> </div>"	"Product Details Claim your baggage with this T-Tech by Tumi luggage tag.Product Features: Tag makes sure your belongings are identifiable. Design hides your personal information until retracted. Product Details: 7""H x 2 1/2""L x 1/4""D Buckle strap Manufacturer's 3-year limited warranty Model no. T310CHR Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	Tag makes sure your belongings are identifiable.####Design hides your personal information until retracted.	http://media.kohls.com.edgesuite.net/is/image/kohls/1253595?wid=350&hei=350&op_sharpen=1	n/a	n/a	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>7""H x 2 1/2""L x 1/4""D</li> <li>Buckle strap</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T310CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores</em>.</li> </ul>"	n/a	"7""H x 2 1/2""L x 1/4""D####Buckle strap####Manufacturer's 3-year limited warranty####Model no. T310CHR####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	29275041716	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0042	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1253594/t-tech-by-tumi-luggage-strap.jsp	T-Tech by Tumi	T-Tech by Tumi Luggage Strap	1253594	1253594	24.99	12/2/2013 14:37	T-Tech by Tumi Luggage Strap	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Keep your personal items safe with this T-Tech by Tumi luggage strap.</p><p><strong>Product Featues:</strong></p> <ul> <li>Status button alert notifies if your lock has been opened.</li> <li>Resettable combination offers personalization.</li> <li>Adjustable and webbed nylon belt provides versatility.</li> <li>Quick release button offers convenience.</li> </ul> <p><strong>Product Details:</strong></p> <ul> <li>2""H x 81""L x 1/2""D</li> <li>TSA recognized & accepted</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T300CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> </div> </div> </div>"	"Product Details Keep your personal items safe with this T-Tech by Tumi luggage strap.Product Featues: Status button alert notifies if your lock has been opened. Resettable combination offers personalization. Adjustable and webbed nylon belt provides versatility. Quick release button offers convenience. Product Details: 2""H x 81""L x 1/2""D TSA recognized & accepted Manufacturer's 3-year limited warranty Model no. T300CHR Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	n/a	http://media.kohls.com.edgesuite.net/is/image/kohls/1253594?wid=350&hei=350&op_sharpen=1	n/a	n/a	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>2""H x 81""L x 1/2""D</li> <li>TSA recognized & accepted</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T300CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul>"	n/a	"2""H x 81""L x 1/2""D####TSA recognized & accepted####Manufacturer's 3-year limited warranty####Model no. T300CHR####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	29275041709	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0041	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1253591/t-tech-by-tumi-convertible-undercover-stash.jsp	T-Tech by Tumi	T-Tech by Tumi Convertible Undercover Stash	1253591	1253591	39.99	12/2/2013 14:37	T-Tech by Tumi Convertible Undercover Stash	n/a	n/a	"<li > <a href=""#collection-content"" class=""active""> Product Details </a> </li> </ul> <div id=""collection-content""> <div class=""prod_description1""> <div class=""Bdescription""> <p>Keep your personal items safe while you travel with this T-Tech by Tumi convertible, undercover stash.</p><p><strong>Product Features:</strong></p> <ul> <li>Convenient design offers easy access to travel documents.</li> <li>Removable, adjustable lanyard adds convenience.</li> <li>Removable strap provides versatility.</li> </ul> <p><strong>Product Details: </strong></p> <ul> <li>10 1/4""H x 5""L x 1""D</li> <li>Includes: 2 zippered pockets, 2 credit card slots, 1 passport pocket, & 1 ticket pocket</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T223CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul> </div> </div> </div>"	"Product Details Keep your personal items safe while you travel with this T-Tech by Tumi convertible, undercover stash.Product Features: Convenient design offers easy access to travel documents. Removable, adjustable lanyard adds convenience. Removable strap provides versatility. Product Details: 10 1/4""H x 5""L x 1""D Includes: 2 zippered pockets, 2 credit card slots, 1 passport pocket, & 1 ticket pocket Manufacturer's 3-year limited warranty Model no. T223CHR Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	"Convenient design offers easy access to travel documents.####Removable, adjustable lanyard adds convenience.####Removable strap provides versatility."	http://media.kohls.com.edgesuite.net/is/image/kohls/1253591?wid=350&hei=350&op_sharpen=1	n/a	n/a	N	n/a	n/a	n/a	n/a	n/a	n/a	"</p> <ul> <li>10 1/4""H x 5""L x 1""D</li> <li>Includes: 2 zippered pockets, 2 credit card slots, 1 passport pocket, & 1 ticket pocket</li> <li>Manufacturer's 3-year limited warranty</li> <li>Model no. T223CHR</li> <li><em>Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores.</em></li> </ul>"	n/a	"10 1/4""H x 5""L x 1""D####Includes: 2 zippered pockets, 2 credit card slots, 1 passport pocket, & 1 ticket pocket####Manufacturer's 3-year limited warranty####Model no. T223CHR####Promotional offers available online at Kohls.com may vary from those offered in Kohl's stores."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	39.99	n/a	n/a	Yes	n/a	n/a	n/a	n/a	n/a	29275042867	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
LGK0060	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1286468/solo-vector-173-in-laptop-messenger-bag.jsp	n/a	n/a	1286468	1286468	n/a	12/2/2013 14:38	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	N	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	No	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
