UgamID,Category_Path,Retailer,Division,Category,Department,Class,Subclass,Product_URL,Brand,Product_Name,Unique_Pdt_Identifier_Mainpdt,Unique_Product_Identifier_Variant,Final_Price_after_Discount,Extraction_Date,Review_Link,Review_Header,Review_Creation_Date,Review_From,Review_By,Review_Helpful_Votes,Review_Total_Votes,Review_Rating_Score,Review_Rating_Scale,Review_Reviewers_Badges,Review_Text,Review_Count_Of_Comments,Review_Verified_Purchase,Reviewer_Age,Reviewer_Gender,Review_Count,Product_reviews
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,n/a,8/27/2012,Santa Ana,cupcake6,0,0,5,5,n/a,"Just great, did the job that I wanted. Great price,shipping fast. Thank you.",n/a,n/a,Over 65,n/a,1,10
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,Very Comfortable,2/13/2012,"Clermont, FL",PurplePlague,0,0,5,5,n/a,I was very happy with this pillow. It has just the right amount of firmness to it and the pillow cover is very soft against your skin. The price is awesome for the quality pillow you get.,n/a,n/a,25-34,n/a,1,10
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,Great support for the neck,2/17/2012,Central NJ,ShopperInJersey,1,1,5,5,n/a,I've had numerous neck surgeries and this neck pillow is perfect for that support I need when my neck hurts. I even sleep with it to give me that extra support and a precaution that I don't let my neck droop while sleeping.,n/a,n/a,55-65,n/a,1,10
LGKR0209,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1425979/teenage-mutant-ninja-turtles-shell-backpack-kids.jsp,n/a,n/a,1425979,1425979,0,12/2/2013 18:49,http://reviews.kohls.com/9025/1425979/reviews.htm?format=embedded,Great looking book bag.,7/18/2013,Dillwyn,Dillwyn,0,0,5,5,n/a,The little boy I bought this book bag for just loved it. It has a cook pocket shaped like a turtle's back.,n/a,n/a,45-54,n/a,1,1
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,n/a,9/19/2012,n/a,physcialtherapy,0,0,4,5,n/a,I bought this product for an elderly lady b/c she falls asleep in her chair and her head bobs. This helps control her neck from moving when she sleeps thus decreasing her neck pain. It works well,n/a,n/a,n/a,n/a,1,10
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,Love it!,12/14/2011,Wisconsin,BeinDC,0,0,5,5,n/a,"I've owned many neck pillows and this one is my favorite! The fleecy fabric covers the entire pillow so there is no cold side. The filling seems to be a thick, supportive foam instead of beads so you don't just ""sink in"". It retains its shape and is substantial enough to replace a conventional pillow. I liked it so much I bought a second for keeping at the cabin!",n/a,n/a,35-44,n/a,1,10
LGKR0154,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392620/lewis-n-clark-comfort-neck-pillow.jsp,Lewis N. Clark,Lewis N. Clark Comfort Neck Pillow,392620,392620,13.59,12/2/2013 18:49,http://reviews.kohls.com/9025/392620/reviews.htm?format=embedded,Great neck pillow,5/11/2011,n/a,ChicagoJax,0,0,5,5,n/a,"We just got back from a trip to China and these saved us on the 13 hour plane ride. They are just as described, soft almost fleece material. Would definitely recommend if that's what you're looking for!",n/a,n/a,n/a,n/a,1,10
LGKR0163,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489589/mcklein-damen-wheeled-leather-laptop-case.jsp,McKlein,McKlein Damen Wheeled Leather Laptop Case,489589,489589,309.99,12/2/2013 18:50,http://reviews.kohls.com/9025/489589/reviews.htm?format=embedded,"So far, so good. Waiting to see how it holds up",4/15/2011,Schaumburg,ggerson,0,0,4,5,n/a,"I took it on the a plane trip last week. It was a bit bulky, zippers are not always cooperative. Did not fit under the seat well.",n/a,n/a,55-65,n/a,1,1
LGKR0215,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-607177/sumdex-passage-expandable-laptop-briefcase.jsp?skuId=845524892610172&search=845524892610172&_requestid=3119799,Sumdex,Sumdex Passage Expandable Laptop Briefcase,607177,607177,42.49,12/2/2013 18:50,http://reviews.kohls.com/9025/607177/reviews.htm?format=embedded,Good product for the price.,7/1/2011,n/a,Lawman,0,0,4,5,n/a,"Good sturdy quality. Very roomy. The expandable zipper is a bit hard to get used to if you don't have it expanded, keep looking for an additional pocket in it, but if you need the extra room its very useful.",n/a,n/a,n/a,n/a,1,2
LGKR0219,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-866977/wildkin-olive-kids-heroes-sidekick-backpack-kids.jsp,Wildkin,Wildkin Olive Kids Heroes Sidekick Backpack - Kids,866977,866977,29.99,12/2/2013 18:50,http://reviews.kohls.com/9025/866977/reviews.htm?format=embedded,adorable!,10/15/2011,Chicago,Coco28,0,0,5,5,n/a,Perfect size for the little ones!,n/a,n/a,45-54,n/a,1,1
LGKR0215,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-607177/sumdex-passage-expandable-laptop-briefcase.jsp?skuId=845524892610172&search=845524892610172&_requestid=3119799,Sumdex,Sumdex Passage Expandable Laptop Briefcase,607177,607177,42.49,12/2/2013 18:50,http://reviews.kohls.com/9025/607177/reviews.htm?format=embedded,n/a,12/26/2011,n/a,mishimishi,0,0,4,5,n/a,n/a,n/a,n/a,55-65,n/a,1,2
LGKR0178,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-867183/wildkin-camo-kickstart-messenger-bag-kids.jsp?searchTerm=Wildkin%20Kickstart%20Messenger%20Bag%20-%20Camo,Wildkin,Wildkin Camo Kickstart Messenger Bag - Kids,867183,867183,29.99,12/2/2013 18:51,http://reviews.kohls.com/9025/867183/reviews.htm?format=embedded,Poor,1/19/2012,Montana,emoe,0,0,1,5,n/a,"The bag is really cute, but after using it for only a few weeks it is falling apart. Very poor craftsmanship.",n/a,n/a,35-44,n/a,1,1
