UgamID,Category_Path,Retailer,Division,Category,Department,Class,Subclass,Product_URL,Brand,Product_Name,Unique_Product_Identifier_Mainpdt,Unique_Product_Identifier_Variant,Final_Price_after_Discount,Extraction_Date,URL_of_the_Image,UGC,Notes,Alt_Tag
LGKI0066,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp?searchTerm=675478102510,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Red,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Red?&scl=3,n/a,n/a,n/a
LGKI0066,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp?searchTerm=675478102510,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Turquoise,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Turquoise?&scl=3,n/a,n/a,n/a
LGKI0064,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1299182/rockland-paisley-wheeled-backpack.jsp,Rockland,Rockland Paisley Wheeled Backpack,1299182,1299182,119.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1299182?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0065,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Red,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Red?&scl=3,n/a,n/a,n/a
LGKI0065,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Turquoise,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Turquoise?&scl=3,n/a,n/a,n/a
LGKI0065,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Black,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Black?&scl=3,n/a,n/a,n/a
LGKI0066,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305855/rockland-2-pc-luggage-set.jsp?searchTerm=675478102510,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305855,T1305855_Black,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305855_Black?&scl=3,n/a,n/a,n/a
LGKI0074,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305865/rockland-2-pc-luggage-set.jsp?searchTerm=675478102244,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305865,1305865,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305865?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0073,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305865/rockland-2-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305865,1305865,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305865?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0072,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1305864/rockland-2-pc-luggage-set.jsp?searchTerm=675478102213,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1305864,1305864,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1305864?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0075,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309394/rockland-2-pc-luggage-set.jsp?searchTerm=675478102367,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1309394,T1309394_Zebra,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309394_Zebra?&scl=3,n/a,n/a,n/a
LGKI0075,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309394/rockland-2-pc-luggage-set.jsp?searchTerm=675478102367,Rockland,"Rockland Luggage, 2-pc. Luggage Set",1309394,T1309394_Lime Zebra,79.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309394_Lime_Zebra?&scl=3,n/a,n/a,n/a
LGKI0087,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309440/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309440,1309440,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309440?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0095,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309450/rockland-4-pc-luggage-set.jsp?searchTerm=675478108116,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309450,1309450,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309450?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0084,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309427/rockland-luggage-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309427,T1309427_Pink Zebra,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309427_Pink_Zebra?&scl=3,n/a,n/a,n/a
LGKI0084,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309427/rockland-luggage-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309427,T1309427_Lime Zebra,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309427_Lime_Zebra?&scl=3,n/a,n/a,n/a
LGKI0084,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309427/rockland-luggage-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309427,T1309427_Zebra,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309427_Zebra?&scl=3,n/a,n/a,n/a
LGKI0094,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309449/rockland-luggage-4-pc-luggage-set.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=f57550cb-c46d-11e2-9389-001b2166c62d,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309449,1309449,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309449?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0092,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309446/rockland-luggage-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309446,T1309446_Black,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309446_Black?&scl=3,n/a,n/a,n/a
LGKI0092,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309446/rockland-luggage-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309446,T1309446_Pink,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309446_Pink?&scl=3,n/a,n/a,n/a
LGKI0099,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309463/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309463,T1309463_Pink Leopard,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309463_ALT?&scl=3,n/a,n/a,n/a
LGKI0099,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309463/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309463,T1309463_Pink Leopard,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309463_Pink_Leopard?&scl=3,n/a,n/a,n/a
LGKI0099,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309463/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309463,T1309463_Leopard,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309463_ALT?&scl=3,n/a,n/a,n/a
LGKI0099,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309463/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309463,T1309463_Leopard,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309463_Leopard?&scl=3,n/a,n/a,n/a
LGKI0098,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309458/rockland-4-pc-luggage-set.jsp,Rockland,"Rockland Luggage, 4-pc. Luggage Set",1309458,1309458,239.99,2013-12-02 19:34,http://media.kohls.com.edgesuite.net/is/image/kohls/1309458?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0105,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Purple,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Purple?&scl=3,n/a,n/a,n/a
LGKI0105,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Navy,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Navy?&scl=3,n/a,n/a,n/a
LGKI0206,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-luggage-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp?searchTerm=Rockland%20Polo%20Equipment%204%20pc.%20Expandable%20Luggage%20Set%20-%20Purple,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Red,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Red?&scl=3,n/a,n/a,n/a
LGKI0105,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Red,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Red?&scl=3,n/a,n/a,n/a
LGKI0206,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-luggage-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp?searchTerm=Rockland%20Polo%20Equipment%204%20pc.%20Expandable%20Luggage%20Set%20-%20Purple,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Purple,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Purple?&scl=3,n/a,n/a,n/a
LGKI0206,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309631/rockland-luggage-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp?searchTerm=Rockland%20Polo%20Equipment%204%20pc.%20Expandable%20Luggage%20Set%20-%20Purple,Rockland,"Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set",1309631,T1309631_Navy,319.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309631_Navy?&scl=3,n/a,n/a,n/a
LGKI0104,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309603/rockland-3-pc-spinner-luggage-set.jsp?pfx=pfx_shopcompare&src=k186085&clickid=0004dd760dd72a330a4278239b00282d,Rockland,"Rockland Luggage, 3-pc. Spinner Luggage Set",1309603,T1309603_Lavender,479.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309603_Lavender?&scl=3,n/a,n/a,n/a
LGKI0104,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309603/rockland-3-pc-spinner-luggage-set.jsp?pfx=pfx_shopcompare&src=k186085&clickid=0004dd760dd72a330a4278239b00282d,Rockland,"Rockland Luggage, 3-pc. Spinner Luggage Set",1309603,T1309603_Black,479.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309603_Black?&scl=3,n/a,n/a,n/a
LGKI0117,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309697/rockland-leopard-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Leopard Wheeled Duffel Bag",1309697,T1309697_Leopard,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309697_Leopard?&scl=3,n/a,n/a,n/a
LGKI0117,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309697/rockland-leopard-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Leopard Wheeled Duffel Bag",1309697,T1309697_Pink Leopard,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309697_Pink_Leopard?&scl=3,n/a,n/a,n/a
LGKI0118,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309697/rockland-leopard-wheeled-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=072a5443-c468-11e2-a969-001b2166c2c0,Rockland,"Rockland Luggage, Leopard Wheeled Duffel Bag",1309697,T1309697_Pink Leopard,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309697_Pink_Leopard?&scl=3,n/a,n/a,n/a
LGKI0118,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309697/rockland-leopard-wheeled-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=072a5443-c468-11e2-a969-001b2166c2c0,Rockland,"Rockland Luggage, Leopard Wheeled Duffel Bag",1309697,T1309697_Leopard,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309697_Leopard?&scl=3,n/a,n/a,n/a
LGKI0115,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309695/rockland-plaid-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Plaid Wheeled Duffel Bag",1309695,T1309695_Black Cross,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309695_Black_Cross?&scl=3,n/a,n/a,n/a
LGKI0115,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309695/rockland-plaid-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Plaid Wheeled Duffel Bag",1309695,T1309695_Pink Cross,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309695_Pink_Cross?&scl=3,n/a,n/a,n/a
LGKI0124,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309709/rockland-heart-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Heart Wheeled Duffel Bag",1309709,1309709,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309709?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0123,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309708/rockland-wheeled-duffel-bag.jsp,Rockland,"Rockland Luggage, Wheeled Duffel Bag",1309708,1309708,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309708?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0125,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-1309715/rockland-pearl-wheeled-duffel-bag.jsp?searchTerm=Rockland%20Rolling%20Duffle%20Bag%20-%20Purple%20Pearl%2022,Rockland,"Rockland Luggage, Pearl Wheeled Duffel Bag",1309715,T1309715_Purple Pearl,69.99,2013-12-02 19:35,http://media.kohls.com.edgesuite.net/is/image/kohls/1309715_Purple_Pearl?&scl=3,n/a,n/a,n/a
LGKI0158,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489427/mcklein-bucktown-leather-briefcase.jsp,McKlein,McKlein Bucktown Leather Briefcase,489427,489427,224.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489427?wid=1000&hei=1000&op_sharpen=1,n/a,n/a,n/a
LGKI0156,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp?crosssell=true,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Blue,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Blue?&scl=3,n/a,n/a,n/a
LGKI0156,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp?crosssell=true,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Green,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Green?&scl=3,n/a,n/a,n/a
LGKI0155,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Green,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Green?&scl=3,n/a,n/a,n/a
LGKI0156,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp?crosssell=true,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Pink,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Pink?&scl=3,n/a,n/a,n/a
LGKI0155,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Pink,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Pink?&scl=3,n/a,n/a,n/a
LGKI0155,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp,Belle Hop,Belle Hop Comfort Neck Pillow,392649,T392649_Blue,16.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/392649_Blue?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Seafoam,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT3?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Seafoam,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT2?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Seafoam,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT4?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Seafoam,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Seafoam,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_Seafoam?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Red,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT4?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Red,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT2?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Red,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT3?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Red,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Red,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_Red?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Pink,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT3?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Pink,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT4?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Pink,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_Pink?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Pink,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Pink,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT2?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Black,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT2?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Black,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT?&scl=3,n/a,n/a,n/a
LGKI0211,n/a,Kohls,n/a,n/a,n/a,n/a,n/a,http://www.kohls.com/product/prd-489981/mcklein-willowbrook-detachable-wheeled-briefcase.jsp?skuId=845524892514529&search=845524892514529&_requestid=3117548,McKlein,McKlein Willowbrook Detachable-Wheeled Briefcase,489981,T489981_Black,284.99,2013-12-02 19:36,http://media.kohls.com.edgesuite.net/is/image/kohls/489981_ALT3?&scl=3,n/a,n/a,n/a
