site_name,site_category_path,category_path_url,product_id,SKU_Varient,Product name,product_description,pt_product_url,Regular_price,Regular_Price_Range,Shipping,markdown_price,final_price,Mode price,Price B,Brand,Brand S,Brand B,Brands carried by DSG,Buybox_Winner_Vendor_Name,features,additional_information,extraction_date,mpn,Page_Title,Reviews (Count),Average Ratings,Review Bucket,Rating Bucket,UPC,Techincal_details,Count_of_pins,FB_Data,Count_of_Tweets,Count_of_G+1,Size,Position,Position B,Throw,ID_Hand,Hand Varient,ID_Size,Size Varient,Carried by DSG,Competitor 1,Competitor 1_SKU_ID,Competitor 1_URL,Competitor 2,Competitor 2_SKU_ID,Competitor 2_URL,Competitor 3,Competitor 3_SKU_ID,Competitor 3_URL,Competitor 4,Competitor 4_SKU_ID,Competitor 4_URL,Competitor 5,Competitor 5_SKU_ID,Competitor 5_URL,Competitor 6,Competitor 6_SKU_ID,Competitor 6_URL,Competitor 7,Competitor 7_SKU_ID,Competitor 7_URL,Social Signals,TDS,TDS Bucket
Baseball Savings,1st base,n/a,52050,n/a,Rawlings 2014 Heart of the Hide Prince Fielder Game Day Series Baseball Gloves,"Rawlings 2014 Heart of the Hide Prince Fielder Game Day Series Baseball Gloves#||#Get this glove game ready!> Click here to learn about the Baseball Savings Glove Steaming Service <#||#Rawlings 2014 Heart of the Hide Prince Fielder Game Day Baseball GlovesPro-Style Glove For The Elite PlayerWorn by countless Rawlings Gold Glove Award winners since 1958, the Heart of the Hide glove line set the standard by which fielders' gloves are judged today. With premium steerhide leather, this Rawlings Heart Of the Hide Prince Fielder Game Day baseball glove features the highest-quality craftsmanship in the world. This series is designed to provide elite players with the pro-style glove they need to make their mark in the field.#||#Rawlings 2014 Heart of the Hide Prince Fielder Game Day Series Baseball Gloves feature:Heart of the Hide premium leather is tanned softer for game-ready feel #||#Deer tanned cowhide palm and finger back linings for strength, comfort and durability#||#Wool padding for additional comfort#||#Same pattern worn by Prince Fielder#||#Tennessee Tanning pro lace#||#Closed back#||#1-Year WarrantyRawlings Is Baseball",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52050/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/1st+base/sattr2/Model/sattrVal2/PROFM20B,249.95,n/a,0,n/a,249.95,249.95,Greater than 200,Rawlings Sporting Goods,Rawlings,Rawlings,Yes,n/a,"Heart of the Hide premium leather is tanned softer for game-ready feel #||# Deer tanned cowhide palm and finger back linings for strength, comfort and durability#||# Wool padding for additional comfort#||# Same pattern worn by Prince Fielder#||# Tennessee Tanning pro lace#||# Closed back#||# 1-Year Warranty",n/a,42095.49308,n/a,Rawlings 2014 Heart of the Hide Prince Fielder Game Day Series Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Heart Of The Hide® Leather#||#Additional Features####Deer Tanned Cowhide Palm Lining • Wool Padding#||#Web Pattern####Pro H™#||#Size####12 1/4""#||#Throw#####||#Color#####||#Position####1st Base#||#Back####Closed",n/a,n/a,n/a,n/a,12.25,First Base,First Base,Left Hand,52050#Right#Left,2,52050#12.25,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,654,654,Greater than 50
Baseball Savings,Baseball gloves,n/a,52051,n/a,Rawlings 2014 Heart of the Hide Buster Posey Game Day Series Baseball Gloves,"Rawlings 2014 Heart of the Hide Buster Posey Game Day Series Baseball Gloves#||#Get this glove game ready!> Click here to learn about the Baseball Savings Glove Steaming Service <#||#Rawlings 2014 Heart of the Hide Buster Posey Game Day Baseball GlovesPro-Style Glove For The Elite PlayerWorn by countless Rawlings Gold Glove Award winners since 1958, the Heart of the Hide glove line set the standard by which fielders' gloves are judged today. With premium steerhide leather, this Rawlings Heart Of the Hide Buster Posey Game Day baseball glove features the highest-quality craftsmanship in the world. This series is designed to provide elite players with the pro-style glove they need to make their mark in the field.#||#Rawlings 2014 Heart of the Hide Buster Posey Game Day Series Baseball Gloves feature:Heart of the Hide premium leather is tanned softer for game-ready feel #||#Deer tanned cowhide palm and finger back linings for strength, comfort and durability#||#Same pattern worn by Buster Posey#||#Wool padding for additional comfort#||#Tennessee Tanning pro lace#||#Open back#||#1-Year WarrantyRawlings Is Baseball",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52051/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/catchers/sattr2/Model/sattrVal2/PROCM43BP28,249.95,n/a,0,n/a,249.95,249.95,Greater than 200,Rawlings Sporting Goods,Rawlings,Rawlings,Yes,n/a,"Heart of the Hide premium leather is tanned softer for game-ready feel #||# Deer tanned cowhide palm and finger back linings for strength, comfort and durability#||# Same pattern worn by Buster Posey#||# Wool padding for additional comfort#||# Tennessee Tanning pro lace#||# Open back#||# 1-Year Warranty",n/a,42095.49307,n/a,Rawlings 2014 Heart of the Hide Buster Posey Game Day Series Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Heart Of The Hide® Leather#||#Additional Features####Deer Tanned Cowhide Palm Lining • Wool Padding#||#Web Pattern####1-Piece Solid#||#Size####34""#||#Throw#####||#Color#####||#Position####Catcher#||#Back####Open",n/a,n/a,n/a,n/a,34,Catcher,Catcher,Right Hand,52051#Right,1,52051#34,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,11,6–20
Baseball Savings,Outfield,n/a,52167,n/a,Louisville Slugger 2014 Pro Flare Outfielder Baseball Gloves (Single Bar Web),"Louisville Slugger 2014 Pro Flare Outfielder Baseball Gloves (Single Bar Web)#||#Get this glove game ready!> Click here to learn about the Baseball Savings Glove Steaming Service <#||#Louisville Slugger 2014 Pro Flare Outfielder Baseball GlovesFlare Design, Quick Transfer From Glove To HandThe Louisville Slugger Pro Flare outfielders baseball glove provides a larger catching surface area and a flat, deep pocket that funnels the ball in and holds it tight. The unique flare design allows for quick-transfer of ball from glove to hand, because every split second counts.#||#Louisville Slugger 2014 Pro Flare Outfielder Baseball Gloves feature:Professional grade, oil infused steerhide leather for outstanding feel and toughness#||#Combines unmatched durability with ultra-quick break-in#||#Preferred by top professional and collegiate players#||#Extra-wide lacing for added strength and durability#||#Flare design provides larger catching surface#||#Cushioned finger cot#||#Open back#||#1-Year WarrantyDesigned With The Speed Of The Game In Mind",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52167/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/outfield/sattr2/Model/sattrVal2/FGPF14BK127,199.95,n/a,0,n/a,199.95,199.95,$100 to $200,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Professional grade, oil infused steerhide leather for outstanding feel and toughness#||# Combines unmatched durability with ultra-quick break-in#||# Preferred by top professional and collegiate players#||# Extra-wide lacing for added strength and durability#||# Flare design provides larger catching surface#||# Cushioned finger cot#||# Open back#||# 1-Year Warranty",n/a,42095.49324,n/a,Louisville Slugger 2014 Pro Flare Outfielder Baseball Gloves,1,5,Less than 10,04-May,n/a,"Warranty####1-Year#||#Material####Steerhide Leather#||#Additional Features####Extra Wide Lacing Cushioned Finger Cot#||#Web Pattern####Single Bar#||#Size####12 3/4""#||#Throw####Right-Hand Left-Hand#||#Color#####||#Position####Outfield#||#Back####Open",n/a,n/a,n/a,n/a,12.75,Outfielder,Outfielder,Left Hand,52167#Right#Left,2,52174#13#32.5#12#11.75#11.5#12.75,6,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,13,6–20
Baseball Savings,n/a,n/a,52174,n/a,Louisville Slugger 2014 Pro Flare 1st Base Baseball Gloves,"Louisville Slugger 2014 Pro Flare 1st Base Baseball Gloves#||#Get this glove game ready!&gt; Click here to learn about the Baseball Savings Glove Steaming Service &lt;#||#Louisville Slugger 2014 Pro Flare 1st Base Baseball GlovesFlare Design, Quick Transfer From Glove To HandThe Louisville Slugger Pro Flare 1st Base baseball glove provides a larger catching surface area and a flat, deep pocket that funnels the ball in and holds it tight. The unique flare design allows for quick-transfer of ball from glove to hand, because every split second counts.#||#Louisville Slugger 2014 Pro Flare 1st Base Baseball Gloves feature:Professional grade, oil infused steerhide leather for outstanding feel and toughness#||#Combines unmatched durability with ultra-quick break-in#||#Preferred by top professional and collegiate players#||#Extra-wide lacing for added strength and durability#||#Flare design provides larger catching surface#||#Closed back with strap#||#1-Year WarrantyDesigned With The Speed Of The Game In Mind",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52174/searchWords/louisville+slugger+13+pro+flare+series+first+base+mitt,199.95,n/a,0,n/a,199.95,199.95,$100 to $200,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Professional grade, oil infused steerhide leather for outstanding feel and toughness#||# Combines unmatched durability with ultra-quick break-in#||# Preferred by top professional and collegiate players#||# Extra-wide lacing for added strength and durability#||# Flare design provides larger catching surface#||# Closed back with strap#||# 1-Year Warranty",n/a,42108.63957,n/a,Louisville Slugger 2014 Pro Flare 1st Base Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Steerhide Leather #||#Additional Features####Extra Wide Lacing #||#Web Pattern####H-Web#||#Size####13""#||#Throw####Right Hand • Left Hand#||#Color####Black#||#Position####1st Base#||#Back####Closed",n/a,n/a,n/a,n/a,13,First Base,First Base,Left Hand,52174#Right#Left,2,52174#13,1,Yes,Dicks Sporting Goods,Dicks Sporting Goods_28775876,http://www.dickssportinggoods.com/product/index.jsp?productId=28775876&page=3&cp=4406646.4413887.4414014.4414038.4414205,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,9,6–20
Baseball Savings,Infield,n/a,52199,n/a,Louisville Slugger 2014 Omaha Flare Infielders Baseball Gloves,"Louisville Slugger 2014 Omaha Flare Infielders Baseball Gloves#||#Get this glove game ready!> Click here to learn about the Baseball Savings Glove Steaming Service <#||#Louisville Slugger 2014 Omaha Flare Infielders Baseball GlovesQuick, Quick, QuickThe Louisville Slugger Omaha Flare infielders baseball glove is designed to combine top-grade, oil-treated leather with the Flare design that provides an open and flat pocket for easy ball transfer. Softer internal linings make this the most game-ready, off-the-shelf Flare series available. Quick break-in, Quick ball-transfer, Quick inning.#||#Louisville Slugger 2014 Omaha Flare Infielders Baseball Gloves feature:Top-grade, oil-treated leather for soft feel and long-lasting shape#||#Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||#Extra-wide, dye-through lacing for extra durability#||#Flare design provides larger catching surface#||#Professional, baseball-specific patterns#||#Open back#||#1-Year WarrantyWhere High-Level Design Meets Value",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52199/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/infield/sattr2/Model/sattrVal2/FGOF14BK117,79.97,n/a,0,n/a,79.97,79.97,$50 to $100,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Top-grade, oil-treated leather for soft feel and long-lasting shape#||# Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||# Extra-wide, dye-through lacing for extra durability#||# Flare design provides larger catching surface#||# Professional, baseball-specific patterns#||# Open back#||# 1-Year Warranty",n/a,42095.49331,n/a,Louisville Slugger 2014 Omaha Flare Infielders Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Steerhide Leather#||#Additional Features####Dye-Through Lacing • Bruise-Gard™ Padding#||#Web Pattern####I-Web#||#Size####11 1/4""#||#Throw####Right-Hand#||#Color#####||#Position####Second Base/Shortstop/Third Base#||#Back####Open",n/a,n/a,n/a,n/a,11.75,Infielder,Infielder,Left Hand,52199#Left,1,57071#13#33.5#11.75#11.25#12.75#11.5#12,7,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Baseball Savings,Outfield,n/a,52202,n/a,Louisville Slugger 2014 Omaha Pro Outfielders Baseball Gloves (Trap Web),"Louisville Slugger 2014 Omaha Pro Outfielders Baseball Gloves (Trap Web)#||#Get this glove game ready!> Click here to learn about the Baseball Savings Glove Steaming Service <#||#Louisville Slugger 2014 Omaha Pro Outfielders Baseball GlovesMaximum Comfort And DurabilityThe Louisville Slugger Omaha Pro outfielders baseball glove brings together premium shell leather with softer linings for a substantial feel that is game-ready off the shelf. The unique, vintage leather gives each glove a personality of its own. Take pride in these one-of-a-kind gloves.#||#Louisville Slugger 2014 Omaha Pro Outfielders Baseball Gloves feature:Premium cowhide leather for substantial yet soft feel#||#Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||#Extra-thick, dye-through lacing for extra durability#||#Full leather finger linings#||#Improved deeper pocket#||#Pro style patterns#||#1-Year WarrantyOmaha Pro...The Look And Feel Of Premium",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52202/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/outfield/sattr2/Model/sattrVal2/FGOP14BN127,99.95,n/a,0,n/a,99.95,99.95,$50 to $100,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Premium cowhide leather for substantial yet soft feel#||# Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||# Extra-thick, dye-through lacing for extra durability#||# Full leather finger linings#||# Improved deeper pocket#||# Pro style patterns#||# 1-Year Warranty",n/a,42095.49324,n/a,Louisville Slugger 2014 Omaha Pro Outfielders Baseball Gloves,1,3,Less than 10,02-Mar,n/a,"Warranty####1-Year#||#Material####Steerhide Leather#||#Additional Features####Dye-Through Lacing Bruise-Gard™ Padding#||#Web Pattern####Trap Web#||#Size####12 3/4""#||#Throw####Right-Hand Left-Hand#||#Color#####||#Position####Outfield#||#Back####Closed",n/a,n/a,n/a,n/a,12.75,Outfielder,Outfielder,Right Hand,52202#Left#Right,2,52205#13#32.5#12#12.5#11.75#11.25#11.5#12.75,8,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,12,6–20
Baseball Savings,Outfield,n/a,52207,n/a,Louisville Slugger Youth 2014 Omaha Select Outfielders Baseball Gloves,"Louisville Slugger Youth 2014 Omaha Select Outfielders Baseball Gloves#||#Louisville Slugger Youth 2014 Omaha Select Outfielders Baseball GlovesDesigned For The Transition PlayerA young ballplayer training to become a serious ballplayer needs a serious glove to match him. The Omaha Select youth outfielders baseball glove is designed with the transition player in mind, and with its lightweight cowhide leather and superior feel and fit, your young player can show everyone what he’s got.Louisville Slugger Youth 2014 Omaha Select Outfielders Baseball Gloves feature:Glove series designed for the player who is crossing over from youth baseball to more competitive levels#||#Lightweight cowhide, oil-treated leather for superior feel and fit#||#Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||#Dye-through lacing for extra durability #||#Professional patterns#||#Open back#||#1-Year Warranty#||#Omaha Select...For The Serious Young Ballplayer",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52207/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/outfield/sattr2/Model/sattrVal2/FGOS14BG125,69.95,n/a,0,n/a,69.95,69.95,$50 to $100,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Glove series designed for the player who is crossing over from youth baseball to more competitive levels#||# Lightweight cowhide, oil-treated leather for superior feel and fit#||# Bruise-gard™ padding absorbs nearly all sting resulting from hard hit or thrown balls#||# Dye-through lacing for extra durability #||# Professional patterns#||# Open back#||# 1-Year Warranty",n/a,42095.49319,n/a,Louisville Slugger Youth 2014 Omaha Select Outfielders Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Cowhide Leather#||#Additional Features####Dye-Through Lacing • Bruise-Gard™ Padding#||#Web Pattern####Pro Trap#||#Size####12 1/2""#||#Throw####Right-Hand • Left-Hand#||#Color#####||#Position####Pitcher/Outfield#||#Back####Open",n/a,n/a,n/a,n/a,12.5,Utility,Utility,Left Hand,52207#Right#Left,2,52210#12#31#11.5#11#12.5,5,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Baseball Savings,n/a,n/a,52211,n/a,Louisville Slugger Youth 2014 Omaha Select Catchers Gloves,"Louisville Slugger Youth 2014 Omaha Select Catchers Gloves#||#Louisville Slugger Youth 2014 Omaha Select Catchers GlovesDesigned For The Transition PlayerA young ballplayer training to become a serious ballplayer needs a serious glove to match him. The Omaha Select youth catchers baseball glove is designed with the transition player in mind, and with its lightweight cowhide leather and superior feel and fit, your young player can show everyone what he&#146;s got.Louisville Slugger Youth 2014 Omaha Select Catchers Gloves feature:Glove series designed for the player who is crossing over from youth baseball to more competitive levels#||#Lightweight cowhide, oil-treated leather for superior feel and fit#||#Bruise-gard&#153; padding absorbs nearly all sting resulting from hard hit or thrown balls#||#Boxster design creates larger pocket with easier closure#||#Dye-through lacing for extra durability #||#Professional patterns#||#Open back#||#1-Year Warranty#||#Omaha Select...For The Serious Young Ballplayer",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52211/searchWords/louisville+slugger+31+youth+omaha+select+series+catcher+s+mitt,69.95,n/a,0,n/a,69.95,69.95,$50 to $100,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Glove series designed for the player who is crossing over from youth baseball to more competitive levels#||# Lightweight cowhide, oil-treated leather for superior feel and fit#||# Bruise-gard&#153; padding absorbs nearly all sting resulting from hard hit or thrown balls#||# Boxster design creates larger pocket with easier closure#||# Dye-through lacing for extra durability #||# Professional patterns#||# Open back#||# 1-Year Warranty",n/a,42108.63957,n/a,Louisville Slugger Youth 2014 Omaha Select Catchers Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####Cowhide Leather#||#Additional Features####Dye-Through Lacing • Bruise-Gard™ Padding#||#Web Pattern####2-Piece Web#||#Size####31""#||#Throw####Right-Hand#||#Color####Black/Grey#||#Position####Catcher #||#Back####Open",n/a,n/a,n/a,n/a,31,Catcher,Catcher,Right Hand,52211#Right,1,52211#31,1,Yes,Dicks Sporting Goods,Dicks Sporting Goods_28775836,http://www.dickssportinggoods.com/product/index.jsp?productId=28775836&cp=4406646.4413887.4414014.4414323,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,9,6–20
Baseball Savings,Baseball gloves,n/a,52216,n/a,Louisville Slugger Youth 2014 Genesis 1884 Catchers Gloves,"Louisville Slugger Youth 2014 Genesis 1884 Catchers Gloves#||#Louisville Slugger Youth 2014 Genesis 1884 Catchers GlovesTraditional And LightweightWhen your young ballplayer is ready to go right now, the Louisville Slugger Genesis 1884 catchers baseball glove is waiting for them. Built specifically for youth players and featuring buffalo leather and performance mesh, the Genesis series has a traditional yet game-ready feel right off the shelf.Louisville Slugger Youth 2014 Genesis 1884 Catchers Gloves feature:Extra soft buffalo leather palm provides durability with no-break-in period#||#Game-ready, ultrasoft materials utilized for improved playability#||#Lightweight nylon mesh back for easy closure#||#Specifically designed for developing players#||#Extra soft palm lining for improved comfort#||#Closed back with velcro strap#||#1-Year Warranty#||#Genesis 1884...Game-Ready For The Developing Player",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52216/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/catchers/sattr2/Model/sattrVal2/FGGN14BNCM1,46.95,n/a,0,n/a,46.95,46.95,$25 to $50,Louisville Slugger,Louisville Slugger,Louisville Slugger,Yes,n/a,"Extra soft buffalo leather palm provides durability with no-break-in period#||# Game-ready, ultrasoft materials utilized for improved playability#||# Lightweight nylon mesh back for easy closure#||# Specifically designed for developing players#||# Extra soft palm lining for improved comfort#||# Closed back with velcro strap#||# 1-Year Warranty",n/a,42095.49307,n/a,Louisville Slugger Youth 2014 Genesis 1884 Catchers Gloves,1,4,Less than 10,03-Apr,n/a,"Warranty####1-Year#||#Material####Buffalo Leather & Nylon Mesh#||#Additional Features####Extra Soft Palm Lining#||#Web Pattern####2-Piece Web#||#Size####31""#||#Throw####Right-Hand • Left-Hand#||#Color#####||#Position####Catcher#||#Back####Closed",n/a,n/a,n/a,n/a,31,Catcher,Catcher,Left Hand,52216#Right#Left,2,52215#11#12#31,3,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,13,6–20
Baseball Savings,Infield,n/a,52290,n/a,Rawlings 2014 Gold Glove Collection Baseball Gloves (Pro-I Web),"Rawlings 2014 Gold Glove Collection Baseball Gloves (Pro-I Web)#||#Rawlings 2014 Gold Glove Collection Baseball GlovesThe Ultimate In Playability And FeelThe culmination of one hundred years of Rawlings' glove-making craftsmanship, the Rawlings Gold Glove series with Opti-Core™ Technology delivers the ultimate in playability and feel, inspiring a new generation of defensive excellence. Meticulously cut, assembled and sewn, start to finish, by a single craftsman, all Rawlings Gold Gloves carry an individual serial number signifying the maker, the date created and the glove's production number.#||#Rawlings 2014 Gold Glove Collection Baseball Gloves feature:Flawless, European leather famous for its supple feel and durable finish#||#Deer tanned cowhide palm and leather finger back linings help for strength, comfort and durability#||#Opti-Core™ Technology allows for added layers of pre-curved padding beneath the palm to greater absorb the impact at the moment of catch#||#Hand-sewn welting eliminates the conjoining leather piece that would normally rub against your thumb and hinder your hand movements#||#Rawlings Gold Glove Award and gold trim patch exemplify the most heralded defenders in the game#||#Ultra-premium, luxury palm lining comfortable completes a custom fit and feel#||#1-Year WarrantyRawlings Is Baseball",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52290/refScid/2520/sattr0/Type/sattrVal0/baseball/sattr1/Position/sattrVal1/infield/sattr2/Model/sattrVal2/RGG2002,499.95,n/a,0,n/a,499.95,499.95,Greater than 200,Rawlings Sporting Goods,Rawlings,Rawlings,Yes,n/a,"Flawless, European leather famous for its supple feel and durable finish#||# Deer tanned cowhide palm and leather finger back linings help for strength, comfort and durability#||# Opti-Core™ Technology allows for added layers of pre-curved padding beneath the palm to greater absorb the impact at the moment of catch#||# Hand-sewn welting eliminates the conjoining leather piece that would normally rub against your thumb and hinder your hand movements#||# Rawlings Gold Glove Award and gold trim patch exemplify the most heralded defenders in the game#||# Ultra-premium, luxury palm lining comfortable completes a custom fit and feel#||# 1-Year Warranty",n/a,42095.49331,n/a,Rawlings 2014 Gold Glove Collection Baseball Gloves,n/a,n/a,NA,NA,n/a,"Warranty####1-Year#||#Material####European Leather#||#Additional Features####Hand-Sewn Welting Luxury Palm Lining#||#Web Pattern####Pro I™#||#Size####11 1/2""#||#Throw####Right-Hand#||#Color#####||#Position####Second Base/Shortstop/Third Base Pitcher#||#Back####Open",n/a,n/a,n/a,n/a,11.5,Utility,Utility,Right Hand,52290#Right,1,60320#12#11.75#12.75#11.5,4,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,654,654,Greater than 50
Baseball Savings,n/a,n/a,52889,n/a,Franklin Youth Neo Classic II Batting Gloves,"Franklin Youth Neo Classic II Batting Gloves#||#Franklin Youth Neo Classic II Batting GlovesSuperior Grip In All ConditionsWhen Starling Marte and Mike Napoli step into the batter's box there is one constant, other than striking fear into the eyes of any pitcher: they are wearing Franklin Neo Classic II Batting Gloves. Made with Pittards Digital sheepskin leather, these gloves are designed to provide superior grip in all conditions.Franklin Youth Neo Classic II Batting Gloves feature:Pittards Digital sheepskin leather provides superior grip in all conditions#||#1-piece leather palm maintains tactility for a smooth and seamless feel on any bat#||#QUAD-FLEX&reg; creasing reduces material buildup between the player's hand and the bat handle#||#Floating thumb technology increases flexibility and adaptability#||#Pro-grade spandex supports ultimate hand flexibility#||#Franklin Batting Gloves...Great Fit And Feel",http://www.baseballsavings.com/customer/category/product.jsp/SUBCATEGORY_ID/52889/searchWords/franklin+youth+neo+classic+ii+batting+gloves/sattr0/Color/sattrVal0/White~%7C~Yellow~%7C~Steel,21,n/a,0,n/a,21,21,Less than $25,Franklin Sports,Franklin,Franklin,Yes,n/a,Pittards Digital sheepskin leather provides superior grip in all conditions#||# 1-piece leather palm maintains tactility for a smooth and seamless feel on any bat#||# QUAD-FLEX&reg; creasing reduces material buildup between the player's hand and the bat handle#||# Floating thumb technology increases flexibility and adaptability#||# Pro-grade spandex supports ultimate hand flexibility,n/a,42108.63957,n/a,Franklin Youth Neo Classic II Batting Gloves,n/a,n/a,NA,NA,n/a,Warranty#####||#Color#####||#Size#####||#Additional Features####Floating Thumb Technology &#8226 QUAD-FLEX&reg;#||#Palm####Pittards Sheepskin Leather#||#Back####Spandex,n/a,n/a,n/a,n/a,L,Batting,Batting,n/a,n/a,n/a,52889#L,1,Yes,Dicks Sporting Goods,Dicks Sporting Goods_12152548,http://www.dickssportinggoods.com/product/index.jsp?productId=12152548&cp=4406646.4413887.4414014.11128959,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,9,6–20
