Product ID,Week1,Week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,stdev_with_outliers,stdev_without_outliers,check
921566,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,0.57145,N/A,N/A,N/A,N/A,0.5,N/A,0.5,N/A,N/A,N/A,0.1667,N/A,N/A,1,N/A,0.3333,0.3333,N/A,N/A,N/A,N/A,N/A,0.32,0.32,1
921467,1,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,1
921278,N/A,0.777766667,0.75,0.75,0.375,0.2381,0.66665,0.5,0.1429,0.66665,1,N/A,1,N/A,0.5,N/A,N/A,N/A,N/A,N/A,0.6,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.26,0.26,1
921206,N/A,N/A,N/A,1,N/A,N/A,N/A,,N/A,0.5,N/A,N/A,1,,N/A,,0.5,N/A,0.5,N/A,N/A,0.625,,N/A,N/A,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24,0.24,1
921602,N/A,N/A,N/A,N/A,1,0.66665,N/A,N/A,N/A,0.3333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.33,0.33,1
921242,N/A,1,0.3333,N/A,0.625,N/A,N/A,N/A,N/A,1,N/A,0.3333,N/A,N/A,N/A,N/A,1,0.5,N/A,N/A,N/A,N/A,,1,N/A,N/A,N/A,0.5,N/A,N/A,N/A,N/A,N/A,0.30,0.30,1
472975,N/A,N/A,N/A,N/A,N/A,N/A,0.3333,N/A,N/A,0.3333,,N/A,N/A,0.2857,0.28845,N/A,0.6,0.4048,0.1,0.375,,,0.75,0.5,0.5625,0.0833,0.5,0.5,N/A,N/A,N/A,N/A,N/A,0.27,0.18,0
840426,0.5625,0.5,N/A,N/A,N/A,,0.25,N/A,0.5,0.5,0.1429,N/A,0.1667,0.1429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.19,0.19,1
637651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.55,0.6923,0.6667,0.0889,N/A,0.0488,0.2556,0.1053,0.0204,N/A,0.0238,N/A,0.54804,0.578416667,0.578214286,0.575044444,0.697283333,0.573157143,0.59415,0.4875,0.6777,0.444466667,0.6852,0.39585,0.1,0.125,0.25,0.25,1
909919,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0.57145,N/A,N/A,N/A,,N/A,0.1667,N/A,0.1429,N/A,N/A,N/A,N/A,0.5,0.5,1,N/A,0.125,N/A,N/A,N/A,N/A,N/A,N/A,0.36,0.36,1
259633,0.327657143,0.0108,N/A,0.0492,0.09748,0.1599,0.1086,,0.1203,0.0204,0.486875,0.766666667,0.828266667,0.36914,0.674844444,0.63834,0.6467,0.516666667,0.680566667,0.654125,0.5801375,0.548928571,0.579555556,0.4959,0.555355556,0.656033333,0.54742,0.51325,0.56762,0.529371429,0.557014286,0.29454,0.427666667,0.23,0.23,1
401194,0.33335,N/A,0.13335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0.0149,0.0417,0.1176,N/A,N/A,0.0256,0.0345,0.0545,0.03405,0.099266667,0.0196,0.087,0.0792,0.5098,N/A,N/A,N/A,0.125,0.2222,0.16,0.13,0
768890,0.58775,0.625477778,0.58725,0.4527,0.599530769,0.60925,0.555175,0.6331125,0.549822222,0.587971429,0.2986,0.6875,0.2889,0.5238,0.54165,0.251333333,0.18255,0.2,0.270825,0.1607,0.1429,0.22915,0.309025,0.64285,0.45835,0.348466667,0.483333333,0.53125,0.788463636,0.538016667,0.58935,0.67575,0.590488889,0.18,0.18,1
909982,N/A,0.0122,0.0455,0.4007,0.0769,N/A,0.53845,N/A,N/A,N/A,0.48776,0.301625,0.281625,0.5238,0.2889,,0.22915,,N/A,1,0.5,0.6,,0.57145,0.466666667,0.1667,0.777766667,0.20835,0.0491,0.0303,N/A,0.01925,,0.27,0.27,1
205699,N/A,N/A,0.125,N/A,0.1429,N/A,0.12145,0.4606,0.25,0.2,1,0.0714,0.1667,,N/A,N/A,1,0.0909,1,1,N/A,0.58335,0.3333,0.25,0.522233333,N/A,0.5,N/A,0.134066667,0.41958,0.241975,0.24632,0.176825,0.32,0.32,1
171561,N/A,0.2,0.25,0.25,0.5,N/A,0.5,0.35,0.316666667,0.58335,0.2256,0.4756,0.449333333,0.50515,0.421275,0.36742,0.167866667,0.25435,0.253575,0.3254,0.29535,0.419333333,0.525625,0.54,0.504175,0.5582,0.3347,0.641666667,0.4111,0.225,0.25,N/A,0.1667,0.14,0.14,1
452464,N/A,0.2935,1,0.54165,0.0667,N/A,N/A,0.2,N/A,0.55555,0.5263,0.08525,0.0625,0.701766667,0.4861,0.05,0.55555,0.5238,0.1429,0.5357,0.10415,0.1538,N/A,0.29165,0.5,0.55265,N/A,0.0625,N/A,0.55,,,0.2857,0.25,0.25,1
745021,0.2516,0.488814286,0.389385714,0.417116667,0.469275,0.351714286,0.46252,0.3011,0.180383333,0.422671429,0.48075,0.3458,0.23572,0.37395,0.145,0.484966667,0.38956,0.4263,0.688542857,0.5,0.19355,0.39862,0.2836,0.5161,0.376533333,0.442625,0.58952,0.273416667,0.3646,0.415825,0.55538,0.6570125,0.20946,0.13,0.13,1
172106,0.0909,0.6138,0.530466667,0.06695,0.1762,0.1494,0.271433333,0.312233333,0.206933333,0.241233333,N/A,0.5769,0.33335,0.1818,0.5,0.1,N/A,0.3333,0.25,N/A,,0.6111,0.56945,0.338366667,0.125,N/A,N/A,0.0769,N/A,0.14585,0.53335,0.679,0.0606,0.20,0.20,1
871315,0.57045,0.3544,0.384171429,0.269075,0.404033333,0.463716667,0.31152,0.51335,0.34924,0.1873,0.66665,0.25,N/A,0.1,0.5,N/A,0.41665,0.5625,0.5,N/A,,,N/A,0.29165,0.58335,N/A,,,0.3828,0.485733333,0.55038,0.40025,0.57686,0.23,0.14,0
693301,0.1111,0.5,0.75,0.58335,,0.5769,,0.4419,0.3125,0.30555,0.4537,0.6254,0.313466667,0.509533333,0.6842,0.1213,0.357133333,0.635725,0.4048,0.2513,0.394066667,0.3331,0.353375,0.2858,0.44655,0.46255,0.6556,0.61316,0.35135,0.5625,0.1176,0.0625,0.52275,0.22,0.18,0
779425,0.5,0.2,N/A,N/A,0.57145,0.5,0.1111,N/A,N/A,N/A,0.3482,0.29165,0.39585,0.4951,0.455566667,0.4619,0.400633333,0.58334,,0.261666667,0.727266667,0.5238,0.515866667,0.3611,0.729175,0.317533333,0.6,0.444833333,0.29165,N/A,N/A,0.4,,0.19,0.15,0
871320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#DIV/0!,#DIV/0!,#DIV/0!
215289,0.440866667,0.605855556,0.306433333,0.501175,0.5098,0.50905,0.463866667,0.436275,0.503033333,0.54375,0.33335,0.6111,N/A,0.1111,0.25,0.6574,0.696966667,,,0.4111,0.56665,0.4444,0.375,0.5769,0.33335,0.42425,0.2857,,0.2481,0.393366667,0.2817,0.472066667,0.38916,0.19,0.14,0
762910,N/A,0.0385,,N/A,0.0294,N/A,N/A,0.54,0.292533333,0.7037,0.4375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.318325,0.47595,0.583333333,0.5392,0.3375,0.27,0.21,0
764885,0.2,0.33335,N/A,N/A,N/A,N/A,N/A,,,0.125,0.4861,0.46428,0.16345,0.24545,0.7619,0.74,1,0.57145,0.246966667,0.2381,0.3111,0.3333,0.0833,0.57145,0.1111,,0.5,1,0.1333,0.125,N/A,,0.0909,0.28,0.28,1
