173302,910398,910406,910422,910430,946343,346474,520328,451826,732460,732465,520928,520744,575341,473576,422392,220735,220753,472664,473648,473656,520496,303619,173336,213940,619642,602710,273384,273312,652497,910448,729940,391775,917243,392885,117898,452913,452922,222118,452949,910638,910646,238698,173393,515344,431954,453064,199149,198249,908026,887938,190658,328093,887929,241447,651328,910372,838469,838487,198438,578825,450260,489461,875250,625312,446825,403405,232403,173047,597050,706265,305289,384114,942322,706260,910497,921179,921017,921449,921287,921026,921269,921368,921323,921116,921152,921053,921332,921143,921062,921377,921134,921386,921503,921557,567213,921458,921539,921404,921314,921566,921467,921278,921206,921602,921242,472975,840426,637651,909919,259633,401194,768890,909982,205699,171561,452464,745021,172106,871315,693301,779425,871320,215289,762910,764885,874844,173328,838397,172353,598668,305324,598614,986872,599284,597020,393105,392955,393045,982304,114064,248352,508218,910489,921188,234575,567114,921413,171546,171553,171660,838406,283295,283790,100557,838442,114128,130661
NA,0.49428,0.647457143,0.58335,0.52145,0.337483333,0.2432,NA,NA,NA,NA,0.58669375,0.654841667,0.621471429,0.759204,0.571522222,0.704472222,NA,NA,0.589857143,0.16665,NA,0.526090909,0.0345,0.465884211,NA,0.733333333,NA,NA,NA,0.34328,0.57,0.57545,0.466566667,0.470175,0.4899,0.47052,0.456585714,0.3125,0.487266667,0.58825,0.11115,NA,0.40484,0.6226,0.643378571,0.765753846,0.11175,0.501925,NA,0.293325,0.127325,NA,0.333742857,0.578625,1,0.2381,0.472233333,0.4,NA,0.658325,NA,0.35,NA,0.7327625,0.8063625,0.5065,0.25,NA,0.714036364,0.488788889,0.475733333,0.2,0.51714,0.489266667,0.7,0.27715,NA,NA,NA,0.4583,NA,0.73295,NA,NA,NA,NA,NA,1,NA,0.6667,NA,NA,0.66665,0.32145,NA,NA,0.602157143,NA,1,NA,1,NA,NA,NA,NA,NA,0.5625,NA,NA,0.327657143,0.33335,0.58775,NA,NA,NA,NA,0.2516,0.0909,0.57045,0.1111,0.5,NA,0.440866667,NA,0.2,0.472233333,0.2,0.166225,0.1304,NA,0.4779,0.566666667,0.701575,0.345233333,0.1667,0.625471429,0.72963,0.445825,0.62666,0.649583333,0.533333333,0.777766667,0.2127,0.3017,NA,NA,NA,NA,0.1429,1,NA,NA,NA,NA,NA,0.462966667,0.2019
0.5357,0.312075,0.56482,0.3333,0.6042,0.235683333,0.2783,NA,NA,NA,NA,0.459786667,0.669072222,0.532885714,0.728228,0.679105556,0.606546667,1,0.6389,0.603911111,0.7074,0.0588,0.4511,0.0147,0.683246429,NA,0.6667,0.1111,NA,NA,0.44035,0.22545,0.712633333,0.583622222,0.49015,0.54,0.5768,0.69920625,0.83335,0.616166667,0.577611111,0.0667,0.6,0.40954,0.478625,0.583335294,0.480325,0.0714,0.41928,NA,0.3887,0.34592,NA,0.4024,0.67735,0.75,0.33335,0.5147,0.60866,0.5,0.4122,NA,NA,0.5,0.662947458,0.408333333,0.5479125,NA,NA,0.69213,0.519955556,0.5543125,0.58334,0.4648125,0.62784,0.47994,0.5605,0.4,NA,NA,0.515625,NA,NA,NA,1,1,NA,0.1429,NA,NA,NA,0.25,NA,0.4722,0.30555,NA,NA,0.512242857,NA,NA,NA,NA,0.777766667,NA,NA,1,NA,0.5,NA,NA,0.0108,NA,0.625477778,0.0122,NA,0.2,0.2935,0.488814286,0.6138,0.3544,0.5,0.2,NA,0.605855556,0.0385,0.33335,NA,NA,0.3373,0.51595,NA,0.320557143,0.375,0.6398,0.55,0.5,0.555222222,0.4786375,0.652775,0.554033333,0.5781,0.633333333,0.456725,0.383583333,0.2778,NA,NA,NA,NA,0.1429,NA,NA,0.6667,NA,0.25,NA,0.3147,0.220375
NA,0.25468,0.394933333,0.53934,0.438833333,0.307885714,0.308033333,NA,NA,NA,NA,0.656223529,0.640933333,0.4971875,0.728946875,0.619064286,0.70238,0.625,0.5625,0.507225,NA,NA,0.564046154,0.0411,0.612785185,NA,NA,0.5357,NA,NA,0.5869625,0.58335,0.4707,0.573188889,0.5413125,0.5238,0.561542857,0.5099375,1,0.477166667,0.34442,0.0744,0.0704,0.1531,0.3643,0.63338,0.4475,0.0556,0.4102,NA,0.464414286,0.385366667,0.0588,0.53825,0.58322,0.0222,0.67035,0.625,0.502075,NA,0.566666667,NA,NA,NA,0.6336,0.576533333,0.76072,0.58335,NA,0.677019048,0.59731,0.493590909,0.1429,0.337916667,0.557036364,0.9,0.43845,0.280966667,NA,1,0.292266667,NA,0.53335,1,0.25,1,0.5,0.3333,NA,NA,NA,NA,NA,NA,0.094,NA,0.35,0.4440125,NA,1,NA,NA,0.75,NA,NA,0.3333,NA,NA,NA,NA,NA,0.13335,0.58725,0.0455,0.125,0.25,1,0.389385714,0.530466667,0.384171429,0.75,NA,NA,0.306433333,NA,NA,0.583333333,NA,0.6667,0.44605,0.58335,0.45172,0.67645,0.6401,0.505033333,NA,0.659966667,0.513714286,NA,0.564583333,0.472616667,0.7156875,0.708333333,0.4236,0.55368,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.53576,0.19734
NA,0.65834,0.33792,0.4375,NA,0.312942857,0.305233333,NA,NA,NA,NA,0.60288125,0.462505882,0.491825,0.714276471,0.429975,0.647238462,0.220833333,0.6389,0.546566667,0.63406,0.0833,0.501866667,0.03005,0.561125,NA,0.25,NA,NA,NA,0.620777778,NA,0.6753,0.33798,0.371585714,0.549525,0.2644,0.498866667,0.1429,0.6601,0.56786,0.1667,0.547633333,0.686266667,0.648428571,0.59437,0.08565,NA,0.451966667,NA,0.2259,0.450183333,NA,0.3771375,0.447233333,NA,0.178566667,0.1667,0.482533333,NA,0.34725,0.5,NA,NA,0.645332432,0.534171429,0.45458,0.55555,NA,0.562421429,0.501385714,0.55394,0.3333,0.4792,0.535533333,0.53056,0.72728,0.2,NA,1,0.58335,1,0.30555,1,NA,1,NA,0.5,NA,1,NA,0.5,NA,1,0.3889,NA,NA,0.420157143,NA,NA,NA,1,0.75,1,NA,NA,NA,NA,NA,NA,0.0492,NA,0.4527,0.4007,NA,0.25,0.54165,0.417116667,0.06695,0.269075,0.58335,NA,NA,0.501175,NA,NA,0.25,0.0769,1,0.5128,NA,0.490628571,0.60834,0.639166667,0.4762,0.1429,0.709825,0.359585714,0.833325,0.63334,0.538722222,0.41742,0.45835,0.236233333,0.436575,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA,NA,0.4339,0.2713
0.488483333,0.303566667,0.332825,0.212966667,0.480614286,0.381685714,0.160157143,NA,NA,NA,NA,0.558907143,0.561706667,0.465,0.5788,0.567069231,0.624084615,1,0.45835,0.530275,0.616175,NA,0.28865,NA,0.465271429,NA,0.43335,0.1111,NA,NA,0.593733333,0.1429,0.217866667,0.368383333,0.4606625,0.6,0.55,0.292766667,0.55555,0.690483333,0.641375,0.1,0.20235,0.238625,0.487625,0.525946154,0.30265,0.03495,0.30458,NA,0.2722,0.459685714,0.0303,0.25702,0.2386,NA,0.564175,0.347833333,0.629625,1,0.2,1,NA,0.5,0.628755556,0.629266667,0.7494,NA,NA,0.462564286,0.487078571,0.387266667,0.740733333,0.5478,0.518666667,0.08165,0.53575,0.5,NA,NA,0.2,NA,NA,NA,NA,1,NA,0.66665,1,1,NA,0.75,NA,NA,0.5,NA,NA,0.538885714,NA,NA,1,NA,0.375,NA,1,0.625,NA,NA,NA,1,0.09748,NA,0.599530769,0.0769,0.1429,0.5,0.0667,0.469275,0.1762,0.404033333,NA,0.57145,NA,0.5098,0.0294,NA,0.1667,NA,0.3333,0.4478,NA,0.45398,1,0.61176,0.6875,0.3333,0.618742857,0.588533333,0.44546,0.50476,0.784566667,0.346425,0.7436,0.28345,0.583333333,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.1999,0.396975
NA,0.20535,0.1921,NA,0.44948,0.3783,0.17256,NA,NA,NA,NA,0.57525,0.639014286,0.655328571,0.625361538,0.493781818,0.5791625,NA,NA,0.316766667,0.55355,NA,0.41256,0.0417,0.586659259,NA,NA,NA,NA,NA,0.5345,0.0909,0.54602,0.49755,0.48186,0.58845,0.445133333,0.5868,NA,0.4329,0.5596,NA,0.07175,0.7,0.46028,0.5826,0.1712,0.17045,0.301225,NA,0.217066667,0.36398,NA,0.205133333,0.197966667,NA,0.13225,NA,0.390466667,NA,0.5941,NA,0.32145,NA,0.65159375,0.3874,0.4138875,NA,NA,0.655605882,0.5607,0.5651,0.1,0.38014,0.474521429,0.0588,0.654885714,NA,NA,NA,0.75,NA,NA,NA,NA,0.3333,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507583333,NA,NA,NA,NA,0.2381,NA,0.66665,NA,NA,NA,NA,NA,0.1599,NA,0.60925,NA,NA,NA,NA,0.351714286,0.1494,0.463716667,0.5769,0.5,NA,0.50905,NA,NA,NA,NA,NA,0.458633333,NA,0.32135,0.377766667,0.533583333,0.6111,NA,0.454616667,0.540988889,0.58348,0.4368,0.6617,0.5782,NA,0.56975,0.218266667,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.59225,0.07575
0.0833,0.37274,0.398366667,0.2585,0.39614,0.488214286,0.33094,NA,NA,NA,NA,0.481964286,0.5833,0.66764,0.650665625,0.560673333,0.590635,1,NA,0.538342857,0.468766667,NA,0.433263636,0.03235,0.635653333,NA,0.422633333,0.1429,0.2,NA,0.6119,0.52175,0.502983333,0.403616667,0.5505,NA,0.422716667,0.5309,1,0.283333333,0.5229875,0.19295,0.1027,0.44395,0.46,0.663507692,0.2353,0.1053,0.225,NA,0.11225,0.47065,NA,0.12652,0.0807,0.58335,0.585325,0.0667,0.591725,NA,0.516675,NA,NA,0.33335,0.60235,0.4919,0.7437,0.58335,0.3333,0.782525,0.54273,0.5761625,0.6,0.5839875,0.522135714,0.27175,0.50584,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,1,0.5,0.3333,0.2857,NA,0.3333,0.230133333,NA,NA,0.5179,0.5,NA,NA,NA,0.66665,NA,NA,NA,0.3333,0.25,NA,NA,0.1086,NA,0.555175,0.53845,0.12145,0.5,NA,0.46252,0.271433333,0.31152,NA,0.1111,NA,0.463866667,NA,NA,0.2857,NA,0.5,0.53,NA,0.4067,0.6667,0.52638,NA,NA,0.538122222,0.49732,0.5909,0.689983333,0.5464,0.409725,0.77334,0.24285,0.38058,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.190475,0.1328
NA,0.3936,0.36954,0.66665,0.44452,0.15968,0.247714286,NA,NA,NA,NA,0.603115789,0.582111111,0.53975,0.685479167,0.4213,0.556689474,0.1429,NA,0.59953,0.481475,0.5278,0.3588125,NA,0.523333333,NA,NA,0.8,1,NA,0.6003875,0.5,0.65675,0.412666667,0.28866,0.376475,0.524316667,0.4455625,NA,0.3889,0.454125,0.51565,0.1538,0.46122,0.571583333,0.436588889,0.591371429,NA,0.26785,NA,0.70835,0.284075,NA,0.333333333,0.3159,NA,0.3101,0.37145,0.3488,NA,0.0303,NA,NA,0.1429,0.671208,0.501085714,0.65645,0.5,NA,0.654094737,0.56067,0.6352,NA,0.58486,0.4438,0.2086,0.675,0.3333,NA,0.3333,0.25,NA,NA,NA,NA,NA,0.1429,0.2,NA,NA,NA,0.3333,NA,0.7143,NA,NA,NA,0.3921,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,0.55,NA,NA,NA,0.6331125,NA,0.4606,0.35,0.2,0.3011,0.312233333,0.51335,0.4419,NA,NA,0.436275,0.54,NA,0.566666667,0.5,0.5,0.5111,0.1667,0.4536,0.39845,0.491133333,0.540733333,0.5625,0.678083333,0.448957143,0.616166667,0.6102,0.727644444,0.6923,0.6875,0.0857,0.563833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA
NA,0.26785,0.436116667,0.26065,0.377316667,0.50125,0.4824,NA,NA,NA,NA,0.422745455,0.577889474,0.486416667,0.673384848,0.569592857,0.58326,NA,0.625,0.6,0.5577,0.1429,0.32605,NA,0.5266,0.63635,NA,0.260966667,NA,NA,0.54293,0.5278,0.1484,0.489333333,0.5420625,0.584266667,NA,0.5300875,NA,0.2088,0.54676,0.1732,0.3611,0.35965,0.50554,0.568176923,0.6561,0.0303,0.5676,NA,0.3287,0.4439,NA,0.254,0.4848,0.377766667,0.5,NA,0.594033333,NA,0.267566667,0.5,NA,NA,0.690710345,0.49882,0.66125,NA,NA,0.770911111,0.45354,0.703209091,0.2143,0.5504125,0.450575,0.087,0.71072,0.3333,NA,NA,NA,NA,0.3333,0.3333,NA,0.41665,0.75,0.875,NA,0.5,NA,0.4,0.58335,NA,0.265566667,NA,NA,0.59253,NA,NA,NA,NA,0.1429,NA,NA,NA,NA,0.5,0.6923,NA,0.1203,NA,0.549822222,NA,0.25,0.316666667,NA,0.180383333,0.206933333,0.34924,0.3125,NA,NA,0.503033333,0.292533333,NA,NA,0.0909,NA,0.0863,0.0625,0.591983333,0.7,0.621725,0.548816667,0.2,0.538266667,0.464114286,0.34094,NA,0.690133333,0.496,0.55555,0.335157143,0.6127,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.4394,0.168533333
