Monthly,Product_ID,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,Google_OCPVisit,Google_OCPVisitor,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,SC_OCPVisit,SC_OCPVisitor,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors,Direct_OCPVisit,Direct_OCPVisitor,OA_Visits,OA_Revenue,OA_Orders,OA_Uniq_Visitor,OA_OCPVisit,OA_OCPVisitor,Monthly.1,Goog_Per_Visit,Dir_Per_Visit,Per_Visit_Diff,Loyalty,Conversion,Price_Comp,Loyalty_Cat,Conversion_Cat,Price_Comp_Cat
01-01-2014,853300,79.99,68.25,1447,38298.96,367,1388,0.25,0.26,8,0,0,6,0,0,4520,2067,2067,4226,0.46,0.49,5975,40365.96,2434,5620,0.41,0.43,01-01-2014,0.25,0.75,0.5,0.75,0.43,1.17,HIGH,HIGH,HIGH
01-02-2014,853300,79.99,73.22,1413,33147.64,332,1348,0.23,0.25,7,0,0,7,0,0,3637,1637,1637,3425,0.45,0.48,5057,34784.64,1969,4780,0.39,0.41,01-02-2014,0.28,0.72,0.44,0.72,0.41,1.09,LOW,HIGH,HIGH
01-03-2014,853300,79.8,68.45,1600,38218.94,379,1543,0.24,0.25,3,79.99,1,3,0.33,0.33,3785,1719,1719,3548,0.45,0.48,5388,40017.93,2099,5094,0.39,0.41,01-03-2014,0.3,0.7,0.4,0.7,0.41,1.17,LOW,HIGH,HIGH
01-04-2014,853300,75.99,66.54,1479,35511.58,388,1423,0.26,0.27,7,75.99,1,7,0.14,0.14,4011,1758,1758,3780,0.44,0.47,5497,37345.57,2147,5210,0.39,0.41,01-04-2014,0.27,0.73,0.46,0.73,0.41,1.14,LOW,HIGH,HIGH
01-05-2014,853300,78.72,63.67,1411,36291.15,393,1354,0.28,0.29,4,79.99,1,4,0.25,0.25,3485,1523,1523,3264,0.44,0.47,4900,37894.14,1917,4622,0.39,0.41,01-05-2014,0.29,0.71,0.42,0.71,0.41,1.24,LOW,HIGH,HIGH
01-06-2014,853300,79.99,63.78,1355,36619.31,357,1305,0.26,0.27,1,0,0,1,0,0,3215,1443,1443,3045,0.45,0.47,4571,38062.31,1800,4351,0.39,0.41,01-06-2014,0.3,0.7,0.4,0.7,0.41,1.25,LOW,HIGH,HIGH
01-07-2014,853300,79.99,62.9,1325,37651.22,363,1287,0.27,0.28,10,0,0,10,0,0,3617,1636,1636,3446,0.45,0.47,4952,39287.22,1999,4743,0.4,0.42,01-07-2014,0.27,0.73,0.46,0.73,0.42,1.27,LOW,HIGH,HIGH
01-08-2014,853300,79.99,63.05,1562,40054.91,383,1504,0.25,0.25,10,79.99,1,9,0.1,0.11,2851,1447,1447,2709,0.51,0.53,4423,41581.9,1831,4222,0.41,0.43,01-08-2014,0.36,0.64,0.28,0.64,0.43,1.27,LOW,HIGH,HIGH
01-09-2014,853300,79.99,65.28,1624,44966.3,447,1569,0.28,0.28,24,79.99,1,23,0.04,0.04,3205,1521,1521,3057,0.47,0.5,4853,46567.29,1969,4649,0.41,0.42,01-09-2014,0.34,0.66,0.32,0.66,0.42,1.23,LOW,HIGH,HIGH
01-10-2014,853300,79.99,65.94,1765,42102.7,426,1695,0.24,0.25,5,0,0,5,0,0,3331,1560,1560,3132,0.47,0.5,5101,43662.7,1986,4832,0.39,0.41,01-10-2014,0.35,0.65,0.3,0.65,0.41,1.21,LOW,HIGH,HIGH
01-11-2014,853300,79.99,65.85,1226,34979.59,349,1187,0.28,0.29,5,0,0,5,0,0,2555,1243,1243,2415,0.49,0.51,3786,36222.59,1592,3607,0.42,0.44,01-11-2014,0.33,0.67,0.34,0.67,0.44,1.21,LOW,HIGH,HIGH
01-12-2014,853300,79.99,62.77,1113,36262.65,369,1079,0.33,0.34,3,0,0,3,0,0,2656,1406,1406,2518,0.53,0.56,3772,37668.65,1775,3600,0.47,0.49,01-12-2014,0.3,0.7,0.4,0.7,0.49,1.27,LOW,HIGH,HIGH
01-01-2015,853300,79.99,61.99,1318,39707.02,416,1239,0.32,0.34,0,0,0,0,0,0,3225,148160.54,1556,3057,0.48,0.51,4543,187867.56,1972,4296,0.43,0.46,01-01-2015,0.29,0.71,0.42,0.71,0.46,1.29,LOW,HIGH,HIGH
01-02-2015,853300,79.99,63.79,1045,36372.24,352,1002,0.34,0.35,0,0,0,0,0,0,2808,135100.58,1353,2672,0.48,0.51,3853,171472.82,1705,3674,0.44,0.46,01-02-2015,0.27,0.73,0.46,0.73,0.46,1.25,LOW,HIGH,HIGH
01-03-2015,853300,79.99,61.08,1124,35737.9,396,1080,0.35,0.37,1,0,0,1,0,0,2965,138630.57,1399,2817,0.47,0.5,4090,174368.47,1795,3898,0.44,0.46,01-03-2015,0.28,0.72,0.44,0.72,0.46,1.31,LOW,HIGH,HIGH
01-04-2015,853300,79.99,59.68,1083,35872.3,369,1034,0.34,0.36,0,0,0,0,0,0,3027,144086.69,1392,2848,0.46,0.49,4110,179958.99,1761,3882,0.43,0.45,01-04-2015,0.27,0.73,0.46,0.73,0.45,1.34,LOW,HIGH,HIGH
01-05-2015,853300,79.99,61.87,821,24528.92,257,781,0.31,0.33,0,0,0,0,0,0,2490,115557.48,1222,2365,0.49,0.52,3311,140086.4,1479,3146,0.45,0.47,01-05-2015,0.25,0.75,0.5,0.75,0.47,1.29,HIGH,HIGH,HIGH
01-06-2015,853300,79.99,62.39,854,29996.25,308,821,0.36,0.38,0,0,0,0,0,0,2554,125904.26,1316,2425,0.52,0.54,3408,155900.51,1624,3246,0.48,0.5,01-06-2015,0.25,0.75,0.5,0.75,0.5,1.28,LOW,HIGH,HIGH
01-07-2015,853300,79.99,71.83,267,9198.85,96,258,0.36,0.37,0,0,0,0,0,0,782,39435.07,381,746,0.49,0.51,1049,48633.92,477,1004,0.45,0.48,01-07-2015,0.26,0.74,0.48,0.74,0.48,1.11,LOW,HIGH,HIGH
01-01-2014,859520,76.99,55.2,112,3606.98,24,105,0.21,0.23,1,0,0,1,0,0,321,129,129,300,0.4,0.43,434,3735.98,153,406,0.35,0.38,01-01-2014,0.26,0.74,0.48,0.74,0.38,1.39,LOW,LOW,HIGH
01-02-2014,859520,58.29,53.11,147,2688.73,32,140,0.22,0.23,0,0,0,0,0,0,370,113,113,355,0.31,0.32,517,2801.73,145,495,0.28,0.29,01-02-2014,0.28,0.72,0.44,0.72,0.29,1.1,LOW,LOW,HIGH
01-03-2014,859520,62.99,52.34,177,2897.54,36,171,0.2,0.21,0,0,0,0,0,0,487,168,168,441,0.34,0.38,664,3065.54,204,612,0.31,0.33,01-03-2014,0.28,0.72,0.44,0.72,0.33,1.2,LOW,LOW,HIGH
01-04-2014,859520,66.78,57.33,168,3253.11,34,165,0.2,0.21,0,0,0,0,0,0,460,136,136,433,0.3,0.31,628,3389.11,170,598,0.27,0.28,01-04-2014,0.28,0.72,0.44,0.72,0.28,1.16,LOW,LOW,HIGH
01-05-2014,859520,65.16,59.07,152,2835.6,33,139,0.22,0.24,0,0,0,0,0,0,379,127,127,342,0.34,0.37,531,2962.6,160,481,0.3,0.33,01-05-2014,0.29,0.71,0.42,0.71,0.33,1.1,LOW,LOW,HIGH
01-06-2014,859520,65.99,59.04,168,3782.76,43,159,0.26,0.27,0,0,0,0,0,0,366,131,131,340,0.36,0.39,534,3913.76,174,499,0.33,0.35,01-06-2014,0.32,0.68,0.36,0.68,0.35,1.12,LOW,LOW,HIGH
01-07-2014,859520,69.79,57.59,149,4314.18,45,139,0.3,0.32,0,0,0,0,0,0,428,163,163,402,0.38,0.41,577,4477.18,208,541,0.36,0.38,01-07-2014,0.26,0.74,0.48,0.74,0.38,1.21,LOW,LOW,HIGH
01-08-2014,859520,64.46,52.66,181,3057.12,36,169,0.2,0.21,0,0,0,0,0,0,403,158,158,385,0.39,0.41,584,3215.12,194,554,0.33,0.35,01-08-2014,0.31,0.69,0.38,0.69,0.35,1.22,LOW,LOW,HIGH
01-09-2014,859520,60.26,51.59,185,3883.75,56,180,0.3,0.31,0,0,0,0,0,0,447,176,176,431,0.39,0.41,632,4059.75,232,611,0.37,0.38,01-09-2014,0.29,0.71,0.42,0.71,0.38,1.17,LOW,LOW,HIGH
01-10-2014,859520,57.1,54.9,203,6701.31,83,188,0.41,0.44,0,0,0,0,0,0,386,213,213,363,0.55,0.59,589,6914.31,296,551,0.5,0.54,01-10-2014,0.34,0.66,0.32,0.66,0.54,1.04,LOW,HIGH,HIGH
01-11-2014,859520,50.79,53.39,170,3690.27,46,161,0.27,0.29,0,0,0,0,0,0,317,140,140,297,0.44,0.47,487,3830.27,186,458,0.38,0.41,01-11-2014,0.35,0.65,0.3,0.65,0.41,0.95,LOW,HIGH,LOW
01-12-2014,859520,56.84,47.92,165,3059.49,36,159,0.22,0.23,0,0,0,0,0,0,395,135,135,379,0.34,0.36,560,3194.49,171,538,0.31,0.32,01-12-2014,0.3,0.7,0.4,0.7,0.32,1.19,LOW,LOW,HIGH
01-01-2015,859520,66.54,49.6,158,2880.57,36,153,0.23,0.24,0,0,0,0,0,0,375,13732.95,137,352,0.37,0.39,533,16613.52,173,505,0.32,0.34,01-01-2015,0.3,0.7,0.4,0.7,0.34,1.34,LOW,LOW,HIGH
01-02-2015,859520,66.99,50.74,144,3550.47,33,139,0.23,0.24,0,0,0,0,0,0,341,12058.2,126,322,0.37,0.39,485,15608.67,159,461,0.33,0.34,01-02-2015,0.3,0.7,0.4,0.7,0.34,1.32,LOW,LOW,HIGH
01-03-2015,859520,66.99,48.9,205,4689.3,46,199,0.22,0.23,0,0,0,0,0,0,381,13531.98,122,365,0.32,0.33,586,18221.28,168,564,0.29,0.3,01-03-2015,0.35,0.65,0.3,0.65,0.3,1.37,LOW,LOW,HIGH
01-04-2015,859520,66.99,54.8,200,3843.21,38,188,0.19,0.2,0,0,0,0,0,0,431,15161.84,144,412,0.33,0.35,631,19005.05,182,600,0.29,0.3,01-04-2015,0.31,0.69,0.38,0.69,0.3,1.22,LOW,LOW,HIGH
01-05-2015,859520,66.99,49.46,120,2947.56,28,117,0.23,0.24,0,0,0,0,0,0,372,13264.02,138,353,0.37,0.39,492,16211.58,166,470,0.34,0.35,01-05-2015,0.25,0.75,0.5,0.75,0.35,1.35,HIGH,LOW,HIGH
01-06-2015,859520,66.99,49.81,119,2009.7,24,116,0.2,0.21,0,0,0,0,0,0,322,10919.37,119,304,0.37,0.39,441,12929.07,143,420,0.32,0.34,01-06-2015,0.28,0.72,0.44,0.72,0.34,1.34,LOW,LOW,HIGH
01-07-2015,859520,66.99,47.99,32,1339.8,8,30,0.25,0.27,0,0,0,0,0,0,116,3952.41,37,107,0.32,0.35,148,5292.21,45,137,0.3,0.33,01-07-2015,0.22,0.78,0.56,0.78,0.33,1.4,HIGH,LOW,HIGH
01-01-2014,859605,41.99,26.75,228,2058.11,32,219,0.14,0.15,0,0,0,0,0,0,681,191,191,642,0.28,0.3,909,2249.11,223,861,0.25,0.26,01-01-2014,0.25,0.75,0.5,0.75,0.26,1.57,LOW,LOW,HIGH
01-02-2014,859605,31.6,27.53,269,2210.57,35,259,0.13,0.14,0,0,0,0,0,0,733,227,227,691,0.31,0.33,1002,2437.57,262,950,0.26,0.28,01-02-2014,0.27,0.73,0.46,0.73,0.28,1.15,LOW,LOW,HIGH
01-03-2014,859605,33.43,27.33,359,3038.5,70,340,0.19,0.21,2,0,0,2,0,0,767,217,217,722,0.28,0.3,1128,3255.5,287,1064,0.25,0.27,01-03-2014,0.32,0.68,0.36,0.68,0.27,1.22,LOW,LOW,HIGH
01-04-2014,859605,41.99,28.95,316,1931.54,40,304,0.13,0.13,0,0,0,0,0,0,705,198,198,656,0.28,0.3,1021,2129.54,238,960,0.23,0.25,01-04-2014,0.32,0.68,0.36,0.68,0.25,1.45,LOW,MID,HIGH
01-05-2014,859605,38.17,27.98,356,2277.95,49,345,0.14,0.14,0,0,0,0,0,0,759,159,159,712,0.21,0.22,1115,2436.95,208,1057,0.19,0.2,01-05-2014,0.33,0.67,0.34,0.67,0.2,1.36,LOW,MID,HIGH
01-06-2014,859605,44.99,26.81,302,1984.05,39,291,0.13,0.13,0,0,0,0,0,0,654,151,151,618,0.23,0.24,956,2135.05,190,909,0.2,0.21,01-06-2014,0.32,0.68,0.36,0.68,0.21,1.68,LOW,MID,HIGH
01-07-2014,859605,41.99,28.49,249,2729.35,47,232,0.19,0.2,0,0,0,0,0,0,563,155,155,540,0.28,0.29,812,2884.35,202,772,0.25,0.26,01-07-2014,0.3,0.7,0.4,0.7,0.26,1.47,LOW,LOW,HIGH
01-08-2014,859605,41.99,27.89,275,2771.34,54,265,0.2,0.2,0,0,0,0,0,0,448,129,129,436,0.29,0.3,723,2900.34,183,701,0.25,0.26,01-08-2014,0.38,0.62,0.24,0.62,0.26,1.51,LOW,LOW,HIGH
01-09-2014,859605,41.99,29.02,264,2855.32,45,254,0.17,0.18,0,0,0,0,0,0,513,160,160,485,0.31,0.33,777,3015.32,205,739,0.26,0.28,01-09-2014,0.34,0.66,0.32,0.66,0.28,1.45,LOW,LOW,HIGH
01-10-2014,859605,39.12,27.79,288,3502.1,57,275,0.2,0.21,1,0,0,1,0,0,559,203,203,537,0.36,0.38,848,3705.1,260,813,0.31,0.32,01-10-2014,0.34,0.66,0.32,0.66,0.32,1.41,LOW,LOW,HIGH
01-11-2014,859605,32.34,26.84,239,1930.4,40,235,0.17,0.17,2,0,0,2,0,0,466,113,113,443,0.24,0.26,707,2043.4,153,680,0.22,0.22,01-11-2014,0.35,0.65,0.3,0.65,0.22,1.2,LOW,MID,HIGH
01-12-2014,859605,26.55,23.65,379,4317.03,79,359,0.21,0.22,1,0,0,1,0,0,705,260,260,665,0.37,0.39,1085,4577.03,339,1025,0.31,0.33,01-12-2014,0.35,0.65,0.3,0.65,0.33,1.12,LOW,LOW,HIGH
01-01-2015,859605,41.54,26.3,320,3653.13,53,311,0.17,0.17,0,0,0,0,0,0,595,10413.52,164,568,0.28,0.29,915,14066.65,217,879,0.24,0.25,01-01-2015,0.35,0.65,0.3,0.65,0.25,1.58,LOW,MID,HIGH
01-02-2015,859605,41.99,25.15,267,2855.32,50,261,0.19,0.19,0,0,0,0,0,0,531,11379.29,155,517,0.29,0.3,798,14234.61,205,778,0.26,0.26,01-02-2015,0.34,0.66,0.32,0.66,0.26,1.67,LOW,LOW,HIGH
01-03-2015,859605,41.99,25.63,340,3443.18,57,328,0.17,0.17,0,0,0,0,0,0,653,11589.24,181,621,0.28,0.29,993,15032.42,238,949,0.24,0.25,01-03-2015,0.35,0.65,0.3,0.65,0.25,1.64,LOW,LOW,HIGH
01-04-2015,859605,41.99,25.63,373,3258,57,354,0.15,0.16,0,0,0,0,0,0,647,9748.81,150,611,0.23,0.25,1020,13006.81,207,965,0.2,0.21,01-04-2015,0.37,0.63,0.26,0.63,0.21,1.64,LOW,MID,HIGH
01-05-2015,859605,41.99,26.48,192,2183.48,37,184,0.19,0.2,0,0,0,0,0,0,482,10245.56,157,455,0.33,0.35,674,12429.04,194,639,0.29,0.3,01-05-2015,0.29,0.71,0.42,0.71,0.3,1.59,LOW,LOW,HIGH
01-06-2015,859605,41.99,25.32,270,2519.4,41,258,0.15,0.16,0,0,0,0,0,0,596,11421.28,169,562,0.28,0.3,866,13940.68,210,820,0.24,0.26,01-06-2015,0.31,0.69,0.38,0.69,0.26,1.66,LOW,LOW,HIGH
01-07-2015,859605,41.99,27.29,69,839.8,16,66,0.23,0.24,0,0,0,0,0,0,142,2225.47,41,136,0.29,0.3,211,3065.27,57,202,0.27,0.28,01-07-2015,0.33,0.67,0.34,0.67,0.28,1.54,LOW,LOW,HIGH
01-01-2014,863061,20.99,20.59,1960,1339.15,47,1931,0.02,0.02,18,0,0,18,0,0,1866,234,234,1816,0.13,0.13,3844,1573.15,281,3765,0.07,0.07,01-01-2014,0.52,0.48,-0.04,0.48,0.07,1.02,MID,MID,HIGH
01-02-2014,863061,20.99,20.56,570,1152.33,45,558,0.08,0.08,7,0,0,6,0,0,885,205,205,847,0.23,0.24,1462,1357.33,250,1411,0.17,0.18,01-02-2014,0.4,0.6,0.2,0.6,0.18,1.02,LOW,MID,HIGH
01-03-2014,863061,20.99,20.83,485,2647.86,63,473,0.13,0.13,4,0,0,4,0,0,884,205,205,842,0.23,0.24,1373,2852.86,268,1319,0.2,0.2,01-03-2014,0.36,0.64,0.28,0.64,0.2,1.01,LOW,MID,HIGH
01-04-2014,863061,20.99,19.79,414,2100.01,77,400,0.19,0.19,4,0,0,4,0,0,1032,308,308,991,0.3,0.31,1450,2408.01,385,1395,0.27,0.28,01-04-2014,0.29,0.71,0.42,0.71,0.28,1.06,LOW,LOW,HIGH
01-05-2014,863061,20.99,19.3,408,2359.24,80,386,0.2,0.21,1,0,0,1,0,0,827,240,240,791,0.29,0.3,1236,2599.24,320,1178,0.26,0.27,01-05-2014,0.33,0.67,0.34,0.67,0.27,1.09,LOW,LOW,HIGH
01-06-2014,863061,20.99,19.28,363,1805.12,68,349,0.19,0.19,0,0,0,0,0,0,740,224,224,718,0.3,0.31,1103,2029.12,292,1067,0.26,0.27,01-06-2014,0.33,0.67,0.34,0.67,0.27,1.09,LOW,LOW,HIGH
01-07-2014,863061,20.99,19.33,300,1306.62,50,293,0.17,0.17,2,0,0,2,0,0,713,230,230,696,0.32,0.33,1015,1536.62,280,991,0.28,0.28,01-07-2014,0.3,0.7,0.4,0.7,0.28,1.09,LOW,LOW,HIGH
01-08-2014,863061,20.99,16.64,458,2315.19,90,449,0.2,0.2,0,0,0,0,0,0,803,279,279,782,0.35,0.36,1261,2594.19,369,1231,0.29,0.3,01-08-2014,0.36,0.64,0.28,0.64,0.3,1.26,LOW,LOW,HIGH
01-09-2014,863061,20.99,17.74,496,2911.31,100,486,0.2,0.21,2,20.99,1,2,0.5,0.5,857,295,295,837,0.34,0.35,1355,3227.3,396,1325,0.29,0.3,01-09-2014,0.37,0.63,0.26,0.63,0.3,1.18,LOW,LOW,HIGH
01-10-2014,863061,21.95,20.62,418,2601.41,91,404,0.22,0.23,1,0,0,1,0,0,825,309,309,793,0.37,0.39,1244,2910.41,400,1198,0.32,0.33,01-10-2014,0.34,0.66,0.32,0.66,0.33,1.06,LOW,LOW,HIGH
01-11-2014,863061,21.99,18.83,454,1926.32,75,446,0.17,0.17,20,87.96,4,19,0.2,0.21,872,287,287,843,0.33,0.34,1346,2301.28,366,1308,0.27,0.28,01-11-2014,0.36,0.64,0.28,0.64,0.28,1.17,LOW,LOW,HIGH
01-12-2014,863061,21.99,20.87,394,2351.61,85,382,0.22,0.22,8,21.99,1,8,0.12,0.12,950,345,345,913,0.36,0.38,1352,2718.6,431,1303,0.32,0.33,01-12-2014,0.3,0.7,0.4,0.7,0.33,1.05,LOW,LOW,HIGH
01-01-2015,863061,21.99,19.96,547,3787.98,116,534,0.21,0.22,1,0,0,1,0,0,1257,13791.81,455,1211,0.36,0.38,1805,17579.79,571,1746,0.32,0.33,01-01-2015,0.31,0.69,0.38,0.69,0.33,1.1,LOW,LOW,HIGH
01-02-2015,863061,21.99,17.55,411,3371.14,101,401,0.25,0.25,0,0,0,0,0,0,892,11552.39,380,869,0.43,0.44,1303,14923.53,481,1270,0.37,0.38,01-02-2015,0.32,0.68,0.36,0.68,0.38,1.25,LOW,LOW,HIGH
01-03-2015,863061,21.99,18.29,505,3633.62,130,498,0.26,0.26,0,0,0,0,0,0,1105,15169.01,444,1075,0.4,0.41,1610,18802.63,574,1573,0.36,0.36,01-03-2015,0.32,0.68,0.36,0.68,0.36,1.2,LOW,LOW,HIGH
01-04-2015,863061,21.99,18.72,468,2542.48,86,459,0.18,0.19,1,0,0,1,0,0,1062,13508.36,382,1023,0.36,0.37,1531,16050.84,468,1483,0.31,0.32,01-04-2015,0.31,0.69,0.38,0.69,0.32,1.17,LOW,LOW,HIGH
01-05-2015,863061,21.99,18.58,298,2180.3,77,291,0.26,0.26,0,0,0,0,0,0,750,8761.86,286,725,0.38,0.39,1048,10942.16,363,1016,0.35,0.36,01-05-2015,0.29,0.71,0.42,0.71,0.36,1.18,LOW,LOW,HIGH
01-06-2015,863061,21.99,17.23,380,3452.43,95,372,0.25,0.26,0,0,0,0,0,0,903,10401.27,334,864,0.37,0.39,1283,13853.7,429,1236,0.33,0.35,01-06-2015,0.3,0.7,0.4,0.7,0.35,1.28,LOW,LOW,HIGH
01-07-2015,863061,21.99,16.53,125,857.61,30,123,0.24,0.24,0,0,0,0,0,0,303,2902.68,107,292,0.35,0.37,428,3760.29,137,415,0.32,0.33,01-07-2015,0.3,0.7,0.4,0.7,0.33,1.33,LOW,LOW,HIGH
01-01-2014,863619,16.59,15.04,270,849.4,33,263,0.12,0.13,3,0,0,3,0,0,415,105,105,401,0.25,0.26,688,954.4,138,667,0.2,0.21,01-01-2014,0.4,0.6,0.2,0.6,0.21,1.1,LOW,MID,HIGH
01-02-2014,863619,16.59,14.95,247,870.13,28,241,0.11,0.12,2,0,0,2,0,0,311,82,82,303,0.26,0.27,560,952.13,110,546,0.2,0.2,01-02-2014,0.45,0.55,0.1,0.55,0.2,1.11,MID,MID,HIGH
01-03-2014,863619,16.59,15.07,226,679.34,23,224,0.1,0.1,1,0,0,1,0,0,311,96,96,299,0.31,0.32,538,775.34,119,524,0.22,0.23,01-03-2014,0.43,0.57,0.14,0.57,0.23,1.1,MID,MID,HIGH
01-04-2014,863619,16.59,16.46,292,848.56,36,283,0.12,0.13,1,0,0,1,0,0,313,102,102,299,0.33,0.34,606,950.56,138,583,0.23,0.24,01-04-2014,0.49,0.51,0.02,0.51,0.24,1.01,MID,MID,HIGH
01-05-2014,863619,16.59,16.27,213,655.29,27,207,0.13,0.13,1,0,0,1,0,0,289,75,75,282,0.26,0.27,503,730.29,102,490,0.2,0.21,01-05-2014,0.42,0.58,0.16,0.58,0.21,1.02,MID,MID,HIGH
01-06-2014,863619,16.59,15.71,261,1064.24,37,257,0.14,0.14,3,0,0,3,0,0,284,62,62,275,0.22,0.23,548,1126.24,99,535,0.18,0.19,01-06-2014,0.49,0.51,0.02,0.51,0.19,1.06,MID,MID,HIGH
01-07-2014,863619,16.59,15.11,185,398.16,12,183,0.06,0.07,0,0,0,0,0,0,327,85,85,316,0.26,0.27,512,483.16,97,499,0.19,0.19,01-07-2014,0.37,0.63,0.26,0.63,0.19,1.1,LOW,MID,HIGH
01-08-2014,863619,16.59,14.62,286,689.31,27,279,0.09,0.1,2,0,0,2,0,0,292,87,87,282,0.3,0.31,580,776.31,114,563,0.2,0.2,01-08-2014,0.5,0.5,0,0.5,0.2,1.13,MID,MID,HIGH
01-09-2014,863619,16.59,14,275,787.19,27,274,0.1,0.1,2,0,0,2,0,0,266,74,74,259,0.28,0.29,543,861.19,101,535,0.19,0.19,01-09-2014,0.52,0.48,-0.04,0.48,0.19,1.19,MID,MID,HIGH
01-10-2014,863619,16.59,15.1,245,580.65,25,239,0.1,0.1,3,0,0,3,0,0,262,89,89,255,0.34,0.35,510,669.65,114,497,0.22,0.23,01-10-2014,0.49,0.51,0.02,0.51,0.23,1.1,MID,MID,HIGH
01-11-2014,863619,16.59,13.36,205,678.53,34,198,0.17,0.17,7,0,0,6,0,0,261,75,75,252,0.29,0.3,473,753.53,109,456,0.23,0.24,01-11-2014,0.45,0.55,0.1,0.55,0.24,1.24,MID,MID,HIGH
01-12-2014,863619,16.3,15.34,222,886.86,38,219,0.17,0.17,1,0,0,1,0,0,289,94,94,273,0.33,0.34,512,980.86,132,493,0.26,0.27,01-12-2014,0.45,0.55,0.1,0.55,0.27,1.06,MID,LOW,HIGH
01-01-2015,863619,15.99,14.54,320,1170.14,50,317,0.16,0.16,1,0,0,1,0,0,350,2723.07,124,338,0.35,0.37,671,3893.21,174,656,0.26,0.27,01-01-2015,0.48,0.52,0.04,0.52,0.27,1.1,MID,LOW,HIGH
01-02-2015,863619,15.99,14.37,260,1021.27,49,255,0.19,0.19,0,0,0,0,0,0,301,2151.44,101,291,0.34,0.35,561,3172.71,150,546,0.27,0.27,01-02-2015,0.47,0.53,0.06,0.53,0.27,1.11,MID,LOW,HIGH
01-03-2015,863619,15.99,13.58,218,650.63,30,215,0.14,0.14,0,0,0,0,0,0,329,2266.09,109,318,0.33,0.34,547,2916.72,139,533,0.25,0.26,01-03-2015,0.4,0.6,0.2,0.6,0.26,1.18,MID,LOW,HIGH
01-04-2015,863619,15.99,15.62,215,745.44,33,213,0.15,0.15,0,0,0,0,0,0,328,2614.99,109,309,0.33,0.35,543,3360.43,142,522,0.26,0.27,01-04-2015,0.41,0.59,0.18,0.59,0.27,1.02,MID,LOW,HIGH
01-05-2015,863619,15.99,14.71,156,366.17,19,153,0.12,0.12,0,0,0,0,0,0,228,1693.34,77,215,0.34,0.36,384,2059.51,96,368,0.25,0.26,01-05-2015,0.42,0.58,0.16,0.58,0.26,1.09,MID,LOW,HIGH
01-06-2015,863619,15.99,15.35,154,527.67,27,151,0.18,0.18,0,0,0,0,0,0,250,1327.17,73,235,0.29,0.31,404,1854.84,100,386,0.25,0.26,01-06-2015,0.39,0.61,0.22,0.61,0.26,1.04,LOW,LOW,HIGH
01-07-2015,863619,15.99,14.98,49,175.89,9,48,0.18,0.19,0,0,0,0,0,0,86,527.67,28,80,0.33,0.35,135,703.56,37,128,0.27,0.29,01-07-2015,0.38,0.62,0.24,0.62,0.29,1.07,LOW,LOW,HIGH
01-01-2014,869097,70.09,70.09,812,3954.48,53,728,0.07,0.07,19,203.26,3,14,0.16,0.21,2377,20166.98,232,2029,0.1,0.11,3208,24324.72,288,2771,0.09,0.1,01-01-2014,0.27,0.73,0.46,0.73,0.1,1,LOW,MID,LOW
01-02-2014,869097,75.52,72.09,924,5711.76,50,892,0.05,0.06,17,0,0,17,0,0,2357,25356.51,250,2218,0.11,0.11,3298,31068.27,300,3127,0.09,0.1,01-02-2014,0.29,0.71,0.42,0.71,0.1,1.05,LOW,MID,HIGH
01-03-2014,869097,73.61,69.99,1090,3998.28,48,1033,0.04,0.05,28,0,0,26,0,0,2304,21830.28,213,2186,0.09,0.1,3422,25828.56,261,3245,0.08,0.08,01-03-2014,0.33,0.67,0.34,0.67,0.08,1.05,LOW,MID,HIGH
01-04-2014,869097,88.63,81.93,1074,3999.57,38,1021,0.04,0.04,13,0,0,13,0,0,2247,25120.29,230,2146,0.1,0.11,3334,29119.86,268,3180,0.08,0.08,01-04-2014,0.33,0.67,0.34,0.67,0.08,1.08,LOW,MID,HIGH
01-05-2014,869097,94.31,73.85,775,5448.93,42,752,0.05,0.06,16,0,0,15,0,0,1930,19645.45,174,1834,0.09,0.09,2721,25094.38,216,2601,0.08,0.08,01-05-2014,0.29,0.71,0.42,0.71,0.08,1.28,LOW,MID,HIGH
01-06-2014,869097,94.04,73.8,952,5610.4,46,917,0.05,0.05,7,0,0,7,0,0,2204,27289.6,236,2121,0.11,0.11,3163,32900,282,3045,0.09,0.09,01-06-2014,0.3,0.7,0.4,0.7,0.09,1.27,LOW,MID,HIGH
01-07-2014,869097,91.29,69.99,780,5004.45,38,761,0.05,0.05,11,0,0,8,0,0,2087,24643.33,201,2007,0.1,0.1,2878,29647.78,239,2776,0.08,0.09,01-07-2014,0.28,0.72,0.44,0.72,0.09,1.3,LOW,MID,HIGH
01-08-2014,869097,81.89,69.04,1223,6267.8,59,1178,0.05,0.05,13,0,0,13,0,0,2452,28625.27,268,2338,0.11,0.11,3688,34893.07,327,3529,0.09,0.09,01-08-2014,0.34,0.66,0.32,0.66,0.09,1.19,LOW,MID,HIGH
