Monthly,Product_ID,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,Google_OCPVisit,Google_OCPVisitor,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,SC_OCPVisit,SC_OCPVisitor,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors,Direct_OCPVisit,Direct_OCPVisitor,OA_Visits,OA_Revenue,OA_Orders,OA_Uniq_Visitor,OA_OCPVisit,OA_OCPVisitor,Monthly.1,Goog_Per_Visit,Dir_Per_Visit,Per_Visit_Diff,Loyalty,Conversion,Price_Comp,Loyalty_Cat,Conversion_Cat,Price_Comp_Cat
01-02-2015,492757,8.49,6.05,413,1480.52,104,392,0.25,0.27,2,8.49,1,2,0.5,0.5,852,5845.79,394,785,0.46,0.5,1267,7334.8,499,1179,0.39,0.42,01-02-2015,0.33,0.67,0.34,0.67,0.42,1.4,LOW,HIGH,HIGH
01-03-2015,492757,8.49,6,472,1904.14,131,437,0.28,0.3,0,0,0,0,0,0,984,6364.76,446,916,0.45,0.49,1456,8268.9,577,1353,0.4,0.43,01-03-2015,0.32,0.68,0.36,0.68,0.43,1.42,LOW,HIGH,HIGH
01-04-2015,492757,8.49,6.04,426,1710.95,114,406,0.27,0.28,1,0,0,1,0,0,936,6283.28,413,879,0.44,0.47,1363,7994.23,527,1286,0.39,0.41,01-04-2015,0.32,0.68,0.36,0.68,0.41,1.4,LOW,HIGH,HIGH
01-05-2015,492757,8.49,6.28,303,1485.75,89,285,0.29,0.31,1,0,0,1,0,0,766,4822.32,338,723,0.44,0.47,1070,6308.07,427,1009,0.4,0.42,01-05-2015,0.28,0.72,0.44,0.72,0.42,1.35,LOW,HIGH,HIGH
01-06-2015,492757,8.49,6.21,396,1579.14,114,366,0.29,0.31,0,0,0,0,0,0,977,6112.8,434,907,0.44,0.48,1373,7691.94,548,1273,0.4,0.43,01-06-2015,0.29,0.71,0.42,0.71,0.43,1.37,LOW,HIGH,HIGH
01-07-2015,492757,8.49,6.05,103,390.54,25,98,0.24,0.26,0,0,0,0,0,0,298,1893.27,133,275,0.45,0.48,401,2283.81,158,373,0.39,0.42,01-07-2015,0.26,0.74,0.48,0.74,0.42,1.4,LOW,HIGH,HIGH
01-01-2014,494224,414.55,407.89,88,9022.37,17,84,0.19,0.2,0,0,0,0,0,0,314,99,99,287,0.32,0.34,402,9121.37,116,371,0.29,0.31,01-01-2014,0.23,0.77,0.54,0.77,0.31,1.02,HIGH,LOW,HIGH
01-02-2014,494224,393.99,388.88,80,5145.5,14,77,0.18,0.18,0,0,0,0,0,0,243,98,98,233,0.4,0.42,323,5243.5,112,310,0.35,0.36,01-02-2014,0.25,0.75,0.5,0.75,0.36,1.01,HIGH,LOW,HIGH
01-03-2014,494224,393.99,393.99,73,4274.78,12,68,0.16,0.18,1,0,0,1,0,0,244,89,89,226,0.36,0.39,318,4363.78,101,295,0.32,0.34,01-03-2014,0.23,0.77,0.54,0.77,0.34,1,HIGH,LOW,LOW
01-04-2014,494224,393.99,393.99,102,9101.16,24,95,0.24,0.25,0,0,0,0,0,0,259,89,89,245,0.34,0.36,361,9190.16,113,340,0.31,0.33,01-04-2014,0.28,0.72,0.44,0.72,0.33,1,LOW,LOW,LOW
01-05-2014,494224,393.99,393.99,97,7544.89,21,93,0.22,0.23,0,0,0,0,0,0,243,92,92,229,0.38,0.4,340,7636.89,113,322,0.33,0.35,01-05-2014,0.29,0.71,0.42,0.71,0.35,1,LOW,LOW,LOW
01-06-2014,494224,393.99,385.81,89,7249.41,19,84,0.21,0.23,0,0,0,0,0,0,218,96,96,212,0.44,0.45,307,7345.41,115,296,0.37,0.39,01-06-2014,0.28,0.72,0.44,0.72,0.39,1.02,LOW,LOW,HIGH
01-07-2014,494224,393.99,393.99,96,10539.23,26,94,0.27,0.28,0,0,0,0,0,0,236,99,99,223,0.42,0.44,332,10638.23,125,317,0.38,0.39,01-07-2014,0.3,0.7,0.4,0.7,0.39,1,LOW,LOW,LOW
01-08-2014,494224,393.99,393.99,69,6540.23,15,64,0.22,0.23,0,0,0,0,0,0,175,61,61,163,0.35,0.37,244,6601.23,76,227,0.31,0.33,01-08-2014,0.28,0.72,0.44,0.72,0.33,1,LOW,LOW,LOW
01-09-2014,494224,393.99,390.07,101,11189.31,29,100,0.29,0.29,0,0,0,0,0,0,217,89,89,210,0.41,0.42,318,11278.31,118,310,0.37,0.38,01-09-2014,0.32,0.68,0.36,0.68,0.38,1.01,LOW,LOW,HIGH
01-10-2014,494224,431.29,431.29,93,9525.78,22,88,0.24,0.25,0,0,0,0,0,0,187,74,74,178,0.4,0.42,280,9599.78,96,266,0.34,0.36,01-10-2014,0.33,0.67,0.34,0.67,0.36,1,LOW,LOW,LOW
01-11-2014,494224,432.99,432.99,79,9330.93,20,78,0.25,0.26,0,0,0,0,0,0,147,57,57,138,0.39,0.41,226,9387.93,77,216,0.34,0.36,01-11-2014,0.36,0.64,0.28,0.64,0.36,1,LOW,LOW,LOW
01-12-2014,494224,432.99,427.59,69,9460.83,22,68,0.32,0.32,0,0,0,0,0,0,161,64,64,156,0.4,0.41,230,9524.83,86,224,0.37,0.38,01-12-2014,0.3,0.7,0.4,0.7,0.38,1.01,LOW,LOW,HIGH
01-01-2015,494224,432.99,432.99,49,6927.84,13,45,0.27,0.29,0,0,0,0,0,0,178,37782.69,78,174,0.44,0.45,227,44710.53,91,219,0.4,0.42,01-01-2015,0.21,0.79,0.58,0.79,0.42,1,HIGH,HIGH,LOW
01-02-2015,494224,432.99,432.99,63,8183.51,18,60,0.29,0.3,0,0,0,0,0,0,138,24455.27,53,133,0.38,0.4,201,32638.78,71,193,0.35,0.37,01-02-2015,0.31,0.69,0.38,0.69,0.37,1,LOW,LOW,LOW
01-03-2015,494224,432.99,427.29,85,5130.93,11,85,0.13,0.13,0,0,0,0,0,0,158,29075.27,66,152,0.42,0.43,243,34206.2,77,237,0.32,0.32,01-03-2015,0.36,0.64,0.28,0.64,0.32,1.01,LOW,LOW,HIGH
01-04-2015,494224,432.99,432.99,93,10391.76,23,91,0.25,0.25,0,0,0,0,0,0,183,31660.22,66,173,0.36,0.38,276,42051.98,89,264,0.32,0.34,01-04-2015,0.34,0.66,0.32,0.66,0.34,1,LOW,LOW,LOW
01-05-2015,494224,432.99,432.99,59,6927.84,14,57,0.24,0.25,0,0,0,0,0,0,167,26888.67,58,159,0.35,0.36,226,33816.51,72,216,0.32,0.33,01-05-2015,0.26,0.74,0.48,0.74,0.33,1,LOW,LOW,LOW
01-06-2015,494224,432.99,432.99,45,4762.89,9,43,0.2,0.21,0,0,0,0,0,0,171,33773.22,76,161,0.44,0.47,216,38536.11,85,204,0.39,0.42,01-06-2015,0.21,0.79,0.58,0.79,0.42,1,HIGH,HIGH,LOW
01-07-2015,494224,432.99,432.99,12,1298.97,3,12,0.25,0.25,0,0,0,0,0,0,45,9092.79,21,41,0.47,0.51,57,10391.76,24,53,0.42,0.45,01-07-2015,0.23,0.77,0.54,0.77,0.45,1,HIGH,HIGH,LOW
01-01-2014,502336,1.99,1.25,374,928.65,63,363,0.17,0.17,1,0,0,1,0,0,1177,4578.45,260,1104,0.22,0.24,1552,5507.1,323,1468,0.21,0.22,01-01-2014,0.25,0.75,0.5,0.75,0.22,1.59,HIGH,MID,HIGH
01-02-2014,502336,1.64,1.09,350,639.44,61,332,0.17,0.18,0,0,0,0,0,0,890,3447.04,232,843,0.26,0.28,1240,4086.48,293,1175,0.24,0.25,01-02-2014,0.28,0.72,0.44,0.72,0.25,1.5,LOW,MID,HIGH
01-03-2014,502336,1.8,1.94,311,1903.07,47,303,0.15,0.16,1,0,0,1,0,0,775,2552.45,190,741,0.25,0.26,1087,4455.52,237,1045,0.22,0.23,01-03-2014,0.29,0.71,0.42,0.71,0.23,0.93,LOW,MID,LOW
01-04-2014,502336,1.99,1.49,328,539.29,43,315,0.13,0.14,0,0,0,0,0,0,770,3215.84,164,743,0.21,0.22,1098,3755.13,207,1058,0.19,0.2,01-04-2014,0.3,0.7,0.4,0.7,0.2,1.34,LOW,MID,HIGH
01-05-2014,502336,1.99,1.08,316,1140.27,54,307,0.17,0.18,1,0,0,1,0,0,730,2320.34,141,700,0.19,0.2,1047,3460.61,195,1008,0.19,0.19,01-05-2014,0.31,0.69,0.38,0.69,0.19,1.84,LOW,MID,HIGH
01-06-2014,502336,2.16,2.02,68,256.58,16,65,0.24,0.25,1,0,0,1,0,0,214,2607.92,51,199,0.24,0.26,283,2864.5,67,265,0.24,0.25,01-06-2014,0.25,0.75,0.5,0.75,0.25,1.07,HIGH,LOW,HIGH
01-07-2014,502336,2.29,0.99,63,224.42,13,63,0.21,0.21,0,0,0,0,0,0,174,2395.34,58,169,0.33,0.34,237,2619.76,71,232,0.3,0.31,01-07-2014,0.27,0.73,0.46,0.73,0.31,2.31,LOW,LOW,HIGH
01-08-2014,502336,2.29,1.42,55,73.28,6,55,0.11,0.11,0,0,0,0,0,0,127,1094.62,38,122,0.3,0.31,182,1167.9,44,177,0.24,0.25,01-08-2014,0.31,0.69,0.38,0.69,0.25,1.61,LOW,MID,HIGH
01-09-2014,502336,2.29,2.23,41,210.68,10,41,0.24,0.24,0,0,0,0,0,0,135,2230.46,48,133,0.36,0.36,176,2441.14,58,174,0.33,0.33,01-09-2014,0.24,0.76,0.52,0.76,0.33,1.03,HIGH,LOW,HIGH
01-10-2014,502336,2.29,1.82,62,75.57,7,62,0.11,0.11,0,0,0,0,0,0,144,2816.7,40,142,0.28,0.28,206,2892.27,47,204,0.23,0.23,01-10-2014,0.3,0.7,0.4,0.7,0.23,1.26,LOW,MID,HIGH
01-11-2014,502336,2.29,1.82,41,64.12,7,41,0.17,0.17,0,0,0,0,0,0,85,1907.57,27,83,0.32,0.33,126,1971.69,34,124,0.27,0.27,01-11-2014,0.33,0.67,0.34,0.67,0.27,1.26,LOW,LOW,HIGH
01-12-2014,502336,2.29,1.68,25,61.83,7,24,0.28,0.29,0,0,0,0,0,0,73,595.4,29,69,0.4,0.42,98,657.23,36,93,0.37,0.39,01-12-2014,0.26,0.74,0.48,0.74,0.39,1.37,LOW,LOW,HIGH
01-01-2015,502336,2.29,1,55,167.17,8,52,0.15,0.15,0,0,0,0,0,0,106,737.38,36,102,0.34,0.35,161,904.55,44,154,0.27,0.29,01-01-2015,0.34,0.66,0.32,0.66,0.29,2.29,LOW,LOW,HIGH
01-02-2015,502336,2.29,1.45,43,80.15,6,42,0.14,0.14,0,0,0,0,0,0,92,1307.59,35,87,0.38,0.4,135,1387.74,41,129,0.3,0.32,01-02-2015,0.33,0.67,0.34,0.67,0.32,1.58,LOW,LOW,HIGH
01-03-2015,502336,2.29,1.82,41,73.28,7,40,0.17,0.18,0,0,0,0,0,0,92,806.08,22,90,0.24,0.24,133,879.36,29,130,0.22,0.22,01-03-2015,0.31,0.69,0.38,0.69,0.22,1.26,LOW,MID,HIGH
01-04-2015,502336,2.29,1.82,42,130.53,10,42,0.24,0.24,0,0,0,0,0,0,116,673.26,32,113,0.28,0.28,158,803.79,42,155,0.27,0.27,01-04-2015,0.27,0.73,0.46,0.73,0.27,1.26,LOW,LOW,HIGH
01-05-2015,502336,2.29,1.82,33,251.9,5,30,0.15,0.17,0,0,0,0,0,0,123,1641.93,37,116,0.3,0.32,156,1893.83,42,146,0.27,0.29,01-05-2015,0.21,0.79,0.58,0.79,0.29,1.26,HIGH,LOW,HIGH
01-06-2015,502336,2.29,1.82,36,68.7,6,35,0.17,0.17,0,0,0,0,0,0,108,1369.42,35,107,0.32,0.33,144,1438.12,41,142,0.28,0.29,01-06-2015,0.25,0.75,0.5,0.75,0.29,1.26,HIGH,LOW,HIGH
01-07-2015,502336,2.29,1.82,21,91.6,6,19,0.29,0.32,0,0,0,0,0,0,35,288.54,9,35,0.26,0.26,56,380.14,15,54,0.27,0.28,01-07-2015,0.35,0.65,0.3,0.65,0.28,1.26,LOW,LOW,HIGH
01-01-2014,502351,2.99,2.99,362,1287.26,68,349,0.19,0.19,3,0,0,3,0,0,1161,4353.54,279,1105,0.24,0.25,1526,5640.8,347,1457,0.23,0.24,01-01-2014,0.24,0.76,0.52,0.76,0.24,1,HIGH,MID,LOW
01-02-2014,502351,2.99,2.99,464,1175.08,63,431,0.14,0.15,0,0,0,0,0,0,1171,4922.55,249,1108,0.21,0.22,1635,6097.63,312,1539,0.19,0.2,01-02-2014,0.28,0.72,0.44,0.72,0.2,1,LOW,MID,LOW
01-03-2014,502351,3.06,2.99,410,1019.89,61,396,0.15,0.15,1,0,0,1,0,0,1040,4659.69,247,986,0.24,0.25,1451,5679.58,308,1383,0.21,0.22,01-03-2014,0.29,0.71,0.42,0.71,0.22,1.02,LOW,MID,HIGH
01-04-2014,502351,3.15,3.13,390,512.17,43,370,0.11,0.12,0,0,0,0,0,0,906,3744.63,174,847,0.19,0.21,1296,4256.8,217,1217,0.17,0.18,01-04-2014,0.3,0.7,0.4,0.7,0.18,1.01,LOW,MID,HIGH
01-05-2014,502351,3.04,3.02,252,588.02,33,245,0.13,0.13,0,0,0,0,0,0,634,2812.69,145,596,0.23,0.24,886,3400.71,178,841,0.2,0.21,01-05-2014,0.29,0.71,0.42,0.71,0.21,1.01,LOW,MID,HIGH
01-06-2014,502351,3.23,3.15,68,284.24,10,65,0.15,0.15,0,0,0,0,0,0,180,1847.56,43,169,0.24,0.25,248,2131.8,53,234,0.21,0.23,01-06-2014,0.28,0.72,0.44,0.72,0.23,1.03,LOW,MID,HIGH
01-07-2014,502351,3.23,3.03,56,271.32,14,54,0.25,0.26,0,0,0,0,0,0,148,1682.83,46,146,0.31,0.32,204,1954.15,60,200,0.29,0.3,01-07-2014,0.27,0.73,0.46,0.73,0.3,1.07,LOW,LOW,HIGH
01-08-2014,502351,3.23,3.02,47,264.86,9,46,0.19,0.2,0,0,0,0,0,0,148,927.01,47,139,0.32,0.34,195,1191.87,56,185,0.29,0.3,01-08-2014,0.25,0.75,0.5,0.75,0.3,1.07,HIGH,LOW,HIGH
01-09-2014,502351,3.23,2.93,49,578.17,12,48,0.24,0.25,0,0,0,0,0,0,121,972.23,25,121,0.21,0.21,170,1550.4,37,169,0.22,0.22,01-09-2014,0.28,0.72,0.44,0.72,0.22,1.1,LOW,MID,HIGH
01-10-2014,502351,3.23,2.43,50,226.1,9,50,0.18,0.18,0,0,0,0,0,0,131,1899.24,33,125,0.25,0.26,181,2125.34,42,175,0.23,0.24,01-10-2014,0.29,0.71,0.42,0.71,0.24,1.33,LOW,MID,HIGH
01-11-2014,502351,3.23,1.99,29,145.35,6,28,0.21,0.21,0,0,0,0,0,0,74,762.28,29,71,0.39,0.41,103,907.63,35,99,0.34,0.35,01-11-2014,0.28,0.72,0.44,0.72,0.35,1.62,LOW,LOW,HIGH
01-12-2014,502351,3.23,1.99,31,255.17,11,31,0.35,0.35,0,0,0,0,0,0,92,894.71,33,86,0.36,0.38,123,1149.88,44,117,0.36,0.38,01-12-2014,0.26,0.74,0.48,0.74,0.38,1.62,LOW,LOW,HIGH
01-01-2015,502351,3.26,1.99,40,320.73,9,40,0.22,0.22,0,0,0,0,0,0,120,1026.69,44,110,0.37,0.4,160,1347.42,53,150,0.33,0.35,01-01-2015,0.27,0.73,0.46,0.73,0.35,1.64,LOW,LOW,HIGH
01-02-2015,502351,3.29,1.99,31,75.67,5,30,0.16,0.17,0,0,0,0,0,0,95,908.04,28,89,0.29,0.31,126,983.71,33,119,0.26,0.28,01-02-2015,0.25,0.75,0.5,0.75,0.28,1.65,LOW,LOW,HIGH
01-03-2015,502351,3.29,1.99,42,101.99,6,41,0.14,0.15,0,0,0,0,0,0,86,871.85,22,84,0.26,0.26,128,973.84,28,125,0.22,0.22,01-03-2015,0.33,0.67,0.34,0.67,0.22,1.65,LOW,MID,HIGH
01-04-2015,502351,3.29,1.99,43,190.82,9,40,0.21,0.22,0,0,0,0,0,0,80,736.96,20,77,0.25,0.26,123,927.78,29,117,0.24,0.25,01-04-2015,0.34,0.66,0.32,0.66,0.25,1.65,LOW,MID,HIGH
01-05-2015,502351,3.29,1.99,28,115.15,6,26,0.21,0.23,0,0,0,0,0,0,47,312.55,12,46,0.26,0.26,75,427.7,18,72,0.24,0.25,01-05-2015,0.36,0.64,0.28,0.64,0.25,1.65,LOW,LOW,HIGH
01-06-2015,502351,3.29,1.99,27,75.67,4,27,0.15,0.15,0,0,0,0,0,0,82,516.53,23,78,0.28,0.29,109,592.2,27,105,0.25,0.26,01-06-2015,0.26,0.74,0.48,0.74,0.26,1.65,LOW,LOW,HIGH
01-07-2015,502351,3.29,1.99,12,49.35,3,11,0.25,0.27,0,0,0,0,0,0,20,200.69,9,20,0.45,0.45,32,250.04,12,31,0.38,0.39,01-07-2015,0.35,0.65,0.3,0.65,0.39,1.65,LOW,LOW,HIGH
01-01-2014,504308,14.29,7.64,346,1864.7,96,324,0.28,0.3,0,0,0,0,0,0,1365,9590.41,475,1233,0.35,0.39,1711,11455.11,571,1557,0.33,0.37,01-01-2014,0.21,0.79,0.58,0.79,0.37,1.87,HIGH,LOW,HIGH
01-02-2014,504308,8.17,7.58,559,2035.21,163,508,0.29,0.32,1,0,0,1,0,0,1977,10196.43,763,1775,0.39,0.43,2537,12231.64,926,2284,0.36,0.41,01-02-2014,0.22,0.78,0.56,0.78,0.41,1.08,HIGH,HIGH,HIGH
01-03-2014,504308,9.19,7.79,626,2239.14,151,576,0.24,0.26,3,9.39,1,3,0.33,0.33,1881,10070.93,743,1695,0.4,0.44,2510,12319.46,895,2274,0.36,0.39,01-03-2014,0.25,0.75,0.5,0.75,0.39,1.18,LOW,LOW,HIGH
01-04-2014,504308,14.29,7.81,375,1524.89,75,341,0.2,0.22,0,0,0,0,0,0,944,5774,288,889,0.31,0.32,1319,7298.89,363,1230,0.28,0.3,01-04-2014,0.28,0.72,0.44,0.72,0.3,1.83,LOW,LOW,HIGH
01-05-2014,504308,14.81,7.95,409,2345.63,102,379,0.25,0.27,0,0,0,0,0,0,1126,8717.57,373,1034,0.33,0.36,1535,11063.2,475,1413,0.31,0.34,01-05-2014,0.27,0.73,0.46,0.73,0.34,1.86,LOW,LOW,HIGH
01-06-2014,504308,16.58,7.99,481,3054.5,134,447,0.28,0.3,0,0,0,0,0,0,1211,11448.64,449,1131,0.37,0.4,1692,14503.14,583,1578,0.34,0.37,01-06-2014,0.28,0.72,0.44,0.72,0.37,2.08,LOW,LOW,HIGH
01-07-2014,504308,16.58,7.99,509,3764.83,158,488,0.31,0.32,0,0,0,0,0,0,1588,16823.02,703,1514,0.44,0.46,2097,20587.85,861,2002,0.41,0.43,01-07-2014,0.24,0.76,0.52,0.76,0.43,2.08,HIGH,HIGH,HIGH
01-08-2014,504308,16.58,7.98,670,5123.01,224,638,0.33,0.35,0,0,0,0,0,0,1576,17476.98,673,1501,0.43,0.45,2246,22599.99,897,2139,0.4,0.42,01-08-2014,0.3,0.7,0.4,0.7,0.42,2.08,LOW,HIGH,HIGH
01-09-2014,504308,16.58,7.98,832,7404.09,295,788,0.35,0.37,4,28.19,2,4,0.5,0.5,1923,20986.16,898,1817,0.47,0.49,2759,28418.44,1195,2609,0.43,0.46,01-09-2014,0.3,0.7,0.4,0.7,0.46,2.08,LOW,HIGH,HIGH
01-10-2014,504308,16.58,11.9,840,6724.27,289,807,0.34,0.36,1,0,0,1,0,0,2128,22294.63,945,1999,0.44,0.47,2969,29018.9,1234,2807,0.42,0.44,01-10-2014,0.29,0.71,0.42,0.71,0.44,1.39,LOW,HIGH,HIGH
01-11-2014,504308,14.21,8.96,865,6773.17,355,824,0.41,0.43,4,5.99,1,4,0.25,0.25,2160,20499.55,1081,2013,0.5,0.54,3029,27278.71,1437,2841,0.47,0.51,01-11-2014,0.29,0.71,0.42,0.71,0.51,1.59,LOW,HIGH,HIGH
01-12-2014,504308,10.23,7.25,1412,8122.77,585,1316,0.41,0.44,4,15.98,2,4,0.5,0.5,3631,26796.24,1993,3402,0.55,0.59,5047,34934.99,2580,4722,0.51,0.55,01-12-2014,0.28,0.72,0.44,0.72,0.55,1.41,LOW,HIGH,HIGH
01-01-2015,504308,7.99,7.22,2478,12991.24,1039,2320,0.42,0.45,14,15.98,2,13,0.14,0.15,6504,44327.64,3443,6055,0.53,0.57,8996,57334.86,4484,8388,0.5,0.53,01-01-2015,0.28,0.72,0.44,0.72,0.53,1.11,LOW,HIGH,HIGH
01-02-2015,504308,7.99,7.24,2368,12342.32,985,2249,0.42,0.44,11,0,0,10,0,0,5903,38246.46,2994,5534,0.51,0.54,8282,50588.78,3979,7793,0.48,0.51,01-02-2015,0.29,0.71,0.42,0.71,0.51,1.1,LOW,HIGH,HIGH
01-03-2015,504308,7.99,7.39,2825,14370.9,1126,2662,0.4,0.42,6,15.98,1,5,0.17,0.2,6936,45644.23,3586,6479,0.52,0.55,9767,60031.11,4713,9146,0.48,0.52,01-03-2015,0.29,0.71,0.42,0.71,0.52,1.08,LOW,HIGH,HIGH
01-04-2015,504308,7.99,7.31,2744,14096.95,1051,2559,0.38,0.41,8,38.35,4,8,0.5,0.5,7394,46593.41,3640,6892,0.49,0.53,10146,60728.71,4695,9459,0.46,0.5,01-04-2015,0.27,0.73,0.46,0.73,0.5,1.09,LOW,HIGH,HIGH
01-05-2015,504308,7.99,7.89,1917,10107.35,784,1817,0.41,0.43,6,23.97,3,5,0.5,0.6,5669,39788.6,2933,5280,0.52,0.56,7592,49919.92,3720,7102,0.49,0.52,01-05-2015,0.26,0.74,0.48,0.74,0.52,1.01,LOW,HIGH,HIGH
01-06-2015,504308,7.99,7.64,2482,13439.18,1013,2340,0.41,0.43,0,0,0,0,0,0,6755,44360.48,3398,6257,0.5,0.54,9237,57799.66,4411,8597,0.48,0.51,01-06-2015,0.27,0.73,0.46,0.73,0.51,1.05,LOW,HIGH,HIGH
01-07-2015,504308,7.99,7.36,704,3683.39,269,657,0.38,0.41,0,0,0,0,0,0,1871,12168.77,922,1732,0.49,0.53,2575,15852.16,1191,2389,0.46,0.5,01-07-2015,0.28,0.72,0.44,0.72,0.5,1.09,LOW,HIGH,HIGH
01-01-2014,508581,12.62,8.33,96,314.05,24,87,0.25,0.28,0,0,0,0,0,0,343,2509.97,154,306,0.45,0.5,439,2824.02,178,393,0.41,0.45,01-01-2014,0.22,0.78,0.56,0.78,0.45,1.51,HIGH,HIGH,HIGH
01-02-2014,508581,10.64,9.93,132,583.85,41,127,0.31,0.32,1,0,0,1,0,0,292,1669.84,123,271,0.42,0.45,425,2253.69,164,399,0.39,0.41,01-02-2014,0.32,0.68,0.36,0.68,0.41,1.07,LOW,HIGH,HIGH
01-03-2014,508581,11.55,10.18,114,402.43,31,109,0.27,0.28,2,0,0,2,0,0,369,1746.82,131,339,0.36,0.39,485,2149.25,162,450,0.33,0.36,01-03-2014,0.25,0.75,0.5,0.75,0.36,1.13,HIGH,LOW,HIGH
01-04-2014,508581,11.99,10.18,136,561.85,39,125,0.29,0.31,0,0,0,0,0,0,343,2146.56,149,321,0.43,0.46,479,2708.41,188,446,0.39,0.42,01-04-2014,0.28,0.72,0.44,0.72,0.42,1.18,LOW,HIGH,HIGH
01-05-2014,508581,11.99,10.22,183,383.68,27,164,0.15,0.16,0,0,0,0,0,0,429,1803.89,117,401,0.27,0.29,612,2187.57,144,565,0.24,0.25,01-05-2014,0.29,0.71,0.42,0.71,0.25,1.17,LOW,LOW,HIGH
01-06-2014,508581,12.85,10.18,175,670.28,39,169,0.22,0.23,0,0,0,0,0,0,418,2266.87,135,392,0.32,0.34,593,2937.15,174,561,0.29,0.31,01-06-2014,0.3,0.7,0.4,0.7,0.31,1.26,LOW,LOW,HIGH
01-07-2014,508581,11.99,10.18,111,551.54,34,108,0.31,0.31,0,0,0,0,0,0,358,1870.44,127,341,0.35,0.37,469,2421.98,161,449,0.34,0.36,01-07-2014,0.24,0.76,0.52,0.76,0.36,1.18,HIGH,LOW,HIGH
01-08-2014,508581,11.99,9.69,131,758.36,46,126,0.35,0.37,0,0,0,0,0,0,291,1861.32,127,271,0.44,0.47,422,2619.68,173,397,0.41,0.44,01-08-2014,0.32,0.68,0.36,0.68,0.44,1.24,LOW,HIGH,HIGH
01-09-2014,508581,11.99,8.71,115,515.57,32,112,0.28,0.29,0,0,0,0,0,0,277,1789.61,131,265,0.47,0.49,392,2305.18,163,377,0.42,0.43,01-09-2014,0.3,0.7,0.4,0.7,0.43,1.38,LOW,HIGH,HIGH
01-10-2014,508581,11.99,9,123,630.54,43,115,0.35,0.37,0,0,0,0,0,0,264,1899.45,119,258,0.45,0.46,387,2529.99,162,373,0.42,0.43,01-10-2014,0.31,0.69,0.38,0.69,0.43,1.33,LOW,HIGH,HIGH
01-11-2014,508581,11.99,8.71,121,499.02,40,113,0.33,0.35,0,0,0,0,0,0,288,2144.28,141,277,0.49,0.51,409,2643.3,181,390,0.44,0.46,01-11-2014,0.29,0.71,0.42,0.71,0.46,1.38,LOW,HIGH,HIGH
01-12-2014,508581,11.99,8.71,111,584.99,42,107,0.38,0.39,0,0,0,0,0,0,275,2125.21,137,262,0.5,0.52,386,2710.2,179,369,0.46,0.49,01-12-2014,0.29,0.71,0.42,0.71,0.49,1.38,LOW,HIGH,HIGH
01-01-2015,508581,12.44,8.71,150,874.35,58,141,0.39,0.41,0,0,0,0,0,0,350,2327.64,158,331,0.45,0.48,500,3201.99,216,472,0.43,0.46,01-01-2015,0.3,0.7,0.4,0.7,0.46,1.43,LOW,HIGH,HIGH
01-02-2015,508581,12.99,8.71,101,493.62,29,98,0.29,0.3,0,0,0,0,0,0,251,2163.35,132,234,0.53,0.56,352,2656.97,161,332,0.46,0.48,01-02-2015,0.3,0.7,0.4,0.7,0.48,1.49,LOW,HIGH,HIGH
01-03-2015,508581,12.99,8.51,134,712.5,50,131,0.37,0.38,0,0,0,0,0,0,284,2229.34,136,270,0.48,0.5,418,2941.84,186,401,0.44,0.46,01-03-2015,0.33,0.67,0.34,0.67,0.46,1.53,LOW,HIGH,HIGH
01-04-2015,508581,12.99,7.96,122,608.06,43,114,0.35,0.38,0,0,0,0,0,0,279,2240.37,139,267,0.5,0.52,401,2848.43,182,381,0.45,0.48,01-04-2015,0.3,0.7,0.4,0.7,0.48,1.63,LOW,HIGH,HIGH
01-05-2015,508581,12.99,7.88,58,298.77,19,57,0.33,0.33,0,0,0,0,0,0,213,1389.93,94,200,0.44,0.47,271,1688.7,113,257,0.42,0.44,01-05-2015,0.22,0.78,0.56,0.78,0.44,1.65,HIGH,HIGH,HIGH
01-06-2015,508581,12.99,7.94,71,350.73,18,70,0.25,0.26,0,0,0,0,0,0,202,1675.71,98,189,0.49,0.52,273,2026.44,116,259,0.42,0.45,01-06-2015,0.27,0.73,0.46,0.73,0.45,1.64,LOW,HIGH,HIGH
01-07-2015,508581,12.99,7.85,24,90.93,7,23,0.29,0.3,0,0,0,0,0,0,64,467.64,28,64,0.44,0.44,88,558.57,35,87,0.4,0.4,01-07-2015,0.26,0.74,0.48,0.74,0.4,1.66,LOW,HIGH,HIGH
01-01-2014,511947,9.44,6.44,210,598.8,25,198,0.12,0.13,0,0,0,0,0,0,502,2685.23,107,461,0.21,0.23,712,3284.03,132,659,0.19,0.2,01-01-2014,0.3,0.7,0.4,0.7,0.2,1.47,LOW,MID,HIGH
01-02-2014,511947,4.99,3.99,241,374.71,26,232,0.11,0.11,0,0,0,0,0,0,521,2155.11,121,494,0.23,0.24,762,2529.82,147,726,0.19,0.2,01-02-2014,0.32,0.68,0.36,0.68,0.2,1.25,LOW,MID,HIGH
