Extraction_Date,Extraction_date_number,Retailer,Brand,Product_Name,Unique_Pdt_Identifier_MainPdt,Product_ID,Final_sales_Rank,List_Price,Discount,Discount_pct,Final_Price_after_Discount,avg_Regular_price,min_Regular_price,max_Regular_price,avg_Disc_per,min_Disc_per,max_Disc_per,avg_final_price,min_final_price,max_final_price,avg_shipping_price,min_shipping_price,max_shipping_price,avg_amz_mkt_Regular_price,min_amz_mkt_Regular_price,max_amz_mkt_Regular_price,Avg_amz_mkt_disc_perc,min_amz_mkt_disc_perc,max_amz_mkt_disc_perc,avg_amz_mkt_final_price,min_amz_mkt_final_price,max_amz_mkt_final_price,avg_amz_mkt_shipping_price,min_amz_mkt_shipping_price,max_amz_mkt_shipping_price,avg_Walmart_Regular_price,min_Walmart_Regular_price,max_Walmart_Regular_price,Avg_Walmart_disc_perc,min_Walmart_disc_perc,max_Walmart_disc_perc,Avg_Walmart_final_price,min_Walmart_final_price,max_Walmart_final_price,avg_Walmart_shipping_price,min_Walmart_shipping_price,max_Walmart_shipping_price,Avg_Target_Regular_price,min_Target_Regular_price,max_Target_Regular_price,Avg_Target_disc_perc,min_Target_disc_perc,max_Target_disc_perc,Avg_Target_final_price,min_Target_final_price,max_Target_final_price,avg_Target_shipping_price,min_Target_shipping_price,max_Target_shipping_price,Avg_Babiesrus_Regular_price,min_Babiesrus_Regular_price,max_Babiesrus_Regular_price,Avg_Babiesrus_disc_perc,min_Babiesrus_disc_perc,max_Babiesrus_disc_perc,Avg_Babiesrus_final_price,min_Babiesrus_final_price,max_Babiesrus_final_price,avg_Babiesrus_shipping_price,min_Babiesrus_shipping_price,max_Babiesrus_shipping_price,Reviews_Count,Total_Average_Ratings,Number_of_images,Not_User_Generated_images,User_Generated_images,Avg_helpful_votes,Actual_avg_score,Avg_sentiment_score,Total_sentiment_score,Avg_Positive_sentiment_score,Total_Positive_sentiment_score,Avg_negative_sentiment_score,Total_negative_sentiment_score,Avg_Weighted_score,Total_weighted_score,Special_Offers_Product_Promotion,additional_information,promo_message,price_promo,Total_sub,pdt_desc_length,Product_Description_Main_Copy,Availability,Page_Title,Pdt_Spec_Attribution_NameValues,Product_Dimensions,Shipping_weight,BuyBoxWinner,Seller_Count_New_item,Seller_Count_Used_item,Seller_Count_Refurbished_item,Saving_Dollar,Availability_flag,promo_flag1,Return_flag
8/23/2013,2,Amazon,DaVinci,DaVinci Emily 4-in-1 Convertible Crib with Toddler Rail,B001CI743A,B001CI743A,2804,209,19.3,9,189.7,209,209,209,0.09,0.09,0.09,189.7,189.7,189.7,0,0,0,199.95,199.95,199.95,0,0,0,199.95,199.95,199.95,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,199.91,199.91,199.91,0,0,0,199.91,199.91,199.91,0,0,0,249.99,249.99,249.99,0.1600064,0.1600064,0.1600064,209.99,209.99,209.99,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,Color: Espresso Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,939,"Espresso From the Manufacturer Everyone loves sweet serenity. That's why everyone loves Emily. The Emily Crib is a safe place for baby to dream. In a few simple conversions, it becomes a toddler bed or daybed. With wooden bed rails, it becomes a full-sized bed! That's endearing. That's Emily. Product Description DaVinci's Emily Crib offers your family the beautiful convenience of a lifetime crib. The Emily 4-in-1 Crib features four adjustable mattress positions that allow you to change the height as your child grows. Emily easily converts to a toddler bed (rail included), daybed, and full-size bed (conversion kit available separately), and comes in six rich finishes to match your nursery. Safety being key, the Emily Crib is made of solid New Zealand pine wood and finished with non-toxic paint that is lead and phthalate safe. Transitioning through the years has never been easier than with Emily. Sweet serenity and safe dreams.",Yes,"Amazon.com: DaVinci Emily 4 in 1 Convertible Crib with Toddler Rail, Espresso: Baby",Color: Espresso Technical Details Item Weight50.5 pounds Product Dimensions54.6 x 34.5 x 41.9 inches####OriginTaiwan####UPC048517001738 Item model numberM4791Q####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product featuresSustainable materials####Number of items1####StyleSleigh####Number of reclining positions4####FinishEspresso####Hardware visibleVisible####,n/a,69.4 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Jayden 4-in-1 Convertible Crib with Toddler Rail,B001N44BWU,B001N44BWK,8789,279,0,0,279,279,279,279,0,0,0,279,279,279,4.99,4.99,4.99,278.95,278.95,278.95,0,0,0,278.95,278.95,278.95,0,0,0,217.55,217.55,217.55,0,0,0,217.55,217.55,217.55,12.97,12.97,12.97,279,279,279,0,0,0,279,279,279,0,0,0,299.99,299.99,299.99,0.069968999,0.069968999,0.069968999,279,279,279,0,0,0,33,4.6,31,16,15,0,0,0,0,0,0,0,0,0,0,Color: Ebony Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,709,"Ebony From the Manufacturer This cribgives you a lifetime of qualitywith classic curves. In a few simple conversions, itbecomes a toddler bed or a daybed. With the conversion kit, it becomes a full-sized bed. It’s the joy of a Jayden. Product Description DaVinci Baby's Jayden Crib celebrates generations of style. With its elegantly curved back and simple solid slats, Jayden combines traditional appeal with timeless clean lines. Solidly crafted from sustainable New Zealand pine wood, in a few simple steps Jayden Crib converts to a toddler bed (rail included), daybed, or full-size bed (rails sold separately). Jayden is JPMA certified, and available in three beautiful lead and phthalate safe finishes.",Yes,"Amazon.com: DaVinci Jayden 4 in 1 Crib with Toddler Rail, Ebony: Baby","Color: Ebony Technical Details Item Weight70 pounds Product Dimensions58.2 x 31.1 x 48.4 inches####OriginTaiwan####UPC485170081330 048517008133 022791671870 Item model numberM5981E####Minimum weight recommendation10 Pounds####Maximum weight recommendation50 Pounds####Material TypeWood,####Additional product featuresSustainable materials####Number of items1####StyleConvertibles####Number of reclining positions4####Finishebony####Batteries requiredNo####",n/a,21 pounds,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Jayden 4-in-1 Convertible Crib with Toddler Rail,B001N44BWU,B001N44BWU,10220,279,9.01,3,269.99,279,279,279,0.03,0.03,0.03,269.99,269.99,269.99,0,0,0,297.9,297.9,297.9,0,0,0,297.9,297.9,297.9,0,0,0,213.95,213.95,213.95,0,0,0,213.95,213.95,213.95,12.97,12.97,12.97,279,279,279,0,0,0,279,279,279,0,0,0,299.99,299.99,299.99,0.100003333,0.100003333,0.100003333,269.99,269.99,269.99,0,0,0,33,4.6,31,16,15,0,0,0,0,0,0,0,0,0,0,Color: Espresso Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,712,"Espresso From the Manufacturer This cribgives you a lifetime of qualitywith classic curves. In a few simple conversions, itbecomes a toddler bed or a daybed. With the conversion kit, it becomes a full-sized bed. It’s the joy of a Jayden. Product Description DaVinci Baby's Jayden Crib celebrates generations of style. With its elegantly curved back and simple solid slats, Jayden combines traditional appeal with timeless clean lines. Solidly crafted from sustainable New Zealand pine wood, in a few simple steps Jayden Crib converts to a toddler bed (rail included), daybed, or full-size bed (rails sold separately). Jayden is JPMA certified, and available in three beautiful lead and phthalate safe finishes.",Yes,"Amazon.com: DaVinci Jayden 4 in 1 Crib with Toddler Rail, Espresso: Baby",Color: Espresso Technical Details Product Dimensions58.2 x 31.1 x 48.4 inches####OriginTaiwan####UPC048517008140 022791671894 Item model numberM5981Q####Minimum weight recommendation10 Pounds####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product featuresSustainable materials####Number of items1####StyleTransitional####Number of reclining positions4####FinishEspresso####,n/a,71.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,Delta Children's Products,Delta Childrens Products Canton 4 in 1 Convertible Crib,B0031KMAJK,B001P1WIRG,7337,295,50.32,17,244.68,295,295,295,0.17,0.17,0.17,244.68,244.68,244.68,0,0,0,255.99,255.99,255.99,0,0,0,255.99,255.99,255.99,38.99,38.99,38.99,221.935,199.36,244.51,0,0,0,221.935,199.36,244.51,0,0,0,247.49,244.99,249.99,0,0,0,247.49,244.99,249.99,0,0,0,299.99,299.99,299.99,0,0,0,299.99,299.99,299.99,0,0,0,201,4.3,68,14,54,1.779411765,0.761006289,2.176470588,148,2.676470588,182,-0.5,-34,1.656307806,112.6289308,Color: Dark Cherry Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,32,2141,"Dark Cherry From the Manufacturer The canton crib is the ultimate in both style and functionality when it comes to cribs. With its gorgeous finish and impeccable design, it's sure to become a focal point in your home for years to come. This beautiful crib converts easily to a toddler bed, day bed and full size bed with headboard so it's not only stylish it's functional and economic. The crib features a 4 position mattress support so your little one sleeps in ultimate comfort and is built of solid hardwoods with a non-drop side design for the ultimate in safety. This crib is JPMA/ASTM certified and contains no lead. Some assembly is required (tools included). Matches perfectly with the canton dresser in cherry (sold separately online). Product Description The Canton Crib is the ultimate in both style and functionality when it comes to cribs. With it's gorgeous finish and impeccable design, its sure to become a focal point in your home for years to come. This beautiful crib converts easily to a toddler bed, day bed and full size bed with headboard so its not only stylish it's functional and economic. The crib features a 3-position mattress support so your little one sleeps in ultimate comfort and is built of solid hardwoods with a non-drop side design for the ultimate in safety. This crib is JPMA/ASTM certified and contains no lead. Some assembly is required (tools included). Matches perfectly with the Canton Dresser (sold separately online). • Converts from crib to: toddler bed, daybed and full size bed with headboard \& footboard (crib conversion rails sold separately) • Strong \& sturdy pine wood construction • 3 Position mattress height adjustment • Fits standard size crib mattress (sold separately) • JPMA certified to meet or exceed all safety standards set by the CPSC \& ASTM • Non-toxic finish tested for lead and other toxic elements to meet or exceed government and ASTM safety standards • Wipe clean with soap and water • Easy assembly • Toddler guard rail: Included • Measures 54.25""W x 35.25""D x 43.25""H • Please note: The wood tone may vary slightly per production • Imported",Yes,"Amazon.com: Delta Canton 4-in-1 Convertible Crib, Dark Cherry: Baby",Color: Dark Cherry Technical Details Item Weight62 pounds Product Dimensions54.5 x 34.5 x 43.5 inches####OriginMade in USA####UPC080213004262 080213009403 Item model number7888-604####Maximum weight recommendation35 Pounds####StyleConvertible####Number of reclining positions3####FinishCherry####Hardware visiblePartly Hidden####,n/a,68.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,Delta Children's Products,Delta Childrens Products Canton 4 in 1 Convertible Crib,B0031KMAJK,B001P22Z2I,4247,249.99,36.67,15,213.32,249.99,249.99,249.99,0.15,0.15,0.15,213.32,213.32,213.32,0,0,0,249.99,249.99,249.99,0,0,0,249.99,249.99,249.99,37.99,37.99,37.99,199.5,199.5,199.5,0,0,0,199.5,199.5,199.5,0,0,0,244.99,244.99,244.99,0,0,0,244.99,244.99,244.99,0,0,0,299.99,299.99,299.99,0,0,0,299.99,299.99,299.99,0,0,0,201,4.3,68,14,54,1.779411765,0.761006289,2.176470588,148,2.676470588,182,-0.5,-34,1.656307806,112.6289308,Color: Black Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,32,2073,"Black From the Manufacturer The gorgeous Canton Crib combines an element of style, functionality and quality that is unmatched. Its gorgeous finish coupled with impeccable design and transitional capability makes it a must have for your little one and will grow with him/her into their adulthood. Features a non-drop side stationary design for the ultimate in safety and adjustable mattress support for convenience. Measures approximately 54.3"" x 43.2"" x 35"" when assembled (some assembly required). Uses a standard sized crib mattress (sold separately) and is JPMA certified. See the canton dresser that matches this crib perfectly (sold separately) to complete your nursery. Product Description The Canton Crib is the ultimate in both style and functionality when it comes to cribs. With it's gorgeous finish and impeccable design, its sure to become a focal point in your home for years to come. This beautiful crib converts easily to a toddler bed, day bed and full size bed with headboard so its not only stylish it's functional and economic. The crib features a 3-position mattress support so your little one sleeps in ultimate comfort and is built of solid hardwoods with a non-drop side design for the ultimate in safety. This crib is JPMA/ASTM certified and contains no lead. Some assembly is required (tools included). Matches perfectly with the Canton Dresser (sold separately online). • Converts from crib to: toddler bed, daybed and full size bed with headboard \& footboard (crib conversion rails sold separately) • Strong \& sturdy pine wood construction • 3 Position mattress height adjustment • Fits standard size crib mattress (sold separately) • JPMA certified to meet or exceed all safety standards set by the CPSC \& ASTM • Non-toxic finish tested for lead and other toxic elements to meet or exceed government and ASTM safety standards • Wipe clean with soap and water • Easy assembly • Toddler guard rail: Included • Measures 54.25""W x 35.25""D x 43.25""H • Please note: The wood tone may vary slightly per production • Imported",Yes,"Amazon.com: Delta Childrens Products Canton 4 in 1 Convertible Crib, Black: Baby",Color: Black Technical Details Item Weight65 pounds Product Dimensions54 x 33.4 x 41.4 inches####OriginChina####UPC080213008062 080213004699 Item model number7888-001####Maximum weight recommendation35 Pounds####Material TypeWood####Additional product featuresIncluded####Number of items1####StyleConvertible####Number of reclining positions3####FinishMahogany####Hardware visiblePartly Hidden####,n/a,66.9 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Emily Mini Crib,B000FT7NYM,B001RI89K2,19653,149,4,3,145,149,149,149,0.03,0.03,0.03,145,145,145,0,0,0,162.95,162.95,162.95,0,0,0,162.95,162.95,162.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,149,0,0,0,149,149,149,0,0,0,199.99,199.99,199.99,0.250012501,0.250012501,0.250012501,149.99,149.99,149.99,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,Color: Espresso Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,9,698,"Espresso From the Manufacturer Everyone loves sweet serenity. That's why everyone loves Emily.The Emily Collection is a safe place for baby to dream. That's endearing. That'sEmily. Product Description The Emily Mini Crib is the perfect space-saving alternative to a full-size crib. With the same traditional charm and rich finishes, the Emily Mini Crib is baby's first nursery in a neat little package. Emily easily becomes a twin bed (rails available separately) in one simple conversion. Crafted from sturdy New Zealand pine wood, the Emily Mini Crib provides a solid haven for baby's dreams for years. Emily is lead and phthalate safe and available in a range of six classic, non-toxic finishes.",Yes,"Amazon.com: DaVinci Emily Mini Crib, Espresso: Baby",Color: Espresso Technical Details Item Weight34.5 pounds Product Dimensions39.5 x 28 x 37.9 inches####OriginTaiwan####UPC048517008287 Item model numberM4798Q####Material TypeWood####Additional product features0Optional####Number of items1####StyleConvertible####FinishEspresso####,n/a,38.8 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,"DaVinci Richmond 4-in-1 Convertible Crib with Toddler Rail, Espresso",B001RJMSL2,B001RJMSL2,16257,249,19.86,8,229.14,249,249,249,0.08,0.08,0.08,229.14,229.14,229.14,0,0,0,227.25,227.25,227.25,0,0,0,227.25,227.25,227.25,0,0,0,227.29,227.29,227.29,0,0,0,227.29,227.29,227.29,0,0,0,229.99,229.99,229.99,0,0,0,229.99,229.99,229.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.9,7,7,0,0,0,0,0,0,0,0,0,0,0,Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,1127,"From the Manufacturer The stunning Richmond crib is a work of art. At DaVinci, we build not just clean, non-toxic nurseries but green, non-toxic worlds. That's why environmental sustainability and energy efficiency are DaVinci family values. Each stylish collection is constructed from New Zealand Pine grown in sustainable forests. Built with non-toxic finishes for perfect safety and reliability, DaVinci collections are also shipped smart to reduce our carbon footprint. So take a deep breath and know that the DaVinci choice is the best choice all around for baby's inside places and baby's outside spaces. Product Description The solid Richmond 4-in-1 Convertible Crib brings classic design and rich quality to baby's nursery. A smooth under-crib drawer conveniently holds baby's bedding necessities. The Richmond Crib with drawer adapts through the years with your child in four easy conversions: a crib, a toddler bed (rail included), a daybed, and a full-size bed (rails sold separately). Made of solid New Zealand pine wood and finished in a non-toxic, stunning espresso, Richmond is stylish for Mom and safe for baby.",Yes,"Amazon.com: DaVinci Richmond 4-in-1 Convertible Crib with Toddler Rail, Espresso: Baby",Technical Details Item Weight76 pounds Product Dimensions57.8 x 30.9 x 42 inches####UPC048517008317 Item model numberM2401Q####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product featuresSustainable materials####Number of items1####StyleUnder Crib Storage####FinishEspresso####,n/a,77 pounds,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Reagan 4 in 1 Convertible Crib with Toddler Rail,B0029DOJNA,B0029DOJN0,6606,199,39.03,20,159.97,199,199,199,0.2,0.2,0.2,159.97,159.97,159.97,0,0,0,182.1,182.1,182.1,0,0,0,182.1,182.1,182.1,0,0,0,161.99,161.99,161.99,0,0,0,161.99,161.99,161.99,0,0,0,159.99,159.99,159.99,0,0,0,159.99,159.99,159.99,0,0,0,229.99,229.99,229.99,0.134744989,0.134744989,0.134744989,199,199,199,0,0,0,31,3.8,46,42,4,0,0,0,0,0,0,0,0,0,0,Color: Cherry Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,854,"Cherry From the Manufacturer The Reagan Collection isapractical piece of DaVinci engineering.Engineered forsafety andstyle. Product Description Crafted for safety and practicality, the Reagan 4-in-1 Convertible Crib will be a solid and adorable centerpiece in your nursery for years. With its sleigh style design and gently curved leg posts, Reagan exudes a timeless, traditional charm. As baby grows, Reagan Crib easily transitions from a crib to a daybed, toddler bed (rail included) and full-size bed (full-size kit sold separately). Even front and back rails and four adjustable mattress levels mean Mom and Dad can easily care for baby from any side at a safe and comfortable height. Made from sustainable New Zealand pine wood, Reagan Crib is a sturdy addition that will grow through each stage with baby, while keeping that stylish, classic charm.",Yes,"Amazon.com: DaVinci Reagan 4 in 1 Crib with Toddler Rail, Cherry: Baby",Color: Cherry Technical Details Item Weight47.5 pounds Product Dimensions59 x 30.9 x 41.9 inches####OriginTaiwan####UPC048517008683 Item model numberM2801C####Minimum weight recommendation60 Pounds####Maximum weight recommendation50 Pounds####Additional product featuresSustainable materials####Number of items1####Number of reclining positions4####FinishCherry####,n/a,69.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Reagan 4 in 1 Convertible Crib with Toddler Rail,B0029DOJNA,B0029DOJNA,3814,199,39.01,20,159.99,199,199,199,0.2,0.2,0.2,159.99,159.99,159.99,0,0,0,220.23,220.23,220.23,0,0,0,220.23,220.23,220.23,0,0,0,169,169,169,0,0,0,169,169,169,0,0,0,159.99,159.99,159.99,0,0,0,159.99,159.99,159.99,0,0,0,229.99,229.99,229.99,0.134744989,0.134744989,0.134744989,199,199,199,0,0,0,31,3.8,46,42,4,0,0,0,0,0,0,0,0,0,0,Color: Coffee Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,33,854,"Coffee From the Manufacturer The Reagan Collection isapractical piece of DaVinci engineering.Engineered forsafety andstyle. Product Description Crafted for safety and practicality, the Reagan 4-in-1 Convertible Crib will be a solid and adorable centerpiece in your nursery for years. With its sleigh style design and gently curved leg posts, Reagan exudes a timeless, traditional charm. As baby grows, Reagan Crib easily transitions from a crib to a daybed, toddler bed (rail included) and full-size bed (full-size kit sold separately). Even front and back rails and four adjustable mattress levels mean Mom and Dad can easily care for baby from any side at a safe and comfortable height. Made from sustainable New Zealand pine wood, Reagan Crib is a sturdy addition that will grow through each stage with baby, while keeping that stylish, classic charm.",Yes,"Amazon.com: DaVinci Reagan 4 in 1 Crib with Toddler Rail, Coffee: Baby",Color: Coffee Technical Details Item Weight47.5 pounds Product Dimensions59 x 30.9 x 41.9 inches####OriginTaiwan####UPC048517008690 Item model numberM2801F####Minimum weight recommendation60 Pounds####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product featuresSustainable materials####Number of items1####StyleToddler Rail Available####Compatible products4-In-1 Convertible Crib####Number of reclining positions4####FinishPainted####,n/a,69.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Rivington 4-in-1 Crib,B0029LH1YQ,B0029LH1YQ,6965,199,26.33,13,172.67,199,199,199,0.13,0.13,0.13,172.67,172.67,172.67,0,0,0,285.99,285.99,285.99,0,0,0,285.99,285.99,285.99,0,0,0,169.46,169.46,169.46,0,0,0,169.46,169.46,169.46,9.97,9.97,9.97,186.99,186.99,186.99,0,0,0,186.99,186.99,186.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.3,19,19,0,0,0,0,0,0,0,0,0,0,0,Color: Cherry Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,19,1061,"Cherry From the Manufacturer Distinctly DaVinci, this crib gives you a lifetime of engineeredquality. In a few simple conversions, your crib becomes a toddler bed or a daybed. With wooden bed rails, it becomes a full-sized bed. Match with any of the Parker Nursery Dressers. Simply reliable. Simply Rivington. Product Description Clean and classic, the Rivington Crib's timeless style is perfect for growing up with baby. Built from solid New Zealand pine wood and finished with non-toxic paint, Rivington is a safe haven for your child to dream. For toddlers, this 4-in-1 crib easily converts to a toddler bed with the included guardrail, or to a daybed. Pair with DaVinci's separate wooden bed rails to convert to a full-size bed.With fixed sides for safety, the gently curved front rail keeps it comfortable for parents to reach in. Four mattress levels also work to maximize safety for baby and convenience for mom and dad; set your mattress at the right height for baby's growth. Rivington tends to your family's nursery needs in a simple, elegant package.",Yes,"Amazon.com: DaVinci Rivington 4-in-1 Convertible Crib with Toddler Rail, Cherry: Baby",Color: Cherry Technical Details Item Weight45.5 pounds Product Dimensions58.9 x 29.9 x 46 inches####OriginTaiwan####UPC048517008836 Item model numberM2701C####Minimum weight recommendation15 Pounds####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product features1Included####Number of items1####StyleConvertible####,n/a,66.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Rivington 4-in-1 Crib,B0029LH1YQ,B0029LH1ZK,7510,229,42.85,19,186.15,229,229,229,0.19,0.19,0.19,186.15,186.15,186.15,0,0,0,229,229,229,0,0,0,229,229,229,0,0,0,271.85,271.85,271.85,0.267978665,0.267978665,0.267978665,199,199,199,0,0,0,186.99,186.99,186.99,0,0,0,186.99,186.99,186.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.3,19,19,0,0,0,0,0,0,0,0,0,0,0,Color: Coffee Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,19,1061,"Coffee From the Manufacturer Distinctly DaVinci, this crib gives you a lifetime of engineeredquality. In a few simple conversions, your crib becomes a toddler bed or a daybed. With wooden bed rails, it becomes a full-sized bed. Match with any of the Parker Nursery Dressers. Simply reliable. Simply Rivington. Product Description Clean and classic, the Rivington Crib's timeless style is perfect for growing up with baby. Built from solid New Zealand pine wood and finished with non-toxic paint, Rivington is a safe haven for your child to dream. For toddlers, this 4-in-1 crib easily converts to a toddler bed with the included guardrail, or to a daybed. Pair with DaVinci's separate wooden bed rails to convert to a full-size bed.With fixed sides for safety, the gently curved front rail keeps it comfortable for parents to reach in. Four mattress levels also work to maximize safety for baby and convenience for mom and dad; set your mattress at the right height for baby's growth. Rivington tends to your family's nursery needs in a simple, elegant package.",Yes,"Amazon.com: DaVinci Rivington 4-in-1 Convertible Crib with Toddler Rail, Coffee: Baby",Color: Coffee Technical Details Item Weight45.5 pounds Product Dimensions58.9 x 29.9 inches####OriginTaiwan####UPC048517008843 Item model numberM2701F####Minimum weight recommendation15 Pounds####Maximum weight recommendation50 Pounds####StyleConvertible####,n/a,66.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
8/23/2013,2,Amazon,DaVinci,DaVinci Thompson 4-in-1 Crib with Toddler Rail,B0029LH222,B0029LH222,27310,229,44.74,20,184.26,229,229,229,0.2,0.2,0.2,184.26,184.26,184.26,0,0,0,198.99,198.99,198.99,0,0,0,198.99,198.99,198.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.26,184.26,184.26,0,0,0,184.26,184.26,184.26,0,0,0,239.99,239.99,239.99,0.100004167,0.100004167,0.100004167,215.99,215.99,215.99,0,0,0,20,4.2,26,23,3,0,0,0,0,0,0,0,0,0,0,Color: Cherry Eligible for Free 90-Day Returns on Baby items fulfilled by Amazon.com in the Amazon Baby Store. Here's how (restrictions apply),Free Super Saving Shipping & Free Returns,n/a,n/a,24,821,"Cherry From the Manufacturer In a few simple conversions, your crib becomes a toddler bed or a daybed. With wooden bed rails, it becomes a full-sized bed. Match with any of Parker's dressers. With the Thompson, you get it all. Product Description With the DaVinci Thompson Crib, you get it all ; elegant classic styling, but with all of the modern features baby needs. Curved side posts and an arched back rail make Thompson crib a graceful bedtime haven for baby. The Thompson 4-in-1 Convertible Crib grows with your baby, easily converting to a toddler bed with the included toddler rail, and then to a daybed. With the matching full-size conversion rails (sold separately), you can also convert to a full-size bed. Solidly crafted from New Zealand pine wood, Thompson Crib meets or surpasses all ASTM safety standards.",Yes,"Amazon.com: DaVinci Thompson 4-in-1 Crib with Toddler Rail, Cherry: Baby",Color: Cherry Technical Details Item Weight48.5 pounds Product Dimensions59 x 30.8 x 45.8 inches####OriginTaiwan####UPC048517008775 Item model numberM3201C####Minimum weight recommendation15 Pounds####Maximum weight recommendation50 Pounds####Material TypeWood####Additional product featuresSustainable materials####Number of items1####Style-1####Number of reclining positions4####FinishCherry####,n/a,59.5 poun,Amazon.com.,n/a,n/a,n/a,0,1,1,1
