Final_sales_Rank,List_Price,Discount,Discount_pct,Final_Price_after_Discount,avg_Regular_price,min_Regular_price,max_Regular_price,avg_Disc_per,min_Disc_per,max_Disc_per,avg_final_price,min_final_price,max_final_price,avg_shipping_price,min_shipping_price,max_shipping_price,avg_amz_mkt_Regular_price,min_amz_mkt_Regular_price,max_amz_mkt_Regular_price,Avg_amz_mkt_disc_perc,min_amz_mkt_disc_perc,max_amz_mkt_disc_perc,avg_amz_mkt_final_price,min_amz_mkt_final_price,max_amz_mkt_final_price,avg_amz_mkt_shipping_price,min_amz_mkt_shipping_price,max_amz_mkt_shipping_price,Reviews_Count,Total_Average_Ratings,Number_of_images,Not_User_Generated_images,User_Generated_images,Avg_helpful_votes,Actual_avg_score,Avg_sentiment_score,Total_sentiment_score,Avg_Positive_sentiment_score,Total_Positive_sentiment_score,Avg_negative_sentiment_score,Total_negative_sentiment_score,Avg_Weighted_score,Total_weighted_score,Total_sub,pdt_desc_length,Saving_Dollar
30070,279.99,20.99,7,259,279.99,279.99,279.99,0.07,0.07,0.07,259,259,259,0,0,0,258.99,258.99,258.99,0,0,0,258.99,258.99,258.99,0,0,0,7,3.7,11,11,0,0.714285714,0.833333333,3,21,3.571428571,25,-0.571428571,-4,2.5,17.5,37,1220,0
18983,219.99,24.5,11,195.49,219.99,219.99,219.99,0.11,0.11,0.11,195.49,195.49,195.49,0,0,0,195.49,195.49,195.49,0,0,0,195.49,195.49,195.49,0,0,0,7,4.1,26,26,0,0,0,2.142857143,15,2.428571429,17,-0.285714286,-2,0,0,37,361,0
70473,219.99,20.9,10,199.09,219.99,219.99,219.99,0.1,0.1,0.1,199.09,199.09,199.09,0,0,0,195.49,195.49,195.49,0,0,0,195.49,195.49,195.49,0,0,0,7,4.1,26,26,0,0,0,2.142857143,15,2.428571429,17,-0.285714286,-2,0,0,37,360,0
36686,199.99,20.09,10,179.9,199.99,199.99,199.99,0.1,0.1,0.1,179.9,179.9,179.9,4.99,4.99,4.99,229.99,229.99,229.99,0.217792078,0.217792078,0.217792078,179.9,179.9,179.9,0,0,0,1,5,2,2,0,0,0,4,4,4,4,0,0,0,0,14,759,50
26908,309.99,20.99,7,289,309.99,309.99,309.99,0.07,0.07,0.07,289,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.7,3,3,0,2.666666667,0.888888889,2.666666667,8,2.666666667,8,0,0,2.37037037,7.111111111,0,737,20.9
40456,309.99,20.99,7,289,309.99,309.99,309.99,0.07,0.07,0.07,289,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.7,3,3,0,2.666666667,0.888888889,2.666666667,8,2.666666667,8,0,0,2.37037037,7.111111111,0,738,20.9
13970,309.99,20.99,7,289,309.99,309.99,309.99,0.07,0.07,0.07,289,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.7,3,3,0,2.666666667,0.888888889,2.666666667,8,2.666666667,8,0,0,2.37037037,7.111111111,0,740,20.9
8344,399,59.01,15,339.99,399,399,399,0.15,0.15,0.15,339.99,339.99,339.99,0,0,0,399,399,399,0,0,0,399,399,399,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,689,0
258023,379,0,0,379,379,379,379,0,0,0,379,379,379,4.99,4.99,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,32,238,0
1884,259,40,15,219,259,259,259,0.15,0.15,0.15,219,219,219,0,0,0,219,219,219,0,0,0,219,219,219,0,0,0,417,4.3,93,43,50,0,0,0,0,0,0,0,0,0,0,33,1489,0
5714,259,40,15,219,259,259,259,0.15,0.15,0.15,219,219,219,0,0,0,264,264,264,0,0,0,264,264,264,0,0,0,417,4.3,93,43,50,0,0,0,0,0,0,0,0,0,0,33,1499,0
2727,259,44.59,17,214.41,259,259,259,0.17,0.17,0.17,214.41,214.41,214.41,0,0,0,264,264,264,0,0,0,264,264,264,0,0,0,417,4.3,93,43,50,0,0,0,0,0,0,0,0,0,0,33,1490,0
13447,149,43.16,29,105.84,149,149,149,0.29,0.29,0.29,105.84,105.84,105.84,0,0,0,129.27,129.27,129.27,0,0,0,129.27,129.27,129.27,0,0,0,101,4.4,35,15,20,4.416666667,0.860788863,4.416666667,371,4.571428571,384,-0.154761905,-13,3.801817479,319.3526682,9,683,0
3581,149,43.16,29,105.84,149,149,149,0.29,0.29,0.29,105.84,105.84,105.84,0,0,0,126.89,126.89,126.89,0,0,0,126.89,126.89,126.89,0,0,0,101,4.4,35,15,20,4.416666667,0.860788863,4.416666667,371,4.571428571,384,-0.154761905,-13,3.801817479,319.3526682,9,681,0
5987,209,22.87,11,186.13,209,209,209,0.11,0.11,0.11,186.13,186.13,186.13,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,2239,0
9933,279,89.26,32,189.74,279,279,279,0.32,0.32,0.32,189.74,189.74,189.74,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,2236,0
15873,149,4,3,145,149,149,149,0.03,0.03,0.03,145,145,145,0,0,0,162.95,162.95,162.95,0,0,0,162.95,162.95,162.95,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,425,0
12470,149,31.77,21,117.23,149,149,149,0.21,0.21,0.21,117.23,117.23,117.23,0,0,0,131.56,131.56,131.56,0,0,0,131.56,131.56,131.56,0,0,0,101,4.4,35,15,20,4.416666667,0.860788863,4.416666667,371,4.571428571,384,-0.154761905,-13,3.801817479,319.3526682,9,1108,0
20741,209,9.01,4,199.99,209,209,209,0.04,0.04,0.04,199.99,199.99,199.99,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,2234,0
12128,209,9.01,4,199.99,209,209,209,0.04,0.04,0.04,199.99,199.99,199.99,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,2221,0
11923,149,25.01,17,123.99,149,149,149,0.17,0.17,0.17,123.99,123.99,123.99,0,0,0,158.95,158.95,158.95,0,0,0,158.95,158.95,158.95,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,425,0
23290,149,4,3,145,149,149,149,0.03,0.03,0.03,145,145,145,0,0,0,162.95,162.95,162.95,0,0,0,162.95,162.95,162.95,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,429,0
13370,209,9.09,4,199.91,209,209,209,0.04,0.04,0.04,199.91,199.91,199.91,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,2232,0
18529,149,4,3,145,149,149,149,0.03,0.03,0.03,145,145,145,0,0,0,149,149,149,0,0,0,149,149,149,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,427,0
14102,149,25.01,17,123.99,149,149,149,0.17,0.17,0.17,123.99,123.99,123.99,0,0,0,151.99,151.99,151.99,0,0,0,151.99,151.99,151.99,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,398,0
6821,259,60,23,199,259,259,259,0.23,0.23,0.23,199,199,199,0,0,0,199,199,199,0,0,0,199,199,199,0,0,0,165,4.2,75,24,51,0,0,0,0,0,0,0,0,0,0,33,895,0
17481,249,50,20,199,249,249,249,0.2,0.2,0.2,199,199,199,0,0,0,249.45,249.45,249.45,0,0,0,249.45,249.45,249.45,0,0,0,165,4.2,75,24,51,0,0,0,0,0,0,0,0,0,0,33,888,0
11102,249,28.49,11,220.51,249,249,249,0.11,0.11,0.11,220.51,220.51,220.51,4.99,4.99,4.99,249,249,249,0.180923695,0.180923695,0.180923695,203.95,203.95,203.95,0,0,0,165,4.2,75,24,51,0,0,0,0,0,0,0,0,0,0,33,892,45
19943,399,0,0,399,399,399,399,0,0,0,399,399,399,4.99,4.99,4.99,399,399,399,0,0,0,399,399,399,0,0,0,72,4.3,98,18,80,0,0,0,0,0,0,0,0,0,0,33,1468,0
8740,389,57.51,15,331.49,389,389,389,0.15,0.15,0.15,331.49,331.49,331.49,0,0,0,379,379,379,0,0,0,379,379,379,0,0,0,94,4.6,20,14,6,0,0,0,0,0,0,0,0,0,0,33,1408,0
36609,165,13.01,8,151.99,165,165,165,0.08,0.08,0.08,151.99,151.99,151.99,0,0,0,151.99,151.99,151.99,0,0,0,151.99,151.99,151.99,0,0,0,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,507,0
52063,199,1.02,1,197.98,199,199,199,0.01,0.01,0.01,197.98,197.98,197.98,4.99,4.99,4.99,230.84,230.84,230.84,0,0,0,230.84,230.84,230.84,26.49,26.49,26.49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,218,0
4538,259,40,15,219,259,259,259,0.15,0.15,0.15,219,219,219,0,0,0,259.7,259.7,259.7,0,0,0,259.7,259.7,259.7,0,0,0,417,4.3,93,43,50,0,0,0,0,0,0,0,0,0,0,33,1488,0
11807,399,59.01,15,339.99,399,399,399,0.15,0.15,0.15,339.99,339.99,339.99,0,0,0,399,399,399,0,0,0,399,399,399,0,0,0,72,4.3,98,18,80,0,0,0,0,0,0,0,0,0,0,33,1462,0
2804,209,19.3,9,189.7,209,209,209,0.09,0.09,0.09,189.7,189.7,189.7,0,0,0,199.95,199.95,199.95,0,0,0,199.95,199.95,199.95,0,0,0,365,4.4,135,45,90,0,0,0,0,0,0,0,0,0,0,33,939,0
8789,279,0,0,279,279,279,279,0,0,0,279,279,279,4.99,4.99,4.99,278.95,278.95,278.95,0,0,0,278.95,278.95,278.95,0,0,0,33,4.6,31,16,15,0,0,0,0,0,0,0,0,0,0,33,709,0
10220,279,9.01,3,269.99,279,279,279,0.03,0.03,0.03,269.99,269.99,269.99,0,0,0,297.9,297.9,297.9,0,0,0,297.9,297.9,297.9,0,0,0,33,4.6,31,16,15,0,0,0,0,0,0,0,0,0,0,33,712,0
7337,295,50.32,17,244.68,295,295,295,0.17,0.17,0.17,244.68,244.68,244.68,0,0,0,255.99,255.99,255.99,0,0,0,255.99,255.99,255.99,38.99,38.99,38.99,201,4.3,68,14,54,1.779411765,0.761006289,2.176470588,148,2.676470588,182,-0.5,-34,1.656307806,112.6289308,32,2141,0
4247,249.99,36.67,15,213.32,249.99,249.99,249.99,0.15,0.15,0.15,213.32,213.32,213.32,0,0,0,249.99,249.99,249.99,0,0,0,249.99,249.99,249.99,37.99,37.99,37.99,201,4.3,68,14,54,1.779411765,0.761006289,2.176470588,148,2.676470588,182,-0.5,-34,1.656307806,112.6289308,32,2073,0
19653,149,4,3,145,149,149,149,0.03,0.03,0.03,145,145,145,0,0,0,162.95,162.95,162.95,0,0,0,162.95,162.95,162.95,0,0,0,84,4.6,24,12,12,0,0,0,0,0,0,0,0,0,0,9,698,0
16257,249,19.86,8,229.14,249,249,249,0.08,0.08,0.08,229.14,229.14,229.14,0,0,0,227.25,227.25,227.25,0,0,0,227.25,227.25,227.25,0,0,0,10,3.9,7,7,0,0,0,0,0,0,0,0,0,0,0,33,1127,0
6606,199,39.03,20,159.97,199,199,199,0.2,0.2,0.2,159.97,159.97,159.97,0,0,0,182.1,182.1,182.1,0,0,0,182.1,182.1,182.1,0,0,0,31,3.8,46,42,4,0,0,0,0,0,0,0,0,0,0,33,854,0
3814,199,39.01,20,159.99,199,199,199,0.2,0.2,0.2,159.99,159.99,159.99,0,0,0,220.23,220.23,220.23,0,0,0,220.23,220.23,220.23,0,0,0,31,3.8,46,42,4,0,0,0,0,0,0,0,0,0,0,33,854,0
6965,199,26.33,13,172.67,199,199,199,0.13,0.13,0.13,172.67,172.67,172.67,0,0,0,285.99,285.99,285.99,0,0,0,285.99,285.99,285.99,0,0,0,33,4.3,19,19,0,0,0,0,0,0,0,0,0,0,0,19,1061,0
7510,229,42.85,19,186.15,229,229,229,0.19,0.19,0.19,186.15,186.15,186.15,0,0,0,229,229,229,0,0,0,229,229,229,0,0,0,33,4.3,19,19,0,0,0,0,0,0,0,0,0,0,0,19,1061,0
27310,229,44.74,20,184.26,229,229,229,0.2,0.2,0.2,184.26,184.26,184.26,0,0,0,198.99,198.99,198.99,0,0,0,198.99,198.99,198.99,0,0,0,20,4.2,26,23,3,0,0,0,0,0,0,0,0,0,0,24,821,0
48189,229,33,14,196,229,229,229,0.14,0.14,0.14,196,196,196,0,0,0,195.3,195.3,195.3,0,0,0,195.3,195.3,195.3,0,0,0,20,4.2,26,23,3,0,0,0,0,0,0,0,0,0,0,24,818,0
2240,219.99,30.07,14,189.92,219.99,219.99,219.99,0.14,0.14,0.14,189.92,189.92,189.92,0,0,0,194.52,194.52,194.52,0,0,0,194.52,194.52,194.52,0,0,0,325,4.4,132,20,112,1.904958678,0.773489933,3.231404959,782,3.67768595,890,-0.446280992,-108,2.499459205,604.8691275,19,1876,0
11257,219.99,29.99,14,190,219.99,219.99,219.99,0.14,0.14,0.14,190,190,190,0,0,0,194.52,194.52,194.52,0,0,0,194.52,194.52,194.52,0,0,0,325,4.4,132,20,112,1.904958678,0.773489933,3.231404959,782,3.67768595,890,-0.446280992,-108,2.499459205,604.8691275,19,1924,0
4367,219.99,40.68,18,179.31,219.99,219.99,219.99,0.18,0.18,0.18,179.31,179.31,179.31,0,0,0,194.52,194.52,194.52,0,0,0,194.52,194.52,194.52,0,0,0,325,4.4,132,20,112,1.904958678,0.773489933,3.231404959,782,3.67768595,890,-0.446280992,-108,2.499459205,604.8691275,19,1924,0
7323,219.99,37.84,17,182.15,219.99,219.99,219.99,0.17,0.17,0.17,182.15,182.15,182.15,0,0,0,194.52,194.52,194.52,0,0,0,194.52,194.52,194.52,0,0,0,325,4.4,132,20,112,1.904958678,0.773489933,3.231404959,782,3.67768595,890,-0.446280992,-108,2.499459205,604.8691275,19,1923,0
5557,219.99,38,17,181.99,219.99,219.99,219.99,0.17,0.17,0.17,181.99,181.99,181.99,0,0,0,194.52,194.52,194.52,0,0,0,194.52,194.52,194.52,0,0,0,325,4.4,132,20,112,1.904958678,0.773489933,3.231404959,782,3.67768595,890,-0.446280992,-108,2.499459205,604.8691275,19,1917,0
11554,389,57.51,15,331.49,389,389,389,0.15,0.15,0.15,331.49,331.49,331.49,0,0,0,379,379,379,0,0,0,379,379,379,0,0,0,94,4.6,20,14,6,0,0,0,0,0,0,0,0,0,0,33,1405,0
10177,119.99,6.95,6,113.04,119.99,119.99,119.99,0.06,0.06,0.06,113.04,113.04,113.04,0,0,0,145.64,145.64,145.64,0,0,0,145.64,145.64,145.64,21.99,21.99,21.99,65,4.3,4,4,0,3.983333333,0.891791045,4.6,276,4.783333333,287,-0.183333333,-11,4.102238806,246.1343284,9,1876,0
51442,529,0,0,529,529,529,529,0,0,0,529,529,529,4.99,4.99,4.99,669,669,669,0,0,0,669,669,669,0,0,0,6,4.3,4,4,0,0.75,1,9.25,37,9.25,37,0,0,9.25,37,31,410,0
7924,199,13.04,7,185.96,199,199,199,0.07,0.07,0.07,185.96,185.96,185.96,0,0,0,215.53,215.53,215.53,0,0,0,215.53,215.53,215.53,0,0,0,114,4.6,52,16,36,3.033707865,0.778097983,4.674157303,416,5.033707865,448,-0.359550562,-32,3.636952369,323.6887608,30,981,0
881,199,25.12,13,173.88,199,199,199,0.13,0.13,0.13,173.88,173.88,173.88,0,0,0,189.99,189.99,189.99,0,0,0,189.99,189.99,189.99,30.49,30.49,30.49,114,4.6,52,16,36,3.033707865,0.778097983,4.674157303,416,5.033707865,448,-0.359550562,-32,3.636952369,323.6887608,30,422,0
37246,175,30,17,145,175,175,175,0.17,0.17,0.17,145,145,145,0,0,0,152.99,152.99,152.99,0,0,0,152.99,152.99,152.99,4.99,4.99,4.99,51,4.6,55,15,40,1.869565217,0.87755102,4.630434783,213,4.760869565,219,-0.130434783,-6,4.063442768,186.9183673,9,785,0
11001,175,30.02,17,144.98,175,175,175,0.17,0.17,0.17,144.98,144.98,144.98,0,0,0,163.65,163.65,163.65,0,0,0,163.65,163.65,163.65,0,0,0,51,4.6,55,15,40,1.869565217,0.87755102,4.630434783,213,4.760869565,219,-0.130434783,-6,4.063442768,186.9183673,9,784,0
26800,175,30,17,145,175,175,175,0.17,0.17,0.17,145,145,145,0,0,0,163.65,163.65,163.65,0,0,0,163.65,163.65,163.65,0,0,0,51,4.6,55,15,40,1.869565217,0.87755102,4.630434783,213,4.760869565,219,-0.130434783,-6,4.063442768,186.9183673,9,607,0
10466,175,30,17,145,175,175,175,0.17,0.17,0.17,145,145,145,0,0,0,163.65,163.65,163.65,0,0,0,163.65,163.65,163.65,0,0,0,51,4.6,55,15,40,1.869565217,0.87755102,4.630434783,213,4.760869565,219,-0.130434783,-6,4.063442768,186.9183673,9,787,0
14791,175,30,17,145,175,175,175,0.17,0.17,0.17,145,145,145,0,0,0,162.95,162.95,162.95,0,0,0,162.95,162.95,162.95,0,0,0,51,4.6,55,15,40,1.869565217,0.87755102,4.630434783,213,4.760869565,219,-0.130434783,-6,4.063442768,186.9183673,9,603,0
5121,249.99,27.35,11,222.64,249.99,249.99,249.99,0.11,0.11,0.11,222.64,222.64,222.64,4.99,4.99,4.99,314.65,314.65,314.65,0,0,0,314.65,314.65,314.65,49.95,49.95,49.95,201,4.3,68,14,54,1.779411765,0.761006289,2.176470588,148,2.676470588,182,-0.5,-34,1.656307806,112.6289308,32,1321,0
8203,169.99,0,0,169.99,169.99,169.99,169.99,0,0,0,169.99,169.99,169.99,4.99,4.99,4.99,0,0,0,0,0,0,0,0,0,0,0,0,15,4.7,5,5,0,0,0,0,0,0,0,0,0,0,0,28,1045,0
35646,279,36.78,13,242.22,279,279,279,0.13,0.13,0.13,242.22,242.22,242.22,0,0,0,244.85,244.85,244.85,0,0,0,244.85,244.85,244.85,0,0,0,13,4.4,26,26,0,0,0,0,0,0,0,0,0,0,0,32,885,0
38838,409,69.01,17,339.99,409,409,409,0.17,0.17,0.17,339.99,339.99,339.99,0,0,0,353.63,353.63,353.63,0,0,0,353.63,353.63,353.63,0,0,0,15,3.8,5,5,0,0,0,0,0,0,0,0,0,0,0,12,1278,0
16957,279,41.01,15,237.99,279,279,279,0.15,0.15,0.15,237.99,237.99,237.99,0,0,0,289,289,289,0,0,0,289,289,289,0,0,0,13,4.4,26,26,0,0,0,0,0,0,0,0,0,0,0,32,884,0
20615,279,32.7,12,246.3,279,279,279,0.12,0.12,0.12,246.3,246.3,246.3,0,0,0,258.99,258.99,258.99,0,0,0,258.99,258.99,258.99,0,0,0,13,4.4,26,26,0,0,0,0,0,0,0,0,0,0,0,32,887,0
59608,429.99,0,0,429.99,429.99,429.99,429.99,0,0,0,429.99,429.99,429.99,4.99,4.99,4.99,599,599,599,0,0,0,599,599,599,0,0,0,4,4.2,5,5,0,0,0,0,0,0,0,0,0,0,0,28,522,0
24354,239.99,20.09,8,219.9,239.99,239.99,239.99,0.08,0.08,0.08,219.9,219.9,219.9,32.48,32.48,32.48,239.99,239.99,239.99,0.083711821,0.083711821,0.083711821,219.9,219.9,219.9,0,0,0,2,5,2,2,0,0,0,2.5,5,2.5,5,0,0,0,0,7,2189,20
55050,279.99,80.09,29,199.9,279.99,279.99,279.99,0.29,0.29,0.29,199.9,199.9,199.9,4.99,4.99,4.99,199.9,199.9,199.9,0,0,0,199.9,199.9,199.9,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,1441,0
52286,249.99,50.09,20,199.9,249.99,249.99,249.99,0.2,0.2,0.2,199.9,199.9,199.9,0,0,0,199.9,199.9,199.9,0,0,0,199.9,199.9,199.9,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,1490,0
38259,279.99,42,15,237.99,279.99,279.99,279.99,0.15,0.15,0.15,237.99,237.99,237.99,0,0,0,239.9,239.9,239.9,0,0,0,239.9,239.9,239.9,0,0,0,1,5,2,2,0,0,0,3,3,3,3,0,0,0,0,7,1841,42
25050,379.99,30.09,8,349.9,379.99,379.99,379.99,0.08,0.08,0.08,349.9,349.9,349.9,4.99,4.99,4.99,379.99,379.99,379.99,0.210768704,0.210768704,0.210768704,299.9,299.9,299.9,0,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,7,2453,80
35416,239.99,53,22,186.99,239.99,239.99,239.99,0.22,0.22,0.22,186.99,186.99,186.99,0,0,0,191.14,191.14,191.14,0,0,0,191.14,191.14,191.14,0,0,0,9,4.6,2,2,0,2,0.333333333,4.285714286,30,4.285714286,30,0,0,1.428571429,10,10,2119,0
34509,239.99,53,22,186.99,239.99,239.99,239.99,0.22,0.22,0.22,186.99,186.99,186.99,0,0,0,200.98,200.98,200.98,0,0,0,200.98,200.98,200.98,0,0,0,9,4.6,2,2,0,2,0.333333333,4.285714286,30,4.285714286,30,0,0,1.428571429,10,10,2123,0
17208,289.99,69,24,220.99,289.99,289.99,289.99,0.24,0.24,0.24,220.99,220.99,220.99,0,0,0,226.99,226.99,226.99,0,0,0,226.99,226.99,226.99,0,0,0,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,28,2341,0
14052,289.99,69,24,220.99,289.99,289.99,289.99,0.24,0.24,0.24,220.99,220.99,220.99,0,0,0,226.99,226.99,226.99,0,0,0,226.99,226.99,226.99,0,0,0,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,28,2345,0
60306,249.99,50.09,20,199.9,249.99,249.99,249.99,0.2,0.2,0.2,199.9,199.9,199.9,0,0,0,199.9,199.9,199.9,0,0,0,199.9,199.9,199.9,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,7,1699,0
51915,249.99,53.43,21,196.56,249.99,249.99,249.99,0.21,0.21,0.21,196.56,196.56,196.56,0,0,0,239.91,239.91,239.91,0,0,0,239.91,239.91,239.91,0,0,0,22,4.4,15,15,0,0,0,0,0,0,0,0,0,0,0,37,2407,0
39808,336,48.31,14,287.69,336,336,336,0.14,0.14,0.14,287.69,287.69,287.69,0,0,0,334.99,334.99,334.99,0,0,0,334.99,334.99,334.99,0,0,0,15,3.2,19,19,0,0.461538462,0.545454546,2.076923077,27,2.461538462,32,-0.384615385,-5,1.132867133,14.72727273,33,2568,0
40586,336,48.31,14,287.69,336,336,336,0.14,0.14,0.14,287.69,287.69,287.69,0,0,0,331.25,331.25,331.25,0,0,0,331.25,331.25,331.25,0,0,0,15,3.2,19,19,0,0.461538462,0.545454546,2.076923077,27,2.461538462,32,-0.384615385,-5,1.132867133,14.72727273,33,2567,0
101407,336,49.03,15,286.97,336,336,336,0.15,0.15,0.15,286.97,286.97,286.97,0,0,0,334.99,334.99,334.99,0,0,0,334.99,334.99,334.99,0,0,0,15,3.2,19,19,0,0.461538462,0.545454546,2.076923077,27,2.461538462,32,-0.384615385,-5,1.132867133,14.72727273,33,2568,0
7256,249.99,53.55,21,196.44,249.99,249.99,249.99,0.21,0.21,0.21,196.44,196.44,196.44,0,0,0,239.91,239.91,239.91,0,0,0,239.91,239.91,239.91,0,0,0,22,4.4,15,15,0,0,0,0,0,0,0,0,0,0,0,37,2406,0
25135,249.99,53.43,21,196.56,249.99,249.99,249.99,0.21,0.21,0.21,196.56,196.56,196.56,0,0,0,239.91,239.91,239.91,0,0,0,239.91,239.91,239.91,0,0,0,22,4.4,15,15,0,0,0,0,0,0,0,0,0,0,0,37,2406,0
3768,229.99,39.79,17,190.2,229.99,229.99,229.99,0.17,0.17,0.17,190.2,190.2,190.2,0,0,0,228.67,228.67,228.67,0,0,0,228.67,228.67,228.67,0,0,0,52,4.5,29,24,5,1.333333333,0.776119403,3.769230769,147,3.794871795,148,-0.025641026,-1,2.925373134,114.0895522,37,2578,0
10875,229.99,34.5,15,195.49,229.99,229.99,229.99,0.15,0.15,0.15,195.49,195.49,195.49,0,0,0,224.95,224.95,224.95,0,0,0,224.95,224.95,224.95,0,0,0,52,4.5,29,24,5,1.333333333,0.776119403,3.769230769,147,3.794871795,148,-0.025641026,-1,2.925373134,114.0895522,37,2581,0
33626,229.99,20.02,9,209.97,229.99,229.99,229.99,0.09,0.09,0.09,209.97,209.97,209.97,0,0,0,228.67,228.67,228.67,0,0,0,228.67,228.67,228.67,0,0,0,52,4.5,29,24,5,1.333333333,0.776119403,3.769230769,147,3.794871795,148,-0.025641026,-1,2.925373134,114.0895522,37,2578,0
10283,229.99,40.74,18,189.25,229.99,229.99,229.99,0.18,0.18,0.18,189.25,189.25,189.25,0,0,0,228.67,228.67,228.67,0,0,0,228.67,228.67,228.67,0,0,0,52,4.5,29,24,5,1.333333333,0.776119403,3.769230769,147,3.794871795,148,-0.025641026,-1,2.925373134,114.0895522,37,2579,0
50615,229.99,36.9,16,193.09,229.99,229.99,229.99,0.16,0.16,0.16,193.09,193.09,193.09,0,0,0,228.67,228.67,228.67,0,0,0,228.67,228.67,228.67,0,0,0,52,4.5,29,24,5,1.333333333,0.776119403,3.769230769,147,3.794871795,148,-0.025641026,-1,2.925373134,114.0895522,37,2576,0
92168,349.99,70.09,20,279.9,349.99,349.99,349.99,0.2,0.2,0.2,279.9,279.9,279.9,0,0,0,279,279,279,0,0,0,279,279,279,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,1788,0
14104,279,0,0,279,279,279,279,0,0,0,279,279,279,4.99,4.99,4.99,278.95,278.95,278.95,0,0,0,278.95,278.95,278.95,0,0,0,33,4.6,31,16,15,0,0,0,0,0,0,0,0,0,0,33,743,0
36039,249,2.02,1,246.98,249,249,249,0.01,0.01,0.01,246.98,246.98,246.98,0,0,0,246.98,246.98,246.98,0,0,0,246.98,246.98,246.98,0,0,0,13,3.6,27,27,0,4.1,0.773584906,5.9,59,6.4,64,-0.5,-5,4.564150943,45.64150943,9,1342,0
24184,249,0,0,249,249,249,249,0,0,0,249,249,249,4.99,4.99,4.99,249,249,249,0,0,0,249,249,249,0,0,0,13,3.6,27,27,0,4.1,0.773584906,5.9,59,6.4,64,-0.5,-5,4.564150943,45.64150943,9,1339,0
5134,249.99,51.84,21,198.15,249.99,249.99,249.99,0.21,0.21,0.21,198.15,198.15,198.15,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2741,0
14127,249.99,54.5,22,195.49,249.99,249.99,249.99,0.22,0.22,0.22,195.49,195.49,195.49,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2739,0
25202,249.99,51.66,21,198.33,249.99,249.99,249.99,0.21,0.21,0.21,198.33,198.33,198.33,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2739,0
23829,249.99,51.66,21,198.33,249.99,249.99,249.99,0.21,0.21,0.21,198.33,198.33,198.33,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2736,0
6187,249.99,37.5,15,212.49,249.99,249.99,249.99,0.15,0.15,0.15,212.49,212.49,212.49,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2738,0
9807,249.99,51.66,21,198.33,249.99,249.99,249.99,0.21,0.21,0.21,198.33,198.33,198.33,0,0,0,245.32,245.32,245.32,0,0,0,245.32,245.32,245.32,0,0,0,61,4.4,47,29,18,0,0,0,0,0,0,0,0,0,0,33,2738,0
